INSTNM,CITY,ZIP,INSTURL,FEMALE_COMP_ORIG_YR4_RT,MALE_COMP_ORIG_YR4_RT
Albany Law School,Albany,12208,,PrivacySuppressed,PrivacySuppressed
Albany Medical College,Albany,12208-3479,,PrivacySuppressed,PrivacySuppressed
Alfred University,Alfred,14802-1205,,0.595505618,0.394957983
Allen School-Brooklyn,Brooklyn,11201,,0.396797153,0.392857143
The Ailey School,New York,10019-4402,,PrivacySuppressed,PrivacySuppressed
American Academy of Dramatic Arts-New York,New York,10016,,0.553571429,0.35
American Academy McAllister Institute of Funeral Service,New York,10019,,PrivacySuppressed,PrivacySuppressed
Joffrey Ballet School,New York,10011,,PrivacySuppressed,PrivacySuppressed
American Musical and Dramatic Academy,New York,10023,,0.519230769,0.551724138
Apex Technical School,Long Island City,11101,,0.613138686,0.598647125
Arnot Ogden Medical Center,Elmira,14905-1676,,PrivacySuppressed,PrivacySuppressed
Arnot-Ogden Medical Center-School of Radiologic Technology,Elmira,14905-1676,,PrivacySuppressed,PrivacySuppressed
Associated Beth Rivkah Schools,Brooklyn,11225,,PrivacySuppressed,PrivacySuppressed
Austin's School of Spa Technology,Albany,12206-1513,,PrivacySuppressed,PrivacySuppressed
Bank Street College of Education,New York,10025,,PrivacySuppressed,PrivacySuppressed
Bard College,Annandale-On-Hudson,12504-5000,,0.678082192,0.666666667
Barnard College,New York,10027-6598,,PrivacySuppressed,PrivacySuppressed
St Vincent Catholic Medical Centers of Ny,Staten Island,10304-3850,,PrivacySuppressed,PrivacySuppressed
Berk Trade and Business School,Long Island City,11101-8120,,PrivacySuppressed,PrivacySuppressed
Berkeley College-New York,New York,10017,,0.383944154,0.345971564
BERKELEY COLLEGE,WHITE PLAINS,10601,,0.383944154,0.345971564
Beth Hatalmud Rabbinical College,Brooklyn,11214,,PrivacySuppressed,PrivacySuppressed
Beth Hamedrash Shaarei Yosher Institute,Brooklyn,11204,,PrivacySuppressed,PrivacySuppressed
Phillips School of Nursing at Mount Sinai Beth Israel,New York,10001-6354,,PrivacySuppressed,PrivacySuppressed
Hair Design Institute at Fifth Avenue-Brooklyn,Brooklyn,11209,,PrivacySuppressed,PrivacySuppressed
Boricua College,New York,10032-1560,,PrivacySuppressed,PrivacySuppressed
Bramson ORT College,Forest Hills,11375-4239,,PrivacySuppressed,PrivacySuppressed
Briarcliffe College,Bethpage,11714-3545,,0.347648262,0.322
Brittany Beauty School,Levittown,11756-1345,,PrivacySuppressed,PrivacySuppressed
Brooklyn Law School,Brooklyn,11201,,PrivacySuppressed,PrivacySuppressed
SUNY Broome Community College,Binghamton,13905,,0.201282051,0.137370753
Bryant & Stratton College-Amherst,Getzville,14068,,0.299595142,0.283950617
Bryant & Stratton College-Syracuse North,Liverpool,13090,,0.299595142,0.283950617
Bryant & Stratton College-Syracuse,Syracuse,13203-2502,,0.299595142,0.283950617
Bryant & Stratton College-Buffalo,Buffalo,14203,,0.299595142,0.283950617
Bryant & Stratton College-Greece,Rochester,14612,,0.299595142,0.283950617
Business Informatics Center Inc,Valley Stream,11580-5431,,PrivacySuppressed,PrivacySuppressed
Canisius College,Buffalo,14208-1098,,0.167441861,0.127371274
Capri Cosmetology Learning Centers,Nanuet,10954,,PrivacySuppressed,PrivacySuppressed
Career Blazers Learning Center,New York,10017,,,
Caliber Training Institute,New York,10018,,0.542207792,0.543859649
St Vincent Catholic Medical Center New York-Brooklyn and Queens,Fresh Meadows,11365,,PrivacySuppressed,PrivacySuppressed
St Paul's School of Nursing-Queens,Rego Park,11374,,PrivacySuppressed,PrivacySuppressed
Cayuga County Community College,Auburn,13021-3099,,0.266490765,0.186567164
Cazenovia College,Cazenovia,13035,,0.465346535,0.439393939
Central Yeshiva Tomchei Tmimim Lubavitz,Brooklyn,11230,,PrivacySuppressed,PrivacySuppressed
Cheryl Fells School of Business,Niagara Falls,14304,,PrivacySuppressed,PrivacySuppressed
Christ the King Seminary,East Aurora,14052-0607,,,
Circle in the Square Theatre School,New York,10019-6795,,PrivacySuppressed,PrivacySuppressed
Clarkson University,Potsdam,13699,,0.297468354,0.187122736
Clinton Community College,Plattsburgh,12901,,PrivacySuppressed,PrivacySuppressed
Cochran School of Nursing,Yonkers,10701,,PrivacySuppressed,PrivacySuppressed
Colgate Rochester Crozer Divinity School,Rochester,14620-2589,,,
Colgate University,Hamilton,13346-1398,,0.674074074,0.674074074
Metropolitan College of New York,New York,10006-1742,,0.179752066,0.205357143
Columbia University in the City of New York,New York,10027,,0.769485904,0.733485194
Columbia-Greene Community College,Hudson,12534,,PrivacySuppressed,PrivacySuppressed
Empire Beauty School-Queens,Astoria,11103,,PrivacySuppressed,PrivacySuppressed
Concordia College-New York,Bronxville,10708-1998,,0.372093023,0.376811594
Continental School of Beauty Culture-Buffalo,Buffalo,14223,,PrivacySuppressed,PrivacySuppressed
Continental School of Beauty Culture-Batavia,Batavia,14020,,PrivacySuppressed,PrivacySuppressed
Continental School of Beauty Culture-Rochester,Rochester,14623,,PrivacySuppressed,PrivacySuppressed
Cooper Union for the Advancement of Science and Art,New York,10003-7120,,PrivacySuppressed,PrivacySuppressed
Cope Institute,New York,10007-3001,,PrivacySuppressed,PrivacySuppressed
Cornell University,Ithaca,14853,,0.785714286,0.764878049
Weill Cornell Medical College,New York,10065,,,
Corning Community College,Corning,14830,,0.305057096,0.267665953
Pomeroy College of Nursing at Crouse Hospital,Syracuse,13210-1687,,PrivacySuppressed,PrivacySuppressed
Culinary Institute of America,Hyde Park,12538-1499,,PrivacySuppressed,PrivacySuppressed
CUNY Bernard M Baruch College,New York,10010,,0.13559322,0.135265701
CUNY Borough of Manhattan Community College,New York,10007,,PrivacySuppressed,PrivacySuppressed
CUNY Bronx Community College,Bronx,10453,,PrivacySuppressed,PrivacySuppressed
CUNY Brooklyn College,Brooklyn,11210,,0.076923077,0.05952381
College of Staten Island CUNY,Staten Island,10314,,0.124750499,0.078101072
CUNY City College,New York,10031,,0.07826087,0.048640916
CUNY Graduate School and University Center,New York,10016,,PrivacySuppressed,PrivacySuppressed
CUNY Hostos Community College,Bronx,10451,,PrivacySuppressed,PrivacySuppressed
CUNY Hunter College,New York,10065,,0.120221607,0.10866575
CUNY John Jay College of Criminal Justice,New York,10019,,0.104920405,0.09079118
CUNY Kingsborough Community College,Brooklyn,11235,,0.049851632,0.029888984
CUNY LaGuardia Community College,Long Island City,11101,,0.034320323,0.027413588
CUNY Lehman College,Bronx,10468,,0.108365019,0.094555874
CUNY Medgar Evers College,Brooklyn,11225,,PrivacySuppressed,PrivacySuppressed
CUNY New York City College of Technology,Brooklyn,11201,,PrivacySuppressed,PrivacySuppressed
CUNY Queens College,Queens,11367,,0.149681529,0.098619329
CUNY Queensborough Community College,Bayside,11364-1497,,0.037878788,0.025613661
CUNY School of Law,Long Island City,11101,,PrivacySuppressed,PrivacySuppressed
CUNY York College,Jamaica,11451,,0.097072419,0.075085324
CVPH Medical Center School of Radiologic Technology,Plattsburgh,12901-1438,,PrivacySuppressed,PrivacySuppressed
D'Youville College,Buffalo,14201-1084,,0.48019802,0.566666667
Daemen College,Amherst,14226-3592,,0.464788732,0.35
Darkei Noam Rabbinical College,Brooklyn,11210,,PrivacySuppressed,PrivacySuppressed
Dominican College of Blauvelt,Orangeburg,10962-1210,,0.505813954,0.392857143
Dowling College,Oakdale,11769-1999,,0.445396146,0.334728034
Dutchess Community College,Poughkeepsie,12601-1595,,0.108510638,0.115241636
Belanger School of Nursing,Schenectady,12304,,PrivacySuppressed,PrivacySuppressed
Elmira Business Institute,Elmira,14901,,PrivacySuppressed,PrivacySuppressed
Elmira College,Elmira,14901,,0.479245283,0.36036036
Erie Community College,Buffalo,14203-2698,,0.034177215,0.020168067
Fashion Institute of Technology,New York,10001-5992,,0.243062201,0.155737705
FEGS Trades and Business School,New York,10013-1007,,PrivacySuppressed,PrivacySuppressed
Finger Lakes Community College,Canandaigua,14424-8395,,0.271304348,0.187643021
Five Towns College,Dix Hills,11746-5871,,0.428571429,0.334728034
Fordham University,Bronx,10458,,0.580861244,0.613718412
The International Culinary Center,New York,10013-2618,,0.84057971,0.753246753
Fulton-Montgomery Community College,Johnstown,12095-3790,,0.215909091,0.173160173
Gemological Institute of America-New York,New York,10036,,PrivacySuppressed,PrivacySuppressed
The General Theological Seminary,New York,10011,,,
Genesee Community College,Batavia,14020,,0.169657423,0.160762943
Global Business Institute,Far Rockaway,11691,,PrivacySuppressed,PrivacySuppressed
Global Business Institute,New York,10035,,PrivacySuppressed,PrivacySuppressed
Hamilton College,Clinton,13323,,0.769784173,0.716666667
Hartwick College,Oneonta,13820-4020,,0.517412935,0.324324324
Helene Fuld College of Nursing,New York,10035-2737,,PrivacySuppressed,PrivacySuppressed
Herkimer County Community College,Herkimer,13350-1598,,0.28650647,0.212550607
Hilbert College,Hamburg,14075-1597,,0.280898876,0.203539823
Hobart William Smith Colleges,Geneva,14456,,0.75,0.592814371
Hofstra University,Hempstead,11549,,0.412028725,0.337443946
Houghton College,Houghton,14744,,0.447257384,0.462025317
Hudson Valley Community College,Troy,12180,,0.190184049,0.172506739
Hunter Business School,Levittown,11756-1375,,0.285714286,0.232876712
Institute of Design and Construction,Brooklyn,11201-5380,,PrivacySuppressed,PrivacySuppressed
Institute of Audio Research,New York,10003,,0.603305785,0.59030837
Interboro Institute,New York,10019-3697,,PrivacySuppressed,PrivacySuppressed
Iona College,New Rochelle,10801-1890,,0.424882629,0.341968912
Isabella Graham Hart School of Practical Nursing,Rochester,14617,,PrivacySuppressed,PrivacySuppressed
Island Drafting and Technical Institute,Amityville,11701-2704,,PrivacySuppressed,PrivacySuppressed
Ithaca College,Ithaca,14850-7002,,0.558479532,0.52975048
Jamestown Community College,Jamestown,14701,,PrivacySuppressed,PrivacySuppressed
Jamestown Business College,Jamestown,14701-4756,,0.342105263,0.365853659
Jefferson Community College,Watertown,13601-1897,,0.203812317,0.133333333
Jewish Theological Seminary of America,New York,10027-4649,,PrivacySuppressed,PrivacySuppressed
The Juilliard School,New York,10023-6588,,PrivacySuppressed,PrivacySuppressed
Katharine Gibbs School,New York,10018,,0.541090909,0.503642987
SBI Campus-An Affiliate of Sanford-Brown,Melville,11747,,0.587755102,0.566210046
Kehilath Yakov Rabbinical Seminary,Ossining,10562,,PrivacySuppressed,PrivacySuppressed
Keuka College,Keuka Park,14478,,0.377952756,0.285714286
Kol Yaakov Torah Center,Monsey,10952,,PrivacySuppressed,PrivacySuppressed
LIM College,New York,10022-5268,,PrivacySuppressed,PrivacySuppressed
Le Moyne College,Syracuse,13214-1301,,0.171355499,0.136531365
LIU Brooklyn,Brooklyn,11201-8423,,0.135542169,0.091032609
LIU Post,Brookville,11548-1327,,0.25257732,0.235880399
Southampton College of Long Island University,Southampton,11968-4198,,PrivacySuppressed,PrivacySuppressed
Long Island College Hospital of Brooklyn School of Nursing,Brooklyn,11201-6001,,PrivacySuppressed,PrivacySuppressed
Long Island Beauty School-Hempstead,Hempstead,11550,,PrivacySuppressed,PrivacySuppressed
Long Island Business Institute,Flushing,11354-5577,,PrivacySuppressed,PrivacySuppressed
School of Radiologic Sciences,Brooklyn,11203,,PrivacySuppressed,PrivacySuppressed
LIU Hudson at Rockland,Orangeburg,10962,,0.25257732,0.235880399
LIU Brentwood,Brentwood,11717,,0.25257732,0.235880399
Machzikei Hadath Rabbinical College,Brooklyn,11204,,PrivacySuppressed,PrivacySuppressed
Mandl School-The College of Allied Health,New York,10019-5516,,0.619932432,0.517857143
Manhattan College,Riverdale,10471-4098,,0.545762712,0.4604811
Manhattan School of Music,New York,10027-4698,,PrivacySuppressed,PrivacySuppressed
Manhattanville College,Purchase,10577,,0.596153846,0.580952381
Maria College of Albany,Albany,12208,,PrivacySuppressed,PrivacySuppressed
Marion S Whelan School of Nursing of Geneva General Hospital,Geneva,14456-1651,,PrivacySuppressed,PrivacySuppressed
Marist College,Poughkeepsie,12601,,0.172922252,0.115299335
MarJon School of Beauty ltd-Tonawanda,Tonawanda,14150,,PrivacySuppressed,PrivacySuppressed
Marymount College of Fordham University,Tarrytown,10591-3796,,0.580861244,0.613718412
Marymount Manhattan College,New York,10021-4597,,0.281767956,0.240875912
Medaille College,Buffalo,14214-2695,,0.211221122,0.118518519
Memorial College of Nursing,Albany,12204,,PrivacySuppressed,PrivacySuppressed
Memorial Hospital School of Radiation Therapy Technology,New York,10065-6007,,PrivacySuppressed,PrivacySuppressed
Merce Cunningham Studio,New York,10014,,PrivacySuppressed,PrivacySuppressed
Mercy College,Dobbs Ferry,10522,,0.125478194,0.073839662
Mesivta Torah Vodaath Rabbinical Seminary,Brooklyn,11218,,PrivacySuppressed,PrivacySuppressed
Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,Brooklyn,11218,,PrivacySuppressed,PrivacySuppressed
Mesivtha Tifereth Jerusalem of America,New York,10002-6301,,PrivacySuppressed,PrivacySuppressed
Southern Westchester BOCES-Practical Nursing Program,Harrison,10528,,PrivacySuppressed,PrivacySuppressed
Midway Paris Beauty School,Ridgewood,11385,,PrivacySuppressed,PrivacySuppressed
Mildred Elley School-Albany Campus,Albany,12206-1513,,0.227642276,0.139240506
Mirrer Yeshiva Cent Institute,Brooklyn,11223-2010,,PrivacySuppressed,PrivacySuppressed
Modern Welding School,Schenectady,12304,,PrivacySuppressed,PrivacySuppressed
Mohawk Valley Community College,Utica,13501-5394,,0.14354067,0.102635229
Molloy College,Rockville Centre,11571-5002,,0.501319261,0.420289855
Monroe College,Bronx,10468,,0.228388474,0.22249691
Monroe College-New Rochelle,New Rochelle,10801,,0.228388474,0.22249691
Monroe Community College,Rochester,14623,,0.084364454,0.047154472
Mount Saint Mary College,Newburgh,12550,,0.551181102,0.358778626
Montefiore School of Nursing,Mount Vernon,10550,,PrivacySuppressed,PrivacySuppressed
College of Mount Saint Vincent,Bronx,10471-1093,,0.263888889,0.178082192
Icahn School of Medicine at Mount Sinai,New York,10029-6574,,PrivacySuppressed,PrivacySuppressed
Nassau Community College,Garden City,11530-6793,,0.027127004,0.031520883
Nazareth College,Rochester,14618-3790,,0.655860349,0.616541353
Neighborhood Playhouse School of the Theater,New York City,10022-5017,,PrivacySuppressed,PrivacySuppressed
The College of New Rochelle,New Rochelle,10805-2339,,0.25087108,0.190283401
The New School,New York,10011-8603,,0.371376812,0.305810398
New York Chiropractic College,Seneca Falls,13148-0800,,PrivacySuppressed,PrivacySuppressed
New York Institute of English and Business,New York,10001-2505,,PrivacySuppressed,PrivacySuppressed
New York Law School,New York,10013-2921,,PrivacySuppressed,PrivacySuppressed
New York Medical College,Valhalla,10595,,PrivacySuppressed,PrivacySuppressed
New York School for Medical and Dental Assistants,Long Island City,11101,,0.780898876,0.6
New York University,New York,10012-1091,,0.551488531,0.527027027
Niagara County Community College,Sanborn,14132,,0.196930946,0.142066421
Niagara University,Niagara University,14109,,0.308270677,0.210727969
Empire Beauty School-Peekskill,Peekskill,10566,,PrivacySuppressed,PrivacySuppressed
North Country Community College,Saranac Lake,12983-0089,,PrivacySuppressed,PrivacySuppressed
New York College of Podiatric Medicine,New York,10035-1940,,PrivacySuppressed,PrivacySuppressed
New York Institute of Technology,Old Westbury,11568-8000,,0.276470588,0.208623088
New York Institute of Technology-Manhattan Campus,New York,10023-7692,,0.276470588,0.208623088
New York School of Interior Design,New York,10021,,PrivacySuppressed,PrivacySuppressed
Nyack College,Nyack,10960-3698,,0.289205703,0.290849673
Ohr Hameir Theological Seminary,Peekskill,10566,,PrivacySuppressed,PrivacySuppressed
Olean Business Institute,Olean,14760,,PrivacySuppressed,PrivacySuppressed
Onondaga Community College,Syracuse,13215-4585,,PrivacySuppressed,PrivacySuppressed
Orange County Community College,Middletown,10940,,0.153688525,0.088888889
Otsego Area BOCES-Practical Nursing Program,Oneonta,13820-1142,,PrivacySuppressed,PrivacySuppressed
Pace University-New York,New York,10038-1598,,0.300978793,0.24380704
Paul Smiths College of Arts and Science,Paul Smiths,12970-0265,,0.221153846,0.09375
Continental School of Beauty Culture-West Seneca,West Seneca,14224,,PrivacySuppressed,PrivacySuppressed
Phillips Hairstyling Institute,Oswego,13126-1545,,PrivacySuppressed,PrivacySuppressed
Plaza College,Forest Hills,11375,,PrivacySuppressed,PrivacySuppressed
Polytechnic Institute of New York University,Brooklyn,11201,,0.285714286,0.292604502
Davis College,Johnson City,13790-2712,,PrivacySuppressed,PrivacySuppressed
Pratt Institute-Main,Brooklyn,11205,,0.153846154,0.169550173
Professional Business College,New York,10013,,PrivacySuppressed,PrivacySuppressed
Rabbinical Academy Mesivta Rabbi Chaim Berlin,Brooklyn,11230,,PrivacySuppressed,PrivacySuppressed
Rabbinical College Bobover Yeshiva Bnei Zion,Brooklyn,11219,,PrivacySuppressed,PrivacySuppressed
Rabbinical College of Ch'san Sofer New York,Brooklyn,11204,,PrivacySuppressed,PrivacySuppressed
Rabbinical College Beth Shraga,Monsey,10952,,PrivacySuppressed,PrivacySuppressed
Rabbinical Seminary of Adas Yereim,Brooklyn,11211,,PrivacySuppressed,PrivacySuppressed
Rabbinical Seminary M'kor Chaim,Brooklyn,11219,,PrivacySuppressed,PrivacySuppressed
Rabbinical College of Long Island,Long Beach,11561,,PrivacySuppressed,PrivacySuppressed
Rabbinical Seminary of America,Flushing,11367,,PrivacySuppressed,PrivacySuppressed
Rensselaer Polytechnic Institute,Troy,12180-3590,,0.790513834,0.721794872
Ridley-Lowell Business & Technical Institute-Binghamton,Binghamton,13901,,0.525,0.542372881
Roberts Wesleyan College,Rochester,14624,,0.405904059,0.407692308
Everest Institute-Rochester,Rochester,14621-3007,,0.383561644,0.365758755
Rochester Institute of Technology,Rochester,14623-5603,,0.513981358,0.420731707
University of Rochester,Rochester,14627-0011,,0.21257485,0.153846154
Rockland Community College,Suffern,10901-3699,,0.104575163,0.055408971
Empire Beauty School-Manhattan,New York,10001,,PrivacySuppressed,PrivacySuppressed
The Sage Colleges,Troy,12180,,0.474409449,0.308943089
Sage College of Albany,Albany,12208,,0.474409449,0.308943089
St Bernard's School of Theology and Ministry,Rochester,14618,,PrivacySuppressed,PrivacySuppressed
St Bonaventure University,Saint Bonaventure,14778,,0.26440678,0.142857143
St Francis College,Brooklyn Heights,11201-9902,,0.378048781,0.304347826
St Joseph's College of Nursing at St Joseph's Hospital Health Center,Syracuse,13203,,PrivacySuppressed,PrivacySuppressed
St Lawrence University,Canton,13617,,0.618257261,0.529680365
The College of Saint Rose,Albany,12203-1490,,0.58974359,0.461111111
St. Thomas Aquinas College,Sparkill,10976-1050,,0.415887851,0.308943089
Samaritan Hospital School of Nursing,Troy,12065,,PrivacySuppressed,PrivacySuppressed
Sarah Lawrence College,Bronxville,10708,,PrivacySuppressed,PrivacySuppressed
Schenectady County Community College,Schenectady,12305,,PrivacySuppressed,PrivacySuppressed
Seminary of the Immaculate Conception,Huntington,11743-1626,,,
Sh'or Yoshuv Rabbinical College,Lawrence,11559-1714,,PrivacySuppressed,PrivacySuppressed
Siena College,Loudonville,12211-1462,,0.267156863,0.149425287
Simmons Institute of Funeral Service Inc,Syracuse,13207,,PrivacySuppressed,PrivacySuppressed
Skidmore College,Saratoga Springs,12866,,0.661202186,0.531746032
St. Joseph's College-New York,Brooklyn,11205-3688,,0.511954993,0.405405405
Saint Josephs College-Suffolk Campus,Patchogue,11772-2399,,0.511954993,0.405405405
Saint Josephs Seminary and College,Yonkers,10704-1896,,PrivacySuppressed,PrivacySuppressed
Saint Vladimirs Orthodox Theological Seminary,Yonkers,10707-1699,,,
Spanish-American Institute,New York,10001,,PrivacySuppressed,PrivacySuppressed
Faxton-St Luke's Healthcare School of Radiologic Technology,Utica,135030479,,PrivacySuppressed,PrivacySuppressed
Saint Elizabeth College of Nursing,Utica,13501,,PrivacySuppressed,PrivacySuppressed
Saint Elizabeth College of Nursing,Utica,13501,,PrivacySuppressed,PrivacySuppressed
Saint John Fisher College,Rochester,14618-3597,,0.58423913,0.516666667
St Paul's School of Nursing-Staten Island,Staten Island,10311,,PrivacySuppressed,PrivacySuppressed
St James Mercy Hospital School of Radiologic Science,Hornell,14843-2197,,PrivacySuppressed,PrivacySuppressed
St John's University-New York,Queens,11439,,0.460695876,0.413200723
New York Career Institute,New York,10007,,PrivacySuppressed,PrivacySuppressed
Suburban Technical School,Hempstead,115503718,,0.693333333,0.523809524
Branford Hall Career Institute-Bohemia Campus,Bohemia,11716,,0.544407895,0.496163683
Sullivan County Community College,Loch Sheldrake,12759-5151,,0.128919861,0.073770492
SUNY College of Technology at Alfred,Alfred,14802,,PrivacySuppressed,PrivacySuppressed
SUNY College of Technology at Canton,Canton,13617-1098,,0.311518325,0.292906179
SUNY College of Technology at Delhi,Delhi,13753-1100,,0.25,0.142857143
SUNY College of Agriculture and Technology at Cobleskill,Cobleskill,12043,,0.3025,0.251072961
Farmingdale State College,Farmingdale,11735-1021,,0.142857143,0.06768559
Morrisville State College,Morrisville,13408,,0.281923715,0.187804878
SUNY at Albany,Albany,12222,,0.153005465,0.093343535
SUNY at Binghamton,Vestal,13850-6000,,0.623877917,0.529344074
University at Buffalo,Buffalo,14260-1660,,0.299890949,0.204794164
Stony Brook University,Stony Brook,11794,,0.411323329,0.324343015
SUNY College of Environmental Science and Forestry,Syracuse,13210,,0.510638298,0.548387097
SUNY Polytechnic Institute,Utica,13502,,0.49790795,0.58044164
SUNY College at Brockport,Brockport,14420-2919,,0.17587477,0.101788171
SUNY Buffalo State,Buffalo,14222,,0.194968554,0.134146342
SUNY Cortland,Cortland,13045-0900,,0.550053821,0.412676056
SUNY at Fredonia,Fredonia,14063-1136,,0.280437757,0.173151751
SUNY College at Geneseo,Geneseo,14454-1465,,0.285493827,0.20441989
State University of New York at New Paltz,New Paltz,12561-2443,,0.150366748,0.075757576
SUNY Oneonta,Oneonta,13820-4015,,0.284768212,0.257001647
SUNY College at Oswego,Oswego,13126,,0.236971485,0.14801444
SUNY College at Potsdam,Potsdam,13676-2294,,0.401666667,0.298543689
SUNY at Purchase College,Purchase,10577-1400,,0.353383459,0.356466877
SUNY College of Optometry,New York,10036-8003,,PrivacySuppressed,PrivacySuppressed
SUNY College at Old Westbury,Old Westbury,11568-0210,,0.321078431,0.218340611
SUNY College at Plattsburgh,Plattsburgh,12901-2681,,0.400758534,0.303602058
SUNY Downstate Medical Center,Brooklyn,11203-2098,,PrivacySuppressed,PrivacySuppressed
SUNY Empire State College,Saratoga Springs,12866-4391,,0.066573231,0.054237288
SUNY Maritime College,Throggs Neck,10465-4198,,PrivacySuppressed,PrivacySuppressed
Upstate Medical University,Syracuse,13210,,PrivacySuppressed,PrivacySuppressed
Swedish Institute a College of Health Sciences,New York,10001-6700,,0.783625731,0.628571429
Syracuse University,Syracuse,13244,,0.537147103,0.525731584
Talmudical Seminary Oholei Torah,Brooklyn,11213,,PrivacySuppressed,PrivacySuppressed
Talmudical Institute of Upstate New York,Rochester,14607,,,
Taylor Business Institute,New York,10011-5501,,0.058558559,0.047619048
Teachers College at Columbia University,New York,10027,,PrivacySuppressed,PrivacySuppressed
Technical Career Institutes,New York,10001,,0.209414025,0.192526017
Tompkins Cortland Community College,Dryden,13053-0139,,0.165137615,0.117088608
Torah Temimah Talmudical Seminary,Brooklyn,11218,,PrivacySuppressed,PrivacySuppressed
Touro College,New York,10018,,0.057715674,0.051186018
Trocaire College,Buffalo,14220-2094,,0.443579767,0.478632479
Ulster County Community College,Stone Ridge,12484,,0.146268657,0.130630631
Sanford-Brown Institute-New York,New York,10003,,0.601495112,0.585714286
Union College,Schenectady,12308-2311,,0.784615385,0.731884058
Union Theological Seminary in the City of New York,New York,10027-5792,,PrivacySuppressed,PrivacySuppressed
United Talmudical Seminary,Brooklyn,11211,,PrivacySuppressed,PrivacySuppressed
United States Merchant Marine Academy,Kings Point,11024-1699,,PrivacySuppressed,PrivacySuppressed
Utica College,Utica,13502-4892,,0.538647343,0.409961686
Utica School of Commerce,Utica,13501,,0.433179724,0.311688312
Vassar College,Poughkeepsie,12604,,0.828125,0.861313869
Villa Maria College,Buffalo,14225-3999,,PrivacySuppressed,PrivacySuppressed
School of Visual Arts,New York,10010,,0.125401929,0.097264438
Wagner College,Staten Island,10301-4495,,0.647619048,0.494047619
Webb Institute,Glen Cove,11542-1398,,PrivacySuppressed,PrivacySuppressed
Wells College,Aurora,13026-0500,,PrivacySuppressed,PrivacySuppressed
The College of Westchester,White Plains,10606-1200,,0.440119761,0.511254019
SUNY Westchester Community College,Valhalla,10595,,0.064136126,0.052264808
Westchester School of Beauty Culture,Mount Vernon,10550-2295,,PrivacySuppressed,PrivacySuppressed
Wood Tobe-Coburn School,New  York,10016-0190,,0.608333333,0.655172414
Word of Life Bible Institute,Pottersville,12860-0129,,0.622222222,0.550387597
Yeshiva Karlin Stolin,Brooklyn,11204-1545,,PrivacySuppressed,PrivacySuppressed
Yeshivat Mikdash Melech,Brooklyn,11230-9963,,PrivacySuppressed,PrivacySuppressed
Yeshiva Derech Chaim,Brooklyn,11218-4413,,PrivacySuppressed,PrivacySuppressed
Yeshiva of Nitra Rabbinical College,Mount Kisco,10549,,PrivacySuppressed,PrivacySuppressed
Yeshiva Shaar Hatorah,Kew Gardens,11418,,PrivacySuppressed,PrivacySuppressed
Yeshiva University,New York,10033-3299,,0.38150289,0.241706161
Yeshivath Viznitz,Monsey,10952,,PrivacySuppressed,PrivacySuppressed
Yeshivath Zichron Moshe,South Fallsburg,12779,,PrivacySuppressed,PrivacySuppressed
College of the Albemarle,Elizabeth City,27906-2327,,PrivacySuppressed,PrivacySuppressed
The Art Institute of Charlotte,Charlotte,28217-4536,,0.409448819,0.378947368
South Piedmont Community College,Polkton,28135,,PrivacySuppressed,PrivacySuppressed
Appalachian State University,Boone,28608,,0.474641148,0.397260274
Asheville-Buncombe Technical Community College,Asheville,28801-4897,,0.14021164,0.086956522
Carolina Beauty College 3,Durham,27704,,0.343085106,0.203389831
Barton College,Wilson,27893-7000,,0.308370044,0.295454546
Carolina Beauty College 20,Winston Salem,27106,,0.343085106,0.203389831
Beaufort County Community College,Washington,27889,,PrivacySuppressed,PrivacySuppressed
Belmont Abbey College,Belmont,28012-1802,,0.435114504,0.450980392
Bennett College,Greensboro,27401-3239,,PrivacySuppressed,PrivacySuppressed
Bladen Community College,Dublin,28332,,PrivacySuppressed,PrivacySuppressed
Blue Ridge Community College,Flat Rock,28731-4728,,PrivacySuppressed,PrivacySuppressed
Brevard College,Brevard,28712,,0.441860465,0.421052632
Brookstone College-Charlotte,Charlotte,28262,,0.525423729,0.462365591
Brunswick Community College,Bolivia,28422-9021,,PrivacySuppressed,PrivacySuppressed
Cabarrus College of Health Sciences,Concord,28025-3959,,PrivacySuppressed,PrivacySuppressed
Caldwell Community College and Technical Institute,Hudson,28638,,0.058659218,0.06185567
Campbell University,Buies Creek,27506,,0.380530974,0.304878049
Cape Fear Community College,Wilmington,28401-3910,,0.128728414,0.106628242
Carteret Community College,Morehead City,28557-2989,,PrivacySuppressed,PrivacySuppressed
Catawba College,Salisbury,28144,,0.476,0.404878049
Catawba Valley Community College,Hickory,28602-0699,,PrivacySuppressed,PrivacySuppressed
South College-Asheville,Asheville,28803,,PrivacySuppressed,PrivacySuppressed
Central Carolina Community College,Sanford,27330-9840,,PrivacySuppressed,PrivacySuppressed
Central Piedmont Community College,Charlotte,28204,,PrivacySuppressed,PrivacySuppressed
Chowan University,Murfreesboro,27855,,0.321428571,0.17877095
Cleveland Community College,Shelby,28152-6224,,PrivacySuppressed,PrivacySuppressed
Coastal Carolina Community College,Jacksonville,28546-6816,,PrivacySuppressed,PrivacySuppressed
Craven Community College,New Bern,28562-4900,,PrivacySuppressed,PrivacySuppressed
Davidson County Community College,Thomasville,27360-7385,,PrivacySuppressed,PrivacySuppressed
