,INSTNM,CITY,ZIP,INSTURL,FEMALE_COMP_ORIG_YR4_RT,MALE_COMP_ORIG_YR4_RT
3072,Warren Wilson College,Swannanoa,28778-2099,,0.483050848,0.493506494
3073,Watts School of Nursing,Durham,27705-2505,,PrivacySuppressed,PrivacySuppressed
3074,Wayne Community College,Goldsboro,27534-8002,,PrivacySuppressed,PrivacySuppressed
3075,Western Piedmont Community College,Morganton,28655-4511,,PrivacySuppressed,PrivacySuppressed
3076,Wilkes Community College,Wilkesboro,28697,,0.040214477,0.055
3077,Wilson Community College,Wilson,27893-3310,,PrivacySuppressed,PrivacySuppressed
3078,Wingate University,Wingate,28174-0159,,0.434782609,0.266666667
3079,Carolina Christian College,Winston Salem,27105,,,
3080,Winston Salem Barber School,Winston-Salem,27127,,PrivacySuppressed,PrivacySuppressed
3081,Winston-Salem State University,Winston-Salem,27110-0001,,0.246231156,0.15018315
3082,Western Carolina University,Cullowhee,28723-9646,,0.431740614,0.37585034
3083,Rasmussen College-North Dakota,Fargo,58103-7196,,0.480519481,0.337662338
3084,Bismarck State College,Bismarck,58506-5587,,0.225296443,0.223062382
3085,Dickinson State University,Dickinson,58601-4896,,0.137457045,0.077777778
3086,Nueta Hidatsa Sahnish College,New Town,58763,,PrivacySuppressed,PrivacySuppressed
3087,Josef's School of Hair Design Inc-Grand Forks,Grand Forks,58201,,PrivacySuppressed,PrivacySuppressed
3088,Headquarters Academy of Hair Design Inc,Minot,58701-3914,,PrivacySuppressed,PrivacySuppressed
3089,University of Jamestown,Jamestown,58405,,0.333333333,0.3125
3090,Josef's School of Hair Design Inc-Fargo Downtown,Fargo,58102,,PrivacySuppressed,PrivacySuppressed
3091,Lake Region State College,Devils Lake,58301-1598,,0.208588957,0.211864407
3092,Cankdeska Cikana Community College,Fort Totten,58335,,PrivacySuppressed,PrivacySuppressed
3093,University of Mary,Bismarck,58504,,0.352150538,0.290566038
3094,Mayville State University,Mayville,58257-1299,,0.23255814,0.174757282
3095,Sanford College of Nursing,Bismarck,58501-4425,,PrivacySuppressed,PrivacySuppressed
3096,Minot State University,Minot,58707,,0.197781885,0.151515152
3097,Moler Barber College,Fargo,58103-1805,,PrivacySuppressed,PrivacySuppressed
3098,University of North Dakota,Grand Forks,58202-8193,,0.385689354,0.286067601
3099,North Dakota State College of Science,Wahpeton,58076-0002,,0.395017794,0.492673993
3100,Dakota College at Bottineau,Bottineau,58318-1198,,0.260416667,0.379310345
3101,North Dakota State University-Main Campus,Fargo,58108-6050,,0.394339623,0.381832797
3102,Williston State College,Williston,58801,,0.106382979,0.119047619
3103,JZ Trend Academy Paul Mitchell Partner School,Bismarck,58504,,PrivacySuppressed,PrivacySuppressed
3104,Sitting Bull College,Fort Yates,58538-9721,,PrivacySuppressed,PrivacySuppressed
3105,Trinity Bible College and Graduate School,Ellendale,58436-7105,,0.340909091,0.38
3106,Turtle Mountain Community College,Belcourt,58316,,PrivacySuppressed,PrivacySuppressed
3107,United Tribes Technical College,Bismarck,58504,,PrivacySuppressed,PrivacySuppressed
3108,Valley City State University,Valley City,58072,,0.11827957,0.135135135
3109,ETI Technical College,Niles,44446-4398,,0.462068966,0.464285714
3110,The Art Institute of Cincinnati-AIC College of Design,Cincinnati,45246-3322,,PrivacySuppressed,PrivacySuppressed
3111,Miami-Jacobs Career College-Independence,Independence,44131,,PrivacySuppressed,PrivacySuppressed
3112,Akron Adult Vocational Services,Akron,44308-1979,,PrivacySuppressed,PrivacySuppressed
3113,Herzing University-Akron,Akron,44306-3931,,0.554112554,0.6
3114,Akron Machining Institute Inc,Norton,44203,,PrivacySuppressed,PrivacySuppressed
3115,University of Akron Main Campus,Akron,44325-4702,,0.218263718,0.154046997
3116,Akron School of Practical Nursing,Akron,44313,,PrivacySuppressed,PrivacySuppressed
3117,University of Akron Wayne College,Orrville,44667,,0.218263718,0.154046997
3118,Allegheny Wesleyan College,Salem,44460-9598,,PrivacySuppressed,PrivacySuppressed
3119,Antioch College,Yellow Springs,45387-1697,,0.430517711,0.275167785
3120,Antonelli College-Cincinnati,Cincinnati,45202,,0.369918699,0.357723577
3121,Apollo Career Center,Lima,45806-1497,,PrivacySuppressed,PrivacySuppressed
3122,Art Academy of Cincinnati,Cincinnati,45202-1706,,0.48,0.476190476
3123,College of Art Advertising,Cincinnati,45211-4428,,PrivacySuppressed,PrivacySuppressed
3124,Ashland County-West Holmes Career Center,Ashland,44805-9377,,PrivacySuppressed,PrivacySuppressed
3125,Ashland University,Ashland,44805,,0.203738318,0.137829912
3126,Ashtabula County Technical and Career Campus,Jefferson,44047,,PrivacySuppressed,PrivacySuppressed
3127,Auburn Career Center,Concord Twp,44077,,PrivacySuppressed,PrivacySuppressed
3128,Aultman College of Nursing and Health Sciences,Canton,44710-1797,,PrivacySuppressed,PrivacySuppressed
3129,Baldwin Wallace University,Berea,44017-2088,,0.594654788,0.477966102
3130,Beatrice Academy of Beauty,Cleveland,44106,,PrivacySuppressed,PrivacySuppressed
3131,Belmont College,Saint Clairsville,43950,,0.247340426,0.130044843
3132,Bluffton University,Bluffton,45817-2104,,0.503401361,0.390977444
3133,Fortis College-Ravenna,Ravenna,44266,,PrivacySuppressed,PrivacySuppressed
3134,Bowling Green State University-Firelands,Huron,44839-9791,,0.478436658,0.395363812
3135,Bowling Green State University-Main Campus,Bowling Green,43403,,0.478436658,0.395363812
3136,Bryant & Stratton College-Parma,Parma,44130-3151,,0.187891441,0.161691542
3137,Buckeye Hills Career Center,Rio Grande,45674-0157,,0.72972973,0.461538462
3138,Butler Tech-D Russel Lee Career Center,Hamilton,45011,,0.725609756,0.636363636
3139,Canton City Schools Adult Career and Technical Education,Canton,44705,,PrivacySuppressed,PrivacySuppressed
3140,Capital University,Columbus,43209-2394,,0.229674797,0.153225807
3141,Valley Beauty School,Zanesville,43701,,PrivacySuppressed,PrivacySuppressed
3142,Carousel Beauty College-Middletown,Middletown,45044,,PrivacySuppressed,PrivacySuppressed
3143,Carousel Beauty College-Dayton,Dayton,45402,,PrivacySuppressed,PrivacySuppressed
3144,Carousel of Miami Valley Beauty College,Huber Heights,45424,,,
3145,Case Western Reserve University,Cleveland,44106,,0.811594203,0.735119048
3146,Cedarville University,Cedarville,45314-0601,,0.605797101,0.510638298
3147,Central Ohio Technical College,Newark,43055-1767,,0.196113074,0.129166667
3148,Central School of Practical Nursing,Independence,44131-0000,,PrivacySuppressed,PrivacySuppressed
3149,Central State University,Wilberforce,45384-1004,,0.095092025,0.051194539
3150,Chatfield College,Saint Martin,45118-9705,,PrivacySuppressed,PrivacySuppressed
3151,Choffin Career  and Technical Center,Youngstown,44503-1600,,PrivacySuppressed,PrivacySuppressed
3152,The Christ College of Nursing and Health Sciences,Cincinnati,45219-2989,,PrivacySuppressed,PrivacySuppressed
3153,Cincinnati Christian University,Cincinnati,45204-3200,,0.443181818,0.284090909
3154,Cincinnati College of Mortuary Science,Cincinnati,45224-1462,,PrivacySuppressed,PrivacySuppressed
3155,University of Cincinnati-Main Campus,Cincinnati,45221-0063,,0.143554688,0.148055207
3156,Cincinnati State Technical and Community College,Cincinnati,45223-2690,,PrivacySuppressed,PrivacySuppressed
3157,University of Cincinnati-Clermont College,Batavia,45103,,0.143554688,0.148055207
3158,University of Cincinnati-Blue Ash College,Blue Ash,45236-1096,,0.143554688,0.148055207
3159,Ohio Christian University,Circleville,43113-9487,,0.38028169,0.333333333
3160,Clark State Community College,Springfield,45501-0570,,0.093137255,0.191176471
3161,Scott College of Cosmetology,Wheeling,26003,,PrivacySuppressed,PrivacySuppressed
3162,The Ohio Academy Paul Mitchell Partner School,Steubenville,43952-2853,,PrivacySuppressed,PrivacySuppressed
3163,Laura and Alvin Siegal College of Judaic Studies,Beachwood,44122,,,
3164,Cleveland Institute of Art,Cleveland,44106-1710,,0.557377049,0.672131148
3165,Cleveland Institute of Dental-Medical Assistants-Cleveland,Cleveland,44115-2285,,0.689710611,0.581395349
3166,Cleveland Institute of Music,Cleveland,44106-1776,,PrivacySuppressed,PrivacySuppressed
3167,Cleveland State University,Cleveland,44115-2214,,0.320261438,0.262959472
3168,Columbiana County Career and Technical Center,Lisbon,44432,,PrivacySuppressed,PrivacySuppressed
3169,Bradford School,Columbus,43219,,0.774193548,0.777777778
3170,Columbus College of Art and Design,Columbus,43215,,0.578616352,0.582089552
3171,Kaplan College-Columbus,Columbus,43232,,0.511904762,0.421875
3172,Ohio Institute of Health Careers,Columbus,43229-3553,,PrivacySuppressed,PrivacySuppressed
3173,Columbus State Community College,Columbus,43215,,0.072897196,0.066512702
3174,Springfield Regional School of Nursing,Springfield,45505,,PrivacySuppressed,PrivacySuppressed
3175,Cuyahoga Community College District,Cleveland,44115-2878,,0.057059961,0.042432815
3176,Davis College,Toledo,43623,,PrivacySuppressed,PrivacySuppressed
3177,Dayton Barber College,Miamisburg,45342,,PrivacySuppressed,PrivacySuppressed
3178,University of Dayton,Dayton,45469,,0.655375552,0.501587302
3179,Defiance College,Defiance,43512,,0.407407407,0.302325581
3180,Denison University,Granville,43023-0713,,0.787356322,0.736842105
3181,DeVry University-Ohio,Columbus,43209-2705,,0.144089733,0.132548424
3182,Chancellor University,Seven Hills,44131,,PrivacySuppressed,PrivacySuppressed
3183,Eastern Hills Academy of Hair Design,Cincinnati,45255,,PrivacySuppressed,PrivacySuppressed
3184,Edison State Community College,Piqua,45356-9239,,0.179558011,0.131034483
3185,EHOVE Career Center,Milan,44846,,0.578512397,0.65625
3186,Bryant & Stratton College-Cleveland,Cleveland,44115,,0.187891441,0.161691542
3187,Regency Beauty Institute-Cleveland,Willoughby,44094,,,
3188,The University of Findlay,Findlay,45840-3653,,0.440082645,0.3125
3189,Franklin University,Columbus,43215-5399,,0.123794212,0.091836735
3190,Gerbers Akron Beauty School,Akron,44313,,PrivacySuppressed,PrivacySuppressed
3191,Gods Bible School and College,Cincinnati,45202-6838,,PrivacySuppressed,PrivacySuppressed
3192,Good Samaritan College of Nursing and Health Science,Cincinnati,45220-2489,,PrivacySuppressed,PrivacySuppressed
3193,Great Oaks Career Campuses,Cincinnati,45241,,0.588652482,0.784482759
3194,Hannah E Mullins School of Practical Nursing,Salem,44460-2906,,PrivacySuppressed,PrivacySuppressed
3195,Adult and Community Education-Hudson,Columbus,43211,,0.627659575,0.666666667
3196,Hebrew Union College-Jewish Institute of Religion-Los Angeles,Los Angeles,90007-3796,,,
3197,Hebrew Union College-Jewish Institute of Religion,New York,10012-1186,,,
3198,Hebrew Union College-Jewish Institute of Religion-Cincinnati,Cincinnati,45220,,,
3199,Heidelberg University,Tiffin,44883-2462,,0.487804878,0.448051948
3200,Hiram College,Hiram,44234-0067,,0.55625,0.515384615
3201,Hobart Institute of Welding Technology,Troy,45373-2400,,PrivacySuppressed,PrivacySuppressed
3202,Hocking College,Nelsonville,45764,,0.21012931,0.119113573
3203,Huron School of Nursing,Cleveland,44112-4308,,,
3204,American School of Technology,Columbus,43229,,0.525806452,0.496688742
3205,Ross Medical Education Center-Cincinnati,Cincinnati,45246,,PrivacySuppressed,PrivacySuppressed
3206,International College of Broadcasting,Dayton,45431,,PrivacySuppressed,PrivacySuppressed
3207,ITT Technical Institute-Dayton,Dayton,45414-3877,,0.559633028,0.483552632
3208,Eastern Gateway Community College,Steubenville,43952-3598,,PrivacySuppressed,PrivacySuppressed
3209,John Carroll University,University Heights,44118-4581,,0.3275,0.334346505
3210,Casal Aveda Institute,Austintown,44515,,PrivacySuppressed,PrivacySuppressed
3211,Kent State University at Ashtabula,Ashtabula,44004,,0.320277048,0.287173666
3212,Kent State University at East Liverpool,East Liverpool,43920,,0.320277048,0.287173666
3213,Kent State University at Stark,Canton,44720-7599,,0.320277048,0.287173666
3214,Kent State University at Trumbull,Warren,44483,,0.320277048,0.287173666
3215,Kent State University at Tuscarawas,New Philadelphia,44663-9403,,0.320277048,0.287173666
3216,Kent State University at Salem,Salem,44460,,0.320277048,0.287173666
3217,Kent State University at Kent,Kent,44242-0001,,0.320277048,0.287173666
3218,Kent State University at Geauga,Burton,44021,,0.320277048,0.287173666
3219,Kenyon College,Gambier,43022,,0.739495798,0.7
3220,Kettering College,Kettering,45429-1299,,0.540145985,0.395833333
3221,Lake Erie College,Painesville,44077-3389,,0.513157895,0.414634146
3222,Lakeland Community College,Kirtland,44094-5198,,0.066282421,0.056470588
3223,O C Collins Career Center,Chesapeake,45619-0000,,0.377777778,0.23880597
3224,James A Rhodes State College,Lima,45804,,0.13740458,0.117647059
3225,Ohio Business College-Sheffield,Sheffield Village,44035-0701,,PrivacySuppressed,PrivacySuppressed
3226,Ohio Business College-Sandusky,Sandusky,44870-5871,,PrivacySuppressed,PrivacySuppressed
3227,Lorain County Community College,Elyria,44035-1691,,0.017412935,0.01996008
3228,Lourdes University,Sylvania,43560-2898,,PrivacySuppressed,PrivacySuppressed
3229,Malone University,Canton,44709-3308,,0.437699681,0.330316742
3230,Ashland University Dwight Schar College of Nursing,Mansfield,44903-2265,,PrivacySuppressed,PrivacySuppressed
3231,Marietta College,Marietta,45750,,0.585987261,0.434554974
3232,Marion Technical College,Marion,43302-5694,,0.127516779,0.100591716
3233,Medina County Career Center,Medina,44256,,PrivacySuppressed,PrivacySuppressed
3234,The University of Toledo-Health Science Campus,Toledo,43614,,PrivacySuppressed,PrivacySuppressed
3235,Mercy College of Ohio,Toledo,43604-1132,,PrivacySuppressed,PrivacySuppressed
3236,Methodist Theological School in Ohio,Delaware,43015-3211,,,
3237,Miami University-Hamilton,Hamilton,45011,,0.526918671,0.475460123
3238,Miami University-Middletown,Middletown,45042,,0.526918671,0.475460123
3239,Miami University-Oxford,Oxford,45056,,0.526918671,0.475460123
3240,Miami-Jacobs Career College-Dayton,Dayton,45402,,0.356725146,0.51754386
3241,Moler Hollywood Beauty Academy,Cincinnati,45213,,PrivacySuppressed,PrivacySuppressed
3242,Miami Valley Career Technology Center,Englewood,45315,,PrivacySuppressed,PrivacySuppressed
3243,Moore University of Hair Design,Cincinnati,45237-3839,,PrivacySuppressed,PrivacySuppressed
3244,Mount Carmel College of Nursing,Columbus,43222-1504,,PrivacySuppressed,PrivacySuppressed
3245,University of Mount Union,Alliance,44601-3993,,0.559485531,0.42687747
3246,Mount Vernon Nazarene University,Mount Vernon,43050-9500,,0.117794486,0.086142322
3247,Mount Saint Joseph University,Cincinnati,45233-1670,,0.162337662,0.072368421
3248,Zane State College,Zanesville,43701-2626,,0.082262211,0.119469027
3249,Muskingum University,New Concord,43762,,0.478947368,0.373205742
3250,Fortis College-Cuyahoga Falls,Cuyahoga Falls,44221-2949,,0.56626506,0.452229299
3251,Brown Mackie College-North Canton,Canton,44718,,0.515267176,0.386666667
3252,National Beauty College,Canton,44709-1837,,PrivacySuppressed,PrivacySuppressed
3253,North Central State College,Mansfield,44901-0698,,PrivacySuppressed,PrivacySuppressed
3254,Northern Institute of Cosmetology,Lorain,44052-1803,,PrivacySuppressed,PrivacySuppressed
3255,Northwest State Community College,Archbold,43502-9542,,0.170833333,0.115577889
3256,Toledo Public Schools Adult and Continuing Education,Toledo,43613,,PrivacySuppressed,PrivacySuppressed
3257,Notre Dame College,Cleveland,44121-4293,,PrivacySuppressed,PrivacySuppressed
3258,Northeast Ohio Medical University,Rootstown,44272-0095,,PrivacySuppressed,PrivacySuppressed
3259,University of Northwestern Ohio,Lima,45805,,0.238095238,0.323033708
3260,Oberlin College,Oberlin,44074,,0.076,0.070707071
3261,Ohio College of Podiatric Medicine,Independence,44131,,PrivacySuppressed,PrivacySuppressed
3262,Ohio College of Massotherapy Inc,Akron,44321,,0.494949495,0.620689655
3263,Ohio Technical College,Cleveland,44103,,PrivacySuppressed,PrivacySuppressed
3264,Ohio Dominican University,Columbus,43219,,0.351916376,0.306603774
3265,Brightwood College-Dayton,Dayton,45439,,0.450479233,0.419047619
3266,Ohio Northern University,Ada,45810-1599,,0.664835165,0.501501502
3267,Ohio State University Agricultural Technical Institute,Wooster,44691-4000,,0.47480168,0.418797176
3268,Ohio State University-Lima Campus,Lima,45804,,0.47480168,0.418797176
3269,Ohio State University-Mansfield Campus,Mansfield,44906,,0.47480168,0.418797176
3270,Ohio State University-Marion Campus,Marion,43302-5695,,0.47480168,0.418797176
3271,Ohio State University-Newark Campus,Newark,43055,,0.47480168,0.418797176
3272,Ohio State Beauty Academy,Lima,45807,,PrivacySuppressed,PrivacySuppressed
3273,Ohio State College of Barber Styling,Columbus,43213,,PrivacySuppressed,PrivacySuppressed
3274,Ohio State School of Cosmetology & Experts Barber School,Columbus,43224,,PrivacySuppressed,PrivacySuppressed
3275,The Spa School,Columbus,43214,,PrivacySuppressed,PrivacySuppressed
3276,Ohio State School of Cosmetology-Canal Winchester,CANAL WINCHESTER,43110,,PrivacySuppressed,PrivacySuppressed
3277,Ohio State University-Main Campus,Columbus,43210,,0.47480168,0.418797176
3278,Ohio University-Eastern Campus,Saint Clairsville,43950,,0.334555148,0.283102767
3279,Ohio University-Chillicothe Campus,Chillicothe,45601-0629,,0.334555148,0.283102767
3280,Ohio University-Southern Campus,Ironton,45638,,0.334555148,0.283102767
3281,Ohio University-Lancaster Campus,Lancaster,43130-1037,,0.334555148,0.283102767
3282,Ohio University-Main Campus,Athens,45701-2979,,0.334555148,0.283102767
3283,Ohio University-Zanesville Campus,Zanesville,43701,,0.334555148,0.283102767
3284,Ohio Valley College of Technology,East Liverpool,43920-9585,,PrivacySuppressed,PrivacySuppressed
3285,Trinity Health System School of Nursing,Steubenville,43952,,PrivacySuppressed,PrivacySuppressed
3286,Ohio Wesleyan University,Delaware,43015-2370,,PrivacySuppressed,PrivacySuppressed
3287,Otterbein University,Westerville,43081,,0.516372796,0.488687783
3288,Owens Community College,Perrysburg,43551,,0.048721072,0.025087108
3289,Paramount Beauty Academy,Portsmouth,45662-4527,,PrivacySuppressed,PrivacySuppressed
3290,Cuyahoga Valley Career Center,Brecksville,44141-1296,,PrivacySuppressed,PrivacySuppressed
3291,Payne Theological Seminary,Wilberforce,45384,,,
3292,Pontifical College Josephinum,Columbus,43235-1499,,PrivacySuppressed,PrivacySuppressed
3293,Professional Skills Institute,Maumee,43537,,0.616883117,0.604651163
3294,Firelands Regional Medical Center School of Nursing,Sandusky,44870-4788,,PrivacySuppressed,PrivacySuppressed
3295,Rabbinical College Telshe,Wickliffe,44092,,PrivacySuppressed,PrivacySuppressed
3296,Raphael's School of Beauty Culture Inc-Niles,Niles,44446,,PrivacySuppressed,PrivacySuppressed
3297,Fortis College-Centerville,Centerville,45459-2712,,0.577114428,0.575510204
3298,Riggs Lemar Beauty College,Cuyahoga Falls,44221,,PrivacySuppressed,PrivacySuppressed
3299,University of Rio Grande,Rio Grande,45674,,0.216216216,0.177033493
3300,Advertising Art Educational Services DBA School of Advertising Art,Kettering,45440,,0.717948718,0.388888889
3301,Shawnee State University,Portsmouth,45662,,0.21875,0.129268293
3302,Sinclair Community College,Dayton,45402-1460,,0.050968829,0.043149129
3303,Gallipolis Career College,Gallipolis,45631-2600,,PrivacySuppressed,PrivacySuppressed
3304,Daymar College-New Boston,New Boston,45662-4900,,PrivacySuppressed,PrivacySuppressed
3305,Daymar College-Jackson,Jackson,45640,,PrivacySuppressed,PrivacySuppressed
3306,Daymar College-Columbus,Columbus,43232,,PrivacySuppressed,PrivacySuppressed
3307,Daymar College-Chillicothe,Chillicothe,456011038,,PrivacySuppressed,PrivacySuppressed
3308,Brown Mackie College-Cincinnati,Cincinnati,45215-1107,,0.397727273,0.372372372
3309,Brown Mackie College-Akron,Akron,44320,,0.397727273,0.372372372
3310,Lincoln College of Technology-Franklin LCT,Franklin,45005,,PrivacySuppressed,PrivacySuppressed
3311,Lincoln College of Technology-Tri-County,Cincinnati,45246,,PrivacySuppressed,PrivacySuppressed
3312,Lincoln College of Technology-Vine Street,Cincinnati,45202,,PrivacySuppressed,PrivacySuppressed
3313,Lincoln College of Technology-Dayton,Dayton,45402,,PrivacySuppressed,PrivacySuppressed
3314,Stark State College,North Canton,44720,,0.233449477,0.199074074
3315,Stautzenberger College-Maumee,Maumee,43537-4007,,0.37366548,0.224770642
3316,Franciscan University of Steubenville,Steubenville,43952-1763,,0.548042705,0.560693642
3317,Southern State Community College,Hillsboro,45133,,0.182829889,0.09223301
3318,Ohio Mid-Western College,Cincinnati,45241,,PrivacySuppressed,PrivacySuppressed
3319,Terra State Community College,Fremont,43420-9670,,PrivacySuppressed,PrivacySuppressed
3320,Tiffin Academy of Hair Design,Tiffin,44883,,PrivacySuppressed,PrivacySuppressed
3321,Tiffin University,Tiffin,44883,,0.34496124,0.227678571
3322,University of Toledo,Toledo,43606-3390,,0.326126955,0.321447028
3323,Kaplan Career Institute-Cleveland,Brooklyn,44129-6810,,PrivacySuppressed,PrivacySuppressed
3324,Tri-State Bible College,South Point,45680,,PrivacySuppressed,PrivacySuppressed
3325,Tri-County Adult Career Center,Nelsonville,45764,,PrivacySuppressed,PrivacySuppressed
3326,Tri-Rivers Career Center,Marion,43302-8914,,PrivacySuppressed,PrivacySuppressed
3327,Trinity Lutheran Seminary,Columbus,43209-2334,,PrivacySuppressed,PrivacySuppressed
3328,Trumbull Business College,Warren,44484-3200,,0.344036697,0.261904762
3329,Union Institute & University,Cincinnati,45206-1925,,0.265593561,0.231441048
3330,United Theological Seminary,Dayton,45426-2308,,,
3331,Upper Valley Career Center,Piqua,45356,,PrivacySuppressed,PrivacySuppressed
3332,Urbana University,Urbana,43078-2091,,0.494252874,0.379310345
3333,Ursuline College,Pepper Pike,44124,,PrivacySuppressed,PrivacySuppressed
3334,Valley Beauty School,Cambridge,43725,,PrivacySuppressed,PrivacySuppressed
3335,Virginia Marti College of Art and Design,Lakewood,44107,,PrivacySuppressed,PrivacySuppressed
3336,W Howard Nicol School of Practical Nursing,Uniontown,44685,,PrivacySuppressed,PrivacySuppressed
3337,Walsh University,North Canton,44720-3396,,0.509345794,0.392857143
3338,Washington State Community College,Marietta,45750,,0.190201729,0.103448276
3339,Western Hills School of Beauty and Hair Design,Cincinnati,45211,,PrivacySuppressed,PrivacySuppressed
3340,Wilberforce University,Wilberforce,45384-1001,,0.418300654,0.238341969
3341,Wilmington College,Wilmington,45177,,0.477178423,0.411764706
3342,Winebrenner Theological Seminary,Findlay,45840,,,
3343,Wittenberg University,Springfield,45504,,0.094117647,0.049107143
3344,The College of Wooster,Wooster,44691,,0.7,0.569343066
3345,Wright State University-Main Campus,Dayton,45435-0001,,0.328087167,0.243432574
3346,Wright State University-Lake Campus,Celina,45822-2952,,0.328087167,0.243432574
3347,Xavier University,Cincinnati,45207-1092,,0.504761905,0.447470817
3348,ITT Technical Institute-Youngstown,Youngstown,44509-4098,,0.516666667,0.491634492
3349,Youngstown State University,Youngstown,44555-0001,,0.209815078,0.14298725
3350,American Broadcasting School-Oklahoma City,Oklahoma City,73115,,0.739726027,0.741935484
3351,Bacone College,Muskogee,74403-1597,,0.121212121,0.055762082
3352,Oklahoma Wesleyan University,Bartlesville,74006-6299,,0.495614035,0.381294964
3353,Southern Nazarene University,Bethany,73008,,0.105571848,0.092696629
3354,Broken Arrow Beauty College-Broken Arrow,Broken Arrow,74012,,PrivacySuppressed,PrivacySuppressed
3355,Pontotoc Technology Center,Ada,74820,,PrivacySuppressed,PrivacySuppressed
3356,Cameron University,Lawton,73505-6377,,0.117724868,0.087155963
3357,Carl Albert State College,Poteau,74953-5208,,PrivacySuppressed,PrivacySuppressed
3358,Central State Beauty and Wellness College,Oklahoma City,73162-6007,,PrivacySuppressed,PrivacySuppressed
3359,University of Central Oklahoma,Edmond,73034,,0.294790343,0.233263598
3360,Claremore Beauty College,Claremore,74017,,PrivacySuppressed,PrivacySuppressed
3361,Connors State College,Warner,74469,,0.156989247,0.14
3362,East Central University,Ada,74820-6999,,0.297047971,0.182065217
3363,Eastern Oklahoma State College,Wilburton,74578-4999,,0.052341598,0.053191489
3364,Redlands Community College,El Reno,73036-5304,,0.186335404,0.185430464
3365,Enid Beauty College,Enid,73703-4538,,PrivacySuppressed,PrivacySuppressed
3366,Eves College of Hairstyling,Lawton,73501,,PrivacySuppressed,PrivacySuppressed
3367,Randall University,Moore,73160,,PrivacySuppressed,PrivacySuppressed
3368,Hollywood Cosmetology Center,Norman,73069,,PrivacySuppressed,PrivacySuppressed
3369,Langston University,Langston,73050,,0.291089109,0.157608696
3370,Murray State College,Tishomingo,73460,,0.203389831,0.143812709
3371,Spartan College of Aeronautics and Technology,Tulsa,74115,,PrivacySuppressed,PrivacySuppressed
3372,Northeastern State University,Tahlequah,74464-2399,,0.292490119,0.215617716
3373,Beauty Technical College Inc,Tahlequah,74465,,PrivacySuppressed,PrivacySuppressed
3374,Northern Oklahoma College,Tonkawa,74653,,0.212730318,0.176646707
3375,Northeastern Oklahoma A&M College,Miami,74354,,0.26035503,0.156934307
3376,Northwestern Oklahoma State University,Alva,73717-2799,,0.322463768,0.215384615
3377,Oklahoma State University Center for Health Sciences,Tulsa,74107-1898,,PrivacySuppressed,PrivacySuppressed
3378,Oklahoma Christian University,Edmond,73013,,0.339416058,0.271428571
3379,University of Oklahoma-Health Sciences Center,Oklahoma City,73104-5499,,0.539393939,0.607142857
3380,Oklahoma Panhandle State University,Goodwell,73939-0430,,0.235294118,0.266233766
3381,Oklahoma State University-Main Campus,Stillwater,74078-1015,,0.390258216,0.319605568
3382,Oklahoma State University-Oklahoma City,Oklahoma City,73107-6195,,0.069682152,0.031446541
3383,Oklahoma Baptist University,Shawnee,74804,,0.066945607,0.079710145
3384,Oklahoma City Community College,Oklahoma City,73159-9987,,0.100414938,0.096330275
3385,Oklahoma City University,Oklahoma City,73106-1402,,0.49009901,0.464
3386,University of Oklahoma-Norman Campus,Norman,73019-3072,,0.380377755,0.339481268
3387,Oklahoma School of Photography,Moore,73160,,PrivacySuppressed,PrivacySuppressed
3388,Oklahoma State University Institute of Technology,Okmulgee,74447-3901,,PrivacySuppressed,PrivacySuppressed
3389,Oral Roberts University,Tulsa,74171,,0.465783665,0.392330384
3390,Tulsa Technology Center-Peoria Campus,Tulsa,74106-1619,,PrivacySuppressed,PrivacySuppressed
3391,Platt College-Central OKC,Oklahoma City,73128-1112,,0.500574053,0.407079646
3392,Poteau Beauty College,Poteau,74953,,PrivacySuppressed,PrivacySuppressed
3393,Rogers State University,Claremore,74017-3252,,0.158878505,0.127035831
3394,Rose State College,Midwest City,73110-2799,,0.066471163,0.04526749
3395,St. Gregory's University,Shawnee,74804,,0.25210084,0.241071429
3396,Standard Beauty College of Oklahoma,Jenks,74037,,PrivacySuppressed,PrivacySuppressed
3397,University of Science and Arts of Oklahoma,Chickasha,73018-5322,,0.228699552,0.24
3398,Seminole State College,Seminole,74868-1901,,PrivacySuppressed,PrivacySuppressed
3399,Southern School of Beauty Inc,Durant,74701-5008,,PrivacySuppressed,PrivacySuppressed
3400,State Barber and Hair Design College,Oklahoma City,73108,,PrivacySuppressed,PrivacySuppressed
3401,Southeastern Oklahoma State University,Durant,74701-3347,,0.217687075,0.174107143
3402,Southwestern Christian University,Bethany,73008,,0.483870968,0.323529412
3403,Southwestern Oklahoma State University,Weatherford,73096-3098,,0.235761589,0.213307241
3404,Tulsa Community College,Tulsa,74135-6198,,0.188669702,0.132094943
3405,Tulsa Welding School-Tulsa,Tulsa,74104-3909,,0.392857143,0.658598726
3406,University of Tulsa,Tulsa,74104-3189,,0.489539749,0.502617801
3407,Virgil's Beauty College,Muskogee,74401-6802,,PrivacySuppressed,PrivacySuppressed
3408,Indian Capital Technology Center-Tahlequah,Tahlequah,74464,,PrivacySuppressed,PrivacySuppressed
3409,Western Oklahoma State College,Altus,73521-1397,,0.140065147,0.175531915
3410,Woodward Beauty College,Woodward,73801,,PrivacySuppressed,PrivacySuppressed
