INSTNM,CITY,ZIP,INSTURL,FEMALE_COMP_ORIG_YR4_RT,MALE_COMP_ORIG_YR4_RT
Michigan Career and Technical Institute,Plainwell,49080-9254,,PrivacySuppressed,PrivacySuppressed
Finlandia University,Hancock,49930-1832,,0.390625,0.243243243
Western Michigan University-Thomas M. Cooley Law School,Lansing,48901,,PrivacySuppressed,PrivacySuppressed
Twin City Beauty College,Saint Joseph,49085,,PrivacySuppressed,PrivacySuppressed
Virginia Farrell Beauty School-St Clair Shores,Saint Clair Shores,48080,,PrivacySuppressed,PrivacySuppressed
Virginia Farrell Beauty School-Westland,Westland,48185,,PrivacySuppressed,PrivacySuppressed
Virginia Farrell Beauty School-Ferndale,Ferndale,48220,,PrivacySuppressed,PrivacySuppressed
Walsh College of Accountancy and Business Administration,Troy,48083-5066,,0.666666667,0.629370629
Washtenaw Community College,Ann Arbor,48105-4800,,PrivacySuppressed,PrivacySuppressed
Wayne County Community College District,Detroit,48226,,0.027498159,0.015697674
Wayne State University,Detroit,48202,,0.270172911,0.236493936
West Shore Community College,Scottville,49454-0277,,0.117346939,0.127272727
Western Michigan University,Kalamazoo,49008-5200,,0.345232504,0.296296296
Western Theological Seminary,Holland,49423-3622,,,
Wright Beauty Academy,Battle Creek,49015,,PrivacySuppressed,PrivacySuppressed
Academy College,Bloomington,55431-1411,,PrivacySuppressed,PrivacySuppressed
Alexandria Technical & Community College,Alexandria,56308,,0.394136808,0.464114833
American Indian OIC Inc,Minneapolis,55404-2221,,PrivacySuppressed,PrivacySuppressed
Anoka Technical College,Anoka,55303,,0.316239316,0.287356322
Anoka-Ramsey Community College,Coon Rapids,55433-3470,,0.139659803,0.103392569
Augsburg College,Minneapolis,55454,,0.475543478,0.440476191
Riverland Community College,Austin,55912-1473,,PrivacySuppressed,PrivacySuppressed
Northwest Technical College,Bemidji,56601-4907,,0.356060606,0.351955307
Bemidji State University,Bemidji,56601,,0.386666667,0.329918033
Bethany Lutheran College,Mankato,56001,,0.4375,0.430379747
Bethel University,Saint Paul,55112,,0.226765799,0.215384615
Bethel Seminary-St Paul,Saint Paul,55112,,0.226765799,0.215384615
Central Lakes College-Brainerd,Brainerd,56401-3900,,0.27826087,0.345454546
Carleton College,Northfield,55057-4001,,0.760683761,0.807228916
Concordia College at Moorhead,Moorhead,56562,,0.639769452,0.520491803
Concordia University-Saint Paul,Saint Paul,55104-5494,,0.218120805,0.184834123
Dakota County Technical College,Rosemount,55068-2999,,0.403693931,0.302325581
Martin Luther College,New Ulm,56073-3965,,0.625,0.552631579
Lake Superior College,Duluth,55811-3399,,0.324074074,0.24535316
Cosmetology Careers Unlimited College of Hair Skin and Nails,Duluth,55802,,PrivacySuppressed,PrivacySuppressed
Duluth Business University,Duluth,55807,,PrivacySuppressed,PrivacySuppressed
Minnesota State Community and Technical College,Fergus Falls,56537-1000,,PrivacySuppressed,PrivacySuppressed
Globe University-Woodbury,Woodbury,55125-3388,,0.261682243,0.148760331
Minnesota West Community and Technical College,Granite Falls,56241,,0.414814815,0.442577031
Gustavus Adolphus College,Saint Peter,56082-1498,,0.716783217,0.717488789
Hamline University,Saint Paul,55104-1284,,0.49742268,0.573221757
Hazelden Betty Ford Graduate School of Addiction Studies,Center City,55012-0011,,PrivacySuppressed,PrivacySuppressed
Hennepin Technical College,Brooklyn Park,55445,,0.277448071,0.210164835
Cosmetology Careers Unlimited College of Hair Skin and Nails,Hibbing,55746,,PrivacySuppressed,PrivacySuppressed
Hibbing Community College,Hibbing,55746,,0.339622642,0.214285714
Aveda Institute-Minneapolis,Minneapolis,55414,,PrivacySuppressed,PrivacySuppressed
Inver Hills Community College,Inver Grove Heights,55076-3224,,0.239512855,0.157563025
Itasca Community College,Grand Rapids,55744-3397,,0.338095238,0.201793722
The Art Institutes International-Minnesota,Minneapolis,55402,,0.329571106,0.320284698
Luther Seminary,Saint Paul,55108-1496,,PrivacySuppressed,PrivacySuppressed
Macalester College,Saint Paul,55105-1899,,0.812121212,0.776
South Central College,North Mankato,56003-1920,,0.217317487,0.201072386
Minnesota State University-Mankato,Mankato,56001,,0.449612403,0.385173247
Regency Beauty Institute-Blaine,Blaine,55434,,0.713207547,0.657894737
Mayo Clinic School of Medicine,Rochester,55905,,PrivacySuppressed,PrivacySuppressed
Mayo Clinic School of Health Sciences,Rochester,55905,,PrivacySuppressed,PrivacySuppressed
Argosy University-Twin Cities,Eagan,55121,,0.232348112,0.225806452
Mesabi Range College,Virginia,55792,,0.386243386,0.375
Metropolitan State University,Saint Paul,55106-5000,,0.453596288,0.454873646
University of Minnesota-Twin Cities,Minneapolis,55455-0213,,0.593038822,0.546055349
University of Minnesota-Crookston,Crookston,56716-5001,,0.369565217,0.405555556
Minneapolis Business College,Roseville,55113-0000,,0.793991416,0.826086957
Minneapolis College of Art and Design,Minneapolis,55404,,0.522123894,0.597222222
Minneapolis Community and Technical College,Minneapolis,55403-1779,,PrivacySuppressed,PrivacySuppressed
Herzing University-Minneapolis,Minneapolis,55428-3548,,0.340697674,0.338870432
Minnesota School of Cosmetology-Woodbury Campus,WOODBURY,55125,,PrivacySuppressed,PrivacySuppressed
Crossroads College,Rochester,55902-2382,,PrivacySuppressed,PrivacySuppressed
University of Minnesota-Duluth,Duluth,55812,,0.477884615,0.413988658
University of Minnesota-Morris,Morris,56267,,0.52284264,0.361842105
Minnesota School of Business-Richfield,Richfield,55423,,0.383022774,0.306518724
Model College of Hair Design,Saint Cloud,56301-4332,,PrivacySuppressed,PrivacySuppressed
Minnesota State University Moorhead,Moorhead,56563,,0.456989247,0.362068966
North Hennepin Community College,Brooklyn Park,55445,,0.198294243,0.158982512
National American University-Roseville,Roseville,55113-4035,,0.139885595,0.149671053
Sanford-Brown College-Mendota Heights,Mendota Heights,55120,,0.457627119,0.515086207
Normandale Community College,Bloomington,55431-4399,,0.105745212,0.089800444
North Central University,Minneapolis,55404-1391,,0.283236994,0.284810127
Northland Community and Technical College,Thief River Falls,56701,,0.325613079,0.269296741
Northwest Technical Institute,Eagan,55121-1576,,PrivacySuppressed,PrivacySuppressed
University of Northwestern-St Paul,Saint Paul,55113-1598,,0.457420925,0.445255475
Northwestern Health Sciences University,Bloomington,55431,,PrivacySuppressed,PrivacySuppressed
Oak Hills Christian College,Bemidji,56601-8834,,PrivacySuppressed,PrivacySuppressed
Regency Beauty Institute-Burnsville,Burnsville,55306,,0.713207547,0.657894737
Pine Technical & Community College,Pine City,55063,,0.281818182,0.304347826
Rainy River Community College,International Falls,56649,,PrivacySuppressed,PrivacySuppressed
Rochester Community and Technical College,Rochester,55904-4999,,0.279448622,0.247328244
College of Saint Benedict,Saint Joseph,56374,,PrivacySuppressed,PrivacySuppressed
St Cloud Technical and Community College,Saint Cloud,56303-1240,,0.368243243,0.345058627
Regency Beauty Institute-St Cloud,Waite Park,56387,,0.713207547,0.657894737
Saint Cloud State University,Saint Cloud,56301-4498,,0.446875,0.376029963
Saint Johns University,Collegeville,56321,,PrivacySuppressed,PrivacySuppressed
Saint Mary's University of Minnesota,Winona,55987-1399,,0.455882353,0.388127854
St Olaf College,Northfield,55057-1098,,0.768488746,0.746212121
Crown College,Saint Bonifacius,55375-9001,,0.171171171,0.217741936
The College of Saint Scholastica,Duluth,55811-4199,,0.484732824,0.43
University of St Thomas,Saint Paul,55105-1078,,0.609318996,0.578853047
College of Visual Arts,Hopkins,55305-5205,,PrivacySuppressed,PrivacySuppressed
Empire Beauty School-Bloomington,Bloomington,55420-4232,,PrivacySuppressed,PrivacySuppressed
St Catherine University,Saint Paul,55105,,0.484069887,0.48
Rasmussen College-Minnesota,St. Cloud,56301-3713,,0.31496063,0.222222222
Saint Paul College,Saint Paul,55102-9808,,0.194860814,0.226386807
Southwest Minnesota State University,Marshall,56258-5468,,0.419023136,0.328301887
Summit Academy Opportunities Industrialization Center,Minneapolis,55405,,PrivacySuppressed,PrivacySuppressed
United Theological Seminary of the Twin Cities,New Brighton,55112-2598,,,
Vermilion Community College,Ely,55731,,0.425925926,0.304878049
Dunwoody College of Technology,Minneapolis,55403-1192,,0.411764706,0.444846293
Ridgewater College,Willmar,56201,,0.406469761,0.362376238
Minnesota State College Southeast,Winona,55987,,0.284634761,0.166123779
Winona State University,Winona,55987-5838,,0.496713615,0.4024961
Mitchell Hamline School of Law,Saint Paul,55105-3076,,PrivacySuppressed,PrivacySuppressed
Century College,White Bear Lake,55110,,0.1888,0.139534884
Alcorn State University,Alcorn State,39096-7500,,0.198884758,0.153061225
Belhaven University,Jackson,39202,,0.420754717,0.376033058
Blue Mountain College,Blue Mountain,38610-9509,,PrivacySuppressed,PrivacySuppressed
Chris Beauty College,Gulfport,39501,,PrivacySuppressed,PrivacySuppressed
Coahoma Community College,Clarksdale,38614,,0.075107296,0.038022814
Antonelli College-Jackson,Jackson,39232,,0.426160338,0.405660377
Copiah-Lincoln Community College,Wesson,39191,,0.209333333,0.181058496
Creations College of Cosmetology,Tupelo,38801-2635,,PrivacySuppressed,PrivacySuppressed
Delta Beauty College,Greenville,38701,,PrivacySuppressed,PrivacySuppressed
Delta State University,Cleveland,38733,,0.346020761,0.310231023
East Central Community College,Decatur,39327-0129,,0.176056338,0.177121771
East Mississippi Community College,Scooba,39358-0158,,0.095372993,0.125214408
Fosters Cosmetology College,Ripley,38663-0066,,PrivacySuppressed,PrivacySuppressed
Academy of Hair Design-Grenada,Grenada,38901,,PrivacySuppressed,PrivacySuppressed
Hinds Community College,Raymond,39154,,0.108412056,0.106687898
Holmes Community College,Goodman,39079,,0.152238806,0.140740741
Itawamba Community College,Fulton,38843-1099,,0.076515152,0.055634807
Jackson State University,Jackson,39217,,0.349607672,0.212078652
Jones County Junior College,Ellisville,39437,,0.191139241,0.133192389
Meridian Community College,Meridian,39307-5801,,0.177860697,0.099041534
Millsaps College,Jackson,39210-0001,,0.712643678,0.494505495
Mississippi Delta Community College,Moorhead,38761,,PrivacySuppressed,PrivacySuppressed
University of Mississippi,University,38677-1848,,0.514569536,0.431353457
University of Mississippi Medical Center,Jackson,39216-4505,,0.514569536,0.431353457
Mississippi University for Women,Columbus,39701,,0.377210216,0.280487805
Mississippi Valley State University,Itta Bena,38941-1400,,0.259493671,0.126279864
Mississippi College,Clinton,39058,,0.456709957,0.384328358
Mississippi College of Beauty Culture,Laurel,39440,,PrivacySuppressed,PrivacySuppressed
Mississippi Gulf Coast Community College,Perkinston,39573,,0.040944882,0.028526149
Mississippi State University,Mississippi State,39762,,0.471807629,0.416319734
Northeast Mississippi Community College,Booneville,38829,,0.131493507,0.103825137
Northwest Mississippi Community College,Senatobia,38668-1714,,0.157356412,0.077436582
Pearl River Community College,Poplarville,39470,,0.096064815,0.097308489
Rust College,Holly Springs,38635,,PrivacySuppressed,PrivacySuppressed
Southeastern Baptist College,Laurel,39440-9989,,PrivacySuppressed,PrivacySuppressed
Southwest Mississippi Community College,Summit,39666-0000,,PrivacySuppressed,PrivacySuppressed
University of Southern Mississippi,Hattiesburg,39406-0001,,0.450844091,0.357142857
Magnolia College of Cosmetology,Jackson,39206,,PrivacySuppressed,PrivacySuppressed
Tougaloo College,Tougaloo,39174,,0.32967033,0.195876289
Wesley Biblical Seminary,Jackson,39206,,PrivacySuppressed,PrivacySuppressed
William Carey University,Hattiesburg,39401-5499,,0.468235294,0.340659341
Anthem College-Maryland Heights,Maryland Heights,63042,,0.600337268,0.511235955
Aquinas Institute of Theology,Saint Louis,63108-3323,,,
Assemblies of God Theological Seminary,Springfield,65802-2131,,PrivacySuppressed,PrivacySuppressed
Avila University,Kansas City,64145-1698,,0.502109705,0.327731092
ITT Technical Institute-Earth City,Earth City,63045,,0.234789392,0.354140658
Baptist Bible College,Springfield,65803-3498,,0.21978022,0.202247191
House of Heavilin Beauty College-Blue Springs,Blue Springs,64014,,PrivacySuppressed,PrivacySuppressed
Boonslick Technical Education Center,Boonville,65233,,PrivacySuppressed,PrivacySuppressed
Cox College,Springfield,65802,,PrivacySuppressed,PrivacySuppressed
Calvary University,Kansas City,64147-1341,,0.375,0.414634146
Cape Girardeau Career and Technology Center,Cape Girardeau,63703-7511,,0.594202899,0.607142857
Central Christian College of the Bible,Moberly,65270-1997,,0.268656716,0.307692308
Central Bible College,Springfield,658031033,,0.38372093,0.378787879
Central Methodist University-College of Liberal Arts and Sciences,Fayette,65248-1198,,0.456521739,0.395683453
University of Central Missouri,Warrensburg,64093,,0.456445993,0.357305936
Grand River Technical School,Chillicothe,64601,,PrivacySuppressed,PrivacySuppressed
Chillicothe Beauty Academy Inc,Chillicothe,64601,,PrivacySuppressed,PrivacySuppressed
Cleveland University-Kansas City,Overland Park,66210,,0.696969697,0.710144928
Columbia Area Career Center,Columbia,65203-7199,,PrivacySuppressed,PrivacySuppressed
Columbia College,Columbia,65216,,0.279367792,0.220817121
Conception Seminary College,Conception,64433-0502,,PrivacySuppressed,PrivacySuppressed
Concordia Seminary,Saint Louis,63105-3196,,PrivacySuppressed,PrivacySuppressed
Cottey College,Nevada,64772,,PrivacySuppressed,PrivacySuppressed
Covenant Theological Seminary,Saint Louis,63141-8609,,,
Crowder College,Neosho,64850,,0.129213483,0.086330935
Culver-Stockton College,Canton,63435-1299,,0.493589744,0.362318841
Chamberlain College of Nursing-St Louis Campus,Saint Louis,63146,,0.332378224,0.388349515
DeVry University-Missouri,Kansas City,64131-3626,,0.11204639,0.085050251
Drury University,Springfield,65802-3791,,0.300970874,0.259067358
East Central College,Union,63084,,0.128540305,0.064285714
Eden Theological Seminary,Webster Groves,63119-3192,,,
Elaine Steven Beauty College,Saint Louis,63136-5618,,PrivacySuppressed,PrivacySuppressed
Pinnacle Career Institute-South Kansas City,Kansas City,64137-1659,,0.585454546,0.470930233
Evangel University,Springfield,65802-2125,,0.451388889,0.422110553
Fontbonne University,Saint Louis,63105-3098,,0.443722944,0.274881517
Forest Institute of Professional Psychology,Springfield,65807,,,
Four Rivers Career Center,Washington,63090-4235,,PrivacySuppressed,PrivacySuppressed
Ozarks Technical Community College,Springfield,65802,,0.147610405,0.109565217
Hannibal-LaGrange University,Hannibal,63401,,0.497382199,0.405797101
Harris-Stowe State University,Saint Louis,63103-2136,,0.095427435,0.066115703
Hickey College,Saint Louis,63114,,PrivacySuppressed,PrivacySuppressed
House of Heavilin Beauty College-Kansas City,Kansas City,64110-2826,,PrivacySuppressed,PrivacySuppressed
Independence College of Cosmetology,Independence,64055,,PrivacySuppressed,PrivacySuppressed
Jefferson College,Hillsboro,63050-2440,,0.164383562,0.119047619
Paul Mitchell the School-Missouri Columbia,Columbia,65202,,PrivacySuppressed,PrivacySuppressed
Barnes-Jewish College Goldfarb School of Nursing,Saint Louis,63110,,PrivacySuppressed,PrivacySuppressed
Kansas City Art Institute,Kansas City,64111-1874,,0.446428571,0.653061225
Kennett Career and Technology Center,Kennett,63857,,PrivacySuppressed,PrivacySuppressed
Kenrick Glennon Seminary,Saint Louis,63119-4399,,,
A T Still University of Health Sciences,Kirksville,63501,,PrivacySuppressed,PrivacySuppressed
Lake Career and Technical Center,Camdenton,65020,,PrivacySuppressed,PrivacySuppressed
CoxHealth School of Radiologic Technology,Springfield,65802-1988,,PrivacySuppressed,PrivacySuppressed
Lex La-Ray Technical Center,Lexington,64067-1525,,PrivacySuppressed,PrivacySuppressed
Lincoln University,Jefferson City,65101,,0.226107226,0.143274854
Lindenwood University,Saint Charles,63301-1695,,0.463556851,0.368491322
State Technical College of Missouri,Linn,65051-9607,,0.538461539,0.450171821
Logan University,Chesterfield,63017,,PrivacySuppressed,PrivacySuppressed
Metropolitan Community College-Kansas City,Kansas City,64111-2429,,0.110426749,0.097913323
Lutheran School of Nursing,Saint Louis,63118-3909,,PrivacySuppressed,PrivacySuppressed
Metropolitan Community College-Maple Woods,Kansas City,64156-1299,,0.110426749,0.097913323
Maryville University of Saint Louis,Saint Louis,63141-7299,,0.547486034,0.488888889
Merrell University of Beauty Arts and Science,Jefferson City,65109,,PrivacySuppressed,PrivacySuppressed
Metro Business College-Cape Girardeau,Cape Girardeau,63701,,0.625,0.477272727
Midwest Institute,Fenton,63026,,PrivacySuppressed,PrivacySuppressed
Midwestern Baptist Theological Seminary,Kansas City,64118-4697,,PrivacySuppressed,PrivacySuppressed
Mineral Area College,Park Hills,63601-1000,,0.179916318,0.16
Westwood College-O'Hare Airport,Chicago,60631,,0.528,0.389261745
Missouri Baptist University,Saint Louis,63141-8698,,0.438202247,0.317919075
National Academy of Beauty Arts-Farmington,Farmington,63640,,PrivacySuppressed,PrivacySuppressed
Missouri College,Brentwood,63144,,0.679012346,0.430107527
Missouri Southern State University,Joplin,64801-1595,,0.286640726,0.229342327
Missouri Tech,Saint Charles,63303-3887,,PrivacySuppressed,PrivacySuppressed
Missouri Valley College,Marshall,65340,,0.258426966,0.19205298
Missouri Western State University,Saint Joseph,64507,,0.266578249,0.187390543
University of Missouri-Columbia,Columbia,65211-1050,,0.609589041,0.540694365
University of Missouri-Kansas City,Kansas City,64110,,0.373674912,0.37260274
Missouri University of Science and Technology,Rolla,65409,,0.093264249,0.053173242
University of Missouri-St Louis,Saint Louis,63121-4400,,0.458559783,0.414973262
Moberly Area Community College,Moberly,65270-1304,,PrivacySuppressed,PrivacySuppressed
Hillyard Technical Center,Saint Joseph,64506-5102,,PrivacySuppressed,PrivacySuppressed
National Academy of Beauty Arts-St Louis,Saint Louis,63128-0000,,PrivacySuppressed,PrivacySuppressed
Nazarene Theological Seminary,Kansas City,64131-1246,,,
Neosho Beauty College,Neosho,64850-1525,,PrivacySuppressed,PrivacySuppressed
Nichols Career Center,Jefferson City,65101,,PrivacySuppressed,PrivacySuppressed
Truman State University,Kirksville,63501-4221,,0.60515873,0.575851393
Northwest Missouri State University,Maryville,64468-6001,,0.429362881,0.379816514
Ozark Christian College,Joplin,64801,,0.415584416,0.357894737
College of the Ozarks,Point Lookout,65726-0017,,PrivacySuppressed,PrivacySuppressed
Park University,Parkville,64152-3795,,0.406960227,0.338959212
Stevens-The Institute of Business & Arts,Saint Louis,63103,,PrivacySuppressed,PrivacySuppressed
Metropolitan Community College-Penn Valley,Kansas City,64111-2429,,0.110426749,0.097913323
Poplar Bluff Technical Career Center,Poplar Bluff,63901-8960,,PrivacySuppressed,PrivacySuppressed
Ranken Technical College,Saint Louis,63113-2811,,0.52173913,0.630979499
Research College of Nursing,Kansas City,64132-1199,,PrivacySuppressed,PrivacySuppressed
Rockhurst University,Kansas City,64110-2561,,0.589041096,0.544217687
Rolla Technical Institute/Center,Rolla,65401,,0.821917808,0.738095238
Everest College-Springfield,Springfield,65807,,0.364120782,0.307692308
Saint Louis Community College-Meramec,Kirkwood,63122,,0.077806122,0.048846676
Saint Louis University,Saint Louis,63103-2097,,0.569395018,0.490797546
Salem College of Hairstyling,Rolla,65401,,PrivacySuppressed,PrivacySuppressed
Sanford-Brown College-Fenton,Fenton,63026-3400,,0.448712871,0.320541761
American College of Hair Design Inc,Sedalia,65301,,PrivacySuppressed,PrivacySuppressed
Sikeston Career and Technology Center,Sikeston,63801-3347,,PrivacySuppressed,PrivacySuppressed
Saint Louis Christian College,Florissant,63033,,0.322033898,0.147058824
St Louis College of Pharmacy,Saint Louis,63110-1088,,0.72,0.6625
Saint Louis Community College-Florissant Valley,Saint Louis,63135,,0.077806122,0.048846676
Saint Louis Community College,Saint Louis,63102-2810,,0.077806122,0.048846676
Saint Paul School of Theology,Leawood,66224,,,
Southwest Baptist University,Bolivar,65613-2596,,0.405737705,0.318518519
Missouri State University-West Plains,West Plains,65775-2715,,0.172,0.105633803
Mercy Hospital Springfield-School of Radiologic Technology,Springfield,65804,,PrivacySuppressed,PrivacySuppressed
Saint Luke's College of Health Sciences,Kansas City,64111,,PrivacySuppressed,PrivacySuppressed
St Louis College of Health Careers-St Louis,Saint Louis,63110,,0.494594595,0.40625
State Fair Community College,Sedalia,65301-2199,,0.182432432,0.099630996
Stephens College,Columbia,65215,,PrivacySuppressed,PrivacySuppressed
Southeast Missouri State University,Cape Girardeau,63701,,0.355215827,0.278931751
Missouri State University-Springfield,Springfield,65897,,0.450489663,0.432900433
Three Rivers Community College,Poplar Bluff,63901,,0.117647059,0.091772152
North Central Missouri College,Trenton,64683,,0.319444444,0.218487395
Eldon Career Center,Eldon,65026,,PrivacySuppressed,PrivacySuppressed
Truman Medical Center School of Nurse Anesthesia,Kansas City,64108,,,
Kansas City University of Medicine and Biosciences,Kansas City,64106-1453,,,
Washington University in St Louis,Saint Louis,63130-4899,,0.863849765,0.841823056
Webster University,Saint Louis,63119-3194,,0.589315526,0.550135501
Wentworth Military Academy and College,Lexington,64067-1799,,0.209876543,0.255813954
Westminster College,Fulton,65251-1299,,0.510416667,0.52631579
William Jewell College,Liberty,64068-1896,,0.571428571,0.4625
William Woods University,Fulton,65251-1098,,0.563786008,0.555555556
Academy of Cosmetology,Bozeman,59715-3544,,PrivacySuppressed,PrivacySuppressed
Montana State University-Billings-College of Technology,Billings,59102-9856,,0.057692308,0.028639618
Blackfeet Community College,Browning,59417-0819,,PrivacySuppressed,PrivacySuppressed
Butte Academy of Beauty Culture,Butte,59701,,PrivacySuppressed,PrivacySuppressed
Highlands College of Montana Tech,Butte,59701,,0.160337553,0.121673004
Carroll College,Helena,59625-0002,,0.534482759,0.516129032
Dawson Community College,Glendive,59330,,PrivacySuppressed,PrivacySuppressed
Chief Dull Knife College,Lame Deer,59043,,PrivacySuppressed,PrivacySuppressed
Montana State University-Billings,Billings,59101-0298,,0.057692308,0.028639618
Flathead Valley Community College,Kalispell,59901,,PrivacySuppressed,PrivacySuppressed
Aaniiih Nakoda College,Harlem,59526,,PrivacySuppressed,PrivacySuppressed
Fort Peck Community College,Poplar,59255-0398,,PrivacySuppressed,PrivacySuppressed
Great Falls College Montana State University,Great Falls,59405,,PrivacySuppressed,PrivacySuppressed
University of Great Falls,Great Falls,59405-4996,,PrivacySuppressed,PrivacySuppressed
Helena College University of Montana,Helena,59601,,0.19375,0.238993711
Little Big Horn College,Crow Agency,59022,,PrivacySuppressed,PrivacySuppressed
Miles Community College,Miles City,59301-4774,,0.369565217,0.245283019
Modern Beauty School Inc,Missoula,59808,,PrivacySuppressed,PrivacySuppressed
Montana Tech of the University of Montana,Butte,59701-8997,,0.160337553,0.121673004
Montana State University,Bozeman,59717,,0.369261477,0.273166023
The University of Montana,Missoula,59812,,0.283774124,0.264216973
Montana State University-Northern,Havre,59501,,PrivacySuppressed,PrivacySuppressed
Rocky Mountain College,Billings,59102-1796,,0.260416667,0.206185567
Salish Kootenai College,Pablo,59855,,0.15131579,0.168831169
The University of Montana-Western,Dillon,59725-3598,,PrivacySuppressed,PrivacySuppressed
La'James International College,Fremont,68025,,PrivacySuppressed,PrivacySuppressed
Bellevue University,Bellevue,68005-3098,,0.165719697,0.174193548
Clarkson College,Omaha,68131-2739,,PrivacySuppressed,PrivacySuppressed
Bryan College of Health Sciences,Lincoln,68506-1299,,PrivacySuppressed,PrivacySuppressed
Central Community College,Grand Island,68802-4903,,0.177278402,0.107692308
Chadron State College,Chadron,69337-2690,,0.311418685,0.254545455
College of Hair Design-Downtown,Lincoln,68508-2199,,PrivacySuppressed,PrivacySuppressed
Concordia University-Nebraska,Seward,68434-1556,,0.676470588,0.452054795
Creighton University,Omaha,68178,,0.654648956,0.657534247
Doane University-Arts & Sciences,Crete,68333,,0.497942387,0.397515528
Grace University,Omaha,68108-3629,,0.259259259,0.202898551
Hastings College,Hastings,68901,,0.620689655,0.34351145
CHI Health School of Radiologic Technology,Omaha,68122,,PrivacySuppressed,PrivacySuppressed
Joseph's College Cosmetology,Lincoln,68510-2226,,0.528634361,0.483870968
University of Nebraska at Kearney,Kearney,68849-1212,,0.388704319,0.332648871
Kaplan University-Lincoln Campus,Lincoln,68508,,0.199912511,0.188278008
Mary Lanning Memorial HealthCare School of Radiologic Technology,Hastings,68901-4451,,,
Nebraska Methodist College of Nursing & Allied Health,Omaha,68114-2852,,0.626373626,0.696969697
Metropolitan Community College Area,Omaha,68111-1610,,0.094886014,0.097122302
Mid-Plains Community College,North Platte,69101,,0.187096774,0.22513089
Midland University,Fremont,68025,,0.481707317,0.338235294
Nebraska Christian College of Hope International University,Papillion,68046,,PrivacySuppressed,PrivacySuppressed
University of Nebraska at Omaha,Omaha,68182-0225,,0.358367347,0.305272896
Kaplan University-Omaha Campus,Omaha,68134-1002,,0.199912511,0.188278008
Nebraska Indian Community College,Macy,68039-0428,,PrivacySuppressed,PrivacySuppressed
University of Nebraska Medical Center,Omaha,68198-7815,,PrivacySuppressed,PrivacySuppressed
Nebraska Wesleyan University,Lincoln,68504-2794,,0.555066079,0.567708333
University of Nebraska-Lincoln,Lincoln,68588,,0.487745098,0.467694132
Northeast Community College,Norfolk,68702-0469,,0.293560606,0.395225464
Peru State College,Peru,68421-0010,,0.329166667,0.255434783
College of Saint Mary,Omaha,68106,,PrivacySuppressed,PrivacySuppressed
Southeast Community College Area,Lincoln,68510-2449,,0.246632997,0.350277264
Union College,Lincoln,68506,,0.268656716,0.234693878
Vatterott College-Spring Valley,Omaha,68137,,0.463414634,0.458333333
Nebraska College of Technical Agriculture,Curtis,69025-9552,,0.487745098,0.467694132
Wayne State College,Wayne,68787,,0.464935065,0.369085174
Regional West Medical Center School of Radiologic Technology,Scottsbluff,69361,,,
Western Nebraska Community College,Scottsbluff,69361-1899,,0.18699187,0.148648649
York College,York,68467-2699,,0.24137931,0.180327869
Academy of Hair Design-Las Vegas,Las Vegas,89146,,PrivacySuppressed,PrivacySuppressed
Career College of Northern Nevada,Sparks,89434-7905,,0.56741573,0.418604651
College of Southern Nevada,Las Vegas,89146-1164,,0.05725403,0.032926829
The Art Institute of Las Vegas,Henderson,89074-7737,,0.27309237,0.226277372
Everest College-Henderson,Henderson,89074,,PrivacySuppressed,PrivacySuppressed
Marinello Schools of Beauty-Las Vegas,Las Vegas,89110,,PrivacySuppressed,PrivacySuppressed
University of Nevada-Las Vegas,Las Vegas,89154,,0.333527019,0.298176051
University of Nevada-Reno,Reno,89557,,0.396484375,0.381648936
Great Basin College,Elko,89801,,0.11682243,0.175
Marinello Schools of Beauty-Reno,Reno,89502,,PrivacySuppressed,PrivacySuppressed
Morrison University,Reno,89521,,0.667189953,0.541420118
Sierra Nevada College,Incline Village,89451,,PrivacySuppressed,PrivacySuppressed
Truckee Meadows Community College,Reno,89512-3999,,0.103915663,0.065104167
Western Nevada College,Carson City,89703-7399,,0.128930818,0.135714286
Colby-Sawyer College,New London,03257-7835,,PrivacySuppressed,PrivacySuppressed
Continental Academie of Hair Design-Hudson,Hudson,03051,,PrivacySuppressed,PrivacySuppressed
Daniel Webster College,Nashua,03063-1300,,0.5,0.416666667
Dartmouth College,Hanover,03755-3529,,0.797468354,0.796153846
Empire Beauty School-Laconia,Laconia,03246,,PrivacySuppressed,PrivacySuppressed
Empire Beauty School-Somersworth,Somersworth,03878,,PrivacySuppressed,PrivacySuppressed
Franklin Pierce University,Rindge,03461-0060,,0.115625,0.081632653
University of New Hampshire-School of Law,Concord,03301-4197,,PrivacySuppressed,PrivacySuppressed
Mount Washington College,Manchester,03103-9969,,0.452582884,0.304263566
Continental Academie of Hair Design-Manchester,Manchester,03103,,PrivacySuppressed,PrivacySuppressed
Keene Beauty Academy,Keene,03431,,PrivacySuppressed,PrivacySuppressed
Lebanon College,Lebanon,03766,,PrivacySuppressed,PrivacySuppressed
Northeast Catholic College,Warner,03278-4012,,PrivacySuppressed,PrivacySuppressed
Michaels School of Hair Design and Esthetics-Paul Mitchell Partner School,Bedford,03110,,PrivacySuppressed,PrivacySuppressed
New England College,Henniker,03242,,0.430555556,0.297468354
New England School of Hair Design,West Lebanon,03784,,PrivacySuppressed,PrivacySuppressed
Southern New Hampshire University,Manchester,03106-1045,,0.380480905,0.336585366
