,INSTNM,CITY,ZIP,INSTURL,FEMALE_COMP_ORIG_YR4_RT,MALE_COMP_ORIG_YR4_RT
1656,Catherine Hinds Institute of Esthetics,Woburn,01801-6819,,PrivacySuppressed,PrivacySuppressed
1657,Laboure College,Milton,02186,,PrivacySuppressed,PrivacySuppressed
1658,Clark University,Worcester,01610-1477,,0.705454546,0.698492462
1659,Conway School of Landscape Design,Conway,01341-0179,,,
1660,Curry College,Milton,02186-2395,,0.522565321,0.309210526
1661,Lincoln Technical Institute-Somerville,Somerville,02145,,0.545189504,0.561403509
1662,Dean College,Franklin,02038-1941,,0.484716157,0.211356467
1663,Diman Regional Technical Institute,Fall River,02723,,PrivacySuppressed,PrivacySuppressed
1664,National Aviation Academy of New England,Concord,01742,,0.523809524,0.696551724
1665,Eastern Nazarene College,Quincy,02170-2999,,0.412698413,0.359223301
1666,Emerson College,Boston,02116-4624,,0.801369863,0.751879699
1667,Emmanuel College,Boston,02115,,0.596401028,0.575
1668,Endicott College,Beverly,01915,,0.803571429,0.681222707
1669,Episcopal Divinity School,Cambridge,02138-3494,,,
1670,Rob Roy Academy-Fall River,Fall River,02720-3445,,0.513157895,0.460526316
1671,Fisher College,Boston,02116,,0.296703297,0.252747253
1672,Fitchburg State University,Fitchburg,01420-2697,,0.463414634,0.437923251
1673,Framingham State University,Framingham,01701-9101,,0.575949367,0.447976879
1674,Benjamin Franklin Institute of Technology,Boston,02116,,0.452380952,0.38671875
1675,Gordon College,Wenham,01984,,0.579908676,0.556291391
1676,Gordon-Conwell Theological Seminary,South Hamilton,01982,,,
1677,Greenfield Community College,Greenfield,01301-9739,,0.254854369,0.256055363
1678,Hallmark Institute of Photography,Turners Falls,01376-0308,,PrivacySuppressed,PrivacySuppressed
1679,Hampshire College,Amherst,01002-5001,,0.656084656,0.653225807
1680,Harvard University,Cambridge,02138,,0.863377609,0.834567901
1681,Hebrew College,Newton Centre,02459-2237,,PrivacySuppressed,PrivacySuppressed
1682,Hellenic College-Holy Cross Greek Orthodox School of Theology,Brookline,02445-7496,,PrivacySuppressed,PrivacySuppressed
1683,Henris School of Hair Design,Fitchburg,01420-5675,,PrivacySuppressed,PrivacySuppressed
1684,College of the Holy Cross,Worcester,01610-2395,,0.904761905,0.882882883
1685,Holyoke Community College,Holyoke,01040,,0.225449516,0.201707577
1686,Kay Harvey Academy of Hair Design,West Springfield,01089,,PrivacySuppressed,PrivacySuppressed
1687,La Baron Hairdressing Academy-Brockton,Brockton,02301,,PrivacySuppressed,PrivacySuppressed
1688,La Baron Hairdressing Academy-New Bedford,New Bedford,02740,,PrivacySuppressed,PrivacySuppressed
1689,Lasell College,Newton,02466,,0.51242236,0.465517241
1690,Lawrence Memorial Hospital School of Nursing,Medford,02155,,PrivacySuppressed,PrivacySuppressed
1691,Lesley University,Cambridge,02138-2790,,0.523809524,0.394366197
1692,Lowell Academy Hairstyling Institute,Lowell,01852-1909,,PrivacySuppressed,PrivacySuppressed
1693,University of Massachusetts-Lowell,Lowell,01854-5104,,0.507679871,0.447961047
1694,Mansfield Beauty Schools-Springfield,Springfield,01103,,PrivacySuppressed,PrivacySuppressed
1695,Mansfield Beauty Schools-Quincy,Quincy,02169,,PrivacySuppressed,PrivacySuppressed
1696,Marian Court College,Swampscott,01907,,0.483516484,0.344827586
1697,University of Massachusetts-Amherst,Amherst,01003,,0.681210692,0.585214008
1698,University of Massachusetts-Boston,Boston,02125-3393,,0.180280047,0.157431838
1699,Massachusetts Bay Community College,Wellesley Hills,02481-5399,,0.185022026,0.160409556
1700,MCPHS University,Boston,02115-5896,,0.768488746,0.684039088
1701,Massachusetts College of Art and Design,Boston,02115-5882,,0.596296296,0.578947368
1702,Massachusetts Institute of Technology,Cambridge,02139-4307,,0.868312757,0.805921053
1703,Massachusetts Maritime Academy,Buzzards Bay,02532-1803,,0.716981132,0.635983264
1704,University of Massachusetts Medical School Worcester,Worcester,01655,,PrivacySuppressed,PrivacySuppressed
1705,William James College,Newton,02459,,,
1706,Massachusetts School of Barbering,Quincy,02169,,PrivacySuppressed,PrivacySuppressed
1707,Massasoit Community College,Brockton,02302-3996,,0.265267176,0.21192053
1708,Merrimack College,North Andover,01845,,0.736625514,0.687763713
1709,MGH Institute of Health Professions,Boston,02129-4557,,PrivacySuppressed,PrivacySuppressed
1710,Middlesex Community College,Bedford,01730-9124,,0.199707388,0.12386707
1711,Montserrat College of Art,Beverly,01915-4508,,0.544444444,0.615384615
1712,Mount Holyoke College,South Hadley,01075-1489,,PrivacySuppressed,PrivacySuppressed
1713,Mount Ida College,Newton,02459,,0.459183674,0.278787879
1714,Mount Wachusett Community College,Gardner,01440-1000,,0.258403361,0.202321725
1715,Cortiva Institute-Boston,Watertown,02472,,0.854166667,0.625
1716,School of the Museum of Fine Arts at Tufts University,Boston,02115-5596,,0.380952381,0.512195122
1717,Everest Institute-Brighton,Brighton,02135-3605,,0.686486487,0.587412587
1718,Rob Roy Academy-New Bedford,New Bedford,02720-3445,,PrivacySuppressed,PrivacySuppressed
1719,The New England Conservatory of Music,Boston,02115-5018,,PrivacySuppressed,PrivacySuppressed
1720,New England College of Optometry,Boston,02115,,,
1721,New England School of Acupuncture,Newton,02458,,,
1722,New England Law-Boston,Boston,02116,,PrivacySuppressed,PrivacySuppressed
1723,New England School of Photography,Boston,02215,,PrivacySuppressed,PrivacySuppressed
1724,Newbury College,Brookline,02445,,0.346846847,0.328
1725,Nichols College,Dudley,01571-5000,,0.367741936,0.43852459
1726,Massachusetts College of Liberal Arts,North Adams,01247-4100,,0.501607717,0.483695652
1727,North Bennet Street School,Boston,02109,,PrivacySuppressed,PrivacySuppressed
1728,North Shore Community College,Danvers,01923-0840,,0.238095238,0.179287305
1729,The New England Institute of Art,Brookline,02445-7295,,0.331838565,0.337837838
1730,Northeastern University,Boston,02115-5005,,0.560895326,0.534482759
1731,Northern Essex Community College,Haverhill,01830-2399,,0.244835501,0.16934487
1732,College of Our Lady of the Elms,Chicopee,01013,,0.633204633,0.547619048
1733,Pine Manor College,Chestnut Hill,02467,,PrivacySuppressed,PrivacySuppressed
1734,Pope St John XXIII National Seminary,Weston,02493-2699,,,
1735,Quincy College,Quincy,02169,,0.221118012,0.173553719
1736,Quinsigamond Community College,Worcester,01606-2092,,0.250163292,0.16875
1737,Regis College,Weston,02493-1571,,0.497835498,0.441860465
1738,Roxbury Community College,Roxbury Crossing,02120-3400,,0.129824561,0.107744108
1739,Saint John's Seminary,Brighton,02135-3846,,,
1740,Salem State University,Salem,01970,,0.496153846,0.383542538
1741,Salter College-West Boylston,West Boylston,01583,,0.607705779,0.537906137
1742,Simmons College,Boston,02115-5898,,PrivacySuppressed,PrivacySuppressed
1743,Bard College at Simon's Rock,Great Barrington,01230-9702,,0.52,0.448275862
1744,Smith College,Northampton,01063,,PrivacySuppressed,PrivacySuppressed
1745,Southeastern Technical Institute,South Easton,02375,,PrivacySuppressed,PrivacySuppressed
1746,Springfield College,Springfield,01109-3797,,0.581736189,0.560509554
1747,Springfield Technical Community College,Springfield,01105-1296,,0.24648986,0.228483607
1748,University of Massachusetts-Dartmouth,North Dartmouth,02747-2300,,0.28057554,0.258188825
1749,Stonehill College,Easton,02357-6110,,0.804532578,0.718367347
1750,Suffolk University,Boston,02108-2770,,0.619592875,0.571428571
1751,Rob Roy Academy-Taunton,Taunton,02780-5339,,PrivacySuppressed,PrivacySuppressed
1752,Tufts University,Medford,02155-5555,,0.9,0.864951769
1753,Wellesley College,Wellesley,02481-8203,,PrivacySuppressed,PrivacySuppressed
1754,Wentworth Institute of Technology,Boston,02115,,0.533333333,0.580286169
1755,Western New England University,Springfield,01119-2684,,0.603658537,0.551401869
1756,Westfield State University,Westfield,01086-1630,,0.625498008,0.572496263
1757,Wheaton College,Norton,02766-2322,,0.785714286,0.826923077
1758,Wheelock College,Boston,02215-4104,,0.598253275,0.489795918
1759,Williams College,Williamstown,01267,,PrivacySuppressed,PrivacySuppressed
1760,Worcester Polytechnic Institute,Worcester,01609-2280,,0.801687764,0.739130435
1761,Worcester State University,Worcester,01602-2597,,0.490647482,0.396484375
1762,Adrian College,Adrian,49221-2575,,0.56626506,0.41563786
1763,Albion College,Albion,49224,,0.659722222,0.635761589
1764,Hillsdale Beauty College,Hillsdale,49242,,PrivacySuppressed,PrivacySuppressed
1765,Northwestern Technological Institute,Southfield,48075,,PrivacySuppressed,PrivacySuppressed
1766,Alma College,Alma,48801-1599,,0.656716418,0.442857143
1767,Alpena Community College,Alpena,49707,,0.21038961,0.289940828
1768,Andrews University,Berrien Springs,49104,,0.432432432,0.409638554
1769,Aquinas College,Grand Rapids,49506-1799,,0.397435897,0.330049261
1770,Baker College of Owosso,Owosso,48867,,0.205117198,0.138994229
1771,Baker College,Flint,48507-5508,,0.205117198,0.138994229
1772,Bay de Noc Community College,Escanaba,49829-2511,,0.26728972,0.173803526
1773,Bayshire Academy of Beauty Craft Inc,Bay City,48708-5614,,PrivacySuppressed,PrivacySuppressed
1774,Cadillac Institute of Cosmetology,Cadillac,49601,,PrivacySuppressed,PrivacySuppressed
1775,Calvin College,Grand Rapids,49546,,0.70471464,0.577956989
1776,Calvin Theological Seminary,Grand Rapids,49546-4387,,,
1777,Carnegie Institute,Troy,48083,,PrivacySuppressed,PrivacySuppressed
1778,Michigan School of Professional Psychology,Farmington Hills,48334-4512,,PrivacySuppressed,PrivacySuppressed
1779,Central Michigan University,Mount Pleasant,48859,,0.466427289,0.417260159
1780,Mott Community College,Flint,48503-2089,,0.097105167,0.084008097
1781,Empire Beauty School-Michigan,Grand Rapids,49525-2440,,0.444622793,0.275362319
1782,Cleary University,Howell,48843,,0.385964912,0.375
1783,Cranbrook Academy of Art,Bloomfield Hills,48304,,,
1784,College for Creative Studies,Detroit,48202,,0.521126761,0.429577465
1785,Davenport University,Grand Rapids,49512-9396,,0.176426426,0.18012008
1786,David Pressley School of Cosmetology,Royal Oak,48067-3219,,PrivacySuppressed,PrivacySuppressed
1787,Delta College,University Center,48710,,0.164835165,0.157894737
1788,Detroit Business Institute-Downriver,Riverview,48193,,PrivacySuppressed,PrivacySuppressed
1789,Michigan State University-College of Law,East Lansing,48824-1300,,,
1790,MIAT College of Technology,Canton,48188,,0.56097561,0.693493151
1791,University of Detroit Mercy,Detroit,48221-3038,,0.62917399,0.541218638
1792,Dorsey Business Schools-Madison Heights,Madison Heights,48071,,0.565536723,0.506361323
1793,Dorsey Business Schools-Southgate,Southgate,48195,,0.565536723,0.506361323
1794,Eastern Michigan University,Ypsilanti,48197,,0.360402166,0.32381438
1795,Ferris State University,Big Rapids,49307-2251,,0.431043524,0.427672956
1796,Flint Institute of Barbering Inc,Flint,48504-4395,,PrivacySuppressed,PrivacySuppressed
1797,Glen Oaks Community College,Centreville,49032-9719,,0.231543624,0.147239264
1798,Kettering University,Flint,48504-6214,,0.393939394,0.253731343
1799,Gogebic Community College,Ironwood,49938,,0.279835391,0.265625
1800,Grace Bible College,Wyoming,49509,,0.290322581,0.285714286
1801,Cornerstone University,Grand Rapids,49525-5897,,0.283613445,0.22556391
1802,Everest Institute-Grand Rapids,Grand Rapids,49525,,0.669994128,0.548895899
1803,Grand Rapids Community College,Grand Rapids,49503-3295,,0.142652535,0.098772648
1804,Grand Valley State University,Allendale,49401-9403,,0.541925466,0.502623295
1805,Great Lakes Christian College,Lansing,48917-1299,,PrivacySuppressed,PrivacySuppressed
1806,Henry Ford College,Dearborn,48128-1495,,0.098302843,0.070502162
1807,Hope College,Holland,49422-9000,,0.640350877,0.556485356
1808,ITT Technical Institute-Wyoming,Wyoming,49519,,0.403152496,0.452518746
1809,Jackson College,Jackson,49201-8399,,PrivacySuppressed,PrivacySuppressed
1810,Wright Beauty Academy,Portage,49002,,PrivacySuppressed,PrivacySuppressed
1811,Kalamazoo College,Kalamazoo,49006-3295,,0.726495727,0.659090909
1812,Kalamazoo Valley Community College,Kalamazoo,49003-4070,,0.132551849,0.117969139
1813,Kellogg Community College,Battle Creek,49017-3397,,0.076612903,0.067948718
1814,Kirtland Community College,Roscommon,48653,,0.216346154,0.135135135
1815,Michigan College of Beauty-Monroe,Monroe,48161,,PrivacySuppressed,PrivacySuppressed
1816,Lake Michigan College,Benton Harbor,49022-1899,,0.137967914,0.104026846
1817,Lake Superior State University,Sault Ste Marie,49783,,0.35261708,0.350828729
1818,Lansing Community College,Lansing,48901-7210,,0.135437029,0.097815765
1819,Lawrence Technological University,Southfield,48075-1058,,0.344537815,0.339416058
1820,M J Murphy Beauty College of Mount Pleasant,Mount Pleasant,48858,,PrivacySuppressed,PrivacySuppressed
1821,Macomb Community College,Warren,48088-3896,,0.119673088,0.109728507
1822,Madonna University,Livonia,48150-1176,,0.426731079,0.380952381
1823,Marygrove College,Detroit,48221-2599,,0.33559322,0.272727273
1824,Rochester College,Rochester Hills,48307,,0.489130435,0.294520548
1825,University of Michigan-Ann Arbor,Ann Arbor,48109,,0.794897959,0.785974026
1826,Michigan Barber School Inc,Detroit,48204-2244,,PrivacySuppressed,PrivacySuppressed
1827,Michigan State University,East Lansing,48824-1046,,0.686403509,0.642169105
1828,Michigan Technological University,Houghton,49931-1295,,0.577777778,0.557768924
1829,University of Michigan-Dearborn,Dearborn,48128-1491,,0.390167364,0.358974359
1830,University of Michigan-Flint,Flint,48502-1950,,0.372750643,0.291666667
1831,Mid Michigan Community College,Harrison,48625-9447,,0.155535224,0.105568446
1832,Monroe County Community College,Monroe,48161-9746,,0.132097335,0.112621359
1833,Montcalm Community College,Sidney,48885-9723,,0.202702703,0.153846154
1834,Mr Bela's School of Cosmetology Inc,Warren,48091,,PrivacySuppressed,PrivacySuppressed
1835,Baker College of Muskegon,Muskegon,49442,,0.205117198,0.138994229
1836,Muskegon Community College,Muskegon,49442-1432,,0.128571429,0.120300752
1837,Everest College-Skokie,Skokie,60077-1074,,0.741673436,0.635802469
1838,Everest Institute-Southfield,Southfield,48033,,0.688888889,0.605593057
1839,North Central Michigan College,Petoskey,49770,,0.209349594,0.146417446
1840,Northern Michigan University,Marquette,49855,,0.430740038,0.361058601
1841,Paul Mitchell the School-Escanaba,Escanaba,49829,,PrivacySuppressed,PrivacySuppressed
1842,Northwestern Michigan College,Traverse City,49686,,0.164640884,0.145888594
1843,Northwood University,Midland,48640-2398,,0.508064516,0.465890183
1844,Oakland Community College,Bloomfield Hills,48304-2266,,0.087008581,0.063150823
1845,Oakland University,Rochester Hills,48309-4401,,0.406862745,0.364543362
1846,Olivet College,Olivet,49076,,0.549019608,0.385416667
1847,Port Huron Cosmetology College,Waterford,48329,,PrivacySuppressed,PrivacySuppressed
1848,Kuyper College,Grand Rapids,49525-9781,,0.510638298,0.463414634
1849,Ross Medical Education Center-Lansing,Lansing,48917,,0.706122449,0.728571429
1850,Ross Medical Education Center-Madison Heights,Madison Heights,48071,,0.701388889,0.633333333
1851,Ross Medical Education Center-Flint,Flint,48507,,0.761183758,0.638888889
1852,Sacred Heart Major Seminary,Detroit,48206-1799,,PrivacySuppressed,PrivacySuppressed
1853,Saginaw Valley State University,University Center,48710,,0.34375,0.282233503
1854,Schoolcraft College,Livonia,48152-2696,,0.131386861,0.099787686
1855,Siena Heights University,Adrian,49221,,0.396709324,0.340694006
1856,St Clair County Community College,Port Huron,48061-5015,,0.233707865,0.134328358
1857,Southwestern Michigan College,Dowagiac,49047-9793,,0.186197917,0.146025878
1858,Specs Howard School of Media Arts,Southfield,48075-3953,,0.716911765,0.690476191
1859,Spring Arbor University,Spring Arbor,49283-9799,,0.385403329,0.394648829
1860,Michigan Career and Technical Institute,Plainwell,49080-9254,,PrivacySuppressed,PrivacySuppressed
1861,Finlandia University,Hancock,49930-1832,,0.369426752,0.316666667
1862,Western Michigan University-Thomas M. Cooley Law School,Lansing,48901,,PrivacySuppressed,PrivacySuppressed
1863,Twin City Beauty College,Saint Joseph,49085,,PrivacySuppressed,PrivacySuppressed
1864,Walsh College of Accountancy and Business Administration,Troy,48083-5066,,0.562162162,0.604026846
1865,Washtenaw Community College,Ann Arbor,48105-4800,,0.0884579,0.075608493
1866,Wayne County Community College District,Detroit,48226,,0.027972028,0.022523912
1867,Wayne State University,Detroit,48202,,0.314900662,0.300728408
1868,West Shore Community College,Scottville,49454-0277,,0.220216607,0.194736842
1869,Paul Mitchell the School-Grand Rapids,Kentwood,49512-1781,,,
1870,Western Michigan University,Kalamazoo,49008-5200,,0.382483112,0.315324675
1871,Western Theological Seminary,Holland,49423-3622,,,
1872,Wright Beauty Academy,Battle Creek,49015,,PrivacySuppressed,PrivacySuppressed
1873,Academy College,Bloomington,55431-1411,,0.340909091,0.259259259
1874,Alexandria Technical & Community College,Alexandria,56308,,0.372151899,0.460721868
1875,American Indian OIC Inc,Minneapolis,55404-2221,,PrivacySuppressed,PrivacySuppressed
1876,Anoka Technical College,Anoka,55303,,0.382297552,0.269430052
1877,Anoka-Ramsey Community College,Coon Rapids,55433-3470,,0.184471687,0.120263591
1878,Augsburg College,Minneapolis,55454,,0.509950249,0.386363636
1879,Riverland Community College,Austin,55912-1473,,PrivacySuppressed,PrivacySuppressed
1880,Northwest Technical College,Bemidji,56601-4907,,0.462046205,0.334951456
1881,Bemidji State University,Bemidji,56601,,0.362264151,0.335889571
1882,Bethany Lutheran College,Mankato,56001,,0.565656566,0.488095238
1883,Bethel University,Saint Paul,55112,,0.59391771,0.536082474
1884,Bethel Seminary-St Paul,Saint Paul,55112,,0.59391771,0.536082474
1885,Central Lakes College-Brainerd,Brainerd,56401-3900,,0.367378049,0.336647727
1886,Carleton College,Northfield,55057-4001,,0.885714286,0.871287129
1887,Concordia College at Moorhead,Moorhead,56562,,0.75308642,0.617529881
1888,Concordia University-Saint Paul,Saint Paul,55104-5494,,0.494047619,0.428571429
1889,Dakota County Technical College,Rosemount,55068-2999,,0.377570094,0.367047308
1890,Martin Luther College,New Ulm,56073-3965,,0.705128205,0.630434783
1891,Lake Superior College,Duluth,55811-3399,,0.334581773,0.267507003
1892,Cosmetology Careers Unlimited College of Hair Skin and Nails,Duluth,55802,,PrivacySuppressed,PrivacySuppressed
1893,Duluth Business University,Duluth,55807,,0.323863636,0.339622642
1894,Minnesota State Community and Technical College,Fergus Falls,56537-1000,,0.335675254,0.325333333
1895,Globe University-Woodbury,Woodbury,55125-3388,,0.349159664,0.273062731
1896,Minnesota West Community and Technical College,Granite Falls,56241,,0.400722022,0.450317125
1897,Gustavus Adolphus College,Saint Peter,56082-1498,,0.776556777,0.714893617
1898,Hamline University,Saint Paul,55104-1284,,0.5,0.483516484
1899,Hazelden Betty Ford Graduate School of Addiction Studies,Center City,55012-0011,,,
1900,Hennepin Technical College,Brooklyn Park,55445,,0.282202557,0.228650138
1901,Cosmetology Careers Unlimited College of Hair Skin and Nails,Hibbing,55746,,PrivacySuppressed,PrivacySuppressed
1902,Hibbing Community College,Hibbing,55746,,0.263843648,0.32807571
1903,Aveda Institute-Minneapolis,Minneapolis,55414,,PrivacySuppressed,PrivacySuppressed
1904,Inver Hills Community College,Inver Grove Heights,55076-3224,,0.282073814,0.154216868
1905,Itasca Community College,Grand Rapids,55744-3397,,0.312,0.243902439
1906,The Art Institutes International-Minnesota,Minneapolis,55402,,0.300403226,0.249427918
1907,Luther Seminary,Saint Paul,55108-1496,,,
1908,Macalester College,Saint Paul,55105-1899,,0.902061856,0.792307692
1909,South Central College,North Mankato,56003-1920,,0.302228412,0.268608414
1910,Minnesota State University-Mankato,Mankato,56001,,0.477936963,0.377968338
1911,Regency Beauty Institute-Blaine,Blaine,55434,,0.515075377,0.46713615
1912,Mayo Clinic School of Medicine,Rochester,55905,,PrivacySuppressed,PrivacySuppressed
1913,Mayo Clinic School of Health Sciences,Rochester,55905,,PrivacySuppressed,PrivacySuppressed
1914,Argosy University-Twin Cities,Eagan,55121,,0.092886433,0.087994694
1915,Mesabi Range College,Virginia,55792,,0.397435897,0.376666667
1916,Metropolitan State University,Saint Paul,55106-5000,,0.429752066,0.424210526
1917,University of Minnesota-Twin Cities,Minneapolis,55455-0213,,0.706674832,0.654766031
1918,University of Minnesota-Crookston,Crookston,56716-5001,,0.448,0.386178862
1919,Minneapolis Business College,Roseville,55113-0000,,0.854166667,0.818181818
1920,Minneapolis College of Art and Design,Minneapolis,55404,,0.648,0.609375
1921,Minneapolis Community and Technical College,Minneapolis,55403-1779,,0.131683168,0.108321024
1922,Herzing University-Minneapolis,Minneapolis,55428-3548,,0.355050695,0.342744583
1923,Minnesota School of Cosmetology-Woodbury Campus,WOODBURY,55125,,PrivacySuppressed,PrivacySuppressed
1924,Crossroads College,Rochester,55902-2382,,PrivacySuppressed,PrivacySuppressed
1925,University of Minnesota-Duluth,Duluth,55812,,0.503778338,0.473805855
1926,University of Minnesota-Morris,Morris,56267,,0.497777778,0.525
1927,Minnesota School of Business-Richfield,Richfield,55423,,0.361155698,0.29330254
1928,Model College of Hair Design,Saint Cloud,56301-4332,,PrivacySuppressed,PrivacySuppressed
1929,Minnesota State University Moorhead,Moorhead,56563,,0.442607004,0.362944162
1930,North Hennepin Community College,Brooklyn Park,55445,,0.204240283,0.177203065
1931,National American University-Roseville,Roseville,55113-4035,,0.126328956,0.086676218
1932,Sanford-Brown College-Mendota Heights,Mendota Heights,55120,,0.271676301,0.340425532
1933,Normandale Community College,Bloomington,55431-4399,,0.210463019,0.158288044
1934,North Central University,Minneapolis,55404-1391,,0.408450704,0.361581921
1935,Northland Community and Technical College,Thief River Falls,56701,,0.328571429,0.284955752
1936,University of Northwestern-St Paul,Saint Paul,55113-1598,,0.508196721,0.48013245
1937,Northwestern Health Sciences University,Bloomington,55431,,PrivacySuppressed,PrivacySuppressed
1938,Oak Hills Christian College,Bemidji,56601-8834,,PrivacySuppressed,PrivacySuppressed
1939,Regency Beauty Institute-Burnsville,Burnsville,55306,,0.515075377,0.46713615
1940,Pine Technical & Community College,Pine City,55063,,0.386934673,0.25
1941,Rainy River Community College,International Falls,56649,,0.197183099,0.224489796
1942,Rochester Community and Technical College,Rochester,55904-4999,,0.305451128,0.223529412
1943,College of Saint Benedict,Saint Joseph,56374,,PrivacySuppressed,PrivacySuppressed
1944,St Cloud Technical and Community College,Saint Cloud,56303-1240,,0.305954826,0.258977149
1945,Regency Beauty Institute-St Cloud,Waite Park,56387,,0.515075377,0.46713615
1946,Saint Cloud State University,Saint Cloud,56301-4498,,0.388538682,0.318040918
1947,Saint Johns University,Collegeville,56321,,PrivacySuppressed,PrivacySuppressed
1948,Saint Mary's University of Minnesota,Winona,55987-1399,,0.579439252,0.618867925
1949,St Olaf College,Northfield,55057-1098,,0.903914591,0.833333333
1950,Crown College,Saint Bonifacius,55375-9001,,0.333333333,0.264900662
1951,The College of Saint Scholastica,Duluth,55811-4199,,0.586429725,0.451388889
1952,University of St Thomas,Saint Paul,55105-1078,,0.707831325,0.626062323
1953,Empire Beauty School-Bloomington,Bloomington,55420-4232,,0.45709282,0.461538462
1954,St Catherine University,Saint Paul,55105,,0.487427466,0.277777778
1955,Rasmussen College-Minnesota,St. Cloud,56301-3713,,0.308111793,0.230868666
1956,Saint Paul College,Saint Paul,55102-9808,,0.196194226,0.182602444
1957,Southwest Minnesota State University,Marshall,56258-5468,,0.507972665,0.3556231
1958,Summit Academy Opportunities Industrialization Center,Minneapolis,55405,,0.268041237,0.171428571
1959,United Theological Seminary of the Twin Cities,New Brighton,55112-2598,,,
1960,Vermilion Community College,Ely,55731,,0.256097561,0.23943662
1961,Dunwoody College of Technology,Minneapolis,55403-1192,,0.52,0.410377359
1962,Ridgewater College,Willmar,56201,,0.393632417,0.386666667
1963,Minnesota State College Southeast,Winona,55987,,0.379373849,0.369266055
1964,Winona State University,Winona,55987-5838,,0.564279551,0.495364238
1965,Mitchell Hamline School of Law,Saint Paul,55105-3076,,PrivacySuppressed,PrivacySuppressed
1966,Century College,White Bear Lake,55110,,0.201830198,0.143206854
1967,Alcorn State University,Alcorn State,39096-7500,,0.203366059,0.150115473
1968,Belhaven University,Jackson,39202,,0.406896552,0.300859599
1969,Blue Mountain College,Blue Mountain,38610-9509,,0.219047619,0.164556962
1970,Chris Beauty College,Gulfport,39501,,PrivacySuppressed,PrivacySuppressed
1971,Coahoma Community College,Clarksdale,38614,,0.248397436,0.188372093
1972,Antonelli College-Jackson,Jackson,39232,,0.303680982,0.25
1973,Copiah-Lincoln Community College,Wesson,39191,,0.279877426,0.267631103
1974,Creations College of Cosmetology,Tupelo,38801-2635,,PrivacySuppressed,PrivacySuppressed
1975,Delta Beauty College,Greenville,38701,,PrivacySuppressed,PrivacySuppressed
1976,Delta State University,Cleveland,38733,,0.264478765,0.161812298
1977,East Central Community College,Decatur,39327-0129,,0.147297297,0.111353712
1978,East Mississippi Community College,Scooba,39358-0158,,0.191544435,0.158139535
1979,Fosters Cosmetology College,Ripley,38663-0066,,PrivacySuppressed,PrivacySuppressed
1980,Academy of Hair Design-Grenada,Grenada,38901,,0.1875,0.45
1981,Hinds Community College,Raymond,39154,,0.122114047,0.119026549
1982,Holmes Community College,Goodman,39079,,0.165844913,0.160732452
1983,Itawamba Community College,Fulton,38843-1099,,0.209095951,0.165335463
1984,Jackson State University,Jackson,39217,,0.368672397,0.274691358
1985,Jones County Junior College,Ellisville,39437,,0.274661509,0.253405995
1986,Meridian Community College,Meridian,39307-5801,,0.265346535,0.235655738
1987,Millsaps College,Jackson,39210-0001,,0.586956522,0.606741573
1988,Mississippi Delta Community College,Moorhead,38761,,0.085677749,0.060665362
1989,University of Mississippi,University,38677-1848,,0.539568345,0.456506111
1990,Mississippi University for Women,Columbus,39701,,0.537190083,0.4375
1991,Mississippi Valley State University,Itta Bena,38941-1400,,0.204188482,0.141304348
1992,Mississippi College,Clinton,39058,,0.481557377,0.454268293
1993,Mississippi College of Beauty Culture,Laurel,39440,,PrivacySuppressed,PrivacySuppressed
1994,Mississippi Gulf Coast Community College,Perkinston,39573,,0.142566191,0.066361556
1995,Mississippi State University,Mississippi State,39762,,0.508511807,0.439127801
1996,Northeast Mississippi Community College,Booneville,38829,,0.24248927,0.201938611
1997,Northwest Mississippi Community College,Senatobia,38668-1714,,0.206843718,0.142059058
1998,Pearl River Community College,Poplarville,39470,,0.245484401,0.253605769
1999,Rust College,Holly Springs,38635,,0.278688525,0.152173913
2000,Southeastern Baptist College,Laurel,39440-9989,,PrivacySuppressed,PrivacySuppressed
2001,Southwest Mississippi Community College,Summit,39666-0000,,0.131332083,0.096685083
2002,University of Southern Mississippi,Hattiesburg,39406-0001,,0.372377622,0.345496894
2003,Magnolia College of Cosmetology,Jackson,39206,,PrivacySuppressed,PrivacySuppressed
2004,Tougaloo College,Tougaloo,39174,,0.355029586,0.195121951
2005,Wesley Biblical Seminary,Jackson,39206,,PrivacySuppressed,PrivacySuppressed
2006,William Carey University,Hattiesburg,39401-5499,,0.426980198,0.346774194
2007,Aquinas Institute of Theology,Saint Louis,63108-3323,,PrivacySuppressed,PrivacySuppressed
2008,Assemblies of God Theological Seminary,Springfield,65802-2131,,0.576368876,0.451737452
2009,Avila University,Kansas City,64145-1698,,0.465573771,0.370786517
2010,ITT Technical Institute-Earth City,Earth City,63045,,0.403152496,0.452518746
2011,Baptist Bible College,Springfield,65803-3498,,0.280701754,0.2375
2012,House of Heavilin Beauty College-Blue Springs,Blue Springs,64014,,PrivacySuppressed,PrivacySuppressed
2013,Cox College,Springfield,65802,,0.540983607,0.578947368
2014,Calvary University,Kansas City,64147-1341,,0.372093023,0.27027027
2015,Cape Girardeau Career and Technology Center,Cape Girardeau,63703-7511,,0.690476191,0.595238095
2016,Central Christian College of the Bible,Moberly,65270-1997,,0.536585366,0.386363636
2017,Central Methodist University-College of Liberal Arts and Sciences,Fayette,65248-1198,,0.571851852,0.359375
