INSTNM,CITY,ZIP,INSTURL,FEMALE_COMP_ORIG_YR4_RT,MALE_COMP_ORIG_YR4_RT
William T McFatter Technical College,Davie,33317,,PrivacySuppressed,PrivacySuppressed
Orange Technical College-Winter Park Campus,Winter Park,32789-3049,,PrivacySuppressed,PrivacySuppressed
Withlacoochee Technical College,Inverness,34450-4696,,PrivacySuppressed,PrivacySuppressed
Abraham Baldwin Agricultural College,Tifton,31793-2601,,0.171849427,0.163771712
United Education Institute,Jacksonville,32207,,0.608402101,0.568075117
Agnes Scott College,Decatur,30030-3770,,PrivacySuppressed,PrivacySuppressed
Interactive College of Technology-Chamblee,Chamblee,30341,,0.062322946,0.093922652
Interactive College of Technology-Morrow,Morrow,30260,,0.062322946,0.093922652
Albany Technical College,Albany,31701,,PrivacySuppressed,PrivacySuppressed
Darton State College,Albany,31707-3098,,0.109458023,0.073846154
Albany State University,Albany,31705,,0.31965812,0.234899329
American InterContinental University,Atlanta,30326-1001,,0.419794585,0.426928734
Andrew College,Cuthbert,39840-5550,,PrivacySuppressed,PrivacySuppressed
Armstrong State University,Savannah,31419-1997,,0.298007246,0.244705882
The Art Institute of Atlanta,Atlanta,30328-1635,,0.338753388,0.272727273
Georgia Career Institute,Conyers,30094,,0.419708029,0.476190476
Atlanta Technical College,Atlanta,30310-4446,,PrivacySuppressed,PrivacySuppressed
Point University,West Point,31833,,0.183333333,0.164179105
Atlanta Metropolitan State College,Atlanta,30310-4448,,0.10467706,0.089005236
Atlanta's John Marshall Law School,Atlanta,30309,,,
Atlanta School of Massage,Atlanta,30338,,PrivacySuppressed,PrivacySuppressed
Clark Atlanta University,Atlanta,30314-4391,,0.401737242,0.287262873
Augusta Technical College,Augusta,30906,,PrivacySuppressed,PrivacySuppressed
Augusta State University,Augusta,309042200,,0.180827887,0.182897862
Bainbridge State College,Bainbridge,39819,,PrivacySuppressed,PrivacySuppressed
Bauder College,Atlanta,30313,,0.5,0.451851852
Beauty College of America,Forest Park,30297-1443,,PrivacySuppressed,PrivacySuppressed
East Central Technical College,Fitzgerald,31750,,PrivacySuppressed,PrivacySuppressed
Berry College,Mount Berry,30149,,0.561983471,0.516393443
Beulah Heights University,Atlanta,30316,,0.192660551,0.208955224
Brenau University,Gainesville,30501-3668,,0.441314554,0.527777778
Brewton-Parker College,Mount Vernon,30445,,0.258964143,0.205298013
Brown College of Court Reporting,Atlanta,30309,,PrivacySuppressed,PrivacySuppressed
College of Coastal Georgia,Brunswick,31520-3644,,0.113808801,0.052173913
West Georgia Technical College,Waco,30182,,PrivacySuppressed,PrivacySuppressed
Clayton  State University,Morrow,30260-0285,,0.229648672,0.168449198
Columbia Theological Seminary,Decatur,30030-4118,,,
Columbus Technical College,Columbus,31904-6572,,PrivacySuppressed,PrivacySuppressed
Columbus State University,Columbus,31907-5645,,0.248730965,0.19921875
Georgia Northwestern Technical College,Rome,30161,,PrivacySuppressed,PrivacySuppressed
Covenant College,Lookout Mountain,30750-4164,,0.276785714,0.25
Dalton State College,Dalton,30720-3797,,0.182495345,0.061983471
Pro Way Hair School,Stone Mountain,30083-3254,,PrivacySuppressed,PrivacySuppressed
DeVry University-Georgia,Decatur,30030-2556,,0.062246964,0.02965213
South University-Savannah,Savannah,31406,,0.263,0.215488216
East Georgia State College,Swainsboro,30401,,PrivacySuppressed,PrivacySuppressed
Emmanuel College,Franklin Springs,30639,,0.371900826,0.253164557
Emory University,Atlanta,30322,,0.86130137,0.789473684
Georgia Highlands College,Rome,30161-3897,,0.142602496,0.070484582
Fort Valley State University,Fort Valley,31030-4313,,0.1125,0.031976744
Grady Health System Professional Schools,Atlanta,30303-3050,,PrivacySuppressed,PrivacySuppressed
Georgia Institute of Technology-Main Campus,Atlanta,30332-0530,,0.639344262,0.561058924
Georgia Southwestern State University,Americus,31709-4693,,0.345454546,0.254658385
Gainesville State College,Oakwood,30566,,0.067542214,0.075880759
Georgia College and State University,Milledgeville,31061,,0.406837607,0.342696629
Everest Institute-Atlanta Downtown,Atlanta,30303,,0.542296073,0.518427518
Georgia Military College,Milledgeville,31061-3398,,0.040658277,0.039772727
Georgia Southern University,Statesboro,30460-8126,,0.440156965,0.305316092
Georgia State University,Atlanta,30303-3083,,0.437956204,0.390262172
University of Georgia,Athens,30602,,0.48030303,0.413057961
Gordon State College,Barnesville,30204,,0.109697933,0.058219178
Southern Crescent Technical College,Griffin,30223-2042,,PrivacySuppressed,PrivacySuppressed
Gupton Jones College of Funeral Service,Decatur,30035-4022,,0.52238806,0.541666667
Gwinnett College-Lilburn,Lilburn,30047-3447,,PrivacySuppressed,PrivacySuppressed
Gwinnett Technical College,Lawrenceville,30043-5702,,0.142168675,0.091666667
Heart of Georgia Technical College,Dublin,31021,,PrivacySuppressed,PrivacySuppressed
Middle Georgia Technical College,Warner Robins,31088,,PrivacySuppressed,PrivacySuppressed
Interdenominational Theological Center,Atlanta,30314-4143,,PrivacySuppressed,PrivacySuppressed
Kennesaw State University,Kennesaw,30144-5591,,0.325067385,0.301204819
Savannah River College,Augusta,30909,,0.50174216,0.404761905
LaGrange College,Lagrange,30240-2999,,0.539772727,0.393258427
Lanier Technical College,Oakwood,30566,,PrivacySuppressed,PrivacySuppressed
Life University,Marietta,30060,,0.612612613,0.753731343
Central Georgia Technical College,Macon,31206,,PrivacySuppressed,PrivacySuppressed
Macon State College,Macon,312065145,,0.128103277,0.131652661
Chattahoochee Technical College,Marietta,30060,,PrivacySuppressed,PrivacySuppressed
Herzing University-Atlanta,Atlanta,30326,,0.370629371,0.206730769
Georgia Health Sciences University,Augusta,30912,,0.696,0.775862069
Mercer University,Macon,31207,,0.560263654,0.431761787
Middle Georgia College,Cochran,310141599,,0.158536585,0.073800738
Morehouse College,Atlanta,30314,,PrivacySuppressed,PrivacySuppressed
Morehouse School of Medicine,Atlanta,30310,,PrivacySuppressed,PrivacySuppressed
Moultrie Technical College,Moultrie,31788,,PrivacySuppressed,PrivacySuppressed
University of North Georgia,Dahlonega,30597-1001,,0.481624758,0.338129496
North Georgia Technical College,Clarkesville,30523,,PrivacySuppressed,PrivacySuppressed
Oglethorpe University,Atlanta,30319-2797,,0.479674797,0.321428571
The Esani Institute,Forest Park,30297-1436,,PrivacySuppressed,PrivacySuppressed
Paine College,Augusta,30901-3182,,0.138655462,0.155963303
Appalachian Technical College,Jasper,30143-1253,,PrivacySuppressed,PrivacySuppressed
Piedmont College,Demorest,30535-0010,,0.5907173,0.47
Portfolio Center,Atlanta,30309,,PrivacySuppressed,PrivacySuppressed
Reinhardt University,Waleska,30183-2981,,PrivacySuppressed,PrivacySuppressed
Savannah Technical College,Savannah,31405-5594,,PrivacySuppressed,PrivacySuppressed
Savannah College of Art and Design,Savannah,31402-3146,,0.553308824,0.56462585
Savannah State University,Savannah,31404-5310,,0.270588235,0.180232558
Shorter University,Rome,30165,,0.533864542,0.416666667
South Georgia College,Douglas,315335098,,0.159883721,0.1
South Georgia Technical College,Americus,31709,,PrivacySuppressed,PrivacySuppressed
The Creative Circus,Atlanta,30324,,0.761904762,0.714285714
Spelman College,Atlanta,30314-4399,,PrivacySuppressed,PrivacySuppressed
Southern Polytechnic State University,Marietta,30060-2896,,0.272727273,0.270212766
Swainsboro Technical College,Swainsboro,30401,,PrivacySuppressed,PrivacySuppressed
Southwest Georgia Technical College,Thomasville,31792-9960,,PrivacySuppressed,PrivacySuppressed
Thomas University,Thomasville,31792,,0.378378378,0.241935484
Toccoa Falls College,Toccoa Falls,30598,,0.340740741,0.296296296
West Georgia Technical College,LaGrange,30240,,PrivacySuppressed,PrivacySuppressed
Truett McConnell University,Cleveland,30528,,0.169014085,0.132530121
Wiregrass Georgia Technical College,Valdosta,31602-0929,,PrivacySuppressed,PrivacySuppressed
Valdosta State University,Valdosta,31698,,0.359238699,0.257822278
Northwestern Technical College,Rock Spring,30739,,PrivacySuppressed,PrivacySuppressed
Waycross College,Waycross,315030110,,PrivacySuppressed,PrivacySuppressed
Wesleyan College,Macon,31210-4462,,PrivacySuppressed,PrivacySuppressed
University of West Georgia,Carrollton,30118-0001,,0.339471577,0.218533887
Young Harris College,Young Harris,30582,,0.185840708,0.181818182
Heald College-Honolulu,Honolulu,96814,,0.176223776,0.149105368
Chaminade University of Honolulu,Honolulu,96816-1578,,0.328244275,0.355932203
University of Hawaii at Hilo,Hilo,96720-4091,,0.306889353,0.265306122
University of Hawaii at Manoa,Honolulu,96822-2217,,0.347286822,0.297782471
Hawaii Institute of Hair Design,Honolulu,96817-5195,,PrivacySuppressed,PrivacySuppressed
Hawaii Pacific University,Honolulu,96813,,0.397590361,0.353125
Hollywood Beauty College,Aiea,96701-2367,,PrivacySuppressed,PrivacySuppressed
Honolulu Community College,Honolulu,96817-4505,,PrivacySuppressed,PrivacySuppressed
Kapiolani Community College,Honolulu,96816-4421,,0.070844687,0.079069767
Kauai Community College,Lihue,96766-9500,,PrivacySuppressed,PrivacySuppressed
Leeward Community College,Pearl City,96782-3366,,PrivacySuppressed,PrivacySuppressed
University of Hawaii Maui College,Kahului,96732-1617,,0.165441177,0.089285714
Med-Assist School of Hawaii Inc,Honolulu,96813,,PrivacySuppressed,PrivacySuppressed
New York Technical Institute of Hawaii,Honolulu,96817-4415,,PrivacySuppressed,PrivacySuppressed
World Medicine Institute,Honolulu,96821,,,
Travel Institute of the Pacific,Honolulu,96814,,0.339869281,0.484848485
University of Hawaii-West Oahu,Kapolei,96707-4507,,0.375,0.34375
Windward Community College,Kaneohe,96744-3528,,0.053763441,0.116504854
Carrington College-Boise,Boise,83704-8742,,0.719764012,0.694915254
Boise Bible College,Boise,83714-1220,,PrivacySuppressed,PrivacySuppressed
Boise State University,Boise,83725,,0.248523622,0.251210654
Career Beauty College,Rexburg,83440-1964,,PrivacySuppressed,PrivacySuppressed
Eastern Idaho Technical College,Idaho Falls,83404-5788,,0.359447005,0.320987654
Idaho State University,Pocatello,83209,,0.244714926,0.233009709
University of Idaho,Moscow,83844-2282,,0.440696409,0.435624395
The College of Idaho,Caldwell,83605-4432,,0.597826087,0.465753425
Lewis-Clark State College,Lewiston,83501-2698,,0.284936479,0.250639386
ITT Technical Institute-Boise,Boise,83713-1529,,0.208,0.325842697
Aveda Institute-Twin Falls,Twin Falls,83301,,PrivacySuppressed,PrivacySuppressed
Mr Leon's School of Hair Design-Moscow,Moscow,83843,,PrivacySuppressed,PrivacySuppressed
North Idaho College,Coeur d'Alene,83814-2199,,0.126187246,0.115853659
Northwest Nazarene University,Nampa,83686-5897,,PrivacySuppressed,PrivacySuppressed
The School of Hairstyling,Chubbuck,83202,,PrivacySuppressed,PrivacySuppressed
Brigham Young University-Idaho,Rexburg,83460-1690,,0.23374341,0.284827586
College of Southern Idaho,Twin Falls,83301,,0.124056095,0.101180438
Adler University,Chicago,60602,,PrivacySuppressed,PrivacySuppressed
Alvareitas College of Cosmetology-Edwardsville,Edwardsville,62025,,PrivacySuppressed,PrivacySuppressed
Alvareitas College of Cosmetology-Godfrey,Godfrey,62035-4150,,PrivacySuppressed,PrivacySuppressed
American Academy of Art,Chicago,60604-4302,,0.325,0.307692308
School of the Art Institute of Chicago,Chicago,60603,,0.529616725,0.420454546
The College of Office Technology,Chicago,60642-3312,,0.696526508,0.538461539
Augustana College,Rock Island,61201-2296,,0.785046729,0.599056604
Aurora University,Aurora,60506-4892,,0.588390501,0.471698113
Tricoci University of Beauty Culture-Urbana,Urbana,61801,,PrivacySuppressed,PrivacySuppressed
Southwestern Illinois College,Belleville,62221-5899,,0.104685212,0.048611111
Bethany Theological Seminary,Richmond,47374-4019,,,
Black Hawk College,Moline,61265-5899,,PrivacySuppressed,PrivacySuppressed
Blackburn College,Carlinville,62626,,0.416666667,0.358695652
Blessing Rieman College of Nursing and Health Sciences,Quincy,62305-7005,,PrivacySuppressed,PrivacySuppressed
Blessing Hospital School of Radiologic Technology,Quincy,62305-7005,,PrivacySuppressed,PrivacySuppressed
Bradley University,Peoria,61625-0001,,0.714074074,0.650980392
Paul Mitchell the School-Bradley,Bourbonnais,60914,,PrivacySuppressed,PrivacySuppressed
Cameo Beauty Academy,Oak Lawn,60453,,PrivacySuppressed,PrivacySuppressed
Cannella School of Hair Design-Villa Park,Villa Park,60181,,PrivacySuppressed,PrivacySuppressed
Cannella School of Hair Design-Chicago,Chicago,60617-4303,,PrivacySuppressed,PrivacySuppressed
Cannella School of Hair Design-Chicago,Chicago,60632-2549,,PrivacySuppressed,PrivacySuppressed
Cannella School of Hair Design-Elgin,Elgin,60120,,PrivacySuppressed,PrivacySuppressed
Capri Beauty College,Chicago,60629,,PrivacySuppressed,PrivacySuppressed
Empire Beauty School-Hanover Park,Hanover Park,60133-5421,,PrivacySuppressed,PrivacySuppressed
Capri Beauty College,Oak Forest,60452,,PrivacySuppressed,PrivacySuppressed
Carl Sandburg College,Galesburg,61401,,PrivacySuppressed,PrivacySuppressed
Catholic Theological Union at Chicago,Chicago,60615-5698,,,
La James International College-East Moline,East Moline,61244,,PrivacySuppressed,PrivacySuppressed
Midwestern University-Downers Grove,Downers Grove,60515-5514,,PrivacySuppressed,PrivacySuppressed
The Chicago School of Professional Psychology at Chicago,Chicago,60654,,,
Chicago State University,Chicago,60628-1598,,0.196644921,0.147668394
Chicago Theological Seminary,Chicago,60637,,,
University of Chicago,Chicago,60637,,0.872727273,0.862857143
City Colleges of Chicago-Kennedy-King College,Chicago,60621-2709,,0.043525571,0.036363636
City Colleges of Chicago-Malcolm X College,Chicago,60612-3197,,0.029605263,0.042492918
City Colleges of Chicago-Olive-Harvey College,Chicago,60628-1696,,PrivacySuppressed,PrivacySuppressed
City Colleges of Chicago-Harry S Truman College,Chicago,60640-6063,,PrivacySuppressed,PrivacySuppressed
City Colleges of Chicago-Richard J Daley College,Chicago,60652-1299,,0.035379813,0.031325301
City Colleges of Chicago-Harold Washington College,Chicago,60601-2449,,0.014567267,0.021630616
City Colleges of Chicago-Wilbur Wright College,Chicago,60634-1500,,PrivacySuppressed,PrivacySuppressed
Columbia College Chicago,Chicago,60605-1996,,0.368421053,0.331862312
Concordia University-Chicago,River Forest,60305-1499,,0.433333333,0.330769231
Le Cordon Bleu College of Culinary Arts-Chicago,Chicago,60610,,0.51552795,0.448019802
Coyne College,Chicago,60602-3304,,0.708333333,0.717017208
Danville Area Community College,Danville,61832-5118,,0.065217391,0.075144509
Tricoci University of Beauty Culture-Danville,Danville,61832,,PrivacySuppressed,PrivacySuppressed
Vees School of Beauty Culture,East Saint Louis,62205,,PrivacySuppressed,PrivacySuppressed
DePaul University,Chicago,60604,,0.527964206,0.494753834
DeVry University-Illinois,Chicago,60618-5994,,0.062246964,0.02965213
Cosmetology & Spa Academy,Crystal Lake,60014,,PrivacySuppressed,PrivacySuppressed
College of DuPage,Glen Ellyn,60137-6599,,0.118382353,0.08131068
East-West University,Chicago,60605,,PrivacySuppressed,PrivacySuppressed
Eastern Illinois University,Charleston,61920,,0.322408537,0.234504132
Elgin Community College,Elgin,60123-7193,,0.094664372,0.13968254
Elmhurst College,Elmhurst,60126-3096,,0.679906542,0.557692308
Eureka College,Eureka,61530,,0.395061728,0.3375
First Institute Inc,Crystal Lake,60014,,PrivacySuppressed,PrivacySuppressed
Fox College,Bedford Park,60638,,PrivacySuppressed,PrivacySuppressed
Garrett-Evangelical Theological Seminary,Evanston,60201-3298,,PrivacySuppressed,PrivacySuppressed
Gem City College,Quincy,62301,,PrivacySuppressed,PrivacySuppressed
Governors State University,University Park,60484,,0.538306452,0.351190476
Graham Hospital School of Nursing,Canton,61520-2497,,PrivacySuppressed,PrivacySuppressed
Greenville College,Greenville,62246,,PrivacySuppressed,PrivacySuppressed
Hair Professionals Academy of Cosmetology,West Dundee,60118,,PrivacySuppressed,PrivacySuppressed
Hair Professionals Career College,Sycamore,60178,,PrivacySuppressed,PrivacySuppressed
Hair Professionals School of Cosmetology,Oswego,60543,,PrivacySuppressed,PrivacySuppressed
Harrington College of Design,Chicago,60605,,0.331730769,0.190476191
Hebrew Theological College,Skokie,60077,,PrivacySuppressed,PrivacySuppressed
Highland Community College,Freeport,61032-9341,,PrivacySuppressed,PrivacySuppressed
Rosalind Franklin University of Medicine and Science,North Chicago,60064-3095,,PrivacySuppressed,PrivacySuppressed
University of Illinois at Chicago,Chicago,60607,,0.507851054,0.471225071
Benedictine University,Lisle,60532-0900,,0.409793814,0.281553398
Illinois College of Optometry,Chicago,60616-3878,,PrivacySuppressed,PrivacySuppressed
University of Illinois at Urbana-Champaign,Champaign,61820-5711,,0.739671257,0.662431173
Illinois Wesleyan University,Bloomington,61702-2900,,0.158653846,0.16875
Illinois Central College,East Peoria,61635-0001,,0.119435396,0.10467706
Illinois College,Jacksonville,62650-2299,,0.474576271,0.417910448
Olney Central College,Olney,62450,,0.181818182,0.157024793
Illinois Institute of Technology,Chicago,60616,,0.748344371,0.559171598
Argosy University-Chicago,Chicago,60601,,0.20055325,0.241525424
Illinois State University,Normal,61790-1000,,0.618821293,0.554677207
Illinois Valley Community College,Oglesby,61348-9692,,0.207317073,0.145833333
Institute for Clinical Social Work,Chicago,60605-1229,,,
Sanford-Brown College-Chicago,Chicago,60602-3300,,0.252775963,0.148404993
John A Logan College,Carterville,62918-2500,,0.090909091,0.048076923
The John Marshall Law School,Chicago,60604,,,
John Wood Community College,Quincy,62305-8736,,0.164146868,0.113793103
Joliet Junior College,Joliet,60431-8938,,0.083447332,0.066997519
Judson University,Elgin,60123-1498,,0.543209877,0.471698113
Kankakee Community College,Kankakee,60901,,0.114705882,0.084745763
Kaskaskia College,Centralia,62801,,PrivacySuppressed,PrivacySuppressed
Kendall College,Chicago,60642,,0.308270677,0.252252252
Kishwaukee College,Malta,60150-9699,,0.143243243,0.109433962
Knox College,Galesburg,61401-9999,,0.661016949,0.651376147
Educators of Beauty College of Cosmetology-La Salle,La Salle,61301,,PrivacySuppressed,PrivacySuppressed
College of Lake County,Grayslake,60030-1198,,0.07875,0.056372549
Lake Forest College,Lake Forest,60045-2399,,0.637583893,0.620689655
Lake Forest Graduate School of Management,Lake Forest,60045,,PrivacySuppressed,PrivacySuppressed
Lake Land College,Mattoon,61938,,0.106293706,0.095115681
Lakeview College of Nursing,Danville,61832,,PrivacySuppressed,PrivacySuppressed
Lewis and Clark Community College,Godfrey,62035,,0.104361371,0.075362319
Lewis University,Romeoville,60446-2200,,0.581712062,0.507739938
Lexington College,Chicago,60607-3534,,PrivacySuppressed,PrivacySuppressed
Lincoln Christian University,Lincoln,62656-2111,,0.242990654,0.382352941
Lincoln College,Lincoln,62656,,0.401459854,0.389671362
Lincoln Land Community College,Springfield,62794-9256,,0.04308094,0.036945813
Lincoln College of Technology-Melrose Park,Melrose Park,60160-1605,,0.570048309,0.589473684
Loyola University Chicago,Chicago,60660,,0.546705286,0.551873199
Lutheran School of Theology at Chicago,Chicago,60615-5134,,,
Trinity College of Nursing & Health Sciences,Rock Island,61201-5317,,PrivacySuppressed,PrivacySuppressed
CET-Chicago,Chicago,60612,,0.500461681,0.401647786
Steven Papageorge Hair Academy,Chicago,60657,,PrivacySuppressed,PrivacySuppressed
MacCormac College,Chicago,60602-4405,,PrivacySuppressed,PrivacySuppressed
MacMurray College,Jacksonville,62650-2590,,0.401069519,0.25
McCormick Theological Seminary,Chicago,60615,,PrivacySuppressed,PrivacySuppressed
McHenry County College,Crystal Lake,60012-2761,,PrivacySuppressed,PrivacySuppressed
McKendree University,Lebanon,62254-1291,,0.592105263,0.450819672
Meadville Lombard Theological School,Chicago,60605,,,
Midstate College,Peoria,61614-3595,,PrivacySuppressed,PrivacySuppressed
Millikin University,Decatur,62522-2084,,0.588105727,0.541666667
Monmouth College,Monmouth,61462-1998,,0.203125,0.112359551
Moraine Valley Community College,Palos Hills,60465-0937,,0.092734226,0.051896208
Morrison Institute of Technology,Morrison,61270-2959,,PrivacySuppressed,PrivacySuppressed
Morton College,Cicero,60804-4398,,PrivacySuppressed,PrivacySuppressed
Mr John's School of Cosmetology Esthetics & Nails-Decatur,Decatur,62521,,PrivacySuppressed,PrivacySuppressed
National Louis University,Chicago,60603,,0.297619048,0.245508982
National University of Health Sciences,Lombard,60148-4583,,0.564102564,0.807017544
Niles School of Cosmetology,Niles,60714,,PrivacySuppressed,PrivacySuppressed
North Central College,Naperville,60540,,0.6125,0.519148936
North Park University,Chicago,60625-4895,,0.4,0.29
Northern Illinois University,Dekalb,60115-2828,,0.341736695,0.289620253
Northwestern College-Chicago Campus,Chicago,60630,,0.217017955,0.151515152
Northwestern University,Evanston,60208,,0.848852902,0.789189189
Northeastern Illinois University,Chicago,60625-4699,,0.178244973,0.161716172
Oakton Community College,Des Plaines,60016-1268,,PrivacySuppressed,PrivacySuppressed
Oehrlein School of Cosmetology,East Peoria,61611,,PrivacySuppressed,PrivacySuppressed
Olivet Nazarene University,Bourbonnais,60914-2271,,0.111111111,0.112280702
Parkland College,Champaign,61821-1899,,0.10821256,0.054413543
Pivot Point Academy-Evanston,Evanston,60201,,PrivacySuppressed,PrivacySuppressed
Prairie State College,Chicago Heights,60411-8226,,PrivacySuppressed,PrivacySuppressed
Professional's Choice Hair Design Academy,Joliet,60435,,PrivacySuppressed,PrivacySuppressed
Quincy University,Quincy,62301-2699,,0.333333333,0.364864865
Vatterott College-Quincy,Quincy,62305,,0.544502618,0.54028436
The Illinois Institute of Art-Chicago,Chicago,60654-1593,,0.421671018,0.343930636
Rend Lake College,Ina,62846,,PrivacySuppressed,PrivacySuppressed
Richland Community College,Decatur,62521-8512,,0.097982709,0.093333333
Robert Morris University Illinois,Chicago,60605,,0.436728395,0.395474138
Rock Valley College,Rockford,61114-5699,,PrivacySuppressed,PrivacySuppressed
Madison Media Institute-Rockford Career College,Rockford,61108,,PrivacySuppressed,PrivacySuppressed
Rockford University,Rockford,61108-2311,,0.192307692,0.098484849
Roosevelt University,Chicago,60605-1394,,0.47826087,0.445512821
Dominican University,River Forest,60305,,0.655462185,0.636363636
Rush University,Chicago,60612,,0.648648649,0.759259259
Saint Francis Medical Center College of Nursing,Peoria,61603-3783,,PrivacySuppressed,PrivacySuppressed
University of St Francis,Joliet,60435-6188,,0.584375,0.488
St. John's College-Department of Nursing,Springfield,62702,,PrivacySuppressed,PrivacySuppressed
Saint Xavier University,Chicago,60655,,0.52231405,0.423236515
University of Illinois at Springfield,Springfield,62703-5407,,0.491525424,0.401639344
Sauk Valley Community College,Dixon,61021-9112,,0.135359116,0.115384615
Bexley Hall Seabury Western Theological Seminary Federation,Chicago,60631,,,
Shawnee Community College,Ullin,62992,,PrivacySuppressed,PrivacySuppressed
Shimer College,Chicago,60616,,PrivacySuppressed,PrivacySuppressed
Saint Augustine College,Chicago,60640-3593,,PrivacySuppressed,PrivacySuppressed
University of Saint Mary of the Lake,Mundelein,60060-1174,,PrivacySuppressed,PrivacySuppressed
Advocate Trinity Hospital School of Radiologic Technology,Chicago,60617-9984,,PrivacySuppressed,PrivacySuppressed
Southeastern Illinois College,Harrisburg,62946,,PrivacySuppressed,PrivacySuppressed
National Latino Education Institute,Chicago,60609-2205,,PrivacySuppressed,PrivacySuppressed
Sparks College,Shelbyville,62565,,PrivacySuppressed,PrivacySuppressed
Spertus College,Chicago,60605,,,
Spoon River College,Canton,61520-8622,,PrivacySuppressed,PrivacySuppressed
Springfield College in Illinois,Springfield,62702-2694,,0.313432836,0.206349206
Saint Anthony College of Nursing,Rockford,61108-2468,,PrivacySuppressed,PrivacySuppressed
Educators of Beauty College of Cosmetology-Sterling,Sterling,61081-3611,,PrivacySuppressed,PrivacySuppressed
Southern Illinois University-Carbondale,Carbondale,62901-4512,,0.393407762,0.339044184
Southern Illinois University-Edwardsville,Edwardsville,62026-1259,,0.445667125,0.380863039
Taylor Business Institute,Chicago,60606,,PrivacySuppressed,PrivacySuppressed
Telshe Yeshiva-Chicago,Chicago,60625,,PrivacySuppressed,PrivacySuppressed
South Suburban College,South Holland,60473-1200,,PrivacySuppressed,PrivacySuppressed
Tri-County Beauty Academy,Litchfield,62056,,PrivacySuppressed,PrivacySuppressed
Trinity Christian College,Palos Heights,60463-0929,,0.439285714,0.458646617
Trinity International University-Illinois,Deerfield,60015-1283,,0.247058824,0.35978836
Triton College,River Grove,60171-1995,,PrivacySuppressed,PrivacySuppressed
University of Spa & Cosmetology Arts,Springfield,62704,,PrivacySuppressed,PrivacySuppressed
VanderCook College of Music,Chicago,60616-3731,,PrivacySuppressed,PrivacySuppressed
Waubonsee Community College,Sugar Grove,60554-9454,,PrivacySuppressed,PrivacySuppressed
Resurrection University,Chicago,60622,,PrivacySuppressed,PrivacySuppressed
Western Illinois University,Macomb,61455,,0.527903469,0.463061691
Wheaton College,Wheaton,60187-5593,,0.760180996,0.672043011
William Rainey Harper College,Palatine,60067-7398,,0.08583691,0.066132265
Ancilla College,Donaldson,46513-0001,,PrivacySuppressed,PrivacySuppressed
Anderson University,Anderson,46012-3495,,0.23015873,0.261818182
Apex Academy of Hair Design Inc,Anderson,46016-1158,,PrivacySuppressed,PrivacySuppressed
Ball State University,Muncie,47306,,0.479658463,0.43373494
Bethel College-Indiana,Mishawaka,46545-5591,,0.297213622,0.235294118
Butler University,Indianapolis,46208,,0.694386694,0.553633218
Calumet College of Saint Joseph,Whiting,46394,,0.425702811,0.375
Christian Theological Seminary,Indianapolis,46208-3301,,,
College of Court Reporting Inc,Hobart,46342,,PrivacySuppressed,PrivacySuppressed
Concordia Theological Seminary,Fort Wayne,46825-4996,,PrivacySuppressed,PrivacySuppressed
Tricoci University of Beauty Culture-Highland,Highland,46322,,PrivacySuppressed,PrivacySuppressed
DePauw University,Greencastle,46135-1772,,0.775280899,0.718954248
Don Roberts School of Hair Design,Schererville,46375,,PrivacySuppressed,PrivacySuppressed
Don Roberts Beauty School,Valparaiso,46385,,PrivacySuppressed,PrivacySuppressed
Earlham College,Richmond,47374-4095,,0.715231788,0.59
University of Evansville,Evansville,47722,,0.564231738,0.581730769
Taylor University Fort Wayne,Fort Wayne,46807-2197,,0.526132404,0.543103448
Franklin College,Franklin,46131-2623,,0.536764706,0.376811594
Good Samaritan Hospital School of Radiologic Technology,Vincennes,47591,,,
Goshen College,Goshen,46526-4794,,0.589552239,0.521276596
Grace College and Theological Seminary,Winona Lake,46590-1274,,0.492957747,0.50617284
Hair Fashions By Kaye Beauty College-Noblesville,Noblesville,46060-0000,,PrivacySuppressed,PrivacySuppressed
Hair Fashions By Kaye Beauty College-Indianapolis,Indianapolis,46250,,PrivacySuppressed,PrivacySuppressed
Hanover College,Hanover,47243,,0.620689655,0.454545455
J Michael Harrold Beauty Academy,Terre Haute,47807,,PrivacySuppressed,PrivacySuppressed
Holy Cross College,Notre Dame,46556-0308,,0.16,0.258928571
PJ's College of Cosmetology-Clarksville,Clarksville,47129,,PrivacySuppressed,PrivacySuppressed
Huntington University,Huntington,46750,,0.376068376,0.393258427
Ivy Tech Community College-Northcentral,South Bend,46601-3415,,PrivacySuppressed,PrivacySuppressed
Ivy Tech Community College,Indianapolis,46208-5752,,PrivacySuppressed,PrivacySuppressed
Ivy Tech Community College-Columbus,Columbus,47203-1868,,PrivacySuppressed,PrivacySuppressed
Ivy Tech Community College-East Central,Muncie,47302-9448,,PrivacySuppressed,PrivacySuppressed
Ivy Tech Community College-Kokomo,Kokomo,46901-1373,,PrivacySuppressed,PrivacySuppressed
Ivy Tech Community College-Lafayette,Lafayette,47905,,0.046717172,0.030501089
Ivy Tech Community College-Northeast,Fort Wayne,46805-1489,,PrivacySuppressed,PrivacySuppressed
Ivy Tech Community College-South Central,Sellersburg,47172-1897,,PrivacySuppressed,PrivacySuppressed
Ivy Tech Community College-Southwest,Evansville,47710-3398,,0.043589744,0.025641026
Ivy Tech Community College-Wabash Valley,Terre Haute,47802-4898,,PrivacySuppressed,PrivacySuppressed
