INSTNM,CITY,ZIP,INSTURL,FEMALE_COMP_ORIG_YR4_RT,MALE_COMP_ORIG_YR4_RT
Flint Hills Technical College,Emporia,66801-5957,,,
Fort Hays State University,Hays,67601-4099,,,
Barclay College,Haviland,67059-0288,,,
Friends University,Wichita,67213,,,
Fort Scott Community College,Fort Scott,66701,,,
Garden City Community College,Garden City,67846-6333,,,
Haskell Indian Nations University,Lawrence,66046-4800,,,
Hays Academy of Hair Design,Hays,67601,,,
Hesston College,Hesston,67062-2093,,,
Highland Community College,Highland,66035-4165,,,
Hutchinson Community College,Hutchinson,67501,,,
Independence Community College,Independence,67301-0708,,,
Johnson County Community College,Overland Park,66210-1299,,,
Kansas City Kansas Community College Technical Education Center,Kansas City,66104-2821,,,
Concorde Career College-Kansas City,Kansas City,64111-2407,,,
Kansas City Kansas Community College,Kansas City,66112,,,
University of Kansas,Lawrence,66045,,,
University of Kansas Medical Center,Kansas City,66160-0002,,,
Newman University,Wichita,67213-2097,,,
Old Town Barber College-Wichita,Wichita,67211-1605,,,
Kansas State University,Manhattan,66506,,,
Kansas Wesleyan University,Salina,67401-6196,,,
Washburn Institute of Technology,Topeka,66604-2117,,,
La Baron Hairdressing Academy-Overland Park,Overland Park,66204,,,
Labette Community College,Parsons,67357-4201,,,
Southwest Kansas Technical School,Liberal,67901-1599,,,
Manhattan Area Technical College,Manhattan,66503-2499,,,
Manhattan Christian College,Manhattan,66502-4801,,,
McPherson College,McPherson,67460-1402,,,
MidAmerica Nazarene University,Olathe,66062-1899,,,
Neosho County Community College,Chanute,66720,,,
North Central Kansas Technical College,Beloit,67420,,,
Northeast Kansas Technical Center,Atchison,66002,,,
Northwest Kansas Technical College,Goodland,67735,,,
Ottawa University-Ottawa,Ottawa,66067-3399,,,
Ottawa University-Kansas City,Overland Park,66211,,,
Pittsburg State University,Pittsburg,66762,,,
Pratt Community College,Pratt,67124,,,
University of Saint Mary,Leavenworth,66048-5082,,,
Salina Area Technical College,Salina,67401,,,
Seward County Community College,Liberal,67901,,,
Coffeyville Community College,Coffeyville,67337-5064,,,
Southwestern College,Winfield,67156-6224,,,
Sterling College,Sterling,67579,,,
Baker University School of Nursing,Topeka,66604-1353,,,
Tabor College,Hillsboro,67063-1799,,,
TOPEKA TECHNICAL COLLEGE,TOPEKA,66618,,,
Washburn University,Topeka,66621-0001,,,
Wichita Area Technical College,Wichita,67226,,,
Wichita State University,Wichita,67260-0124,,,
Wichita Technical Institute,Wichita,67213-1927,,,
Alice Lloyd College,Pippa Passes,41844,,,
Asbury University,Wilmore,40390-1198,,,
Asbury Theological Seminary,Wilmore,40390-1199,,,
Ashland Community and Technical College,Ashland,41101-3683,,,
Ashland Technical College,Ashland,41102-9046,,,
Barrett and Company School of Hair Design,Nicholasville,40356-2152,,,
Bellarmine University,Louisville,40205-0671,,,
Berea College,Berea,40404-2182,,,
PJ's College of Cosmetology-Bowling Green,Bowling Green,42101,,,
Southcentral Kentucky Community and Technical College,Bowling Green,42101-3601,,,
Brescia University,Owensboro,42301-3023,,,
Campbellsville University,Campbellsville,42718-2799,,,
Bluegrass Community and Technical College,Lexington,40506,,,
Centre College,Danville,40422-1394,,,
Clear Creek Baptist Bible College,Pineville,40977-9752,,,
Paul Mitchell the School-Lexington,Lexington,40514,,,
Collins School of Cosmetology,Middlesboro,40965,,,
Galen College of Nursing-Louisville,Louisville,40207,,,
THE COMPUTER SCHOOL,LEXINGTON,40504,,,
University of the Cumberlands,Williamsburg,40769,,,
Elizabethtown Beauty School,Elizabethtown,42701-1038,,,
Eastern Kentucky University,Richmond,40475-3102,,,
Elizabethtown Community and Technical College,Elizabethtown,42701-3081,,,
Elizabethtown Technical College,Elizabethtown,42701-3149,,,
Frontier Nursing University,Hyden,41749,,,
FUGAZZI COLLEGE OF BUSINESS AND TECHNOLOGY-LEXINGT,LEXINGTON,40502,,,
Georgetown College,Georgetown,40324-1696,,,
PJ's College of Cosmetology-Glasgow,Glasgow,42141,,,
Hazard Community and Technical College,Hazard,41701-2402,,,
HAZARD TECHNICAL COLLEGE,HAZARD,41701-1122,,,
HEADS BEAUTY COLLEGE OF PROVIDENCE,PROVIDENCE,42450,,,
Paul Mitchell the School-Louisville,Louisville,40222,,,
Henderson Community College,Henderson,42420-4699,,,
Hopkinsville Community College,Hopkinsville,42240,,,
Daymar College-Paducah Main,Paducah,42001-8252,,,
Jefferson Community and Technical College,Louisville,40202-2005,,,
Jefferson Technical College,Louisville,40203-2036,,,
Jenny Lea Academy of Cosmetology,Harlan,40831,,,
Summit Salon Academy-Lexington,Lexington,40505,,,
American National University-Lexington,Lexington,40509,,,
Kentucky Mountain Bible College,Jackson,41339,,,
Kentucky State University,Frankfort,40601-2355,,,
Kentucky Wesleyan College,Owensboro,42301,,,
University of Kentucky,Lexington,40506-0032,,,
Kentucky Christian University,Grayson,41143-1199,,,
LAUREL TECHNICAL COLLEGE,LONDON,40744,,,
Lexington Beauty College,Lexington,40503,,,
Lexington Community College,Lexington,40506-0235,,,
Lexington Theological Seminary,Lexington,40503,,,
Lindsey Wilson College,Columbia,42728-1223,,,
Sullivan College of Technology and Design,Louisville,40218,,,
University of Louisville,Louisville,40292-0001,,,
Louisville Presbyterian Theological Seminary,Louisville,40205-1798,,,
Madisonville Community College,Madisonville,42431,,,
MADISONVILLE COMMUNITY COLLEGE,Madisonville,42431,,,
Big Sandy Community and Technical College-Mayo Campus,Paintsville,41240,,,
Maysville Community and Technical College,Maysville,41056,,,
Mid-Continent University,Mayfield,42066-9007,,,
Midway University,Midway,40347-1120,,,
Morehead State University,Morehead,40351,,,
Mr Jim's College of Cosmetology,Owensboro,42301,,,
Murray State University,Murray,42071-3318,,,
Gateway Community and Technical College,Florence,41042,,,
Northern Kentucky University,Highland Heights,41099,,,
Nutek Academy of Beauty Inc,Mount Sterling,40353,,,
Daymar College-Owensboro,Owensboro,42301,,,
West Kentucky Community and Technical College,Paducah,42002-7380,,,
Pat Wilson's Beauty College,Henderson,42420,,,
University of Pikeville,Pikeville,41501,,,
Big Sandy Community and Technical College,Prestonsburg,41653,,,
WEST KENTUCKY TECHNICAL COLLEGE PURCHASE TRAINING,MAYFIELD,42066,,,
Brown Mackie College-Louisville,Louisville,40219,,,
Maysville Community and Technical College,Morehead,40351,,,
Empire Beauty School-Chenoweth,Louisville,40207,,,
Saint Catharine College,Saint Catharine,40061,,,
Empire Beauty School-Elizabethtown,Elizabethtown,42701,,,
Empire Beauty School-Dixie,Louisville,40216,,,
Empire Beauty School-Florence,Florence,41042,,,
Brown Mackie College-Northern Kentucky,Fort Mitchell,41017,,,
Somerset Community College,Somerset,42501-2973,,,
SOMERSET TECHNICAL COLLEGE,SOMERSET,42501-3043,,,
Southeast Kentucky Community and Technical College,Cumberland,40823,,,
Spalding University,Louisville,40203-2188,,,
Spencerian College-Louisville,Louisville,40216,,,
Sullivan University,Louisville,40205-3013,,,
Thomas More College,Crestview Hills,41017-3495,,,
Transylvania University,Lexington,40508-1797,,,
Trend Setters' Academy of Beauty Culture-Louisville,Louisville,40258,,,
TRI-STATE BEAUTY ACADEMY INC,MOREHEAD,40351-150,,,
Union College,Barbourville,40906-1499,,,
West Kentucky Technical College,Paducah,42002-7380,,,
Western Kentucky University,Bowling Green,42101-1000,,,
Alexandria Academy of Beauty Culture,Alexandria,71301-5730,,,
Central Louisiana Technical Community College,Alexandria,71302-3137,,,
American School of Business,Shreveport,71105-5646,,,
Louisiana Technical College-Ascension Campus,Sorrento,70778-3007,,,
Central Louisiana Technical College-Ward H Nash-Avoyelles Campus,Cottonport,71327,,,
Ayers Career College,Shreveport,71118,,,
Bastrop Beauty School Inc,Bastrop,71220,,,
Louisiana Technical College-Bastrop Campus,Bastrop,71221-1120,,,
Baton Rouge General Medical Center-School of Nursing,Baton Rouge,70806,,,
Baton Rouge General Medical Center-School of Radiologic Technology,Baton Rouge,70806,,,
Baton Rouge School of Computers,Baton Rouge,70809,,,
Capital Area Technical College,Baton Rouge,70805,,,
Bossier Parish Community College,Bossier City,71111-6922,,,
Cameron College,New Orleans,70119,,,
Centenary College of Louisiana,Shreveport,71134-1188,,,
Cloyd's Beauty School 1 Inc,West Monroe,71291-0603,,,
Louisiana Technical College-Shelby Jackson Campus,Ferriday,71334-1465,,,
Crescent City Bartending School,New Orleans,70119,,,
D'Jay's Institute of Cosmetology and Esthiology,Baton Rouge,70815,,,
Delgado Community College,New Orleans,70119,,,
Delta School of Business and Technology,Lake Charles,70601,,,
Northeast Louisiana Technical College,West Monroe,71292-9064,,,
Demmons School of Beauty,Lake Charles,70601,,,
Denham Springs Beauty School,Denham Springs,70726,,,
Dillard University,New Orleans,70122,,,
Nunez Community College,Chalmette,70043,,,
Louisiana Technical College-Evangeline Campus,Saint Martinville,70582,,,
Northshore Technical College-Florida Parishes Branch Campus,Greensburg,70441-0000,,,
Capital Area Technical College-Folkes Campus,Jackson,70748,,,
Franklin College,New Orleans,70123,,,
Grambling State University,Grambling,71245,,,
Acadiana Technical College-Gulf Area Campus,Abbeville,70510,,,
Guy's Shreveport Academy of Cosmetology Inc,Shreveport,71105,,,
Northshore Technical College-Hammond Area Branch Campus,Hammond,70401,,,
Louisiana Technical College-Huey P Long Campus,Winnfield,71483,,,
ITI Technical College,Baton Rouge,70817,,,
Central Louisiana Technical College-Morgan Smith Campus,Jennings,70546,,,
Louisiana Technical College-Jefferson Campus,Metairie,70001-5605,,,
Louisiana Technical College-West Jefferson Campus,Harvey,70058,,,
John Jay Beauty College,New Orleans,70124,,,
John Jay Beauty College,Kenner,70062,,,
Louisiana State University Health Sciences Center-New Orleans,New Orleans,70112-2223,,,
Louisiana State University-Alexandria,Alexandria,71302-9121,,,
Louisiana State University and Agricultural & Mechanical College,Baton Rouge,70803-2750,,,
Louisiana State University-Eunice,Eunice,70535,,,
Louisiana State University-Shreveport,Shreveport,71115-2399,,,
Acadiana Technical College-Lafayette Campus,Lafayette,70506-4909,,,
Aveda Institute-Baton Rouge,Baton Rouge,70816-2246,,,
Aveda Institute-Lafayette,Lafayette,70503-3246,,,
Louisiana Academy of Beauty,Eunice,70535,,,
Louisiana College,Pineville,71359,,,
Opelousas School of Cosmetology,Opelousas,70570,,,
Louisiana Tech University,Ruston,71272,,,
Loyola University New Orleans,New Orleans,70118-6143,,,
NW Louisiana Technical College-Mansfield Campus,Mansfield,71052,,,
McNeese State University,Lake Charles,70605,,,
Moler Beauty College,Kenner,70062-5912,,,
MOLER BEAUTY COLLEGE,NEW ORLEANS,70119,,,
Northwest Louisiana Technical College-Natchitoches Campus,Natchitoches,71458-0657,,,
University of New Orleans,New Orleans,70148,,,
Nicholls State University,Thibodaux,70310,,,
Louisiana Technical College-North Central Campus,Farmerville,71241,,,
University of Louisiana at Monroe,Monroe,71209-0000,,,
Northeast Louisiana Technical College-Northeast Campus,Winnsboro,71295,,,
Northwest Louisiana Technical College,Minden,71055-0000,,,
Notre Dame Seminary Graduate School of Theology,New Orleans,70118-4391,,,
Northwestern State University of Louisiana,Natchitoches,71497-0002,,,
Louisiana Technical College-Oakdale Campus,Oakdale,71463,,,
University of Holy Cross,New Orleans,70131-7399,,,
Our Lady of the Lake College,Baton Rouge,70808,,,
Pat Goins Benton Road Beauty School,Bossier City,71111,,,
Celebrity Stylist Beauty School,Monroe,71201-5135,,,
Pineville Beauty School,Pineville,71360-0000,,,
Capital Area Technical College-Jumonville Memorial Campus,New Roads,70760,,,
Remington College-New Orleans Campus,Metairie,70005,,,
South Central Louisiana Technical College-River Parishes Campus,Reserve,70084,,,
Aveda Institute-Covington,Covington,70433,,,
Ronnie & Dormans School of Hair Design,Lafayette,70503-2748,,,
Northeast Louisiana Technical College-Ruston,Ruston,71273-1070,,,
Northwest Louisiana Technical College-Sabine Valley Campus,Many,71449,,,
Saint Joseph Seminary College,St. Benedict,70457,,,
Northwest Louisiana Technical College-Shreveport Campus,Shreveport,71107,,,
Louisiana Technical College-Sidney N Collier Campus,New Orleans,70126,,,
Vanguard College of Cosmetology-Slidell,Slidell,70458-0458,,,
Louisiana Technical College-Slidell Campus,Slidell,70458,,,
South Louisiana Beauty College,Houma,70363,,,
Fletcher Technical Community College,Schriever,70395,,,
Remington College-Lafayette Campus,Lafayette,70508,,,
Acadiana Technical College,Crowley,70526-3215,,,
SOWELA Technical Community College,Lake Charles,70615,,,
Stevensons Academy of Hair Design,New Orleans,70114,,,
STEVENSONS ACADEMY OF HAIR DESIGN,NEW ORLEANS,70114,,,
Southeastern Louisiana University,Hammond,70402,,,
Southern University and A & M College,Baton Rouge,70813,,,
Southern University at New Orleans,New Orleans,70126,,,
Southern University at Shreveport,Shreveport,71107,,,
University of Louisiana at Lafayette,Lafayette,70503,,,
Northshore Technical Community College,Bogalusa,70427,,,
Louisiana Technical College-T H Harris Campus,Opelousas,70570-6114,,,
Louisiana Delta Community College-Tallulah Campus,Tallulah,71282,,,
Acadiana Technical College-Teche Area Campus,New Iberia,70560,,,
South Central Louisiana Technical College-Lafourche Campus,Thibodaux,70301,,,
Tulane University of Louisiana,New Orleans,70118-5698,,,
Louisiana Technical College-Charles B Coreil Campus,Ville Platte,70586-0296,,,
Louisiana Technical College-Lamar Salter Campus,Leesville,71446,,,
Xavier University of Louisiana,New Orleans,70125-1098,,,
South Central Louisiana Technical College,Morgan City,70380,,,
Kaplan University-Maine Campus,S Portland,04106-2415,,,
College of the Atlantic,Bar Harbor,04609,,,
Bangor Theological Seminary,Bangor,044020411,,,
Bates College,Lewiston,04240,,,
Beal College,Bangor,04401,,,
Bowdoin College,Brunswick,04011,,,
Maine College of Health Professions,Lewiston,04240,,,
Central Maine Medical Center College of Nursing & Health Professions,Lewiston,04240,,,
Central Maine Community College,Auburn,04210-6498,,,
Colby College,Waterville,04901-8840,,,
Eastern Maine Community College,Bangor,04401,,,
Husson University,Bangor,04401-2999,,,
Kennebec Valley Community College,Fairfield,04937-1367,,,
The Landing School,Arundel,04046,,,
University of Maine at Augusta,Augusta,04330-9410,,,
University of Maine at Farmington,Farmington,04938-9978,,,
University of Maine at Fort Kent,Fort Kent,04743-1292,,,
University of Maine at Machias,Machias,04654-1397,,,
University of Maine,Orono,04469,,,
Maine Maritime Academy,Castine,04420-0001,,,
University of Maine at Presque Isle,Presque Isle,04769-2888,,,
Mercy Hospital School of Radiologic Technology,Portland,04101,,,
MID-STATE COLLEGE,AUBURN,04210,,,
MID-STATE COLLEGE,AUGUSTA,04330,,,
University of New England,Biddeford,04005-9599,,,
Northern Maine Community College,Presque Isle,04769-2016,,,
Empire Beauty School-Maine,Portland,04101,,,
Maine College of Art,Portland,04101-3494,,,
Saint Joseph's College of Maine,Standish,04084-5236,,,
Spa Tech Institute-Westbrook,Westbrook,04092,,,
Southern Maine Community College,South Portland,04106-1698,,,
University of Southern Maine,Portland,04103,,,
Thomas College,Waterville,04901-5097,,,
Unity College,Unity,04988,,,
Washington County Community College,Calais,04619,,,
Aaron's Academy of Beauty,Waldorf,20602,,,
Accutech Career Institute,Frederick,21703,,,
Aesthetics Institute of Cosmetology,Gaithersburg,20877,,,
Allegany College of Maryland,Cumberland,21502-2596,,,
Anne Arundel Community College,Arnold,21012-1895,,,
Brightwood College-Towson,Towson,21286-2201,,,
Award Beauty School,Hagerstown,21740-5610,,,
Baltimore Hebrew University Inc,Baltimore,21215-3932,,,
Baltimore Studio of Hair Design,Baltimore,21201-3444,,,
Baltimore City Community College,Baltimore,21215-7893,,,
University of Baltimore,Baltimore,21201-5720,,,
Baltimore International College,Baltimore,21202-3230,,,
Bowie State University,Bowie,20715-9465,,,
Capitol Technology University,Laurel,20708,,,
COMMUNITY COLLEGE OF BALTIMORE COUNTY-CATONSVILLE,CATONSVILLE,21228,,,
Cecil College,North East,21901-1999,,,
College of Southern Maryland,La Plata,20646-0910,,,
Chesapeake College,Wye Mills,21679-0008,,,
Washington Adventist University,Takoma Park,20912,,,
Coppin State University,Baltimore,21216-3698,,,
Delmarva Beauty Academy,Salisbury,21804-6952,,,
North American Trade Schools,Baltimore,21244,,,
COMMUNITY COLLEGE OF BALTIMORE COUNTY-DUNDALK,DUNDALK,21222,,,
COMMUNITY COLLEGE OF BALTIMORE COUNTY-ESSEX,BALTIMORE,21237,,,
FLEET BUSINESS SCHOOL,ANNAPOLIS,21401,,,
Frederick Community College,Frederick,21702-2964,,,
Frostburg State University,Frostburg,21532-1099,,,
Garrett College,McHenry,21541,,,
Goucher College,Baltimore,21204-2794,,,
Kaplan University-Hagerstown Campus,Hagerstown,21742,,,
Hagerstown Community College,Hagerstown,21742-6514,,,
Harford Community College,Bel Air,21015-1698,,,
Hood College,Frederick,21701,,,
Howard Community College,Columbia,21044-3197,,,
The Colorlab Academy of Hair,Bel Air,21014-3639,,,
INTERNATIONAL BEAUTY SCHOOL OF GLEN BURNIE 2,GLEN BURNIE,21061,,,
Johns Hopkins University,Baltimore,21218-2688,,,
L'Academie de Cuisine,Gaithersburg,20877-1414,,,
Lincoln College of Technology-Columbia,Columbia,21046,,,
Loyola University Maryland,Baltimore,21210-2699,,,
Maryland Beauty Academy,Reisterstown,21136-2331,,,
SCHOOL OF ART AND DESIGN AT MONTGOMERY COLLEGE,SILVER SPRING,20902-411,,,
UNIVERSITY OF MARYLAND-BALTIMORE CO DIAG MED SONOG,BALTIMORE,21250,,,
University of Maryland-University College,Adelphi,20783-8010,,,
University of Maryland Baltimore,Baltimore,21201-1627,,,
University of Maryland-Baltimore County,Baltimore,21250,,,
University of Maryland-College Park,College Park,20742,,,
Maryland Institute College of Art,Baltimore,21217-4134,,,
University of Maryland Eastern Shore,Princess Anne,21853-1299,,,
Fortis Institute-Towson,Towson,21204-9840,,,
Montgomery Beauty School,Silver Spring,20901,,,
Montgomery College,Rockville,20850,,,
Morgan State University,Baltimore,21251-0001,,,
Mount St Mary's University,Emmitsburg,21727-7799,,,
Ner Israel Rabbinical College,Baltimore,21208,,,
Hair Academy Inc-New Carrollton,New Carrollton,20784,,,
Notre Dame of Maryland University,Baltimore,21210-2476,,,
Prince George's Community College,Largo,20774-2199,,,
Brightwood College-Baltimore,Baltimore,21227-1063,,,
Robert Paul Academy of Cosmetology Arts & Sciences,Timonium,21093,,,
ROBERTS INSTITUTE OF HAIR DESIGN,BALTIMORE,21236,,,
DUDLEY BEAUTY SCHOOL,BALTIMORE,21206,,,
Maryland Beauty Academy of Essex,Baltimore,21224,,,
St Mary's Seminary & University,Baltimore,21210-1994,,,
Salisbury University,Salisbury,21801-6862,,,
St Mary's College of Maryland,St. Mary's City,20686,,,
Sojourner-Douglass College,Baltimore,21205-1898,,,
St John's College,Annapolis,21401,,,
Brightwood College-Beltsville,Beltsville,20705,,,
Towson University,Towson,21252-0001,,,
Maryland University of Integrative Health,Laurel,20723,,,
International Beauty School,Cumberland,21502,,,
Stevenson University,Stevenson,21153-0641,,,
WASHINGTON ADVENTIST HOSPITAL SCHOOL OF RAD,TAKOMA PARK,20912,,,
Washington Bible College-Capital Bible Seminary,Lanham,207063599,,,
Washington College,Chestertown,21620-1438,,,
Washington Theological Union,Washington,20017,,,
McDaniel College,Westminster,21157,,,
Wor-Wic Community College,Salisbury,21804-7131,,,
American International College,Springfield,01109,,,
Amherst College,Amherst,01002-5000,,,
Andover Newton Theological School,Newton Centre,02459-2243,,,
Anna Maria College,Paxton,01612-1198,,,
AQUINAS COLLEGE-MILTON CAMPUS,MILTON,02186,,,
Assabet Valley Regional Technical School,Marlborough,01752,,,
Assumption College,Worcester,01609-1296,,,
Atlantic Union College,South Lancaster,01561-1000,,,
Babson College,Wellesley,02457-0310,,,
Bancroft School of Massage Therapy,Worcester,01604,,,
Boston Baptist College,Boston,02136-4030,,,
Bay Path University,Longmeadow,01106,,,
Bay State College,Boston,02116,,,
Bay State School of Technology,Canton,02021-2358,,,
Becker College,Worcester,01609-2165,,,
Bentley University,Waltham,02452-4705,,,
Berklee College of Music,Boston,02215,,,
Berkshire Community College,Pittsfield,01201-5786,,,
Empire Beauty School-Boston,Boston,02111,,,
BOJACK ACADEMY OF BEAUTY CULTURE INC,WEST ROXBURY,02132,,,
Boston Architectural College,Boston,02115-2703,,,
Boston Graduate School of Psychoanalysis Inc,Brookline,02446,,,
Boston College,Chestnut Hill,02467,,,
The Boston Conservatory,Boston,02215,,,
Boston University,Boston,02215,,,
BRADFORD COLLEGE,HAVERHILL,01835,,,
Brandeis University,Waltham,02454-9110,,,
Bridgewater State University,Bridgewater,02325,,,
Bristol Community College,Fall River,02720-7395,,,
Signature Healthcare Brockton Hospital School of Nursing,Brockton,02302-1905,,,
Bunker Hill Community College,Boston,02129-2925,,,
Butera School of Art at Fisher College,Boston,02116,,,
Cambridge College,Cambridge,02138,,,
Cape Cod Community College,West Barnstable,02668-1599,,,
Catherine Hinds Institute of Esthetics,Woburn,01801-6819,,,
Laboure College,Milton,02186,,,
Clark University,Worcester,01610-1477,,,
COMPUTER LEARNING CENTERS INC OF BOSTON,SOMERVILLE,02145,,,
Conway School of Landscape Design,Conway,01341-0179,,,
Curry College,Milton,02186-2395,,,
Lincoln Technical Institute-Somerville,Somerville,02145,,,
Dean College,Franklin,02038-1941,,,
Diman Regional Technical Institute,Fall River,02723,,,
National Aviation Academy of New England,Concord,01742,,,
Eastern Nazarene College,Quincy,02170-2999,,,
Emerson College,Boston,02116-4624,,,
Emmanuel College,Boston,02115,,,
Empire Beauty School-Waltham,Waltham,02453,,,
Endicott College,Beverly,01915,,,
Episcopal Divinity School,Cambridge,02138-3494,,,
Rob Roy Academy-Fall River,Fall River,02720-3445,,,
Fisher College,Boston,02116,,,
Fitchburg State University,Fitchburg,01420-2697,,,
MASSACHUSETTS COLLEGE OF PHARMACY AND HEALTH SCIEN,BOSTON,02115,,,
Framingham State University,Framingham,01701-9101,,,
Benjamin Franklin Institute of Technology,Boston,02116,,,
Gordon College,Wenham,01984,,,
Gordon-Conwell Theological Seminary,South Hamilton,01982,,,
Greenfield Community College,Greenfield,01301-9739,,,
Hallmark Institute of Photography,Turners Falls,01376-0308,,,
Hampshire College,Amherst,01002-5001,,,
Harvard University,Cambridge,02138,,,
Hebrew College,Newton Centre,02459-2237,,,
Hellenic College-Holy Cross Greek Orthodox School of Theology,Brookline,02445-7496,,,
Henris School of Hair Design,Fitchburg,01420-5675,,,
College of the Holy Cross,Worcester,01610-2395,,,
Holyoke Community College,Holyoke,01040,,,
Sanford-Brown College-Boston,Boston,02116,,,
Kay Harvey Academy of Hair Design,West Springfield,01089,,,
La Baron Hairdressing Academy-Brockton,Brockton,02301,,,
La Baron Hairdressing Academy-New Bedford,New Bedford,02740,,,
Lasell College,Newton,02466,,,
Lawrence Memorial Hospital School of Nursing,Medford,02155,,,
Lesley University,Cambridge,02138-2790,,,
Longy School of Music of Bard College,Cambridge,02138,,,
Lowell Academy Hairstyling Institute,Lowell,01852-1909,,,
University of Massachusetts-Lowell,Lowell,01854-5104,,,
Mansfield Beauty Schools-Springfield,Springfield,01103,,,
Mansfield Beauty Schools-Quincy,Quincy,02169,,,
Marian Court College,Swampscott,01907,,,
University of Massachusetts-Amherst,Amherst,01003,,,
University of Massachusetts-Boston,Boston,02125-3393,,,
Massachusetts Bay Community College,Wellesley Hills,02481-5399,,,
MCPHS University,Boston,02115-5896,,,
Massachusetts College of Art and Design,Boston,02115-5882,,,
Massachusetts Institute of Technology,Cambridge,02139-4307,,,
Massachusetts Maritime Academy,Buzzards Bay,02532-1803,,,
University of Massachusetts Medical School Worcester,Worcester,01655,,,
William James College,Newton,02459,,,
Massachusetts School of Barbering,Quincy,02169,,,
Massasoit Community College,Brockton,02302-3996,,,
Merrimack College,North Andover,01845,,,
MGH Institute of Health Professions,Boston,02129-4557,,,
Middlesex Community College,Bedford,01730-9124,,,
Montserrat College of Art,Beverly,01915-4508,,,
Mount Holyoke College,South Hadley,01075-1489,,,
Mount Ida College,Newton,02459,,,
Mount Wachusett Community College,Gardner,01440-1000,,,
Cortiva Institute-Boston,Watertown,02472,,,
School of the Museum of Fine Arts at Tufts University,Boston,02115-5596,,,
Everest Institute-Brighton,Brighton,02135-3605,,,
Rob Roy Academy-New Bedford,New Bedford,02720-3445,,,
The New England Conservatory of Music,Boston,02115-5018,,,
New England College of Optometry,Boston,02115,,,
NEW ENGLAND SCHOOL OF ACCOUNTING,WORCESTER,01606,,,
New England School of Acupuncture,Newton,02458,,,
New England Law-Boston,Boston,02116,,,
New England School of Photography,Boston,02215,,,
Newbury College,Brookline,02445,,,
Nichols College,Dudley,01571-5000,,,
Massachusetts College of Liberal Arts,North Adams,01247-4100,,,
North Bennet Street School,Boston,02109,,,
North Shore Community College,Danvers,01923-0840,,,
The New England Institute of Art,Brookline,02445-7295,,,
Northeastern University,Boston,02115-5005,,,
Northern Essex Community College,Haverhill,01830-2399,,,
College of Our Lady of the Elms,Chicopee,01013,,,
Pine Manor College,Chestnut Hill,02467,,,
Pope St John XXIII National Seminary,Weston,02493-2699,,,
Quincy College,Quincy,02169,,,
Quinsigamond Community College,Worcester,01606-2092,,,
Kaplan Career Institute-Charlestown,Charlestown,02129,,,
RADCLIFFE COLLEGE,CAMBRIDGE,02138,,,
Regis College,Weston,02493-1571,,,
Roxbury Community College,Roxbury Crossing,02120-3400,,,
Saint John's Seminary,Brighton,02135-3846,,,
Salem State University,Salem,01970,,,
Salter College-West Boylston,West Boylston,01583,,,
Sea Education Association Inc,Falmouth,02540,,,
Simmons College,Boston,02115-5898,,,
Bard College at Simon's Rock,Great Barrington,01230-9702,,,
Smith College,Northampton,01063,,,
SAINT HYACINTH COLLEGE AND SEMINARY,GRANBY,01033,,,
Southeastern Technical Institute,South Easton,02375,,,
Springfield College,Springfield,01109-3797,,,
Springfield Technical Community College,Springfield,01105-1296,,,
University of Massachusetts-Dartmouth,North Dartmouth,02747-2300,,,
Stonehill College,Easton,02357-6110,,,
Suffolk University,Boston,02108-2770,,,
Rob Roy Academy-Taunton,Taunton,02780-5339,,,
Tufts University,Medford,02155-5555,,,
Wellesley College,Wellesley,02481-8203,,,
Wentworth Institute of Technology,Boston,02115,,,
Western New England University,Springfield,01119-2684,,,
Westfield State University,Westfield,01086-1630,,,
Weston Jesuit School of Theology,Cambridge,02138-3495,,,
Wheaton College,Norton,02766-2322,,,
Wheelock College,Boston,02215-4104,,,
Williams College,Williamstown,01267,,,
Worcester Polytechnic Institute,Worcester,01609-2280,,,
Worcester State University,Worcester,01602-2597,,,
Adrian College,Adrian,49221-2575,,,
Albion College,Albion,49224,,,
Northwestern Technological Institute,Southfield,48075,,,
Alma College,Alma,48801-1599,,,
Alpena Community College,Alpena,49707,,,
AMERICAN COLLEGE OF BEAUTY CULTURE,KALAMAZOO,49007,,,
Andrews University,Berrien Springs,49104,,,
Aquinas College,Grand Rapids,49506-1799,,,
Baker College of Owosso,Owosso,48867,,,
Baker College,Flint,48507-5508,,,
Bay de Noc Community College,Escanaba,49829-2511,,,
Bayshire Academy of Beauty Craft Inc,Bay City,48708-5614,,,
Calvin College,Grand Rapids,49546,,,
Calvin Theological Seminary,Grand Rapids,49546-4387,,,
Carnegie Institute,Troy,48083,,,
Michigan School of Professional Psychology,Farmington Hills,48334-4512,,,
Central Michigan University,Mount Pleasant,48859,,,
Mott Community College,Flint,48503-2089,,,
Empire Beauty School-Michigan,Grand Rapids,49525-2440,,,
Cleary University,Howell,48843,,,
Concordia University-Ann Arbor,Ann Arbor,48105,,,
Cranbrook Academy of Art,Bloomfield Hills,48304,,,
College for Creative Studies,Detroit,48202,,,
Davenport University,Grand Rapids,49512-9396,,,
DAVENPORT UNIVERSITY-KALAMAZOO CAMPUS,KALAMAZOO,49006-2791,,,
DAVENPORT UNIVERSITY-LANSING CAMPUS,LANSING,48933-2197,,,
David Pressley School of Cosmetology,Royal Oak,48067-3219,,,
