,INSTNM,CITY,ZIP,INSTURL,FEMALE_COMP_ORIG_YR4_RT,MALE_COMP_ORIG_YR4_RT
2261,Kaplan University-Lincoln Campus,Lincoln,68508,,0.214927459,0.184633394
2262,Nebraska Methodist College of Nursing & Allied Health,Omaha,68114-2852,,PrivacySuppressed,PrivacySuppressed
2263,Metropolitan Community College Area,Omaha,68111-1610,,0.115796098,0.115340254
2264,Mid-Plains Community College,North Platte,69101,,0.282828283,0.233695652
2265,Midland University,Fremont,68025,,0.514285714,0.373015873
2266,Nebraska Christian College of Hope International University,Papillion,68046,,PrivacySuppressed,PrivacySuppressed
2267,University of Nebraska at Omaha,Omaha,68182-0225,,0.352941177,0.324934839
2268,Kaplan University-Omaha Campus,Omaha,68134-1002,,0.214927459,0.184633394
2269,Nebraska Indian Community College,Macy,68039-0428,,PrivacySuppressed,PrivacySuppressed
2270,University of Nebraska Medical Center,Omaha,68198-7815,,PrivacySuppressed,PrivacySuppressed
2271,Nebraska Wesleyan University,Lincoln,68504-2794,,0.601398601,0.403314917
2272,University of Nebraska-Lincoln,Lincoln,68588,,0.537077426,0.477249224
2273,Northeast Community College,Norfolk,68702-0469,,0.377593361,0.489559165
2274,Peru State College,Peru,68421-0010,,0.4,0.253456221
2275,College of Saint Mary,Omaha,68106,,PrivacySuppressed,PrivacySuppressed
2276,Southeast Community College Area,Lincoln,68510-2449,,0.267680608,0.331189711
2277,Union College,Lincoln,68506,,0.392857143,0.23255814
2278,Vatterott College-Spring Valley,Omaha,68137,,0.396721312,0.435483871
2279,Nebraska College of Technical Agriculture,Curtis,69025-9552,,0.537077426,0.477249224
2280,Wayne State College,Wayne,68787,,0.465393795,0.405263158
2281,Regional West Medical Center School of Radiologic Technology,Scottsbluff,69361,,,
2282,Western Nebraska Community College,Scottsbluff,69361-1899,,0.190789474,0.215
2283,York College,York,68467-2699,,0.378787879,0.318181818
2284,Academy of Hair Design-Las Vegas,Las Vegas,89146,,PrivacySuppressed,PrivacySuppressed
2285,Career College of Northern Nevada,Sparks,89434-7905,,0.570833333,0.610169492
2286,College of Southern Nevada,Las Vegas,89146-1164,,0.064531105,0.061320755
2287,The Art Institute of Las Vegas,Henderson,89074-7737,,0.307121662,0.304455446
2288,Everest College-Henderson,Henderson,89074,,0.310776942,0.273504274
2289,Marinello Schools of Beauty-Las Vegas,Las Vegas,89110,,PrivacySuppressed,PrivacySuppressed
2290,University of Nevada-Las Vegas,Las Vegas,89154,,0.369565217,0.348495451
2291,University of Nevada-Reno,Reno,89557,,0.456435644,0.396319018
2292,Great Basin College,Elko,89801,,0.18907563,0.306122449
2293,Marinello Schools of Beauty-Reno,Reno,89502,,PrivacySuppressed,PrivacySuppressed
2294,Morrison University,Reno,89521,,0.65037037,0.553125
2295,Sierra Nevada College,Incline Village,89451,,0.581395349,0.442622951
2296,Truckee Meadows Community College,Reno,89512-3999,,0.136568849,0.095427435
2297,Western Nevada College,Carson City,89703-7399,,0.185279188,0.151162791
2298,Colby-Sawyer College,New London,03257-7835,,0.083333333,0.117021277
2299,Continental Academie of Hair Design-Hudson,Hudson,03051,,PrivacySuppressed,PrivacySuppressed
2300,Daniel Webster College,Nashua,03063-1300,,0.47826087,0.434782609
2301,Dartmouth College,Hanover,03755-3529,,0.858585859,0.860068259
2302,Empire Beauty School-Laconia,Laconia,03246,,PrivacySuppressed,PrivacySuppressed
2303,Empire Beauty School-Somersworth,Somersworth,03878,,PrivacySuppressed,PrivacySuppressed
2304,Franklin Pierce University,Rindge,03461-0060,,0.36969697,0.332191781
2305,University of New Hampshire-School of Law,Concord,03301-4197,,PrivacySuppressed,PrivacySuppressed
2306,Mount Washington College,Manchester,03103-9969,,0.417750574,0.313653137
2307,Continental Academie of Hair Design-Manchester,Manchester,03103,,PrivacySuppressed,PrivacySuppressed
2308,Keene Beauty Academy,Keene,03431,,PrivacySuppressed,PrivacySuppressed
2309,Lebanon College,Lebanon,03766,,PrivacySuppressed,PrivacySuppressed
2310,Northeast Catholic College,Warner,03278-4012,,PrivacySuppressed,PrivacySuppressed
2311,Michaels School of Hair Design and Esthetics-Paul Mitchell Partner School,Bedford,03110,,PrivacySuppressed,PrivacySuppressed
2312,New England College,Henniker,03242,,0.462068966,0.31292517
2313,New England School of Hair Design,West Lebanon,03784,,PrivacySuppressed,PrivacySuppressed
2314,Southern New Hampshire University,Manchester,03106-1045,,0.433962264,0.420183486
2315,New Hampshire Institute for Therapeutic Arts,Hudson,03051,,PrivacySuppressed,PrivacySuppressed
2316,University of New Hampshire-Main Campus,Durham,03824-3547,,0.729036295,0.698399326
2317,Keene State College,Keene,03435-1506,,0.591603053,0.539007092
2318,University of New Hampshire at Manchester,Manchester,03101-1113,,0.729036295,0.698399326
2319,Plymouth State University,Plymouth,03264-1595,,0.54296875,0.476106195
2320,NHTI-Concord's Community College,Concord,03301-7412,,0.338129496,0.30733945
2321,White Mountains Community College,Berlin,03570,,0.396103896,0.358024691
2322,River Valley Community College,Claremont,03743-9707,,0.488151659,0.26984127
2323,Lakes Region Community College,Laconia,03246,,0.337579618,0.329341317
2324,Manchester Community College,Manchester,03102-8518,,0.11627907,0.102222222
2325,Nashua Community College,Nashua,03063-1026,,0.217391304,0.272727273
2326,Great Bay Community College,Portsmouth,03801-2879,,0.301754386,0.157894737
2327,Paul Mitchell the School-Portsmouth,Portsmouth,03801-4084,,PrivacySuppressed,PrivacySuppressed
2328,Rivier University,Nashua,03060,,0.629139073,0.47761194
2329,Saint Anselm College,Manchester,03102-1310,,0.808,0.666666667
2330,St Joseph School of Nursing,Nashua,03060,,PrivacySuppressed,PrivacySuppressed
2331,Granite State College,Concord,03301-3471,,0.368613139,0.369565217
2332,Thomas More College of Liberal Arts,Merrimack,03054,,PrivacySuppressed,PrivacySuppressed
2333,Chester College of New England,Chester,03036-4331,,0.393939394,0.533333333
2334,Eastwick College-Hackensack,Hackensack,07601,,0.681381958,0.637931035
2335,Atlantic Cape Community College,Mays Landing,08330-2699,,0.139814815,0.105263158
2336,Fortis Institute-Wayne,Wayne,07470,,0.694196429,0.68627451
2337,Bergen Community College,Paramus,07652-1595,,0.168618267,0.125815471
2338,Berkeley College-Woodland Park,Woodland Park,07424,,0.293712317,0.253191489
2339,Beth Medrash Govoha,Lakewood,08701-2754,,PrivacySuppressed,PrivacySuppressed
2340,Bloomfield College,Bloomfield,07003,,0.291891892,0.323671498
2341,Brookdale Community College,Lincroft,07738-1597,,0.253731343,0.204290092
2342,Rowan College at Burlington County,Pemberton,08068-1599,,0.193464052,0.121338912
2343,Caldwell University,Caldwell,07006-6195,,0.392996109,0.338235294
2344,Camden County College,Blackwood,08012,,0.204407714,0.141666667
2345,Centenary University,Hackettstown,07840,,0.265129683,0.204081633
2346,Adult and Continuing Education-BCTS,Hackensack,07601-6637,,PrivacySuppressed,PrivacySuppressed
2347,Branford Hall Career Institute-Parsippany,Parsippany,07054-3897,,0.705622933,0.648414986
2348,Lincoln Technical Institute-Iselin,Iselin,08830,,0.680341186,0.598765432
2349,American Institute-Clifton,CLIFTON,07011,,0.579545455,0.466666667
2350,Dover Business College,Clifton,07011-2161,,0.64559387,0.590163934
2351,Empire Beauty School-Ocean,Ocean,07712-4003,,0.561946903,0.392857143
2352,Cooper Health System Center for Allied Health Education,Camden,08103,,PrivacySuppressed,PrivacySuppressed
2353,County College of Morris,Randolph,07869-2086,,0.21641791,0.196969697
2354,Cumberland County College,Vineland,08362-1500,,PrivacySuppressed,PrivacySuppressed
2355,DeVry University-New Jersey,North Brunswick,08902-3362,,0.142187224,0.112682198
2356,Divers Academy International,ERIAL,08081,,PrivacySuppressed,PrivacySuppressed
2357,Drake College of Business-Elizabeth,Elizabeth,07201,,0.561743341,0.350140056
2358,Drew University,Madison,07940,,0.681081081,0.62
2359,duCret School of Arts,Plainfield,07060,,PrivacySuppressed,PrivacySuppressed
2360,Lincoln Technical Institute-South Plainfield,South Plainfield,07080-2424,,PrivacySuppressed,PrivacySuppressed
2361,Essex County College,Newark,07102,,0.123956326,0.088987764
2362,Empire Beauty School-Union,Union,07083,,PrivacySuppressed,PrivacySuppressed
2363,Fairleigh Dickinson University-Metropolitan Campus,Teaneck,07666,,0.549800797,0.425047438
2364,Felician University,Lodi,07644,,0.140161725,0.100775194
2365,Fairleigh Dickinson University-Florham Campus,Madison,07940,,0.549800797,0.425047438
2366,Hohokus School of Trade and Technical Sciences,Paterson,07513,,PrivacySuppressed,PrivacySuppressed
2367,Georgian Court University,Lakewood,08701-2697,,0.452538631,0.52173913
2368,Rowan University,Glassboro,08028,,0.537859008,0.493023256
2369,Rowan College at Gloucester County,Sewell,08080,,0.236802413,0.192771084
2370,Empire Beauty School-Cherry Hill,Cherry Hill,08002,,PrivacySuppressed,PrivacySuppressed
2371,Harris School of Business-Cherry Hill Campus,Cherry Hill,08002,,0.634774609,0.477419355
2372,Eastwick College-Ramsey,Ramsey,07446-2551,,0.686230248,0.746987952
2373,Holy Name Medical Center School of Nursing,Teaneck,07666-4246,,PrivacySuppressed,PrivacySuppressed
2374,Hudson County Community College,Jersey City,07306,,0.07493188,0.064446831
2375,New Jersey City University,Jersey City,07305,,0.295698925,0.260344828
2376,Joe Kubert School of Cartoon and Graphic Art,Dover,07801,,PrivacySuppressed,PrivacySuppressed
2377,Kean University,Union,07083,,0.462740385,0.401960784
2378,Harris School of Business-Voorhees Campus,Voorhees,08043,,0.421845574,0.347826087
2379,Lincoln Technical Institute-Union,Union,07083,,0.506493507,0.641646489
2380,Rizzieri Aveda School for Beauty and Wellness,Voorhees,08043-1800,,PrivacySuppressed,PrivacySuppressed
2381,Mercer County Community College,West Windsor,08550-3407,,0.024570025,0.027118644
2382,Middlesex County College,Edison,08818-3050,,0.201574803,0.168016194
2383,Monmouth University,West Long Branch,07764-1898,,0.585780526,0.583524028
2384,Montclair State University,Montclair,07043-1624,,0.624132408,0.505412157
2385,HackensackUMC Mountainside School of Nursing,Montclair,07042-4837,,PrivacySuppressed,PrivacySuppressed
2386,JFK Muhlenberg Harold B & Dorothy A Snyder Schools-School of Nursing,Plainfield,07061,,0.478873239,0.615384615
2387,Eastwick College-Nutley,Nutley,07110,,0.768595041,0.631205674
2388,Empire Beauty School-Jersey City,Jersey City,07306,,PrivacySuppressed,PrivacySuppressed
2389,New Brunswick Theological Seminary,New Brunswick,08901-1107,,PrivacySuppressed,PrivacySuppressed
2390,Robert Fiance Beauty Schools-West New York,West New York,07093-4623,,PrivacySuppressed,PrivacySuppressed
2391,New Jersey Institute of Technology,Newark,07102,,0.535087719,0.412990196
2392,Ocean County College,Toms River,08754-2001,,0.238193019,0.200927357
2393,Omega Institute,Pennsauken,08109-4417,,PrivacySuppressed,PrivacySuppressed
2394,P B Cosmetology Education Center,Gloucester,08030,,PrivacySuppressed,PrivacySuppressed
2395,Parisian Beauty School,Hackensack,07601-5509,,PrivacySuppressed,PrivacySuppressed
2396,Passaic County Community College,Paterson,07505-1179,,0.098058252,0.083955224
2397,Pennco Tech-Blackwood,Blackwood,08012,,0.833333333,0.643459916
2398,Princeton Theological Seminary,Princeton,08542-0803,,PrivacySuppressed,PrivacySuppressed
2399,Princeton University,Princeton,08544-0070,,0.779220779,0.751552795
2400,Rabbinical College of America,Morristown,07960,,PrivacySuppressed,PrivacySuppressed
2401,Ramapo College of New Jersey,Mahwah,07430-1680,,0.701211306,0.577861163
2402,Robert Fiance Beauty Schools-Perth Amboy,Perth Amboy,08861,,PrivacySuppressed,PrivacySuppressed
2403,Rider University,Lawrenceville,08648-3099,,0.663703704,0.577464789
2404,Roman Academy of Beauty Culture,Hawthorne,07506,,PrivacySuppressed,PrivacySuppressed
2405,Rutgers University-Camden,Camden,08102,,0.659929495,0.616413215
2406,Rutgers University-New Brunswick,New Brunswick,08901-1281,,0.659929495,0.616413215
2407,Rutgers University-Newark,Newark,07102,,0.659929495,0.616413215
2408,St Francis Medical Center-School of Radiologic Technology,Trenton,08629-1986,,PrivacySuppressed,PrivacySuppressed
2409,Saint Francis Medical Center School of Nursing,Trenton,08629-1986,,PrivacySuppressed,PrivacySuppressed
2410,Saint Peter's University,Jersey City,07306-5997,,0.473829201,0.458955224
2411,Salem Community College,Carneys Point,08069-2799,,0.144104804,0.105263158
2412,Seton Hall University,South Orange,07079-2697,,0.609090909,0.546038544
2413,Atlantic Beauty & Spa Academy LLC,Egg Harbor Township,08234,,PrivacySuppressed,PrivacySuppressed
2414,College of Saint Elizabeth,Morristown,07960-6989,,PrivacySuppressed,PrivacySuppressed
2415,Raritan Valley Community College,Branchburg,08876,,0.160550459,0.176291793
2416,Stevens Institute of Technology,Hoboken,07030-5991,,0.831932773,0.673267327
2417,Stockton University,Galloway,08205-9441,,0.665745856,0.556221889
2418,Talmudical Academy-New Jersey,Adelphia,07710,,PrivacySuppressed,PrivacySuppressed
2419,Teterboro School of Aeronautics,Teterboro,07608-1083,,PrivacySuppressed,PrivacySuppressed
2420,Thomas Edison State University,Trenton,08608,,0.326332795,0.285365854
2421,The College of New Jersey,Ewing,08628-7718,,0.792792793,0.713636364
2422,Sanford-Brown Institute-Iselin,Iselin,08830,,0.656433978,0.617834395
2423,Union County College,Cranford,07016-1528,,0.058287796,0.057428215
2424,University of Medicine and Dentistry of New Jersey,Newark,07101-1709,,0.868644068,0.786407767
2425,William Paterson University of New Jersey,Wayne,07470,,0.468804159,0.397905759
2426,Olympian Academy of Cosmetology,Alamogordo,88310-5051,,0.564013841,0.477272727
2427,Central New Mexico Community College,Albuquerque,87106,,0.16594743,0.143578239
2428,Navajo Technical University,Crownpoint,87313-0849,,PrivacySuppressed,PrivacySuppressed
2429,De Wolff College Hair Styling and Cosmetology,Albuquerque,87112-4413,,PrivacySuppressed,PrivacySuppressed
2430,New Mexico State University-Dona Ana,Las Cruces,88011,,0.313206077,0.25560772
2431,Clovis Community College,Clovis,88101-8381,,PrivacySuppressed,PrivacySuppressed
2432,Eastern New Mexico University-Main Campus,Portales,88130,,0.250896057,0.163398693
2433,Eastern New Mexico University-Roswell Campus,Roswell,88202-6000,,0.250896057,0.163398693
2434,Institute of American Indian and Alaska Native Culture and Arts Development,Santa Fe,87508-1300,,PrivacySuppressed,PrivacySuppressed
2435,New Mexico Highlands University,Las Vegas,87701,,0.300561798,0.123015873
2436,New Mexico Junior College,Hobbs,88240,,0.11627907,0.075342466
2437,New Mexico Military Institute,Roswell,88201-5173,,PrivacySuppressed,PrivacySuppressed
2438,University of New Mexico-Gallup Campus,Gallup,87301,,0.307206538,0.276990185
2439,New Mexico Institute of Mining and Technology,Socorro,87801,,PrivacySuppressed,PrivacySuppressed
2440,University of New Mexico-Los Alamos Campus,Los Alamos,87544,,0.307206538,0.276990185
2441,University of New Mexico-Main Campus,Albuquerque,87106,,0.307206538,0.276990185
2442,New Mexico State University-Alamogordo,Alamogordo,88310,,0.313206077,0.25560772
2443,New Mexico State University-Carlsbad,Carlsbad,88220,,0.313206077,0.25560772
2444,New Mexico State University-Grants,Grants,87020-2025,,0.313206077,0.25560772
2445,New Mexico State University-Main Campus,Las Cruces,88003-8001,,0.313206077,0.25560772
2446,University of New Mexico-Valencia County Campus,Los Lunas,87031-7633,,0.307206538,0.276990185
2447,Northern New Mexico College,Espanola,87532,,PrivacySuppressed,PrivacySuppressed
2448,San Juan College,Farmington,87402-4699,,0.159090909,0.169811321
2449,Santa Fe Community College,Santa Fe,87508-4887,,0.211206897,0.131386861
2450,Santa Fe University of Art and Design,Santa Fe,87505-7634,,0.191176471,0.273584906
2451,University of the Southwest,Hobbs,88240,,0.393442623,0.266666667
2452,Southwestern College,Santa Fe,87507,,PrivacySuppressed,PrivacySuppressed
2453,Southwestern Indian Polytechnic Institute,Albuquerque,87120-3101,,PrivacySuppressed,PrivacySuppressed
2454,University of New Mexico-Taos Campus,Ranchos de Taos,87557,,0.307206538,0.276990185
2455,Mesalands Community College,Tucumcari,88401-3352,,PrivacySuppressed,PrivacySuppressed
2456,Western New Mexico University,Silver City,88061,,0.18707483,0.117647059
2457,Vaughn College of Aeronautics and Technology,Flushing,11369,,0.269230769,0.321321321
2458,Adelphi University,Garden City,11530-0701,,0.654876742,0.574018127
2459,Adirondack Community College,Queensbury,12804,,0.251546392,0.207006369
2460,Globe Institute of Technology,New York,10018,,0.106976744,0.090909091
2461,Bryant & Stratton College-Albany,Albany,12205,,0.283336416,0.219072165
2462,Albany College of Pharmacy and Health Sciences,Albany,12208-3492,,0.715789474,0.722772277
2463,Albany Law School,Albany,12208,,PrivacySuppressed,PrivacySuppressed
2464,Albany Medical College,Albany,12208-3479,,PrivacySuppressed,PrivacySuppressed
2465,Alfred University,Alfred,14802-1205,,0.522900763,0.485507246
2466,Allen School-Brooklyn,Brooklyn,11201,,0.647954329,0.609375
2467,The Ailey School,New York,10019-4402,,PrivacySuppressed,PrivacySuppressed
2468,American Academy of Dramatic Arts-New York,New York,10016,,0.611111111,0.628571429
2469,American Academy McAllister Institute of Funeral Service,New York,10019,,0.169230769,0.377777778
2470,Joffrey Ballet School,New York,10011,,PrivacySuppressed,PrivacySuppressed
2471,American Musical and Dramatic Academy,New York,10023,,0.649425287,0.59009009
2472,Apex Technical School,Long Island City,11101,,0.5,0.593967517
2473,Arnot Ogden Medical Center,Elmira,14905-1676,,PrivacySuppressed,PrivacySuppressed
2474,Associated Beth Rivkah Schools,Brooklyn,11225,,PrivacySuppressed,PrivacySuppressed
2475,Austin's School of Spa Technology,Albany,12206-1513,,0.368,0.557692308
2476,Bank Street College of Education,New York,10025,,PrivacySuppressed,PrivacySuppressed
2477,Bard College,Annandale-On-Hudson,12504-5000,,0.705202312,0.663461539
2478,Barnard College,New York,10027-6598,,PrivacySuppressed,PrivacySuppressed
2479,Berk Trade and Business School,Long Island City,11101-8120,,PrivacySuppressed,PrivacySuppressed
2480,Berkeley College-New York,New York,10017,,0.296888889,0.266666667
2481,Beth Hatalmud Rabbinical College,Brooklyn,11214,,PrivacySuppressed,PrivacySuppressed
2482,Beth Hamedrash Shaarei Yosher Institute,Brooklyn,11204,,PrivacySuppressed,PrivacySuppressed
2483,Phillips School of Nursing at Mount Sinai Beth Israel,New York,10001-6354,,PrivacySuppressed,PrivacySuppressed
2484,Hair Design Institute at Fifth Avenue-Brooklyn,Brooklyn,11209,,PrivacySuppressed,PrivacySuppressed
2485,Boricua College,New York,10032-1560,,0.195121951,0.081481482
2486,Bramson ORT College,Forest Hills,11375-4239,,PrivacySuppressed,PrivacySuppressed
2487,Briarcliffe College,Bethpage,11714-3545,,0.356846473,0.355432781
2488,Brittany Beauty School,Levittown,11756-1345,,PrivacySuppressed,PrivacySuppressed
2489,American Beauty School,Bronx,10462,,PrivacySuppressed,PrivacySuppressed
2490,Brooklyn Law School,Brooklyn,11201,,PrivacySuppressed,PrivacySuppressed
2491,SUNY Broome Community College,Binghamton,13905,,0.339976553,0.190600522
2492,Bryant & Stratton College-Amherst,Getzville,14068,,0.283336416,0.219072165
2493,Bryant & Stratton College-Syracuse North,Liverpool,13090,,0.283336416,0.219072165
2494,Bryant & Stratton College-Syracuse,Syracuse,13203-2502,,0.283336416,0.219072165
2495,Bryant & Stratton College-Buffalo,Buffalo,14203,,0.283336416,0.219072165
2496,Bryant & Stratton College-Greece,Rochester,14612,,0.283336416,0.219072165
2497,Business Informatics Center Inc,Valley Stream,11580-5431,,PrivacySuppressed,PrivacySuppressed
2498,Canisius College,Buffalo,14208-1098,,0.612,0.575197889
2499,Capri Cosmetology Learning Centers,Nanuet,10954,,PrivacySuppressed,PrivacySuppressed
2500,St Paul's School of Nursing-Queens,Rego Park,11374,,PrivacySuppressed,PrivacySuppressed
2501,Cayuga County Community College,Auburn,13021-3099,,0.238095238,0.182692308
2502,Cazenovia College,Cazenovia,13035,,0.56640625,0.563636364
2503,Central Yeshiva Tomchei Tmimim Lubavitz,Brooklyn,11230,,PrivacySuppressed,PrivacySuppressed
2504,Cheryl Fells School of Business,Niagara Falls,14304,,PrivacySuppressed,PrivacySuppressed
2505,Christ the King Seminary,East Aurora,14052-0607,,,
2506,Circle in the Square Theatre School,New York,10019-6795,,PrivacySuppressed,PrivacySuppressed
2507,Clarkson University,Potsdam,13699,,0.734104046,0.711252654
2508,Clinton Community College,Plattsburgh,12901,,0.131054131,0.113553114
2509,Cochran School of Nursing,Yonkers,10701,,PrivacySuppressed,PrivacySuppressed
2510,Colgate Rochester Crozer Divinity School,Rochester,14620-2589,,,
2511,Colgate University,Hamilton,13346-1398,,0.882352941,0.793650794
2512,Metropolitan College of New York,New York,10006-1742,,0.28742515,0.153846154
2513,Columbia University in the City of New York,New York,10027,,0.857885615,0.833746898
2514,Columbia-Greene Community College,Hudson,12534,,0.394822007,0.302325581
2515,Empire Beauty School-Queens,Astoria,11103,,PrivacySuppressed,PrivacySuppressed
2516,Concordia College-New York,Bronxville,10708-1998,,0.487394958,0.3
2517,Continental School of Beauty Culture-Buffalo,Buffalo,14223,,PrivacySuppressed,PrivacySuppressed
2518,Continental School of Beauty Culture-Batavia,Batavia,14020,,PrivacySuppressed,PrivacySuppressed
2519,Continental School of Beauty Culture-Rochester,Rochester,14623,,PrivacySuppressed,PrivacySuppressed
2520,Cooper Union for the Advancement of Science and Art,New York,10003-7120,,PrivacySuppressed,PrivacySuppressed
2521,Cornell University,Ithaca,14853,,0.904,0.876847291
2522,Weill Cornell Medical College,New York,10065,,0.904,0.876847291
2523,Corning Community College,Corning,14830,,0.308695652,0.222634508
2524,Pomeroy College of Nursing at Crouse Hospital,Syracuse,13210-1687,,PrivacySuppressed,PrivacySuppressed
2525,Culinary Institute of America,Hyde Park,12538-1499,,0.728915663,0.677067083
2526,CUNY Bernard M Baruch College,New York,10010,,0.431336406,0.41774676
2527,CUNY Borough of Manhattan Community College,New York,10007,,0.167740129,0.14057971
2528,CUNY Bronx Community College,Bronx,10453,,0.122470714,0.101086049
2529,CUNY Brooklyn College,Brooklyn,11210,,0.337736933,0.290960452
2530,College of Staten Island CUNY,Staten Island,10314,,0.258557902,0.187864644
2531,CUNY City College,New York,10031,,0.336902213,0.272007042
2532,CUNY Graduate School and University Center,New York,10016,,0.289772727,0.462686567
2533,CUNY Hostos Community College,Bronx,10451,,0.160526316,0.139240506
2534,CUNY Hunter College,New York,10065,,0.407787994,0.299287411
2535,CUNY John Jay College of Criminal Justice,New York,10019,,0.301139178,0.244081633
2536,CUNY Kingsborough Community College,Brooklyn,11235,,0.242673522,0.181363352
2537,CUNY LaGuardia Community College,Long Island City,11101,,0.171888988,0.154334038
2538,CUNY Lehman College,Bronx,10468,,0.264647795,0.249221184
2539,CUNY Medgar Evers College,Brooklyn,11225,,0.087440382,0.106094808
2540,CUNY New York City College of Technology,Brooklyn,11201,,0.15499426,0.093073593
2541,CUNY Queens College,Queens,11367,,0.257763975,0.173320351
2542,CUNY Queensborough Community College,Bayside,11364-1497,,0.169411765,0.149341142
2543,CUNY School of Law,Long Island City,11101,,PrivacySuppressed,PrivacySuppressed
2544,CUNY York College,Jamaica,11451,,0.214891612,0.152917505
2545,CVPH Medical Center School of Radiologic Technology,Plattsburgh,12901-1438,,PrivacySuppressed,PrivacySuppressed
2546,D'Youville College,Buffalo,14201-1084,,0.509043928,0.452173913
2547,Daemen College,Amherst,14226-3592,,0.45631068,0.294797688
2548,Darkei Noam Rabbinical College,Brooklyn,11210,,,
2549,Dominican College of Blauvelt,Orangeburg,10962-1210,,0.480938416,0.342391304
2550,Dowling College,Oakdale,11769-1999,,0.507122507,0.376899696
2551,Dutchess Community College,Poughkeepsie,12601-1595,,0.253588517,0.168646081
2552,Belanger School of Nursing,Schenectady,12304,,PrivacySuppressed,PrivacySuppressed
2553,Elmira Business Institute,Elmira,14901,,0.445859873,0.183333333
2554,Elmira College,Elmira,14901,,0.626760563,0.569892473
2555,Erie Community College,Buffalo,14203-2698,,0.155937847,0.116341991
2556,Fashion Institute of Technology,New York,10001-5992,,0.576770088,0.465306122
2557,Finger Lakes Community College,Canandaigua,14424-8395,,0.264339152,0.252994012
2558,Five Towns College,Dix Hills,11746-5871,,0.386138614,0.368663595
2559,Fordham University,Bronx,10458,,0.734545455,0.754385965
2560,The International Culinary Center,New York,10013-2618,,0.780821918,0.745454546
2561,Fulton-Montgomery Community College,Johnstown,12095-3790,,0.2675,0.218855219
2562,Gemological Institute of America-New York,New York,10036,,PrivacySuppressed,PrivacySuppressed
2563,The General Theological Seminary,New York,10011,,,
2564,Genesee Community College,Batavia,14020,,0.305945946,0.209039548
2565,Global Business Institute,Far Rockaway,11691,,PrivacySuppressed,PrivacySuppressed
2566,Global Business Institute,New York,10035,,PrivacySuppressed,PrivacySuppressed
2567,Hamilton College,Clinton,13323,,PrivacySuppressed,PrivacySuppressed
2568,Hartwick College,Oneonta,13820-4020,,0.594827586,0.435294118
2569,Helene Fuld College of Nursing,New York,10035-2737,,PrivacySuppressed,PrivacySuppressed
2570,Herkimer County Community College,Herkimer,13350-1598,,0.24807396,0.195918367
2571,Hilbert College,Hamburg,14075-1597,,0.435779817,0.477941177
2572,Hobart William Smith Colleges,Geneva,14456,,0.81147541,0.643274854
2573,Hofstra University,Hempstead,11549,,0.618042227,0.51399776
2574,Houghton College,Houghton,14744,,0.602739726,0.532110092
2575,Hudson Valley Community College,Troy,12180,,0.274741507,0.24005305
2576,Hunter Business School,Levittown,11756-1375,,0.534482759,0.513157895
2577,Institute of Design and Construction,Brooklyn,11201-5380,,PrivacySuppressed,PrivacySuppressed
2578,Institute of Audio Research,New York,10003,,PrivacySuppressed,PrivacySuppressed
2579,Iona College,New Rochelle,10801-1890,,0.607375271,0.496368039
2580,Isabella Graham Hart School of Practical Nursing,Rochester,14617,,PrivacySuppressed,PrivacySuppressed
2581,Island Drafting and Technical Institute,Amityville,11701-2704,,PrivacySuppressed,PrivacySuppressed
2582,Ithaca College,Ithaca,14850-7002,,0.765586035,0.710659899
2583,Jamestown Community College,Jamestown,14701,,0.34904014,0.28111588
2584,Jamestown Business College,Jamestown,14701-4756,,0.525862069,0.375
2585,Jefferson Community College,Watertown,13601-1897,,0.228279387,0.251572327
2586,Jewish Theological Seminary of America,New York,10027-4649,,PrivacySuppressed,PrivacySuppressed
2587,The Juilliard School,New York,10023-6588,,PrivacySuppressed,PrivacySuppressed
2588,SBI Campus-An Affiliate of Sanford-Brown,Melville,11747,,0.511111111,0.464088398
2589,Kehilath Yakov Rabbinical Seminary,Ossining,10562,,PrivacySuppressed,PrivacySuppressed
2590,Keuka College,Keuka Park,14478,,0.542725173,0.458598726
2591,Kol Yaakov Torah Center,Monsey,10952,,PrivacySuppressed,PrivacySuppressed
2592,LIM College,New York,10022-5268,,0.46997389,0.392857143
2593,Le Moyne College,Syracuse,13214-1301,,0.680257511,0.621323529
2594,LIU Brooklyn,Brooklyn,11201-8423,,0.315674256,0.282333052
2595,LIU Post,Brookville,11548-1327,,0.315674256,0.282333052
2596,Long Island College Hospital of Brooklyn School of Nursing,Brooklyn,11201-6001,,PrivacySuppressed,PrivacySuppressed
2597,Long Island Beauty School-Hempstead,Hempstead,11550,,PrivacySuppressed,PrivacySuppressed
2598,Long Island Business Institute,Flushing,11354-5577,,0.098995696,0.062240664
2599,School of Radiologic Sciences,Brooklyn,11203,,PrivacySuppressed,PrivacySuppressed
2600,LIU Hudson at Rockland,Orangeburg,10962,,0.315674256,0.282333052
2601,LIU Brentwood,Brentwood,11717,,0.315674256,0.282333052
2602,Machzikei Hadath Rabbinical College,Brooklyn,11204,,PrivacySuppressed,PrivacySuppressed
2603,Mandl School-The College of Allied Health,New York,10019-5516,,0.347517731,0.4
2604,Manhattan College,Riverdale,10471-4098,,0.71257485,0.669616519
2605,Manhattan School of Music,New York,10027-4698,,PrivacySuppressed,PrivacySuppressed
2606,Manhattanville College,Purchase,10577,,0.667692308,0.605839416
