INSTNM,CITY,ZIP,INSTURL,FEMALE_COMP_ORIG_YR4_RT,MALE_COMP_ORIG_YR4_RT
Albany College of Pharmacy and Health Sciences,Albany,12208-3492,,0.66,0.571428571
Albany Law School,Albany,12208,,PrivacySuppressed,PrivacySuppressed
Albany Medical College,Albany,12208-3479,,PrivacySuppressed,PrivacySuppressed
Alfred University,Alfred,14802-1205,,0.508833922,0.442105263
Allen School-Brooklyn,Brooklyn,11201,,PrivacySuppressed,PrivacySuppressed
The Ailey School,New York,10019-4402,,PrivacySuppressed,PrivacySuppressed
American Academy of Dramatic Arts-New York,New York,10016,,0.265625,0.25
American Academy McAllister Institute of Funeral Service,New York,10019,,0.38,0.451612903
Joffrey Ballet School,New York,10011,,PrivacySuppressed,PrivacySuppressed
American Musical and Dramatic Academy,New York,10023,,0.753926702,0.60625
Apex Technical School,Long Island City,11101,,0.654822335,0.581743869
Arnot Ogden Medical Center,Elmira,14905-1676,,PrivacySuppressed,PrivacySuppressed
Arnot-Ogden Medical Center-School of Radiologic Technology,Elmira,14905-1676,,PrivacySuppressed,PrivacySuppressed
PRATT MANHATTAN-A DIVISION OF PRATT INSTITUTE,NEW YORK,10011,,0.085714286,0.086956522
Associated Beth Rivkah Schools,Brooklyn,11225,,PrivacySuppressed,PrivacySuppressed
Austin's School of Spa Technology,Albany,12206-1513,,PrivacySuppressed,PrivacySuppressed
Bank Street College of Education,New York,10025,,PrivacySuppressed,PrivacySuppressed
Bard College,Annandale-On-Hudson,12504-5000,,0.637681159,0.673913044
Barnard College,New York,10027-6598,,PrivacySuppressed,PrivacySuppressed
St Vincent Catholic Medical Centers of Ny,Staten Island,10304-3850,,PrivacySuppressed,PrivacySuppressed
Berk Trade and Business School,Long Island City,11101-8120,,PrivacySuppressed,PrivacySuppressed
Berkeley College-New York,New York,10017,,0.424184261,0.337016575
BERKELEY COLLEGE,WHITE PLAINS,10601,,0.424184261,0.337016575
Beth Hatalmud Rabbinical College,Brooklyn,11214,,PrivacySuppressed,PrivacySuppressed
Beth Hamedrash Shaarei Yosher Institute,Brooklyn,11204,,PrivacySuppressed,PrivacySuppressed
Phillips School of Nursing at Mount Sinai Beth Israel,New York,10001-6354,,PrivacySuppressed,PrivacySuppressed
Hair Design Institute at Fifth Avenue-Brooklyn,Brooklyn,11209,,PrivacySuppressed,PrivacySuppressed
Boricua College,New York,10032-1560,,PrivacySuppressed,PrivacySuppressed
Bramson ORT College,Forest Hills,11375-4239,,PrivacySuppressed,PrivacySuppressed
Briarcliffe College,Bethpage,11714-3545,,0.367088608,0.3640553
Brittany Beauty School,Levittown,11756-1345,,PrivacySuppressed,PrivacySuppressed
Brooklyn Law School,Brooklyn,11201,,PrivacySuppressed,PrivacySuppressed
SUNY Broome Community College,Binghamton,13905,,0.189189189,0.12749616
Bryant & Stratton College-Amherst,Getzville,14068,,0.384868421,0.374233129
Bryant & Stratton College-Syracuse North,Liverpool,13090,,0.395454546,0.328767123
Bryant & Stratton College-Syracuse,Syracuse,13203-2502,,0.395454546,0.328767123
Bryant & Stratton College-Buffalo,Buffalo,14203,,0.384868421,0.374233129
Bryant & Stratton College-Greece,Rochester,14612,,0.396475771,0.362637363
Business Informatics Center Inc,Valley Stream,11580-5431,,0.512195122,0.517241379
Canisius College,Buffalo,14208-1098,,0.160714286,0.12462908
Capri Cosmetology Learning Centers,Nanuet,10954,,PrivacySuppressed,PrivacySuppressed
Caliber Training Institute,New York,10018,,0.552808989,0.577777778
St Vincent Catholic Medical Center New York-Brooklyn and Queens,Fresh Meadows,11365,,PrivacySuppressed,PrivacySuppressed
St Paul's School of Nursing-Queens,Rego Park,11374,,PrivacySuppressed,PrivacySuppressed
Cayuga County Community College,Auburn,13021-3099,,0.240932643,0.160606061
Cazenovia College,Cazenovia,13035,,0.512605042,0.386792453
Central Yeshiva Tomchei Tmimim Lubavitz,Brooklyn,11230,,PrivacySuppressed,PrivacySuppressed
Cheryl Fells School of Business,Niagara Falls,14304,,PrivacySuppressed,PrivacySuppressed
Christ the King Seminary,East Aurora,14052-0607,,,
Circle in the Square Theatre School,New York,10019-6795,,PrivacySuppressed,PrivacySuppressed
Clarkson University,Potsdam,13699,,0.583333333,0.53384913
Clinton Community College,Plattsburgh,12901,,0.070769231,0.065789474
Cochran School of Nursing,Yonkers,10701,,PrivacySuppressed,PrivacySuppressed
Colgate Rochester Crozer Divinity School,Rochester,14620-2589,,,
Colgate University,Hamilton,13346-1398,,0.765432099,0.726708075
Metropolitan College of New York,New York,10006-1742,,0.141649049,0.106557377
Columbia University in the City of New York,New York,10027,,0.552013423,0.477134146
Columbia-Greene Community College,Hudson,12534,,PrivacySuppressed,PrivacySuppressed
Empire Beauty School-Queens,Astoria,11103,,PrivacySuppressed,PrivacySuppressed
Concordia College-New York,Bronxville,10708-1998,,0.545454546,0.333333333
Continental School of Beauty Culture-Buffalo,Buffalo,14223,,PrivacySuppressed,PrivacySuppressed
Continental School of Beauty Culture-Batavia,Batavia,14020,,PrivacySuppressed,PrivacySuppressed
Continental School of Beauty Culture-Rochester,Rochester,14623,,PrivacySuppressed,PrivacySuppressed
Cooper Union for the Advancement of Science and Art,New York,10003-7120,,0.48,0.517241379
Cope Institute,New York,10007-3001,,PrivacySuppressed,PrivacySuppressed
Cornell University,Ithaca,14853,,0.602051282,0.603811434
Weill Cornell Medical College,New York,10065,,,
Corning Community College,Corning,14830,,0.270979021,0.231481482
Pomeroy College of Nursing at Crouse Hospital,Syracuse,13210-1687,,PrivacySuppressed,PrivacySuppressed
Culinary Institute of America,Hyde Park,12538-1499,,PrivacySuppressed,PrivacySuppressed
CUNY Bernard M Baruch College,New York,10010,,0.086877828,0.097074468
CUNY Borough of Manhattan Community College,New York,10007,,0.017149857,0.01120797
CUNY Bronx Community College,Bronx,10453,,0.034716981,0.018495684
CUNY Brooklyn College,Brooklyn,11210,,0.096007605,0.061976549
College of Staten Island CUNY,Staten Island,10314,,0.097773475,0.055632823
CUNY City College,New York,10031,,0.061326658,0.060117302
CUNY Graduate School and University Center,New York,10016,,PrivacySuppressed,PrivacySuppressed
CUNY Hostos Community College,Bronx,10451,,PrivacySuppressed,PrivacySuppressed
CUNY Hunter College,New York,10065,,0.065934066,0.058906031
CUNY John Jay College of Criminal Justice,New York,10019,,0.13495072,0.092993631
CUNY Kingsborough Community College,Brooklyn,11235,,0.048951049,0.033064516
CUNY LaGuardia Community College,Long Island City,11101,,0.026209677,0.022346369
CUNY Lehman College,Bronx,10468,,0.076181292,0.054054054
CUNY Medgar Evers College,Brooklyn,11225,,PrivacySuppressed,PrivacySuppressed
CUNY New York City College of Technology,Brooklyn,11201,,0.013092269,0.012269939
CUNY Queens College,Queens,11367,,0.112692764,0.096958175
CUNY Queensborough Community College,Bayside,11364-1497,,0.037437604,0.017804154
CUNY School of Law,Long Island City,11101,,PrivacySuppressed,PrivacySuppressed
CUNY York College,Jamaica,11451,,0.064144737,0.052959502
CVPH Medical Center School of Radiologic Technology,Plattsburgh,12901-1438,,PrivacySuppressed,PrivacySuppressed
D'Youville College,Buffalo,14201-1084,,0.436464088,0.460674157
Daemen College,Amherst,14226-3592,,0.376854599,0.369747899
Darkei Noam Rabbinical College,Brooklyn,11210,,PrivacySuppressed,PrivacySuppressed
Dominican College of Blauvelt,Orangeburg,10962-1210,,0.573770492,0.445652174
Dowling College,Oakdale,11769-1999,,0.360849057,0.298701299
DRAKE SCHOOL OF MANHATTAN,NEW YORK,10038,,PrivacySuppressed,PrivacySuppressed
DRAKE BUSINESS SCHOOL,ASTORIA,11103,,0.521531101,0.550561798
DRAKE SCHOOL OF THE BRONX,BRONX,10462,,PrivacySuppressed,PrivacySuppressed
Dutchess Community College,Poughkeepsie,12601-1595,,0.148296593,0.083333333
Belanger School of Nursing,Schenectady,12304,,PrivacySuppressed,PrivacySuppressed
Elmira Business Institute,Elmira,14901,,PrivacySuppressed,PrivacySuppressed
Elmira College,Elmira,14901,,0.493723849,0.365853659
Erie Community College,Buffalo,14203-2698,,PrivacySuppressed,PrivacySuppressed
Fashion Institute of Technology,New York,10001-5992,,0.159047619,0.123636364
FEGS Trades and Business School,New York,10013-1007,,PrivacySuppressed,PrivacySuppressed
Finger Lakes Community College,Canandaigua,14424-8395,,0.244206774,0.22
Five Towns College,Dix Hills,11746-5871,,0.284210526,0.277777778
Fordham University,Bronx,10458,,0.547594678,0.547202797
The International Culinary Center,New York,10013-2618,,PrivacySuppressed,PrivacySuppressed
Fulton-Montgomery Community College,Johnstown,12095-3790,,0.236151604,0.191176471
Gemological Institute of America-New York,New York,10036,,PrivacySuppressed,PrivacySuppressed
The General Theological Seminary,New York,10011,,,
Genesee Community College,Batavia,14020,,0.179968701,0.143661972
Global Business Institute,Far Rockaway,11691,,PrivacySuppressed,PrivacySuppressed
Global Business Institute,New York,10035,,PrivacySuppressed,PrivacySuppressed
Hamilton College,Clinton,13323,,0.7890625,0.766423358
Hartwick College,Oneonta,13820-4020,,0.173913044,0.080924856
Helene Fuld College of Nursing,New York,10035-2737,,PrivacySuppressed,PrivacySuppressed
Herkimer County Community College,Herkimer,13350-1598,,0.323828921,0.193478261
Hilbert College,Hamburg,14075-1597,,0.220930233,0.11
Hobart William Smith Colleges,Geneva,14456,,0.666666667,0.5
Hofstra University,Hempstead,11549,,0.252757353,0.191704036
Houghton College,Houghton,14744,,0.373333333,0.340425532
Hudson Valley Community College,Troy,12180,,0.251020408,0.173537872
Hunter Business School,Levittown,11756-1375,,0.364864865,0.317647059
Institute of Design and Construction,Brooklyn,11201-5380,,PrivacySuppressed,PrivacySuppressed
Institute of Audio Research,New York,10003,,0.537931035,0.550802139
Interboro Institute,New York,10019-3697,,PrivacySuppressed,PrivacySuppressed
Iona College,New Rochelle,10801-1890,,0.1425,0.111627907
Isabella Graham Hart School of Practical Nursing,Rochester,14617,,PrivacySuppressed,PrivacySuppressed
Island Drafting and Technical Institute,Amityville,11701-2704,,PrivacySuppressed,PrivacySuppressed
Ithaca College,Ithaca,14850-7002,,0.681020734,0.635826772
Jamestown Community College,Jamestown,14701,,PrivacySuppressed,PrivacySuppressed
Jamestown Business College,Jamestown,14701-4756,,0.395061728,0.387096774
Jefferson Community College,Watertown,13601-1897,,0.24845679,0.16856492
Jewish Theological Seminary of America,New York,10027-4649,,PrivacySuppressed,PrivacySuppressed
The Juilliard School,New York,10023-6588,,PrivacySuppressed,PrivacySuppressed
Katharine Gibbs School,New York,10018,,0.564426878,0.539855073
SBI Campus-An Affiliate of Sanford-Brown,Melville,11747,,0.677777778,0.613372093
Kehilath Yakov Rabbinical Seminary,Ossining,10562,,PrivacySuppressed,PrivacySuppressed
Keuka College,Keuka Park,14478,,0.403703704,0.290909091
Kol Yaakov Torah Center,Monsey,10952,,PrivacySuppressed,PrivacySuppressed
LIM College,New York,10022-5268,,PrivacySuppressed,PrivacySuppressed
Le Moyne College,Syracuse,13214-1301,,0.214285714,0.119850187
LIU Brooklyn,Brooklyn,11201-8423,,0.134960517,0.090040928
LIU Post,Brookville,11548-1327,,0.218717684,0.207991803
Southampton College of Long Island University,Southampton,11968-4198,,0.261904762,0.196721312
Long Island College Hospital of Brooklyn School of Nursing,Brooklyn,11201-6001,,PrivacySuppressed,PrivacySuppressed
Long Island Beauty School-Hempstead,Hempstead,11550,,PrivacySuppressed,PrivacySuppressed
Long Island Business Institute,Flushing,11354-5577,,0.469387755,0.476190476
School of Radiologic Sciences,Brooklyn,11203,,PrivacySuppressed,PrivacySuppressed
LIU Hudson at Rockland,Orangeburg,10962,,0.218717684,0.207991803
LIU Brentwood,Brentwood,11717,,0.218717684,0.207991803
Machzikei Hadath Rabbinical College,Brooklyn,11204,,PrivacySuppressed,PrivacySuppressed
Mandl School-The College of Allied Health,New York,10019-5516,,0.615384615,0.557692308
Manhattan College,Riverdale,10471-4098,,0.496575343,0.407854985
Manhattan School of Music,New York,10027-4698,,0.517241379,0.282608696
Manhattanville College,Purchase,10577,,0.560784314,0.520661157
Maria College of Albany,Albany,12208,,0.551546392,0.405405405
Marion S Whelan School of Nursing of Geneva General Hospital,Geneva,14456-1651,,PrivacySuppressed,PrivacySuppressed
Marist College,Poughkeepsie,12601,,0.508955224,0.44
MarJon School of Beauty ltd-Tonawanda,Tonawanda,14150,,PrivacySuppressed,PrivacySuppressed
Marymount College of Fordham University,Tarrytown,10591-3796,,0.547594678,0.547202797
Marymount Manhattan College,New York,10021-4597,,0.299349241,0.307189543
Medaille College,Buffalo,14214-2695,,0.220125786,0.185185185
Memorial College of Nursing,Albany,12204,,PrivacySuppressed,PrivacySuppressed
Memorial Hospital School of Radiation Therapy Technology,New York,10065-6007,,PrivacySuppressed,PrivacySuppressed
Merce Cunningham Studio,New York,10014,,PrivacySuppressed,PrivacySuppressed
Mercy College,Dobbs Ferry,10522,,0.089578454,0.079825835
Mesivta Torah Vodaath Rabbinical Seminary,Brooklyn,11218,,PrivacySuppressed,PrivacySuppressed
Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,Brooklyn,11218,,PrivacySuppressed,PrivacySuppressed
Mesivtha Tifereth Jerusalem of America,New York,10002-6301,,PrivacySuppressed,PrivacySuppressed
Southern Westchester BOCES-Practical Nursing Program,Harrison,10528,,PrivacySuppressed,PrivacySuppressed
Midway Paris Beauty School,Ridgewood,11385,,PrivacySuppressed,PrivacySuppressed
Mildred Elley School-Albany Campus,Albany,12206-1513,,PrivacySuppressed,PrivacySuppressed
Mirrer Yeshiva Cent Institute,Brooklyn,11223-2010,,PrivacySuppressed,PrivacySuppressed
Modern Welding School,Schenectady,12304,,PrivacySuppressed,PrivacySuppressed
Mohawk Valley Community College,Utica,13501-5394,,0.139835488,0.10625
Molloy College,Rockville Centre,11571-5002,,0.543956044,0.379562044
Monroe College,Bronx,10468,,0.239669422,0.217592593
Monroe College-New Rochelle,New Rochelle,10801,,0.239669422,0.217592593
Monroe Community College,Rochester,14623,,0.044859813,0.023829088
Mount Saint Mary College,Newburgh,12550,,0.575144509,0.435114504
Montefiore School of Nursing,Mount Vernon,10550,,PrivacySuppressed,PrivacySuppressed
College of Mount Saint Vincent,Bronx,10471-1093,,0.09009009,0.11827957
Icahn School of Medicine at Mount Sinai,New York,10029-6574,,PrivacySuppressed,PrivacySuppressed
Nassau Community College,Garden City,11530-6793,,0.03248671,0.018939394
Nazareth College,Rochester,14618-3790,,0.658045977,0.666666667
Neighborhood Playhouse School of the Theater,New York City,10022-5017,,PrivacySuppressed,PrivacySuppressed
The College of New Rochelle,New Rochelle,10805-2339,,0.262114537,0.156028369
The New School,New York,10011-8603,,0.162213741,0.142857143
New York Chiropractic College,Seneca Falls,13148-0800,,PrivacySuppressed,PrivacySuppressed
New York Institute of English and Business,New York,10001-2505,,PrivacySuppressed,PrivacySuppressed
New York Law School,New York,10013-2921,,PrivacySuppressed,PrivacySuppressed
New York Medical College,Valhalla,10595,,PrivacySuppressed,PrivacySuppressed
New York School for Medical and Dental Assistants,Long Island City,11101,,0.768041237,0.476190476
New York University,New York,10012-1091,,0.519090909,0.506376594
Niagara County Community College,Sanborn,14132,,0.165394402,0.124074074
Niagara University,Niagara University,14109,,0.437837838,0.413043478
Empire Beauty School-Peekskill,Peekskill,10566,,PrivacySuppressed,PrivacySuppressed
North Country Community College,Saranac Lake,12983-0089,,PrivacySuppressed,PrivacySuppressed
New York College of Podiatric Medicine,New York,10035-1940,,PrivacySuppressed,PrivacySuppressed
New York Institute of Technology,Old Westbury,11568-8000,,0.150905433,0.131934033
New York Institute of Technology-Manhattan Campus,New York,10023-7692,,0.150905433,0.131934033
New York School of Interior Design,New York,10021,,PrivacySuppressed,PrivacySuppressed
Nyack College,Nyack,10960-3698,,0.376237624,0.321428571
Ohr Hameir Theological Seminary,Peekskill,10566,,PrivacySuppressed,PrivacySuppressed
Olean Business Institute,Olean,14760,,PrivacySuppressed,PrivacySuppressed
Onondaga Community College,Syracuse,13215-4585,,PrivacySuppressed,PrivacySuppressed
Orange County Community College,Middletown,10940,,0.148387097,0.069400631
Otsego Area BOCES-Practical Nursing Program,Oneonta,13820-1142,,PrivacySuppressed,PrivacySuppressed
Pace University-New York,New York,10038-1598,,0.138801262,0.110526316
Paul Smiths College of Arts and Science,Paul Smiths,12970-0265,,PrivacySuppressed,PrivacySuppressed
Continental School of Beauty Culture-West Seneca,West Seneca,14224,,PrivacySuppressed,PrivacySuppressed
Phillips Hairstyling Institute,Oswego,13126-1545,,PrivacySuppressed,PrivacySuppressed
Plaza College,Forest Hills,11375,,PrivacySuppressed,PrivacySuppressed
Polytechnic Institute of New York University,Brooklyn,11201,,PrivacySuppressed,PrivacySuppressed
Davis College,Johnson City,13790-2712,,0.238095238,0.5
Pratt Institute-Main,Brooklyn,11205,,0.085714286,0.086956522
Professional Business College,New York,10013,,PrivacySuppressed,PrivacySuppressed
Rabbinical Academy Mesivta Rabbi Chaim Berlin,Brooklyn,11230,,PrivacySuppressed,PrivacySuppressed
Rabbinical College Bobover Yeshiva Bnei Zion,Brooklyn,11219,,PrivacySuppressed,PrivacySuppressed
Rabbinical College of Ch'san Sofer New York,Brooklyn,11204,,PrivacySuppressed,PrivacySuppressed
Rabbinical College Beth Shraga,Monsey,10952,,PrivacySuppressed,PrivacySuppressed
Rabbinical Seminary of Adas Yereim,Brooklyn,11211,,PrivacySuppressed,PrivacySuppressed
Rabbinical Seminary M'kor Chaim,Brooklyn,11219,,PrivacySuppressed,PrivacySuppressed
Rabbinical College of Long Island,Long Beach,11561,,PrivacySuppressed,PrivacySuppressed
Rabbinical Seminary of America,Flushing,11367,,PrivacySuppressed,PrivacySuppressed
Rensselaer Polytechnic Institute,Troy,12180-3590,,0.787644788,0.6774942
Ridley-Lowell Business & Technical Institute-Binghamton,Binghamton,13901,,0.573604061,0.597222222
Roberts Wesleyan College,Rochester,14624,,0.402298851,0.333333333
Everest Institute-Rochester,Rochester,14621-3007,,0.427745665,0.326424871
Rochester Institute of Technology,Rochester,14623-5603,,0.481622307,0.351877608
University of Rochester,Rochester,14627-0011,,0.189781022,0.125
Rockland Community College,Suffern,10901-3699,,0.07651715,0.068047337
Empire Beauty School-Manhattan,New York,10001,,PrivacySuppressed,PrivacySuppressed
The Sage Colleges,Troy,12180,,0.424242424,0.152439024
Sage College of Albany,Albany,12208,,0.424242424,0.152439024
St Bernard's School of Theology and Ministry,Rochester,14618,,,
St Bonaventure University,Saint Bonaventure,14778,,0.553333333,0.43062201
St Francis College,Brooklyn Heights,11201-9902,,0.344202899,0.299435028
St Joseph's College of Nursing at St Joseph's Hospital Health Center,Syracuse,13203,,PrivacySuppressed,PrivacySuppressed
St Lawrence University,Canton,13617,,0.259541985,0.167400881
The College of Saint Rose,Albany,12203-1490,,0.539840638,0.5
St. Thomas Aquinas College,Sparkill,10976-1050,,0.42,0.340909091
Samaritan Hospital School of Nursing,Troy,12065,,PrivacySuppressed,PrivacySuppressed
Sarah Lawrence College,Bronxville,10708,,0.731034483,0.708333333
Schenectady County Community College,Schenectady,12305,,PrivacySuppressed,PrivacySuppressed
Seminary of the Immaculate Conception,Huntington,11743-1626,,,
Sh'or Yoshuv Rabbinical College,Lawrence,11559-1714,,PrivacySuppressed,PrivacySuppressed
Siena College,Loudonville,12211-1462,,0.59,0.490066225
Simmons Institute of Funeral Service Inc,Syracuse,13207,,PrivacySuppressed,PrivacySuppressed
Skidmore College,Saratoga Springs,12866,,0.730232558,0.590909091
St. Joseph's College-New York,Brooklyn,11205-3688,,0.523878437,0.406976744
Saint Josephs College-Suffolk Campus,Patchogue,11772-2399,,0.523878437,0.406976744
Saint Josephs Seminary and College,Yonkers,10704-1896,,,
Saint Vladimirs Orthodox Theological Seminary,Yonkers,10707-1699,,PrivacySuppressed,PrivacySuppressed
Spanish-American Institute,New York,10001,,PrivacySuppressed,PrivacySuppressed
Faxton-St Luke's Healthcare School of Radiologic Technology,Utica,135030479,,PrivacySuppressed,PrivacySuppressed
Saint Elizabeth College of Nursing,Utica,13501,,PrivacySuppressed,PrivacySuppressed
Saint Elizabeth College of Nursing,Utica,13501,,PrivacySuppressed,PrivacySuppressed
Saint John Fisher College,Rochester,14618-3597,,0.485333333,0.429718876
St Paul's School of Nursing-Staten Island,Staten Island,10311,,PrivacySuppressed,PrivacySuppressed
St James Mercy Hospital School of Radiologic Science,Hornell,14843-2197,,PrivacySuppressed,PrivacySuppressed
St John's University-New York,Queens,11439,,0.406670943,0.303614458
New York Career Institute,New York,10007,,PrivacySuppressed,PrivacySuppressed
Suburban Technical School,Hempstead,115503718,,0.431818182,0.345454546
Branford Hall Career Institute-Bohemia Campus,Bohemia,11716,,0.54109589,0.579741379
Sullivan County Community College,Loch Sheldrake,12759-5151,,0.107033639,0.068807339
SUNY College of Technology at Alfred,Alfred,14802,,PrivacySuppressed,PrivacySuppressed
SUNY College of Technology at Canton,Canton,13617-1098,,0.33197556,0.280071813
SUNY College of Technology at Delhi,Delhi,13753-1100,,0.267326733,0.260344828
SUNY College of Agriculture and Technology at Cobleskill,Cobleskill,12043,,0.295,0.217021277
Farmingdale State College,Farmingdale,11735-1021,,0.109589041,0.091116173
Morrisville State College,Morrisville,13408,,0.324468085,0.224646983
SUNY at Albany,Albany,12222,,0.139799331,0.100488486
SUNY at Binghamton,Vestal,13850-6000,,0.61734213,0.526734926
University at Buffalo,Buffalo,14260-1660,,0.189189189,0.123184777
Stony Brook University,Stony Brook,11794,,0.332175122,0.274710293
SUNY College of Environmental Science and Forestry,Syracuse,13210,,0.551020408,0.502325581
SUNY Polytechnic Institute,Utica,13502,,0.498007968,0.552816901
SUNY College at Brockport,Brockport,14420-2919,,0.158259149,0.082748948
SUNY Buffalo State,Buffalo,14222,,0.119117647,0.065921788
SUNY Cortland,Cortland,13045-0900,,0.506878307,0.3370319
SUNY at Fredonia,Fredonia,14063-1136,,0.156118144,0.057777778
SUNY College at Geneseo,Geneseo,14454-1465,,0.215267176,0.137071651
State University of New York at New Paltz,New Paltz,12561-2443,,0.119189511,0.058091286
SUNY Oneonta,Oneonta,13820-4015,,0.252242153,0.159624413
SUNY College at Oswego,Oswego,13126,,0.202898551,0.12364946
SUNY College at Potsdam,Potsdam,13676-2294,,0.429276316,0.308411215
SUNY at Purchase College,Purchase,10577-1400,,0.331695332,0.324159021
SUNY College of Optometry,New York,10036-8003,,PrivacySuppressed,PrivacySuppressed
SUNY College at Old Westbury,Old Westbury,11568-0210,,0.222698073,0.141141141
SUNY College at Plattsburgh,Plattsburgh,12901-2681,,0.255043228,0.192678227
SUNY Downstate Medical Center,Brooklyn,11203-2098,,PrivacySuppressed,PrivacySuppressed
SUNY Empire State College,Saratoga Springs,12866-4391,,0.081826012,0.060721063
SUNY Maritime College,Throggs Neck,10465-4198,,PrivacySuppressed,PrivacySuppressed
Upstate Medical University,Syracuse,13210,,0.47826087,0.514285714
Swedish Institute a College of Health Sciences,New York,10001-6700,,0.808035714,0.75147929
Syracuse University,Syracuse,13244,,0.241545894,0.210055866
Talmudical Seminary Oholei Torah,Brooklyn,11213,,PrivacySuppressed,PrivacySuppressed
Talmudical Institute of Upstate New York,Rochester,14607,,PrivacySuppressed,PrivacySuppressed
Taylor Business Institute,New York,10011-5501,,PrivacySuppressed,PrivacySuppressed
Teachers College at Columbia University,New York,10027,,PrivacySuppressed,PrivacySuppressed
Technical Career Institutes,New York,10001,,0.138949672,0.160271977
Tompkins Cortland Community College,Dryden,13053-0139,,0.160839161,0.129129129
Torah Temimah Talmudical Seminary,Brooklyn,11218,,PrivacySuppressed,PrivacySuppressed
Touro College,New York,10018,,0.071604938,0.054123711
Triple Cities School of Beauty Culture,Binghamton,13901,,PrivacySuppressed,PrivacySuppressed
Trocaire College,Buffalo,14220-2094,,0.5256917,0.510869565
Troy School of Beauty Culture,Troy,12180,,PrivacySuppressed,PrivacySuppressed
Ulster County Community College,Stone Ridge,12484,,0.158602151,0.128630705
Sanford-Brown Institute-New York,New York,10003,,0.588790561,0.604513064
Union College,Schenectady,12308-2311,,0.783333333,0.729885058
Union Theological Seminary in the City of New York,New York,10027-5792,,PrivacySuppressed,PrivacySuppressed
United Talmudical Seminary,Brooklyn,11211,,PrivacySuppressed,PrivacySuppressed
United States Merchant Marine Academy,Kings Point,11024-1699,,0.657894737,0.547945206
Utica College,Utica,13502-4892,,0.592105263,0.427835052
Utica School of Commerce,Utica,13501,,0.324324324,0.260273973
Vassar College,Poughkeepsie,12604,,0.887850467,0.845070423
Villa Maria College,Buffalo,14225-3999,,PrivacySuppressed,PrivacySuppressed
School of Visual Arts,New York,10010,,0.051446945,0.041436464
Wagner College,Staten Island,10301-4495,,0.65060241,0.43902439
Webb Institute,Glen Cove,11542-1398,,PrivacySuppressed,PrivacySuppressed
Wells College,Aurora,13026-0500,,PrivacySuppressed,PrivacySuppressed
The College of Westchester,White Plains,10606-1200,,0.481690141,0.475757576
SUNY Westchester Community College,Valhalla,10595,,0.071129707,0.041666667
Westchester School of Beauty Culture,Mount Vernon,10550-2295,,PrivacySuppressed,PrivacySuppressed
Wood Tobe-Coburn School,New  York,10016-0190,,0.667752443,0.625
Word of Life Bible Institute,Pottersville,12860-0129,,0.625,0.560606061
Yeshiva Karlin Stolin,Brooklyn,11204-1545,,PrivacySuppressed,PrivacySuppressed
Yeshivat Mikdash Melech,Brooklyn,11230-9963,,PrivacySuppressed,PrivacySuppressed
Yeshiva Derech Chaim,Brooklyn,11218-4413,,PrivacySuppressed,PrivacySuppressed
Yeshiva of Nitra Rabbinical College,Mount Kisco,10549,,PrivacySuppressed,PrivacySuppressed
Yeshiva Shaar Hatorah,Kew Gardens,11418,,PrivacySuppressed,PrivacySuppressed
Yeshiva University,New York,10033-3299,,0.212121212,0.263888889
Yeshivath Viznitz,Monsey,10952,,PrivacySuppressed,PrivacySuppressed
Yeshivath Zichron Moshe,South Fallsburg,12779,,PrivacySuppressed,PrivacySuppressed
College of the Albemarle,Elizabeth City,27906-2327,,PrivacySuppressed,PrivacySuppressed
The Art Institute of Charlotte,Charlotte,28217-4536,,0.436170213,0.441860465
South Piedmont Community College,Polkton,28135,,PrivacySuppressed,PrivacySuppressed
Appalachian State University,Boone,28608,,0.399317406,0.366028708
Asheville-Buncombe Technical Community College,Asheville,28801-4897,,0.130434783,0.071794872
Carolina Beauty College 3,Durham,27704,,0.255494506,0.290697674
Barton College,Wilson,27893-7000,,0.296943231,0.229885058
Barber-Scotia College,Concord,28025-5143,,0.234567901,0.137096774
Carolina Beauty College 20,Winston Salem,27106,,0.255494506,0.290697674
Beaufort County Community College,Washington,27889,,PrivacySuppressed,PrivacySuppressed
Belmont Abbey College,Belmont,28012-1802,,0.390625,0.330434783
Bennett College,Greensboro,27401-3239,,PrivacySuppressed,PrivacySuppressed
Bladen Community College,Dublin,28332,,PrivacySuppressed,PrivacySuppressed
Blue Ridge Community College,Flat Rock,28731-4728,,PrivacySuppressed,PrivacySuppressed
Brevard College,Brevard,28712,,0.355555556,0.25
Brookstone College-Charlotte,Charlotte,28262,,0.492462312,0.468965517
Brunswick Community College,Bolivia,28422-9021,,PrivacySuppressed,PrivacySuppressed
Cabarrus College of Health Sciences,Concord,28025-3959,,PrivacySuppressed,PrivacySuppressed
Caldwell Community College and Technical Institute,Hudson,28638,,PrivacySuppressed,PrivacySuppressed
Campbell University,Buies Creek,27506,,0.371244635,0.302325581
Cape Fear Community College,Wilmington,28401-3910,,0.133448874,0.137640449
Carteret Community College,Morehead City,28557-2989,,PrivacySuppressed,PrivacySuppressed
Catawba College,Salisbury,28144,,0.508379888,0.430167598
Catawba Valley Community College,Hickory,28602-0699,,PrivacySuppressed,PrivacySuppressed
South College-Asheville,Asheville,28803,,PrivacySuppressed,PrivacySuppressed
Central Carolina Community College,Sanford,27330-9840,,PrivacySuppressed,PrivacySuppressed
