,INSTNM,CITY,ZIP,INSTURL,FEMALE_COMP_ORIG_YR4_RT,MALE_COMP_ORIG_YR4_RT
1886,Massachusetts College of Art and Design,Boston,02115-5882,,PrivacySuppressed,PrivacySuppressed
1887,Massachusetts Institute of Technology,Cambridge,02139-4307,,0.717842324,0.699404762
1888,Massachusetts Maritime Academy,Buzzards Bay,02532-1803,,PrivacySuppressed,PrivacySuppressed
1889,University of Massachusetts Medical School Worcester,Worcester,01655,,PrivacySuppressed,PrivacySuppressed
1890,William James College,Newton,02459,,PrivacySuppressed,PrivacySuppressed
1891,Massachusetts School of Barbering,Quincy,02169,,PrivacySuppressed,PrivacySuppressed
1892,Massasoit Community College,Brockton,02302-3996,,PrivacySuppressed,PrivacySuppressed
1893,Merrimack College,North Andover,01845,,0.591078067,0.552995392
1894,MGH Institute of Health Professions,Boston,02129-4557,,PrivacySuppressed,PrivacySuppressed
1895,Middlesex Community College,Bedford,01730-9124,,PrivacySuppressed,PrivacySuppressed
1896,Montserrat College of Art,Beverly,01915-4508,,0.35,0.340909091
1897,Mount Holyoke College,South Hadley,01075-1489,,PrivacySuppressed,PrivacySuppressed
1898,Mount Ida College,Newton,02459,,PrivacySuppressed,PrivacySuppressed
1899,Mount Wachusett Community College,Gardner,01440-1000,,0.146258503,0.098412698
1900,Cortiva Institute-Boston,Watertown,02472,,PrivacySuppressed,PrivacySuppressed
1901,School of the Museum of Fine Arts at Tufts University,Boston,02115-5596,,0.26,0.283333333
1902,Everest Institute-Brighton,Brighton,02135-3605,,0.598143236,0.583333333
1903,Rob Roy Academy-New Bedford,New Bedford,02720-3445,,PrivacySuppressed,PrivacySuppressed
1904,The New England Conservatory of Music,Boston,02115-5018,,PrivacySuppressed,PrivacySuppressed
1905,New England College of Optometry,Boston,02115,,PrivacySuppressed,PrivacySuppressed
1906,New England School of Acupuncture,Newton,02458,,PrivacySuppressed,PrivacySuppressed
1907,New England Law-Boston,Boston,02116,,PrivacySuppressed,PrivacySuppressed
1908,New England School of Photography,Boston,02215,,PrivacySuppressed,PrivacySuppressed
1909,Newbury College,Brookline,02445,,PrivacySuppressed,PrivacySuppressed
1910,Nichols College,Dudley,01571-5000,,0.485714286,0.268041237
1911,Massachusetts College of Liberal Arts,North Adams,01247-4100,,0.354961832,0.324324324
1912,North Bennet Street School,Boston,02109,,PrivacySuppressed,PrivacySuppressed
1913,North Shore Community College,Danvers,01923-0840,,0.055007052,0.031830239
1914,The New England Institute of Art,Brookline,02445-7295,,0.367741936,0.383838384
1915,Northeastern University,Boston,02115-5005,,0.653196622,0.583113457
1916,Northern Essex Community College,Haverhill,01830-2399,,0.093251534,0.048523207
1917,College of Our Lady of the Elms,Chicopee,01013,,0.6,0.62
1918,Pine Manor College,Chestnut Hill,02467,,PrivacySuppressed,PrivacySuppressed
1919,Pope St John XXIII National Seminary,Weston,02493-2699,,,
1920,Quincy College,Quincy,02169,,0.228282828,0.180645161
1921,Quinsigamond Community College,Worcester,01606-2092,,0.101851852,0.058823529
1922,Kaplan Career Institute-Charlestown,Charlestown,02129,,0.515151515,0.494382023
1923,Regis College,Weston,02493-1571,,PrivacySuppressed,PrivacySuppressed
1924,Roxbury Community College,Roxbury Crossing,02120-3400,,PrivacySuppressed,PrivacySuppressed
1925,Saint John's Seminary,Brighton,02135-3846,,PrivacySuppressed,PrivacySuppressed
1926,Salem State University,Salem,01970,,0.240710824,0.179012346
1927,Salter College-West Boylston,West Boylston,01583,,0.596730245,0.398230089
1928,Simmons College,Boston,02115-5898,,PrivacySuppressed,PrivacySuppressed
1929,Bard College at Simon's Rock,Great Barrington,01230-9702,,0.482758621,0.333333333
1930,Smith College,Northampton,01063,,PrivacySuppressed,PrivacySuppressed
1931,Southeastern Technical Institute,South Easton,02375,,PrivacySuppressed,PrivacySuppressed
1932,Springfield College,Springfield,01109-3797,,0.663043478,0.504761905
1933,Springfield Technical Community College,Springfield,01105-1296,,0.1,0.070967742
1934,University of Massachusetts-Dartmouth,North Dartmouth,02747-2300,,0.406580494,0.327848101
1935,Stonehill College,Easton,02357-6110,,0.767361111,0.712121212
1936,Suffolk University,Boston,02108-2770,,0.626391097,0.557377049
1937,Rob Roy Academy-Taunton,Taunton,02780-5339,,PrivacySuppressed,PrivacySuppressed
1938,Tufts University,Medford,02155-5555,,0.773722628,0.698630137
1939,Wellesley College,Wellesley,02481-8203,,PrivacySuppressed,PrivacySuppressed
1940,Wentworth Institute of Technology,Boston,02115,,0.502762431,0.414739884
1941,Western New England University,Springfield,01119-2684,,0.527607362,0.516455696
1942,Westfield State University,Westfield,01086-1630,,0.467836257,0.432225064
1943,Weston Jesuit School of Theology,Cambridge,02138-3495,,,
1944,Wheaton College,Norton,02766-2322,,0.793333333,0.663461539
1945,Wheelock College,Boston,02215-4104,,PrivacySuppressed,PrivacySuppressed
1946,Williams College,Williamstown,01267,,0.705426357,0.714285714
1947,Worcester Polytechnic Institute,Worcester,01609-2280,,0.256578947,0.235416667
1948,Worcester State University,Worcester,01602-2597,,0.08988764,0.082733813
1949,Fiser's College of Cosmetology,Adrian,49221,,PrivacySuppressed,PrivacySuppressed
1950,Adrian College,Adrian,49221-2575,,0.432258065,0.305785124
1951,Albion College,Albion,49224,,0.736318408,0.692810458
1952,Hillsdale Beauty College,Hillsdale,49242,,PrivacySuppressed,PrivacySuppressed
1953,Northwestern Technological Institute,Southfield,48075,,PrivacySuppressed,PrivacySuppressed
1954,Alma College,Alma,48801-1599,,0.729032258,0.620689655
1955,Alpena Community College,Alpena,49707,,0.194444444,0.178571429
1956,Andrews University,Berrien Springs,49104,,0.405,0.360946746
1957,Aquinas College,Grand Rapids,49506-1799,,PrivacySuppressed,PrivacySuppressed
1958,Baker College of Owosso,Owosso,48867,,0.156935237,0.106229508
1959,Baker College,Flint,48507-5508,,0.156935237,0.106229508
1960,Bay de Noc Community College,Escanaba,49829-2511,,PrivacySuppressed,PrivacySuppressed
1961,Bayshire Academy of Beauty Craft Inc,Bay City,48708-5614,,PrivacySuppressed,PrivacySuppressed
1962,Calvin College,Grand Rapids,49546,,0.528735632,0.489675516
1963,Calvin Theological Seminary,Grand Rapids,49546-4387,,PrivacySuppressed,PrivacySuppressed
1964,Carnegie Institute,Troy,48083,,PrivacySuppressed,PrivacySuppressed
1965,Michigan School of Professional Psychology,Farmington Hills,48334-4512,,,
1966,Central Michigan University,Mount Pleasant,48859,,0.440425532,0.421575116
1967,Mott Community College,Flint,48503-2089,,0.0509287,0.028708134
1968,Empire Beauty School-Michigan,Grand Rapids,49525-2440,,PrivacySuppressed,PrivacySuppressed
1969,Cleary University,Howell,48843,,PrivacySuppressed,PrivacySuppressed
1970,Concordia University-Ann Arbor,Ann Arbor,48105,,0.417721519,0.356164384
1971,Cranbrook Academy of Art,Bloomfield Hills,48304,,,
1972,College for Creative Studies,Detroit,48202,,0.525179856,0.474860335
1973,Davenport University,Grand Rapids,49512-9396,,0.195092759,0.150943396
1974,David Pressley School of Cosmetology,Royal Oak,48067-3219,,PrivacySuppressed,PrivacySuppressed
1975,Delta College,University Center,48710,,0.120926244,0.068587106
1976,Detroit Business Institute-Southfield,Southfield,48075,,PrivacySuppressed,PrivacySuppressed
1977,Detroit Business Institute-Downriver,Riverview,48193,,PrivacySuppressed,PrivacySuppressed
1978,Michigan State University-College of Law,East Lansing,48824-1300,,PrivacySuppressed,PrivacySuppressed
1979,MIAT College of Technology,Canton,48188,,0.454545455,0.545064378
1980,University of Detroit Mercy,Detroit,48221-3038,,0.489035088,0.455696203
1981,Dorsey Business Schools-Madison Heights,Madison Heights,48071,,0.594249201,0.509090909
1982,Dorsey Business Schools-Southgate,Southgate,48195,,0.594249201,0.509090909
1983,Eastern Michigan University,Ypsilanti,48197,,0.329195402,0.281318681
1984,Creative Hair School of Cosmetology,Flint,48504-1523,,,
1985,Ferris State University,Big Rapids,49307-2251,,0.3933685,0.395802099
1986,Flint Institute of Barbering Inc,Flint,48504-4395,,PrivacySuppressed,PrivacySuppressed
1987,Focus HOPE,Detroit,48238,,PrivacySuppressed,PrivacySuppressed
1988,Glen Oaks Community College,Centreville,49032-9719,,PrivacySuppressed,PrivacySuppressed
1989,Kettering University,Flint,48504-6214,,0.476190476,0.396721312
1990,Gogebic Community College,Ironwood,49938,,0.1625,0.168
1991,Grace Bible College,Wyoming,49509,,0.565217391,0.433333333
1992,Cornerstone University,Grand Rapids,49525-5897,,0.123222749,0.131386861
1993,Everest Institute-Grand Rapids,Grand Rapids,49525,,0.685469037,0.55952381
1994,Grand Rapids Community College,Grand Rapids,49503-3295,,0.067760342,0.070145423
1995,Grand Valley State University,Allendale,49401-9403,,0.422824661,0.317711923
1996,Great Lakes Christian College,Lansing,48917-1299,,PrivacySuppressed,PrivacySuppressed
1997,Henry Ford College,Dearborn,48128-1495,,0.066858375,0.056831923
1998,Hope College,Holland,49422-9000,,0.618618619,0.435643564
1999,ITT Technical Institute-Wyoming,Wyoming,49519,,0.251336898,0.390485629
2000,Jackson College,Jackson,49201-8399,,PrivacySuppressed,PrivacySuppressed
2001,Wright Beauty Academy,Portage,49002,,PrivacySuppressed,PrivacySuppressed
2002,Kalamazoo College,Kalamazoo,49006-3295,,0.734513274,0.63
2003,Kalamazoo Valley Community College,Kalamazoo,49003-4070,,0.108695652,0.073800738
2004,Kellogg Community College,Battle Creek,49017-3397,,0.040332147,0.029972752
2005,Kirtland Community College,Roscommon,48653,,PrivacySuppressed,PrivacySuppressed
2006,Michigan College of Beauty-Monroe,Monroe,48161,,PrivacySuppressed,PrivacySuppressed
2007,Lake Michigan College,Benton Harbor,49022-1899,,PrivacySuppressed,PrivacySuppressed
2008,Lake Superior State University,Sault Ste Marie,49783,,0.237373737,0.238095238
2009,Lansing Community College,Lansing,48901-7210,,0.043791242,0.02832618
2010,Lawrence Technological University,Southfield,48075-1058,,0.302816901,0.304225352
2011,Lewis College of Business,Detroit,48235,,PrivacySuppressed,PrivacySuppressed
2012,M J Murphy Beauty College of Mount Pleasant,Mount Pleasant,48858,,PrivacySuppressed,PrivacySuppressed
2013,Macomb Community College,Warren,48088-3896,,0.065047702,0.054913295
2014,Madonna University,Livonia,48150-1176,,0.313278008,0.308333333
2015,Marquette General Hospital,Marquette,49855,,PrivacySuppressed,PrivacySuppressed
2016,Marygrove College,Detroit,48221-2599,,PrivacySuppressed,PrivacySuppressed
2017,Rochester College,Rochester Hills,48307,,0.56,0.421052632
2018,University of Michigan-Ann Arbor,Ann Arbor,48109,,0.684106614,0.671119593
2019,Michigan Barber School Inc,Detroit,48204-2244,,PrivacySuppressed,PrivacySuppressed
2020,Michigan State University,East Lansing,48824-1046,,0.634225996,0.59317032
2021,Michigan Technological University,Houghton,49931-1295,,0.342465753,0.301783265
2022,University of Michigan-Dearborn,Dearborn,48128-1491,,0.414110429,0.405764967
2023,University of Michigan-Flint,Flint,48502-1950,,0.346446701,0.289189189
2024,Mid Michigan Community College,Harrison,48625-9447,,PrivacySuppressed,PrivacySuppressed
2025,Monroe County Community College,Monroe,48161-9746,,PrivacySuppressed,PrivacySuppressed
2026,Montcalm Community College,Sidney,48885-9723,,PrivacySuppressed,PrivacySuppressed
2027,Mr Bela's School of Cosmetology Inc,Warren,48091,,PrivacySuppressed,PrivacySuppressed
2028,Baker College of Muskegon,Muskegon,49442,,0.156935237,0.106229508
2029,Muskegon Community College,Muskegon,49442-1432,,0.118380062,0.06017192
2030,Everest College-Skokie,Skokie,60077-1074,,0.63840399,0.552238806
2031,Everest Institute-Southfield,Southfield,48033,,0.6,0.509328358
2032,North Central Michigan College,Petoskey,49770,,PrivacySuppressed,PrivacySuppressed
2033,Northern Michigan University,Marquette,49855,,0.404672897,0.335410177
2034,Paul Mitchell the School-Escanaba,Escanaba,49829,,PrivacySuppressed,PrivacySuppressed
2035,Northwestern Michigan College,Traverse City,49686,,0.144312394,0.127403846
2036,Northwood University,Midland,48640-2398,,0.386702849,0.312796209
2037,Oakland Community College,Bloomfield Hills,48304-2266,,PrivacySuppressed,PrivacySuppressed
2038,Oakland University,Rochester Hills,48309-4401,,0.319968554,0.280728376
2039,Olivet College,Olivet,49076,,0.395522388,0.252918288
2040,Port Huron Cosmetology College,Waterford,48329,,PrivacySuppressed,PrivacySuppressed
2041,Kuyper College,Grand Rapids,49525-9781,,0.452380952,0.407407407
2042,Ross Medical Education Center-Lansing,Lansing,48917,,PrivacySuppressed,PrivacySuppressed
2043,Ross Medical Education Center-Madison Heights,Madison Heights,48071,,PrivacySuppressed,PrivacySuppressed
2044,Ross Medical Education Center-Flint,Flint,48507,,PrivacySuppressed,PrivacySuppressed
2045,Sacred Heart Major Seminary,Detroit,48206-1799,,PrivacySuppressed,PrivacySuppressed
2046,Saginaw Valley State University,University Center,48710,,0.350243902,0.251155624
2047,Schoolcraft College,Livonia,48152-2696,,0.07002457,0.042492918
2048,Siena Heights University,Adrian,49221,,0.495626822,0.455497382
2049,St Clair County Community College,Port Huron,48061-5015,,0.125,0.063492064
2050,Southwestern Michigan College,Dowagiac,49047-9793,,PrivacySuppressed,PrivacySuppressed
2051,Specs Howard School of Media Arts,Southfield,48075-3953,,0.807692308,0.675675676
2052,Spring Arbor University,Spring Arbor,49283-9799,,0.439878234,0.322463768
2053,Michigan Career and Technical Institute,Plainwell,49080-9254,,PrivacySuppressed,PrivacySuppressed
2054,Finlandia University,Hancock,49930-1832,,PrivacySuppressed,PrivacySuppressed
2055,Western Michigan University-Thomas M. Cooley Law School,Lansing,48901,,PrivacySuppressed,PrivacySuppressed
2056,Twin City Beauty College,Saint Joseph,49085,,PrivacySuppressed,PrivacySuppressed
2057,Virginia Farrell Beauty School-St Clair Shores,Saint Clair Shores,48080,,PrivacySuppressed,PrivacySuppressed
2058,Virginia Farrell Beauty School-Westland,Westland,48185,,PrivacySuppressed,PrivacySuppressed
2059,Virginia Farrell Beauty School-Ferndale,Ferndale,48220,,PrivacySuppressed,PrivacySuppressed
2060,Walsh College of Accountancy and Business Administration,Troy,48083-5066,,0.628571429,0.552941177
2061,Washtenaw Community College,Ann Arbor,48105-4800,,PrivacySuppressed,PrivacySuppressed
2062,Wayne County Community College District,Detroit,48226,,0.023701638,0.018793274
2063,Wayne State University,Detroit,48202,,0.291103866,0.23150358
2064,West Shore Community College,Scottville,49454-0277,,PrivacySuppressed,PrivacySuppressed
2065,Western Michigan University,Kalamazoo,49008-5200,,0.506261181,0.4175
2066,Western Theological Seminary,Holland,49423-3622,,,
2067,Wright Beauty Academy,Battle Creek,49015,,PrivacySuppressed,PrivacySuppressed
2068,Academy College,Bloomington,55431-1411,,PrivacySuppressed,PrivacySuppressed
2069,Alexandria Technical & Community College,Alexandria,56308,,0.151603499,0.291571754
2070,American Indian OIC Inc,Minneapolis,55404-2221,,PrivacySuppressed,PrivacySuppressed
2071,Anoka Technical College,Anoka,55303,,0.218978102,0.28125
2072,Anoka-Ramsey Community College,Coon Rapids,55433-3470,,0.156476684,0.110047847
2073,Augsburg College,Minneapolis,55454,,0.421333333,0.394160584
2074,Riverland Community College,Austin,55912-1473,,0.127413127,0.224932249
2075,Northwest Technical College,Bemidji,56601-4907,,PrivacySuppressed,PrivacySuppressed
2076,Bemidji State University,Bemidji,56601,,0.358778626,0.330396476
2077,Bethany Lutheran College,Mankato,56001,,0.346153846,0.246153846
2078,Bethel University,Saint Paul,55112,,0.588764045,0.563706564
2079,Bethel Seminary-St Paul,Saint Paul,55112,,0.588764045,0.563706564
2080,Central Lakes College-Brainerd,Brainerd,56401-3900,,0.128772636,0.096846847
2081,Carleton College,Northfield,55057-4001,,0.851851852,0.794392523
2082,Concordia College at Moorhead,Moorhead,56562,,0.687817259,0.601593626
2083,Concordia University-Saint Paul,Saint Paul,55104-5494,,0.187898089,0.234234234
2084,Dakota County Technical College,Rosemount,55068-2999,,0.110091743,0.181318681
2085,Martin Luther College,New Ulm,56073-3965,,0.659340659,0.475247525
2086,Lake Superior College,Duluth,55811-3399,,0.2,0.197478992
2087,Cosmetology Careers Unlimited College of Hair Skin and Nails,Duluth,55802,,PrivacySuppressed,PrivacySuppressed
2088,Duluth Business University,Duluth,55807,,0.410714286,0.256410256
2089,Minnesota State Community and Technical College,Fergus Falls,56537-1000,,PrivacySuppressed,PrivacySuppressed
2090,Globe University-Woodbury,Woodbury,55125-3388,,0.358669834,0.272058824
2091,Minnesota West Community and Technical College,Granite Falls,56241,,0.154791155,0.214854111
2092,Gustavus Adolphus College,Saint Peter,56082-1498,,0.686708861,0.70531401
2093,Hamline University,Saint Paul,55104-1284,,0.558823529,0.622119816
2094,Hennepin Technical College,Brooklyn Park,55445,,0.147727273,0.175141243
2095,Cosmetology Careers Unlimited College of Hair Skin and Nails,Hibbing,55746,,PrivacySuppressed,PrivacySuppressed
2096,Hibbing Community College,Hibbing,55746,,PrivacySuppressed,PrivacySuppressed
2097,Aveda Institute-Minneapolis,Minneapolis,55414,,PrivacySuppressed,PrivacySuppressed
2098,Inver Hills Community College,Inver Grove Heights,55076-3224,,0.100519931,0.065420561
2099,Itasca Community College,Grand Rapids,55744-3397,,PrivacySuppressed,PrivacySuppressed
2100,The Art Institutes International-Minnesota,Minneapolis,55402,,0.457564576,0.451476793
2101,Luther Seminary,Saint Paul,55108-1496,,PrivacySuppressed,PrivacySuppressed
2102,Macalester College,Saint Paul,55105-1899,,0.774390244,0.769911504
2103,South Central College,North Mankato,56003-1920,,PrivacySuppressed,PrivacySuppressed
2104,Minnesota State University-Mankato,Mankato,56001,,0.428267046,0.376451078
2105,Regency Beauty Institute-Blaine,Blaine,55434,,0.449404762,0.52
2106,Mayo Clinic School of Medicine,Rochester,55905,,PrivacySuppressed,PrivacySuppressed
2107,Mayo Clinic School of Health Sciences,Rochester,55905,,PrivacySuppressed,PrivacySuppressed
2108,Argosy University-Twin Cities,Eagan,55121,,0.191489362,0.175965665
2109,Mesabi Range College,Virginia,55792,,0.153846154,0.104761905
2110,Metropolitan State University,Saint Paul,55106-5000,,0.282945736,0.22970297
2111,University of Minnesota-Twin Cities,Minneapolis,55455-0213,,0.487236054,0.464456869
2112,University of Minnesota-Crookston,Crookston,56716-5001,,0.312977099,0.267015707
2113,Minneapolis Business College,Roseville,55113-0000,,0.821596244,0.733333333
2114,Minneapolis College of Art and Design,Minneapolis,55404,,0.586666667,0.527777778
2115,Minneapolis Community and Technical College,Minneapolis,55403-1779,,PrivacySuppressed,PrivacySuppressed
2116,Herzing University-Minneapolis,Minneapolis,55428-3548,,0.723076923,0.557377049
2117,Minnesota School of Cosmetology-Woodbury Campus,WOODBURY,55125,,PrivacySuppressed,PrivacySuppressed
2118,Crossroads College,Rochester,55902-2382,,PrivacySuppressed,PrivacySuppressed
2119,University of Minnesota-Duluth,Duluth,55812,,0.429435484,0.388768899
2120,University of Minnesota-Morris,Morris,56267,,0.48,0.473372781
2121,Minnesota School of Business-Richfield,Richfield,55423,,0.232505643,0.185185185
2122,Model College of Hair Design,Saint Cloud,56301-4332,,PrivacySuppressed,PrivacySuppressed
2123,Minnesota State University Moorhead,Moorhead,56563,,0.399090909,0.253012048
2124,North Hennepin Community College,Brooklyn Park,55445,,0.097613883,0.059548255
2125,National American University-Roseville,Roseville,55113-4035,,0.265285996,0.241563055
2126,Sanford-Brown College-Mendota Heights,Mendota Heights,55120,,0.525035765,0.571649884
2127,Normandale Community College,Bloomington,55431-4399,,0.059891107,0.043478261
2128,North Central University,Minneapolis,55404-1391,,0.257731959,0.214285714
2129,Rasmussen College-Eden Prairie,Eden Prairie,55344-7220,,0.454545455,0.3125
2130,Northland Community and Technical College,Thief River Falls,56701,,0.121710526,0.06
2131,Northwest Technical Institute,Eagan,55121-1576,,PrivacySuppressed,PrivacySuppressed
2132,University of Northwestern-St Paul,Saint Paul,55113-1598,,0.376923077,0.37704918
2133,Northwestern Health Sciences University,Bloomington,55431,,PrivacySuppressed,PrivacySuppressed
2134,Oak Hills Christian College,Bemidji,56601-8834,,PrivacySuppressed,PrivacySuppressed
2135,Regency Beauty Institute-Burnsville,Burnsville,55306,,0.449404762,0.52
2136,Pillsbury Baptist Bible College,Owatonna,55060,,PrivacySuppressed,PrivacySuppressed
2137,Pine Technical & Community College,Pine City,55063,,PrivacySuppressed,PrivacySuppressed
2138,Rainy River Community College,International Falls,56649,,PrivacySuppressed,PrivacySuppressed
2139,Rasmussen College-Eagan,Eagan,55122-1346,,0.5,0.363636364
2140,Rasmussen College-Mankato,Mankato,56001,,0.403225807,0.260869565
2141,Ingenue Beauty School,Moorhead,56560,,PrivacySuppressed,PrivacySuppressed
2142,Rochester Community and Technical College,Rochester,55904-4999,,0.174322733,0.144599303
2143,College of Saint Benedict,Saint Joseph,56374,,PrivacySuppressed,PrivacySuppressed
2144,St Cloud Technical and Community College,Saint Cloud,56303-1240,,0.300724638,0.254697286
2145,Regency Beauty Institute-St Cloud,Waite Park,56387,,0.449404762,0.52
2146,Saint Cloud State University,Saint Cloud,56301-4498,,0.411338963,0.344160866
2147,Saint Johns University,Collegeville,56321,,PrivacySuppressed,PrivacySuppressed
2148,Saint Mary's University of Minnesota,Winona,55987-1399,,0.278606965,0.291666667
2149,St Olaf College,Northfield,55057-1098,,0.803571429,0.781818182
2150,Crown College,Saint Bonifacius,55375-9001,,PrivacySuppressed,PrivacySuppressed
2151,The College of Saint Scholastica,Duluth,55811-4199,,0.362344583,0.233944954
2152,University of St Thomas,Saint Paul,55105-1078,,0.614314115,0.539256198
2153,College of Visual Arts,Hopkins,55305-5205,,PrivacySuppressed,PrivacySuppressed
2154,Empire Beauty School-Bloomington,Bloomington,55420-4232,,PrivacySuppressed,PrivacySuppressed
2155,St Catherine University,Saint Paul,55105,,0.398895028,0.433962264
2156,Rasmussen College-Minnesota,St. Cloud,56301-3713,,0.415662651,0.376623377
2157,Saint Paul College,Saint Paul,55102-9808,,0.102564103,0.090243902
2158,Southwest Minnesota State University,Marshall,56258-5468,,0.33164557,0.211805556
2159,Summit Academy Opportunities Industrialization Center,Minneapolis,55405,,PrivacySuppressed,PrivacySuppressed
2160,United Theological Seminary of the Twin Cities,New Brighton,55112-2598,,,
2161,Scot Lewis Schools-Plymouth,Plymouth,55441,,PrivacySuppressed,PrivacySuppressed
2162,Vermilion Community College,Ely,55731,,PrivacySuppressed,PrivacySuppressed
2163,Dunwoody College of Technology,Minneapolis,55403-1192,,0.371428571,0.494023904
2164,Ridgewater College,Willmar,56201,,0.288793103,0.258302583
2165,Minnesota State College Southeast,Winona,55987,,0.186440678,0.166666667
2166,Winona State University,Winona,55987-5838,,0.499540863,0.453382084
2167,Mitchell Hamline School of Law,Saint Paul,55105-3076,,PrivacySuppressed,PrivacySuppressed
2168,Century College,White Bear Lake,55110,,0.107201309,0.077247191
2169,Alcorn State University,Alcorn State,39096-7500,,0.316037736,0.241635688
2170,Belhaven University,Jackson,39202,,0.342465753,0.229571984
2171,Blue Mountain College,Blue Mountain,38610-9509,,PrivacySuppressed,PrivacySuppressed
2172,Chris Beauty College,Gulfport,39501,,PrivacySuppressed,PrivacySuppressed
2173,Coahoma Community College,Clarksdale,38614,,0.055785124,0.042145594
2174,Antonelli College-Jackson,Jackson,39232,,0.385542169,0.443609023
2175,Copiah-Lincoln Community College-Natchez Campus,Natchez,39120,,0.136671177,0.127478754
2176,Copiah-Lincoln Community College,Wesson,39191,,0.136671177,0.127478754
2177,Creations College of Cosmetology,Tupelo,38801-2635,,PrivacySuppressed,PrivacySuppressed
2178,Delta Beauty College,Greenville,38701,,PrivacySuppressed,PrivacySuppressed
2179,Delta State University,Cleveland,38733,,0.43444227,0.283687943
2180,East Central Community College,Decatur,39327-0129,,0.125,0.099656357
2181,East Mississippi Community College,Scooba,39358-0158,,0.110667996,0.133587786
2182,Fosters Cosmetology College,Ripley,38663-0066,,PrivacySuppressed,PrivacySuppressed
2183,Gibson Barber and Beauty College,West Point,39773,,PrivacySuppressed,PrivacySuppressed
2184,Academy of Hair Design-Grenada,Grenada,38901,,PrivacySuppressed,PrivacySuppressed
2185,Hinds Community College,Raymond,39154,,0.022737405,0.016600791
2186,Holmes Community College,Goodman,39079,,0.074371859,0.059210526
2187,Itawamba Community College,Fulton,38843-1099,,0.10629515,0.074226804
2188,Jackson State University,Jackson,39217,,0.292682927,0.15130674
2189,Jones County Junior College,Ellisville,39437,,0.040600177,0.035947712
2190,Magnolia Bible College,Kosciusko,39090,,PrivacySuppressed,PrivacySuppressed
2191,Meridian Community College,Meridian,39307-5801,,0.181279621,0.104347826
2192,Millsaps College,Jackson,39210-0001,,0.183673469,0.269662921
2193,Mississippi Delta Community College,Moorhead,38761,,PrivacySuppressed,PrivacySuppressed
2194,University of Mississippi,University,38677-1848,,0.387434555,0.343869732
2195,University of Mississippi Medical Center,Jackson,39216-4505,,0.387434555,0.343869732
2196,Mississippi University for Women,Columbus,39701,,0.384615385,0.267605634
2197,Mississippi Valley State University,Itta Bena,38941-1400,,0.246467818,0.158064516
2198,Mississippi College,Clinton,39058,,0.449748744,0.413385827
2199,Mississippi College of Beauty Culture,Laurel,39440,,PrivacySuppressed,PrivacySuppressed
2200,Mississippi Gulf Coast Community College,Perkinston,39573,,0.081730769,0.055418719
2201,Mississippi State University,Mississippi State,39762,,0.480541455,0.401197605
2202,Northeast Mississippi Community College,Booneville,38829,,0.183639399,0.115702479
2203,Northwest Mississippi Community College,Senatobia,38668-1714,,0.037195994,0.02507837
2204,Pearl River Community College,Poplarville,39470,,0.090200445,0.089519651
2205,Rust College,Holly Springs,38635,,0.170506912,0.152542373
2206,Southeastern Baptist College,Laurel,39440-9989,,PrivacySuppressed,PrivacySuppressed
2207,Southwest Mississippi Community College,Summit,39666-0000,,PrivacySuppressed,PrivacySuppressed
2208,University of Southern Mississippi,Hattiesburg,39406-0001,,0.410058027,0.334119497
2209,Magnolia College of Cosmetology,Jackson,39206,,PrivacySuppressed,PrivacySuppressed
2210,Tougaloo College,Tougaloo,39174,,0.30726257,0.202702703
2211,ICS the Wright Beauty College,Corinth,38834,,PrivacySuppressed,PrivacySuppressed
2212,Wesley Biblical Seminary,Jackson,39206,,,
2213,Wesley College,Florence,39073-1070,,PrivacySuppressed,PrivacySuppressed
2214,William Carey University,Hattiesburg,39401-5499,,0.408352668,0.236363636
2215,Abbott Academy of Cosmetology Arts and Sciences LLC,Saint Peters,63376,,PrivacySuppressed,PrivacySuppressed
2216,Anthem College-Maryland Heights,Maryland Heights,63042,,0.497134671,0.515625
2217,Aquinas Institute of Theology,Saint Louis,63108-3323,,,
2218,Assemblies of God Theological Seminary,Springfield,65802-2131,,PrivacySuppressed,PrivacySuppressed
2219,Avila University,Kansas City,64145-1698,,0.355102041,0.186046512
2220,ITT Technical Institute-Earth City,Earth City,63045,,0.339805825,0.338639653
2221,Baptist Bible College,Springfield,65803-3498,,PrivacySuppressed,PrivacySuppressed
2222,House of Heavilin Beauty College-Blue Springs,Blue Springs,64014,,PrivacySuppressed,PrivacySuppressed
2223,Boonslick Technical Education Center,Boonville,65233,,PrivacySuppressed,PrivacySuppressed
2224,Cox College,Springfield,65802,,0.452282158,0.451612903
2225,Calvary University,Kansas City,64147-1341,,PrivacySuppressed,PrivacySuppressed
2226,Cape Girardeau Career and Technology Center,Cape Girardeau,63703-7511,,PrivacySuppressed,PrivacySuppressed
2227,Central Christian College of the Bible,Moberly,65270-1997,,0.490196078,0.407407407
2228,Central Bible College,Springfield,658031033,,0.304347826,0.22972973
2229,Central Methodist University-College of Liberal Arts and Sciences,Fayette,65248-1198,,0.330578512,0.204819277
2230,University of Central Missouri,Warrensburg,64093,,0.315529179,0.238702202
2231,Grand River Technical School,Chillicothe,64601,,PrivacySuppressed,PrivacySuppressed
2232,Chillicothe Beauty Academy Inc,Chillicothe,64601,,PrivacySuppressed,PrivacySuppressed
