,INSTNM,CITY,ZIP,INSTURL,FEMALE_COMP_ORIG_YR4_RT,MALE_COMP_ORIG_YR4_RT
1885,Award Beauty School,Hagerstown,21740-5610,,,
1886,Baltimore Hebrew University Inc,Baltimore,21215-3932,,,
1887,Baltimore Studio of Hair Design,Baltimore,21201-3444,,,
1888,Baltimore City Community College,Baltimore,21215-7893,,,
1889,University of Baltimore,Baltimore,21201-5720,,,
1890,Baltimore International College,Baltimore,21202-3230,,,
1891,Bowie State University,Bowie,20715-9465,,,
1892,Capitol Technology University,Laurel,20708,,,
1893,COMMUNITY COLLEGE OF BALTIMORE COUNTY-CATONSVILLE,CATONSVILLE,21228,,,
1894,Cecil College,North East,21901-1999,,,
1895,College of Southern Maryland,La Plata,20646-0910,,,
1896,Chesapeake College,Wye Mills,21679-0008,,,
1897,Washington Adventist University,Takoma Park,20912,,,
1898,Coppin State University,Baltimore,21216-3698,,,
1899,Delmarva Beauty Academy,Salisbury,21804-6952,,,
1900,North American Trade Schools,Baltimore,21244,,,
1901,COMMUNITY COLLEGE OF BALTIMORE COUNTY-DUNDALK,DUNDALK,21222,,,
1902,COMMUNITY COLLEGE OF BALTIMORE COUNTY-ESSEX,BALTIMORE,21237,,,
1903,FLEET BUSINESS SCHOOL,ANNAPOLIS,21401,,,
1904,Frederick Community College,Frederick,21702-2964,,,
1905,Frostburg State University,Frostburg,21532-1099,,,
1906,Garrett College,McHenry,21541,,,
1907,Goucher College,Baltimore,21204-2794,,,
1908,Kaplan University-Hagerstown Campus,Hagerstown,21742,,,
1909,Hagerstown Community College,Hagerstown,21742-6514,,,
1910,Harford Community College,Bel Air,21015-1698,,,
1911,Hood College,Frederick,21701,,,
1912,Howard Community College,Columbia,21044-3197,,,
1913,The Colorlab Academy of Hair,Bel Air,21014-3639,,,
1914,INTERNATIONAL BEAUTY SCHOOL OF GLEN BURNIE 2,GLEN BURNIE,21061,,,
1915,Johns Hopkins University,Baltimore,21218-2688,,,
1916,L'Academie de Cuisine,Gaithersburg,20877-1414,,,
1917,Lincoln College of Technology-Columbia,Columbia,21046,,,
1918,Loyola University Maryland,Baltimore,21210-2699,,,
1919,Maryland Beauty Academy,Reisterstown,21136-2331,,,
1920,SCHOOL OF ART AND DESIGN AT MONTGOMERY COLLEGE,SILVER SPRING,20902-411,,,
1921,UNIVERSITY OF MARYLAND-BALTIMORE CO DIAG MED SONOG,BALTIMORE,21250,,,
1922,University of Maryland-University College,Adelphi,20783-8010,,,
1923,University of Maryland Baltimore,Baltimore,21201-1627,,,
1924,University of Maryland-Baltimore County,Baltimore,21250,,,
1925,University of Maryland-College Park,College Park,20742,,,
1926,Maryland Institute College of Art,Baltimore,21217-4134,,,
1927,University of Maryland Eastern Shore,Princess Anne,21853-1299,,,
1928,Fortis Institute-Towson,Towson,21204-9840,,,
1929,Montgomery Beauty School,Silver Spring,20901,,,
1930,Montgomery College,Rockville,20850,,,
1931,MONTGOMERY COLLEGE OF TAKOMA PARK,TAKOMA PARK,20912,,,
1932,MONTGOMERY COLLEGE OF GERMANTOWN,GERMANTOWN,20874,,,
1933,Morgan State University,Baltimore,21251-0001,,,
1934,Mount St Mary's University,Emmitsburg,21727-7799,,,
1935,Ner Israel Rabbinical College,Baltimore,21208,,,
1936,Hair Academy Inc-New Carrollton,New Carrollton,20784,,,
1937,Notre Dame of Maryland University,Baltimore,21210-2476,,,
1938,PEABODY INSTITUTE OF JOHNS HOPKINS UNIVERSITY,BALTIMORE,21202,,,
1939,Prince George's Community College,Largo,20774-2199,,,
1940,Brightwood College-Baltimore,Baltimore,21227-1063,,,
1941,Robert Paul Academy of Cosmetology Arts & Sciences,Timonium,21093,,,
1942,ROBERTS INSTITUTE OF HAIR DESIGN,BALTIMORE,21236,,,
1943,DUDLEY BEAUTY SCHOOL,BALTIMORE,21206,,,
1944,Maryland Beauty Academy of Essex,Baltimore,21224,,,
1945,St Mary's Seminary & University,Baltimore,21210-1994,,,
1946,Salisbury University,Salisbury,21801-6862,,,
1947,St Mary's College of Maryland,St. Mary's City,20686,,,
1948,Sojourner-Douglass College,Baltimore,21205-1898,,,
1949,St John's College,Annapolis,21401,,,
1950,Brightwood College-Beltsville,Beltsville,20705,,,
1951,Towson University,Towson,21252-0001,,,
1952,Maryland University of Integrative Health,Laurel,20723,,,
1953,International Beauty School,Cumberland,21502,,,
1954,Stevenson University,Stevenson,21153-0641,,,
1955,WASHINGTON ADVENTIST HOSPITAL SCHOOL OF RAD,TAKOMA PARK,20912,,,
1956,Washington Bible College-Capital Bible Seminary,Lanham,207063599,,,
1957,Washington College,Chestertown,21620-1438,,,
1958,Washington Theological Union,Washington,20017,,,
1959,McDaniel College,Westminster,21157,,,
1960,Wor-Wic Community College,Salisbury,21804-7131,,,
1961,American International College,Springfield,01109,,,
1962,Amherst College,Amherst,01002-5000,,,
1963,Andover Newton Theological School,Newton Centre,02459-2243,,,
1964,Anna Maria College,Paxton,01612-1198,,,
1965,AQUINAS COLLEGE-MILTON CAMPUS,MILTON,02186,,,
1966,AQUINAS COLLEGE-NEWTON CAMPUS,NEWTON,02158,,,
1967,THE ART INSTITUTE OF BOSTON AT LESLEY UNIVERSITY,BOSTON,02215-259,,,
1968,Assabet Valley Regional Technical School,Marlborough,01752,,,
1969,Assumption College,Worcester,01609-1296,,,
1970,Atlantic Union College,South Lancaster,01561-1000,,,
1971,Babson College,Wellesley,02457-0310,,,
1972,Bancroft School of Massage Therapy,Worcester,01604,,,
1973,Boston Baptist College,Boston,02136-4030,,,
1974,Bay Path University,Longmeadow,01106,,,
1975,Bay State College,Boston,02116,,,
1976,BAY STATE MEDICAL CENTER SCHOOL OF NURSING,SPRINGFIELD,01199,,,
1977,Bay State School of Technology,Canton,02021-2358,,,
1978,BECKER COLLEGE-LEICESTER,LEICESTER,01524,,,
1979,Becker College,Worcester,01609-2165,,,
1980,Bentley University,Waltham,02452-4705,,,
1981,Berklee College of Music,Boston,02215,,,
1982,Berkshire Community College,Pittsfield,01201-5786,,,
1983,BERKSHIRE MEDICAL CENTER SCHOOL OF ANESTHESIA,PITTSFIELD,01201,,,
1984,Empire Beauty School-Boston,Boston,02111,,,
1985,BOJACK ACADEMY OF BEAUTY CULTURE INC,WEST ROXBURY,02132,,,
1986,Boston Architectural College,Boston,02115-2703,,,
1987,Boston Graduate School of Psychoanalysis Inc,Brookline,02446,,,
1988,Boston College,Chestnut Hill,02467,,,
1989,The Boston Conservatory,Boston,02215,,,
1990,Boston University,Boston,02215,,,
1991,BRADFORD COLLEGE,HAVERHILL,01835,,,
1992,Brandeis University,Waltham,02454-9110,,,
1993,Bridgewater State University,Bridgewater,02325,,,
1994,Bristol Community College,Fall River,02720-7395,,,
1995,Signature Healthcare Brockton Hospital School of Nursing,Brockton,02302-1905,,,
1996,Bunker Hill Community College,Boston,02129-2925,,,
1997,BURDETT COLLEGE,BOSTON,02116,,,
1998,Butera School of Art at Fisher College,Boston,02116,,,
1999,Cambridge College,Cambridge,02138,,,
2000,Cape Cod Community College,West Barnstable,02668-1599,,,
2001,Catherine Hinds Institute of Esthetics,Woburn,01801-6819,,,
2002,Laboure College,Milton,02186,,,
2003,Clark University,Worcester,01610-1477,,,
2004,Conway School of Landscape Design,Conway,01341-0179,,,
2005,Curry College,Milton,02186-2395,,,
2006,Lincoln Technical Institute-Somerville,Somerville,02145,,,
2007,Dean College,Franklin,02038-1941,,,
2008,Diman Regional Technical Institute,Fall River,02723,,,
2009,National Aviation Academy of New England,Concord,01742,,,
2010,Eastern Nazarene College,Quincy,02170-2999,,,
2011,Emerson College,Boston,02116-4624,,,
2012,Emmanuel College,Boston,02115,,,
2013,Empire Beauty School-Waltham,Waltham,02453,,,
2014,Endicott College,Beverly,01915,,,
2015,Episcopal Divinity School,Cambridge,02138-3494,,,
2016,ESSEX AGRICULTURAL TECHNICAL INSTITUTE,HATHORNE,01937,,,
2017,Rob Roy Academy-Fall River,Fall River,02720-3445,,,
2018,WORCESTER TECHNICAL INSTITUTE,WORCESTER,01605,,,
2019,Fisher College,Boston,02116,,,
2020,Fitchburg State University,Fitchburg,01420-2697,,,
2021,MASSACHUSETTS COLLEGE OF PHARMACY AND HEALTH SCIEN,BOSTON,02115,,,
2022,Framingham State University,Framingham,01701-9101,,,
2023,Benjamin Franklin Institute of Technology,Boston,02116,,,
2024,Gordon College,Wenham,01984,,,
2025,Gordon-Conwell Theological Seminary,South Hamilton,01982,,,
2026,Greenfield Community College,Greenfield,01301-9739,,,
2027,Hallmark Institute of Photography,Turners Falls,01376-0308,,,
2028,Hampshire College,Amherst,01002-5001,,,
2029,Harvard University,Cambridge,02138,,,
2030,Hebrew College,Newton Centre,02459-2237,,,
2031,Hellenic College-Holy Cross Greek Orthodox School of Theology,Brookline,02445-7496,,,
2032,Henris School of Hair Design,Fitchburg,01420-5675,,,
2033,College of the Holy Cross,Worcester,01610-2395,,,
2034,Holyoke Community College,Holyoke,01040,,,
2035,Sanford-Brown College-Boston,Boston,02116,,,
2036,Kay Harvey Academy of Hair Design,West Springfield,01089,,,
2037,La Baron Hairdressing Academy-Brockton,Brockton,02301,,,
2038,La Baron Hairdressing Academy-New Bedford,New Bedford,02740,,,
2039,Lasell College,Newton,02466,,,
2040,Lawrence Memorial Hospital School of Nursing,Medford,02155,,,
2041,Lesley University,Cambridge,02138-2790,,,
2042,Longy School of Music of Bard College,Cambridge,02138,,,
2043,Lowell Academy Hairstyling Institute,Lowell,01852-1909,,,
2044,University of Massachusetts-Lowell,Lowell,01854-5104,,,
2045,Mansfield Beauty Schools-Springfield,Springfield,01103,,,
2046,Mansfield Beauty Schools-Quincy,Quincy,02169,,,
2047,Marian Court College,Swampscott,01907,,,
2048,University of Massachusetts-Amherst,Amherst,01003,,,
2049,University of Massachusetts-Boston,Boston,02125-3393,,,
2050,Massachusetts Bay Community College,Wellesley Hills,02481-5399,,,
2051,MCPHS University,Boston,02115-5896,,,
2052,Massachusetts College of Art and Design,Boston,02115-5882,,,
2053,Massachusetts Institute of Technology,Cambridge,02139-4307,,,
2054,Massachusetts Maritime Academy,Buzzards Bay,02532-1803,,,
2055,University of Massachusetts Medical School Worcester,Worcester,01655,,,
2056,William James College,Newton,02459,,,
2057,Massachusetts School of Barbering,Quincy,02169,,,
2058,Massasoit Community College,Brockton,02302-3996,,,
2059,Merrimack College,North Andover,01845,,,
2060,MGH Institute of Health Professions,Boston,02129-4557,,,
2061,Middlesex Community College,Bedford,01730-9124,,,
2062,Montserrat College of Art,Beverly,01915-4508,,,
2063,Mount Holyoke College,South Hadley,01075-1489,,,
2064,Mount Ida College,Newton,02459,,,
2065,Mount Wachusett Community College,Gardner,01440-1000,,,
2066,Cortiva Institute-Boston,Watertown,02472,,,
2067,School of the Museum of Fine Arts at Tufts University,Boston,02115-5596,,,
2068,Everest Institute-Brighton,Brighton,02135-3605,,,
2069,Rob Roy Academy-New Bedford,New Bedford,02720-3445,,,
2070,The New England Conservatory of Music,Boston,02115-5018,,,
2071,New England College of Optometry,Boston,02115,,,
2072,NEW ENGLAND SCHOOL OF ACCOUNTING,WORCESTER,01606,,,
2073,New England School of Acupuncture,Newton,02458,,,
2074,New England Law-Boston,Boston,02116,,,
2075,New England School of Photography,Boston,02215,,,
2076,Newbury College,Brookline,02445,,,
2077,Nichols College,Dudley,01571-5000,,,
2078,Massachusetts College of Liberal Arts,North Adams,01247-4100,,,
2079,North Bennet Street School,Boston,02109,,,
2080,North Shore Community College,Danvers,01923-0840,,,
2081,The New England Institute of Art,Brookline,02445-7295,,,
2082,Northeastern University,Boston,02115-5005,,,
2083,Northern Essex Community College,Haverhill,01830-2399,,,
2084,College of Our Lady of the Elms,Chicopee,01013,,,
2085,Pine Manor College,Chestnut Hill,02467,,,
2086,Pope St John XXIII National Seminary,Weston,02493-2699,,,
2087,Quincy College,Quincy,02169,,,
2088,Quinsigamond Community College,Worcester,01606-2092,,,
2089,Kaplan Career Institute-Charlestown,Charlestown,02129,,,
2090,RADCLIFFE COLLEGE,CAMBRIDGE,02138,,,
2091,Regis College,Weston,02493-1571,,,
2092,Roxbury Community College,Roxbury Crossing,02120-3400,,,
2093,SAINT ELIZABETHS HOSPITAL SCHOOL OF NURSING,BRIGHTON,02135,,,
2094,Saint John's Seminary,Brighton,02135-3846,,,
2095,Salem State University,Salem,01970,,,
2096,Salter College-West Boylston,West Boylston,01583,,,
2097,Sea Education Association Inc,Falmouth,02540,,,
2098,Simmons College,Boston,02115-5898,,,
2099,Bard College at Simon's Rock,Great Barrington,01230-9702,,,
2100,Smith College,Northampton,01063,,,
2101,SAINT HYACINTH COLLEGE AND SEMINARY,GRANBY,01033,,,
2102,Southeastern Technical Institute,South Easton,02375,,,
2103,Springfield College,Springfield,01109-3797,,,
2104,Springfield Technical Community College,Springfield,01105-1296,,,
2105,University of Massachusetts-Dartmouth,North Dartmouth,02747-2300,,,
2106,Stonehill College,Easton,02357-6110,,,
2107,Suffolk University,Boston,02108-2770,,,
2108,Rob Roy Academy-Taunton,Taunton,02780-5339,,,
2109,Tufts University,Medford,02155-5555,,,
2110,Wellesley College,Wellesley,02481-8203,,,
2111,Wentworth Institute of Technology,Boston,02115,,,
2112,Western New England University,Springfield,01119-2684,,,
2113,Westfield State University,Westfield,01086-1630,,,
2114,Weston Jesuit School of Theology,Cambridge,02138-3495,,,
2115,Wheaton College,Norton,02766-2322,,,
2116,Wheelock College,Boston,02215-4104,,,
2117,Williams College,Williamstown,01267,,,
2118,Worcester Polytechnic Institute,Worcester,01609-2280,,,
2119,Worcester State University,Worcester,01602-2597,,,
2120,YOUVILLE HOSPITAL SCHOOL OF PRACTICAL NURSING,NEWTON,02158,,,
2121,Adrian College,Adrian,49221-2575,,,
2122,Albion College,Albion,49224,,,
2123,Hillsdale Beauty College,Hillsdale,49242,,,
2124,Northwestern Technological Institute,Southfield,48075,,,
2125,Alma College,Alma,48801-1599,,,
2126,Alpena Community College,Alpena,49707,,,
2127,AMERICAN COLLEGE OF BEAUTY CULTURE,KALAMAZOO,49007,,,
2128,Andrews University,Berrien Springs,49104,,,
2129,Aquinas College,Grand Rapids,49506-1799,,,
2130,Baker College of Owosso,Owosso,48867,,,
2131,Baker College,Flint,48507-5508,,,
2132,Bay de Noc Community College,Escanaba,49829-2511,,,
2133,Bayshire Academy of Beauty Craft Inc,Bay City,48708-5614,,,
2134,Calvin College,Grand Rapids,49546,,,
2135,Calvin Theological Seminary,Grand Rapids,49546-4387,,,
2136,Carnegie Institute,Troy,48083,,,
2137,Michigan School of Professional Psychology,Farmington Hills,48334-4512,,,
2138,Central Michigan University,Mount Pleasant,48859,,,
2139,Mott Community College,Flint,48503-2089,,,
2140,Empire Beauty School-Michigan,Grand Rapids,49525-2440,,,
2141,Cleary University,Howell,48843,,,
2142,Concordia University-Ann Arbor,Ann Arbor,48105,,,
2143,Cranbrook Academy of Art,Bloomfield Hills,48304,,,
2144,College for Creative Studies,Detroit,48202,,,
2145,Davenport University,Grand Rapids,49512-9396,,,
2146,DAVENPORT UNIVERSITY-KALAMAZOO CAMPUS,KALAMAZOO,49006-2791,,,
2147,DAVENPORT UNIVERSITY-LANSING CAMPUS,LANSING,48933-2197,,,
2148,David Pressley School of Cosmetology,Royal Oak,48067-3219,,,
2149,Delta College,University Center,48710,,,
2150,DETROIT BUSINESS INSTITUTE,DETROIT,48226,,,
2151,Detroit Business Institute-Downriver,Riverview,48193,,,
2152,DAVENPORT UNIVERSITY-EASTERN REGION-DEARBORN,DEARBORN,48126-3799,,,
2153,DAVENPORT UNIVERSITY-EASTERN REGION-WARREN,WARREN,48092-5209,,,
2154,DETROIT COLLEGE OF BUSINESS-FLINT,FLINT,485041700,,,
2155,Michigan State University-College of Law,East Lansing,48824-1300,,,
2156,MIAT College of Technology,Canton,48188,,,
2157,University of Detroit Mercy,Detroit,48221-3038,,,
2158,Dorsey Business Schools-Madison Heights,Madison Heights,48071,,,
2159,Dorsey Business Schools-Southgate,Southgate,48195,,,
2160,Eastern Michigan University,Ypsilanti,48197,,,
2161,KEY INSTITUTE,SOUTHFIELD,48075,,,
2162,Ferris State University,Big Rapids,49307-2251,,,
2163,Flint Institute of Barbering Inc,Flint,48504-4395,,,
2164,Glen Oaks Community College,Centreville,49032-9719,,,
2165,Kettering University,Flint,48504-6214,,,
2166,Gogebic Community College,Ironwood,49938,,,
2167,Grace Bible College,Wyoming,49509,,,
2168,Cornerstone University,Grand Rapids,49525-5897,,,
2169,Everest Institute-Grand Rapids,Grand Rapids,49525,,,
2170,Grand Rapids Community College,Grand Rapids,49503-3295,,,
2171,Grand Valley State University,Allendale,49401-9403,,,
2172,Great Lakes Christian College,Lansing,48917-1299,,,
2173,Henry Ford College,Dearborn,48128-1495,,,
2174,Hope College,Holland,49422-9000,,,
2175,ITT Technical Institute-Wyoming,Wyoming,49519,,,
2176,Jackson College,Jackson,49201-8399,,,
2177,Wright Beauty Academy,Portage,49002,,,
2178,Kalamazoo College,Kalamazoo,49006-3295,,,
2179,Kalamazoo Valley Community College,Kalamazoo,49003-4070,,,
2180,Kellogg Community College,Battle Creek,49017-3397,,,
2181,DAVID WOLCOTT KENDALL MEMORIAL SCHOOL,GRAND RAPIDS,495033002,,,
2182,Kirtland Community College,Roscommon,48653,,,
2183,Michigan College of Beauty-Monroe,Monroe,48161,,,
2184,Lake Michigan College,Benton Harbor,49022-1899,,,
2185,Lake Superior State University,Sault Ste Marie,49783,,,
2186,Lansing Community College,Lansing,48901-7210,,,
2187,Lawrence Technological University,Southfield,48075-1058,,,
2188,Lewis College of Business,Detroit,48235,,,
2189,M J Murphy Beauty College of Mount Pleasant,Mount Pleasant,48858,,,
2190,M J MURPHY BEAUTY COLLEGE OF SAGINAW,SAGINAW,48603,,,
2191,Macomb Community College,Warren,48088-3896,,,
2192,Madonna University,Livonia,48150-1176,,,
2193,Marygrove College,Detroit,48221-2599,,,
2194,Rochester College,Rochester Hills,48307,,,
2195,University of Michigan-Ann Arbor,Ann Arbor,48109,,,
2196,Michigan Barber School Inc,Detroit,48204-2244,,,
2197,Michigan State University,East Lansing,48824-1046,,,
2198,Michigan Technological University,Houghton,49931-1295,,,
2199,University of Michigan-Dearborn,Dearborn,48128-1491,,,
2200,University of Michigan-Flint,Flint,48502-1950,,,
2201,Mid Michigan Community College,Harrison,48625-9447,,,
2202,Monroe County Community College,Monroe,48161-9746,,,
2203,Montcalm Community College,Sidney,48885-9723,,,
2204,Mr Bela's School of Cosmetology Inc,Warren,48091,,,
2205,Baker College of Muskegon,Muskegon,49442,,,
2206,Muskegon Community College,Muskegon,49442-1432,,,
2207,Everest College-Skokie,Skokie,60077-1074,,,
2208,Everest Institute-Southfield,Southfield,48033,,,
2209,North Central Michigan College,Petoskey,49770,,,
2210,Northern Michigan University,Marquette,49855,,,
2211,Northwestern Michigan College,Traverse City,49686,,,
2212,Northwood University,Midland,48640-2398,,,
2213,Oakland Community College,Bloomfield Hills,48304-2266,,,
2214,Oakland University,Rochester Hills,48309-4401,,,
2215,Olivet College,Olivet,49076,,,
2216,Port Huron Cosmetology College,Waterford,48329,,,
2217,Kuyper College,Grand Rapids,49525-9781,,,
2218,ROSS MEDICAL EDUCATION CENTER,TAYLOR,48180,,,
2219,Ross Medical Education Center-Lansing,Lansing,48917,,,
2220,Ross Medical Education Center-Madison Heights,Madison Heights,48071,,,
2221,Ross Medical Education Center-Flint,Flint,48507,,,
2222,Sacred Heart Major Seminary,Detroit,48206-1799,,,
2223,Saginaw Valley State University,University Center,48710,,,
2224,SAINT MARY'S COLLEGE OF AVE MARIA UNIVERSITY,ORCHARD LAKE,48324-1515,,,
2225,Schoolcraft College,Livonia,48152-2696,,,
2226,Siena Heights University,Adrian,49221,,,
2227,St Clair County Community College,Port Huron,48061-5015,,,
2228,Southwestern Michigan College,Dowagiac,49047-9793,,,
2229,Specs Howard School of Media Arts,Southfield,48075-3953,,,
2230,Spring Arbor University,Spring Arbor,49283-9799,,,
2231,STATE COLLEGE OF BEAUTY,ANN ARBOR,48104,,,
2232,Finlandia University,Hancock,49930-1832,,,
2233,Western Michigan University-Thomas M. Cooley Law School,Lansing,48901,,,
2234,TRAVEL EDUCATION INSTITUTE,SOUTHFIELD,48075,,,
2235,Twin City Beauty College,Saint Joseph,49085,,,
2236,Virginia Farrell Beauty School-St Clair Shores,Saint Clair Shores,48080,,,
2237,Virginia Farrell Beauty School-Westland,Westland,48185,,,
2238,Virginia Farrell Beauty School-Ferndale,Ferndale,48220,,,
2239,Walsh College of Accountancy and Business Administration,Troy,48083-5066,,,
2240,Washtenaw Community College,Ann Arbor,48105-4800,,,
2241,Wayne County Community College District,Detroit,48226,,,
2242,Wayne State University,Detroit,48202,,,
2243,West Shore Community College,Scottville,49454-0277,,,
2244,Paul Mitchell the School-Grand Rapids,Kentwood,49512-1781,,,
2245,Western Michigan University,Kalamazoo,49008-5200,,,
2246,Western Theological Seminary,Holland,49423-3622,,,
2247,WILLIAM TYNDALE COLLEGE,FARMINGTON HILLS,48331-314,,,
2248,Wright Beauty Academy,Battle Creek,49015,,,
2249,Academy College,Bloomington,55431-1411,,,
2250,Alexandria Technical & Community College,Alexandria,56308,,,
2251,Anoka Technical College,Anoka,55303,,,
2252,Anoka-Ramsey Community College,Coon Rapids,55433-3470,,,
2253,Augsburg College,Minneapolis,55454,,,
2254,Riverland Community College,Austin,55912-1473,,,
2255,Northwest Technical College,Bemidji,56601-4907,,,
2256,Bemidji State University,Bemidji,56601,,,
2257,Bethany Lutheran College,Mankato,56001,,,
2258,Bethel University,Saint Paul,55112,,,
2259,Bethel Seminary-St Paul,Saint Paul,55112,,,
2260,Central Lakes College-Brainerd,Brainerd,56401-3900,,,
2261,MINNESOTA WEST COMMUNITY AND TECHNICAL COLLEGE,CANBY,56220,,,
2262,Carleton College,Northfield,55057-4001,,,
2263,Concordia College at Moorhead,Moorhead,56562,,,
2264,Concordia University-Saint Paul,Saint Paul,55104-5494,,,
2265,Dakota County Technical College,Rosemount,55068-2999,,,
2266,MINNESOTA STATE COMMUNITY AND TECHNICAL COLLEGE,DETROIT LAKES,56501,,,
2267,Martin Luther College,New Ulm,56073-3965,,,
2268,Lake Superior College,Duluth,55811-3399,,,
2269,Cosmetology Careers Unlimited College of Hair Skin and Nails,Duluth,55802,,,
2270,Duluth Business University,Duluth,55807,,,
2271,NORTHLAND COMMUNITY AND TECHNICAL COLLEGE,EAST GRAND FORKS,56721,,,
2272,SOUTH CENTRAL TECHNICAL COLLEGE-FARIBAULT,FARIBAULT,55021-5782,,,
2273,Minnesota State Community and Technical College,Fergus Falls,56537-1000,,,
2274,Globe University-Woodbury,Woodbury,55125-3388,,,
2275,Minnesota West Community and Technical College,Granite Falls,56241,,,
2276,Gustavus Adolphus College,Saint Peter,56082-1498,,,
2277,Hamline University,Saint Paul,55104-1284,,,
2278,Hennepin Technical College,Brooklyn Park,55445,,,
2279,Cosmetology Careers Unlimited College of Hair Skin and Nails,Hibbing,55746,,,
2280,Hibbing Community College,Hibbing,55746,,,
2281,RIDGEWATER COLLEGE,HUTCHINSON,55350,,,
2282,Inver Hills Community College,Inver Grove Heights,55076-3224,,,
2283,Itasca Community College,Grand Rapids,55744-3397,,,
2284,MINNESOTA WEST COMMUNITY AND TECHNICAL COLLEGE,JACKSON,56143,,,
2285,LAKELAND MEDICAL AND DENTAL ACADEMY INC,MINNEAPOLIS,55408,,,
2286,The Art Institutes International-Minnesota,Minneapolis,55402,,,
2287,Luther Seminary,Saint Paul,55108-1496,,,
2288,Macalester College,Saint Paul,55105-1899,,,
2289,South Central College,North Mankato,56003-1920,,,
2290,Minnesota State University-Mankato,Mankato,56001,,,
2291,Regency Beauty Institute-Blaine,Blaine,55434,,,
2292,Mayo Clinic School of Medicine,Rochester,55905,,,
2293,Mayo Clinic School of Health Sciences,Rochester,55905,,,
2294,MCCONNELL SCHOOL INC,MINNEAPOLIS,55403,,,
2295,Argosy University-Twin Cities,Eagan,55121,,,
2296,Metropolitan State University,Saint Paul,55106-5000,,,
2297,University of Minnesota-Twin Cities,Minneapolis,55455-0213,,,
2298,University of Minnesota-Crookston,Crookston,56716-5001,,,
2299,Minneapolis Business College,Roseville,55113-0000,,,
2300,Minneapolis College of Art and Design,Minneapolis,55404,,,
2301,Minneapolis Community and Technical College,Minneapolis,55403-1779,,,
2302,Herzing University-Minneapolis,Minneapolis,55428-3548,,,
2303,Minnesota School of Cosmetology-Woodbury Campus,WOODBURY,55125,,,
2304,Crossroads College,Rochester,55902-2382,,,
2305,University of Minnesota-Duluth,Duluth,55812,,,
2306,University of Minnesota-Morris,Morris,56267,,,
2307,Minnesota School of Business-Richfield,Richfield,55423,,,
2308,Model College of Hair Design,Saint Cloud,56301-4332,,,
2309,MINNESOTA STATE COMMUNITY AND TECHNICAL COLLEGE,MOORHEAD,56560,,,
2310,Minnesota State University Moorhead,Moorhead,56563,,,
2311,North Hennepin Community College,Brooklyn Park,55445,,,
2312,National American University-Roseville,Roseville,55113-4035,,,
2313,Sanford-Brown College-Mendota Heights,Mendota Heights,55120,,,
2314,Normandale Community College,Bloomington,55431-4399,,,
2315,North Central University,Minneapolis,55404-1391,,,
2316,Rasmussen College-Eden Prairie,Eden Prairie,55344-7220,,,
2317,Northland Community and Technical College,Thief River Falls,56701,,,
2318,Northwest Technical Institute,Eagan,55121-1576,,,
2319,University of Northwestern-St Paul,Saint Paul,55113-1598,,,
2320,Northwestern Health Sciences University,Bloomington,55431,,,
2321,NEI CENTER AT DUNWOODY COLLEGE OF TECHNOLOGY,COLUMBIA HEIGHTS,55421-2974,,,
2322,Oak Hills Christian College,Bemidji,56601-8834,,,
2323,Regency Beauty Institute-Burnsville,Burnsville,55306,,,
2324,Pine Technical & Community College,Pine City,55063,,,
2325,MINNESOTA WEST COMMUNITY AND TECHNICAL COLLEGE,PIPESTONE,56164,,,
2326,Rainy River Community College,International Falls,56649,,,
2327,Rasmussen College-Eagan,Eagan,55122-1346,,,
2328,Rasmussen College-Mankato,Mankato,56001,,,
2329,MINNESOTA STATE COLLEGE-SE TECHNICAL-RED WING,RED WING,55066,,,
2330,RICE MEMORIAL HOSPITAL SCHOOL OF XRAY TECHNOLOGY,WILLMAR,56201,,,
2331,Ingenue Beauty School,Moorhead,56560,,,
2332,Rochester Community and Technical College,Rochester,55904-4999,,,
2333,College of Saint Benedict,Saint Joseph,56374,,,
2334,St Cloud Technical and Community College,Saint Cloud,56303-1240,,,
2335,Regency Beauty Institute-St Cloud,Waite Park,56387,,,
2336,SAINT CLOUD HOSPITAL SCHOOL OF RADIOLOGIC TECHNOLO,ST CLOUD,56303-1901,,,
2337,Saint Cloud State University,Saint Cloud,56301-4498,,,
2338,Saint Johns University,Collegeville,56321,,,
2339,Saint Mary's University of Minnesota,Winona,55987-1399,,,
2340,COLLEGE OF SAINT CATHERINE-MINNEAPOLIS,MINNEAPOLIS,55454,,,
2341,St Olaf College,Northfield,55057-1098,,,
2342,Crown College,Saint Bonifacius,55375-9001,,,
2343,The College of Saint Scholastica,Duluth,55811-4199,,,
2344,University of St Thomas,Saint Paul,55105-1078,,,
2345,College of Visual Arts,Hopkins,55305-5205,,,
2346,Empire Beauty School-Bloomington,Bloomington,55420-4232,,,
2347,St Catherine University,Saint Paul,55105,,,
2348,Rasmussen College-Minnesota,St. Cloud,56301-3713,,,
2349,Saint Paul College,Saint Paul,55102-9808,,,
2350,CENTRAL LAKES COLLEGE-STAPLES CAMPUS,STAPLES,56479-0099,,,
2351,Southwest Minnesota State University,Marshall,56258-5468,,,
2352,Summit Academy Opportunities Industrialization Center,Minneapolis,55405,,,
2353,United Theological Seminary of the Twin Cities,New Brighton,55112-2598,,,
2354,Scot Lewis Schools-Plymouth,Plymouth,55441,,,
