,INSTNM,CITY,ZIP,INSTURL,FEMALE_COMP_ORIG_YR4_RT,MALE_COMP_ORIG_YR4_RT
1244,Illinois Central College,East Peoria,61635-0001,,,
1245,Illinois College,Jacksonville,62650-2299,,,
1246,Olney Central College,Olney,62450,,,
1247,Illinois Institute of Technology,Chicago,60616,,,
1248,Argosy University-Chicago,Chicago,60601,,,
1249,Illinois State University,Normal,61790-1000,,,
1250,Illinois Valley Community College,Oglesby,61348-9692,,,
1251,Institute for Clinical Social Work,Chicago,60605-1229,,,
1252,Sanford-Brown College-Chicago,Chicago,60602-3300,,,
1253,John A Logan College,Carterville,62918-2500,,,
1254,John Amico School of Hair Design,Oak Forest,60452-2501,,,
1255,The John Marshall Law School,Chicago,60604,,,
1256,John Wood Community College,Quincy,62305-8736,,,
1257,Joliet Junior College,Joliet,60431-8938,,,
1258,Judson University,Elgin,60123-1498,,,
1259,Kankakee Community College,Kankakee,60901,,,
1260,Kaskaskia College,Centralia,62801,,,
1261,DeVry University's Keller Graduate School of Management-Illinois,Downers Grove,60515-5683,,,
1262,Kendall College,Chicago,60642,,,
1263,Kishwaukee College,Malta,60150-9699,,,
1264,Knox College,Galesburg,61401-9999,,,
1265,Educators of Beauty College of Cosmetology-La Salle,La Salle,61301,,,
1266,College of Lake County,Grayslake,60030-1198,,,
1267,Lake Forest College,Lake Forest,60045-2399,,,
1268,Lake Forest Graduate School of Management,Lake Forest,60045,,,
1269,Lake Land College,Mattoon,61938,,,
1270,Danville Area Community College-Radiation Technology Program,Danville,61832-3788,,,
1271,Lakeview College of Nursing,Danville,61832,,,
1272,Lewis and Clark Community College,Godfrey,62035,,,
1273,Lewis University,Romeoville,60446-2200,,,
1274,Lexington College,Chicago,60607-3534,,,
1275,Lincoln Christian University,Lincoln,62656-2111,,,
1276,Lincoln College,Lincoln,62656,,,
1277,Lincoln Land Community College,Springfield,62794-9256,,,
1278,LINCOLN TECHNICAL INSTITUTE,OAK LAWN,604531351,,,
1279,Lincoln College of Technology-Melrose Park,Melrose Park,60160-1605,,,
1280,Loyola University Chicago,Chicago,60660,,,
1281,Lutheran School of Theology at Chicago,Chicago,60615-5134,,,
1282,Trinity College of Nursing & Health Sciences,Rock Island,61201-5317,,,
1283,Steven Papageorge Hair Academy,Chicago,60657,,,
1284,MacCormac College,Chicago,60602-4405,,,
1285,MacMurray College,Jacksonville,62650-2590,,,
1286,McCormick Theological Seminary,Chicago,60615,,,
1287,McHenry County College,Crystal Lake,60012-2761,,,
1288,McKendree University,Lebanon,62254-1291,,,
1289,Meadville Lombard Theological School,Chicago,60605,,,
1290,Methodist College,Peoria,61615,,,
1291,Midstate College,Peoria,61614-3595,,,
1292,Millikin University,Decatur,62522-2084,,,
1293,TRINITY SCHOOL OF RADIOGRAPHY,MOLINE,61265-1216,,,
1294,Monmouth College,Monmouth,61462-1998,,,
1295,Moraine Valley Community College,Palos Hills,60465-0937,,,
1296,Morrison Institute of Technology,Morrison,61270-2959,,,
1297,Morton College,Cicero,60804-4398,,,
1298,Mr John's School of Cosmetology Esthetics & Nails-Decatur,Decatur,62521,,,
1299,Native American Educational Services College Inc,Chicago,60659,,,
1300,National Louis University,Chicago,60603,,,
1301,National University of Health Sciences,Lombard,60148-4583,,,
1302,Niles School of Cosmetology,Niles,60714,,,
1303,North Central College,Naperville,60540,,,
1304,North Park University,Chicago,60625-4895,,,
1305,Northern Illinois University,Dekalb,60115-2828,,,
1306,Northwestern College-Chicago Campus,Chicago,60630,,,
1307,Northwestern University,Evanston,60208,,,
1308,Northeastern Illinois University,Chicago,60625-4699,,,
1309,Oakton Community College,Des Plaines,60016-1268,,,
1310,Oehrlein School of Cosmetology,East Peoria,61611,,,
1311,Olivet Nazarene University,Bourbonnais,60914-2271,,,
1312,Parkland College,Champaign,61821-1899,,,
1313,Pivot Point Academy-Evanston,Evanston,60201,,,
1314,Prairie State College,Chicago Heights,60411-8226,,,
1315,Professional's Choice Hair Design Academy,Joliet,60435,,,
1316,Quincy University,Quincy,62301-2699,,,
1317,Vatterott College-Quincy,Quincy,62305,,,
1318,ADVOCATE KUTSCH COLLEGE OF NURSING,CHICAGO,60634-1591,,,
1319,The Illinois Institute of Art-Chicago,Chicago,60654-1593,,,
1320,Rend Lake College,Ina,62846,,,
1321,Richland Community College,Decatur,62521-8512,,,
1322,Robert Morris University Illinois,Chicago,60605,,,
1323,Rock Valley College,Rockford,61114-5699,,,
1324,Madison Media Institute-Rockford Career College,Rockford,61108,,,
1325,Rockford University,Rockford,61108-2311,,,
1326,Roosevelt University,Chicago,60605-1394,,,
1327,Dominican University,River Forest,60305,,,
1328,Rush University,Chicago,60612,,,
1329,Saint Francis Medical Center College of Nursing,Peoria,61603-3783,,,
1330,University of St Francis,Joliet,60435-6188,,,
1331,St. John's College-Department of Nursing,Springfield,62702,,,
1332,Saint Xavier University,Chicago,60655,,,
1333,University of Illinois at Springfield,Springfield,62703-5407,,,
1334,Sauk Valley Community College,Dixon,61021-9112,,,
1335,Bexley Hall Seabury Western Theological Seminary Federation,Chicago,60631,,,
1336,Shawnee Community College,Ullin,62992,,,
1337,Shimer College,Chicago,60616,,,
1338,Saint Augustine College,Chicago,60640-3593,,,
1339,University of Saint Mary of the Lake,Mundelein,60060-1174,,,
1340,Advocate Trinity Hospital School of Radiologic Technology,Chicago,60617-9984,,,
1341,Southeastern Illinois College,Harrisburg,62946,,,
1342,National Latino Education Institute,Chicago,60609-2205,,,
1343,Sparks College,Shelbyville,62565,,,
1344,Spertus College,Chicago,60605,,,
1345,Spoon River College,Canton,61520-8622,,,
1346,Springfield College in Illinois,Springfield,62702-2694,,,
1347,Saint Anthony College of Nursing,Rockford,61108-2468,,,
1348,Educators of Beauty College of Cosmetology-Sterling,Sterling,61081-3611,,,
1349,Southern Illinois University-Carbondale,Carbondale,62901-4512,,,
1350,Southern Illinois University-Edwardsville,Edwardsville,62026-1259,,,
1351,Taylor Business Institute,Chicago,60606,,,
1352,Telshe Yeshiva-Chicago,Chicago,60625,,,
1353,South Suburban College,South Holland,60473-1200,,,
1354,Tri-County Beauty Academy,Litchfield,62056,,,
1355,Trinity Christian College,Palos Heights,60463-0929,,,
1356,Trinity International University-Illinois,Deerfield,60015-1283,,,
1357,Triton College,River Grove,60171-1995,,,
1358,University of Spa & Cosmetology Arts,Springfield,62704,,,
1359,VanderCook College of Music,Chicago,60616-3731,,,
1360,Waubonsee Community College,Sugar Grove,60554-9454,,,
1361,Western Illinois University,Macomb,61455,,,
1362,Wheaton College,Wheaton,60187-5593,,,
1363,William Rainey Harper College,Palatine,60067-7398,,,
1364,Ancilla College,Donaldson,46513-0001,,,
1365,EBBERTT EDUCATION CENTER,ANDERSON,46013,,,
1366,Anderson University,Anderson,46012-3495,,,
1367,Apex Academy of Hair Design Inc,Anderson,46016-1158,,,
1368,Ball Memorial Hospital School of Radiologic Technology,Muncie,47303,,,
1369,Ball State University,Muncie,47306,,,
1370,Bethel College-Indiana,Mishawaka,46545-5591,,,
1371,Butler University,Indianapolis,46208,,,
1372,Calumet College of Saint Joseph,Whiting,46394,,,
1373,Christian Theological Seminary,Indianapolis,46208-3301,,,
1374,College of Court Reporting Inc,Hobart,46342,,,
1375,Tricoci University of Beauty Culture-Highland,Highland,46322,,,
1376,DAVENPORT UNIVERSITY-SOUTH BEND CAMPUS,GRANGER,46530-9069,,,
1377,DAVENPORT UNIVERSITY-MERRILLVILLE CAMPUS,MERRILLVILLE,46410-6128,,,
1378,DePauw University,Greencastle,46135-1772,,,
1379,Don Roberts School of Hair Design,Schererville,46375,,,
1380,Don Roberts Beauty School,Valparaiso,46385,,,
1381,Earlham College,Richmond,47374-4095,,,
1382,Evansville Tri-State Beauty College,Evansville,47715-3236,,,
1383,University of Evansville,Evansville,47722,,,
1384,Taylor University Fort Wayne,Fort Wayne,46807-2197,,,
1385,FOUR WINDS ACADEMY OF HAIR DESIGN,FT WAYNE,46802,,,
1386,Franklin College,Franklin,46131-2623,,,
1387,Good Samaritan Hospital School of Radiologic Technology,Vincennes,47591,,,
1388,Goshen College,Goshen,46526-4794,,,
1389,Grace College and Theological Seminary,Winona Lake,46590-1274,,,
1390,Hair Fashions By Kaye Beauty College-Noblesville,Noblesville,46060-0000,,,
1391,Hair Fashions By Kaye Beauty College-Indianapolis,Indianapolis,46250,,,
1392,Hanover College,Hanover,47243,,,
1393,J Michael Harrold Beauty Academy,Terre Haute,47807,,,
1394,Holy Cross College,Notre Dame,46556-0308,,,
1395,PJ's College of Cosmetology-Clarksville,Clarksville,47129,,,
1396,Huntington University,Huntington,46750,,,
1397,Ivy Tech Community College-Northcentral,South Bend,46601-3415,,,
1398,Ivy Tech Community College,Indianapolis,46208-5752,,,
1399,Ivy Tech Community College-Columbus,Columbus,47203-1868,,,
1400,Ivy Tech Community College-East Central,Muncie,47302-9448,,,
1401,Ivy Tech Community College-Kokomo,Kokomo,46901-1373,,,
1402,Ivy Tech Community College-Lafayette,Lafayette,47905,,,
1403,Ivy Tech Community College-Northeast,Fort Wayne,46805-1489,,,
1404,Ivy Tech Community College-South Central,Sellersburg,47172-1897,,,
1405,Ivy Tech Community College-Southwest,Evansville,47710-3398,,,
1406,Ivy Tech Community College-Wabash Valley,Terre Haute,47802-4898,,,
1407,Ivy Tech Community College-Richmond,Richmond,47374-1298,,,
1408,Ivy Tech Community College-Northwest,Gary,46409-1499,,,
1409,Ivy Tech Community College-Southeast,Madison,47250-1881,,,
1410,Indiana University-Purdue University-Fort Wayne,Fort Wayne,46805-1499,,,
1411,Indiana University-Purdue University-Indianapolis,Indianapolis,46202-5143,,,
1412,Harrison College-Anderson,Anderson,46013,,,
1413,Harrison College-Indianapolis,Indianapolis,46204-2611,,,
1414,Harrison College-Marion,Marion,46952-2338,,,
1415,Harrison College-Columbus,Columbus,47203-1843,,,
1416,Harrison College-Muncie,Muncie,47303,,,
1417,INDIANA BUSINESS COLLEGE,VINCENNES,47591,,,
1418,Harrison College-Terre Haute,Terre Haute,47803,,,
1419,Harrison College-Lafayette,Lafayette,47905,,,
1420,University of Indianapolis,Indianapolis,46227-3697,,,
1421,Indiana Institute of Technology,Fort Wayne,46803-1228,,,
1422,University of Southern Indiana,Evansville,47712,,,
1423,Indiana State University,Terre Haute,47809,,,
1424,Indiana University-Kokomo,Kokomo,46904-9003,,,
1425,Indiana University-South Bend,South Bend,46634-7111,,,
1426,Indiana University-Bloomington,Bloomington,47405-7000,,,
1427,Indiana University-Northwest,Gary,46408-1197,,,
1428,Indiana University-Southeast,New Albany,47150,,,
1429,Indiana University-East,Richmond,47374-1289,,,
1430,International Business College-Fort Wayne,Fort Wayne,46804-7145,,,
1431,International Business College-Indianapolis,Indianapolis,46256-3954,,,
1432,ITT Technical Institute-Nashville,Nashville,37214-3717,,,
1433,ITT Technical Institute-Fort Wayne,Fort Wayne,46825,,,
1434,ITT Technical Institute-Indianapolis,Indianapolis,46268-1119,,,
1435,J Everett Light Career Center,Indianapolis,46240,,,
1436,Knox Beauty College,Knox,46534,,,
1437,Brown Mackie College-Merrillville,Merrillville,46410,,,
1438,Brown Mackie College-Michigan City,Michigan City,46360-7362,,,
1439,Empire Beauty School-Indianapolis,Indianapolis,46237-3249,,,
1440,Lincoln College of Technology-Indianapolis,Indianapolis,46268,,,
1441,Manchester University,North Manchester,46962,,,
1442,Marian University,Indianapolis,46222-1997,,,
1443,Indiana Wesleyan University-Marion,Marion,46953-4974,,,
1444,Martin University,Indianapolis,46218-0567,,,
1445,Masters of Cosmetology College,Fort Wayne,46809-1305,,,
1446,Anabaptist Mennonite Biblical Seminary,Elkhart,46517-1999,,,
1447,Merrillville Beauty College,Merrillville,46410,,,
1448,Brown Mackie College-South Bend,South Bend,46635,,,
1449,Mid-America College of Funeral Service,Jeffersonville,47130,,,
1450,West Michigan College of Barbering and Beauty,Kalamazoo,49008,,,
1451,University of Notre Dame,Notre Dame,46556,,,
1452,Oakland City University,Oakland City,47660-1099,,,
1453,PJ'S COLLEGE OF COSMETOLOGY,GREENFIELD,46140,,,
1454,PJ'S COLLEGE OF COSMETOLOGY,MUNCIE,47303,,,
1455,PJ's College of Cosmetology-Richmond,Richmond,47374,,,
1456,PJ'S COLLEGE OF COSMETOLOGY,CRAWFORDSVILLE,47933,,,
1457,PJ'S COLLEGE OF COSMETOLOGY,INDIANAPOLIS,46227,,,
1458,Kaplan College-Indianapolis,Indianapolis,46278-1736,,,
1459,Purdue University-Calumet Campus,Hammond,46323-2094,,,
1460,Purdue University-North Central Campus,Westville,46391-9542,,,
1461,Ravenscroft Beauty College,Fort Wayne,46835,,,
1462,Rogers Academy of Hair Design,Evansville,47712,,,
1463,Rose-Hulman Institute of Technology,Terre Haute,47803-3920,,,
1464,Rudae's School of Beauty Culture-Kokomo,Kokomo,46901-4516,,,
1465,University of Saint Francis-Fort Wayne,Fort Wayne,46808-3994,,,
1466,Saint Josephs College,Rensselaer,47978-0870,,,
1467,Saint Mary-of-the-Woods College,Saint Mary of the Woods,47876-1099,,,
1468,Saint Mary's College,Notre Dame,46556,,,
1469,Brightwood College-Hammond,Hammond,46324,,,
1470,Kaplan College-Merrillville,Merrillville,46410,,,
1471,Saint Meinrad School of Theology,St. Meinrad,47577,,,
1472,Saint Elizabeth School of Nursing,Lafayette,47904-2198,,,
1473,Taylor University,Upland,46989-1001,,,
1474,Trine University,Angola,46703-1764,,,
1475,Valparaiso University,Valparaiso,46383,,,
1476,Vincennes Beauty College,Vincennes,47591,,,
1477,Vincennes University,Vincennes,47591,,,
1478,Wabash College,Crawfordsville,47933-0352,,,
1479,Allen College,Waterloo,50703-1999,,,
1480,AIB College of Business,Des Moines,50321-1799,,,
1481,Briar Cliff University,Sioux City,51104,,,
1482,Buena Vista University,Storm Lake,50588,,,
1483,Daytons School of Hair Design,Burlington,52601,,,
1484,Capri College-Dubuque,Dubuque,52004-0873,,,
1485,Capri College-Cedar Rapids,Cedar Rapids,52404,,,
1486,American College of Hairstyling-Cedar Rapids,Cedar Rapids,52402,,,
1487,Central College,Pella,50219,,,
1488,Clarke University,Dubuque,52001-3198,,,
1489,Coe College,Cedar Rapids,52402-5092,,,
1490,Cornell College,Mount Vernon,52314-1098,,,
1491,Iowa School of Beauty-Marshalltown,Marshalltown,50158,,,
1492,Des Moines Area Community College,Ankeny,50023-3993,,,
1493,Divine Word College,Epworth,52045,,,
1494,Dordt College,Sioux Center,51250-1697,,,
1495,Drake University,Des Moines,50311-4505,,,
1496,University of Dubuque,Dubuque,52001,,,
1497,Emmaus Bible College,Dubuque,52001-3096,,,
1498,Eastern Iowa Community College District,Davenport,52801-1221,,,
1499,Faith Baptist Bible College and Theological Seminary,Ankeny,50023-2152,,,
1500,Faust Institute of Cosmetology-Storm Lake,Storm Lake,50588,,,
1501,Graceland University-Lamoni,Lamoni,50140,,,
1502,Grand View University,Des Moines,50316,,,
1503,Grinnell College,Grinnell,50112-1690,,,
1504,Kaplan University-Mason City Campus,Mason City,50401,,,
1505,Kaplan University-Cedar Rapids Campus,Cedar Rapids,52404,,,
1506,Hamilton Technical College,Davenport,52807,,,
1507,Hawkeye Community College,Waterloo,50701,,,
1508,American Hair Academy,Mt. Pleasant,52641,,,
1509,Indian Hills Community College,Ottumwa,52501,,,
1510,INDIAN HILLS COMMUNITY COLLEGE-CENTERVILLE CAMPUS,CENTERVILLE,52544,,,
1511,Iowa Central Community College,Fort Dodge,50501,,,
1512,Iowa Lakes Community College,Estherville,51334-2295,,,
1513,American College of Hairstyling-Des Moines,Des Moines,50309,,,
1514,Iowa School of Beauty-Des Moines,Des Moines,50322-3203,,,
1515,Iowa State University,Ames,50011-2103,,,
1516,Iowa Wesleyan University,Mount Pleasant,52641,,,
1517,Iowa Western Community College,Council Bluffs,51503-1057,,,
1518,University of Iowa,Iowa City,52242-1316,,,
1519,Kirkwood Community College,Cedar Rapids,52406-2068,,,
1520,La James International College-Cedar Falls,Cedar Falls,50613,,,
1521,La James International College-Johnston,Johnston,50131,,,
1522,La James College of Hairstyling and Cosmetology,Mason City,50401-3308,,,
1523,La James International College-Ft Dodge,Fort Dodge,50501,,,
1524,Loras College,Dubuque,52004-0178,,,
1525,Luther College,Decorah,52101-1045,,,
1526,Maharishi University of Management,Fairfield,52557,,,
1527,Marshalltown Community College,Marshalltown,50158,,,
1528,MARYCREST INTERNATIONAL UNIVERSITY,DAVENPORT,52804-4096,,,
1529,Mercy College of Health Sciences,Des Moines,50309-1239,,,
1530,Morningside College,Sioux City,51106-1751,,,
1531,Mount Mercy University,Cedar Rapids,52402-4797,,,
1532,Ashford University,San Diego,92123,,,
1533,North Iowa Area Community College,Mason City,50401,,,
1534,University of Northern Iowa,Cedar Falls,50614-0005,,,
1535,Northwestern College,Orange City,51041,,,
1536,Northeast Iowa Community College,Calmar,52132-0400,,,
1537,Northwest Iowa Community College,Sheldon,51201,,,
1538,Des Moines University-Osteopathic Medical Center,Des Moines,50312,,,
1539,Iowa School of Beauty-Ottumwa,Ottumwa,52501,,,
1540,Palmer College of Chiropractic,Davenport,52803-5287,,,
1541,PCI Academy-Ames,Ames,50010,,,
1542,Saint Ambrose University,Davenport,52803-2898,,,
1543,St Luke's College,Sioux City,51104-0263,,,
1544,COVENANT MEDICAL CENTER SCHOOL OF RADIOLOGIC TECHN,WATERLOO,50702,,,
1545,La James International College-Davenport,Davenport,52806,,,
1546,La James International College-Iowa City,Iowa City,52245,,,
1547,Simpson College,Indianola,50125,,,
1548,Southeastern Community College,West Burlington,52655-0180,,,
1549,Southwestern Community College,Creston,50801,,,
1550,Saint Lukes Hospital Medical Technology Program,Cedar Rapids,52402,,,
1551,Capri College-Davenport,Davenport,52807-3003,,,
1552,E Q School of Hair Design,Council Bluffs,51503,,,
1553,Dayton School of Hair Design,Keokuk,52632,,,
1554,Upper Iowa University,Fayette,52142-1857,,,
1555,Vennard College,University Park,52595-0029,,,
1556,Waldorf University,Forest City,50436-1713,,,
1557,Wartburg College,Waverly,50677-0903,,,
1558,Wartburg Theological Seminary,Dubuque,52003-7769,,,
1559,The Salon Professional Academy,Waterloo,50703-4734,,,
1560,Western Iowa Tech Community College,Sioux City,51102-5199,,,
1561,William Penn University,Oskaloosa,52577,,,
1562,Academy of Hair Design Inc,Salina,67401,,,
1563,Allen County Community College,Iola,66749,,,
1564,AIB International,Manhattan,66502,,,
1565,Baker University,Baldwin City,66006-0065,,,
1566,Barton County Community College,Great Bend,67530,,,
1567,Benedictine College,Atchison,66002-1499,,,
1568,Bethany College,Lindsborg,67456-1897,,,
1569,Bethel College-North Newton,North Newton,67117-1716,,,
1570,Brown Mackie College-Kansas City,Lenexa,66215,,,
1571,Brown Mackie College-Salina,Salina,67401-7307,,,
1572,Bryan University,Topeka,66604,,,
1573,Butler Community College,El Dorado,67042-3280,,,
1574,Cutting Edge Hairstyling Academy,Kansas City,66102,,,
1575,Central Baptist Theological Seminary,Shawnee,66226-3513,,,
1576,Central Christian College of Kansas,McPherson,67460-5740,,,
1577,Cloud County Community College,Concordia,66901-1002,,,
1578,Coffeyville Community College,Coffeyville,67337-5064,,,
1579,Colby Community College,Colby,67701,,,
1580,Cowley County Community College,Arkansas City,67005,,,
1581,Marinello Schools of Beauty-Manhattan,Manhattan,66502,,,
1582,Dodge City Community College,Dodge City,67801-2399,,,
1583,Donnelly College,Kansas City,66102,,,
1584,Emporia State University,Emporia,66801-5415,,,
1585,Flint Hills Technical College,Emporia,66801-5957,,,
1586,Fort Hays State University,Hays,67601-4099,,,
1587,Barclay College,Haviland,67059-0288,,,
1588,Friends University,Wichita,67213,,,
1589,Fort Scott Community College,Fort Scott,66701,,,
1590,Garden City Community College,Garden City,67846-6333,,,
1591,Haskell Indian Nations University,Lawrence,66046-4800,,,
1592,Hays Academy of Hair Design,Hays,67601,,,
1593,Hesston College,Hesston,67062-2093,,,
1594,Highland Community College,Highland,66035-4165,,,
1595,Hutchinson Community College,Hutchinson,67501,,,
1596,Independence Community College,Independence,67301-0708,,,
1597,Johnson County Community College,Overland Park,66210-1299,,,
1598,Kansas City Kansas Community College Technical Education Center,Kansas City,66104-2821,,,
1599,Concorde Career College-Kansas City,Kansas City,64111-2407,,,
1600,Kansas City Kansas Community College,Kansas City,66112,,,
1601,University of Kansas,Lawrence,66045,,,
1602,University of Kansas Medical Center,Kansas City,66160-0002,,,
1603,Newman University,Wichita,67213-2097,,,
1604,Old Town Barber College-Wichita,Wichita,67211-1605,,,
1605,Kansas State University,Manhattan,66506,,,
1606,Kansas Wesleyan University,Salina,67401-6196,,,
1607,Washburn Institute of Technology,Topeka,66604-2117,,,
1608,La Baron Hairdressing Academy-Overland Park,Overland Park,66204,,,
1609,Labette Community College,Parsons,67357-4201,,,
1610,Southwest Kansas Technical School,Liberal,67901-1599,,,
1611,Manhattan Area Technical College,Manhattan,66503-2499,,,
1612,Manhattan Christian College,Manhattan,66502-4801,,,
1613,McPherson College,McPherson,67460-1402,,,
1614,MidAmerica Nazarene University,Olathe,66062-1899,,,
1615,Neosho County Community College,Chanute,66720,,,
1616,North Central Kansas Technical College,Beloit,67420,,,
1617,Northeast Kansas Technical Center,Atchison,66002,,,
1618,Northwest Kansas Technical College,Goodland,67735,,,
1619,Ottawa University-Ottawa,Ottawa,66067-3399,,,
1620,Ottawa University-Kansas City,Overland Park,66211,,,
1621,Pittsburg State University,Pittsburg,66762,,,
1622,Pratt Community College,Pratt,67124,,,
1623,University of Saint Mary,Leavenworth,66048-5082,,,
1624,Salina Area Technical College,Salina,67401,,,
1625,Seward County Community College,Liberal,67901,,,
1626,Coffeyville Community College,Coffeyville,67337-5064,,,
1627,Southwestern College,Winfield,67156-6224,,,
1628,Sterling College,Sterling,67579,,,
1629,Baker University School of Nursing,Topeka,66604-1353,,,
1630,Tabor College,Hillsboro,67063-1799,,,
1631,TOPEKA TECHNICAL COLLEGE,TOPEKA,66618,,,
1632,Washburn University,Topeka,66621-0001,,,
1633,Wichita Area Technical College,Wichita,67226,,,
1634,Wichita State University,Wichita,67260-0124,,,
1635,Wichita Technical Institute,Wichita,67213-1927,,,
1636,Alice Lloyd College,Pippa Passes,41844,,,
1637,Asbury University,Wilmore,40390-1198,,,
1638,Asbury Theological Seminary,Wilmore,40390-1199,,,
1639,Ashland Community and Technical College,Ashland,41101-3683,,,
1640,Ashland Technical College,Ashland,41102-9046,,,
1641,Barrett and Company School of Hair Design,Nicholasville,40356-2152,,,
1642,Bellarmine University,Louisville,40205-0671,,,
1643,Berea College,Berea,40404-2182,,,
1644,PJ's College of Cosmetology-Bowling Green,Bowling Green,42101,,,
1645,Southcentral Kentucky Community and Technical College,Bowling Green,42101-3601,,,
1646,Brescia University,Owensboro,42301-3023,,,
1647,Campbellsville University,Campbellsville,42718-2799,,,
1648,Bluegrass Community and Technical College,Lexington,40506,,,
1649,Centre College,Danville,40422-1394,,,
1650,Clear Creek Baptist Bible College,Pineville,40977-9752,,,
1651,Paul Mitchell the School-Lexington,Lexington,40514,,,
1652,Collins School of Cosmetology,Middlesboro,40965,,,
1653,Galen College of Nursing-Louisville,Louisville,40207,,,
1654,THE COMPUTER SCHOOL,LEXINGTON,40504,,,
1655,University of the Cumberlands,Williamsburg,40769,,,
1656,Elizabethtown Beauty School,Elizabethtown,42701-1038,,,
1657,Eastern Kentucky University,Richmond,40475-3102,,,
1658,Elizabethtown Community and Technical College,Elizabethtown,42701-3081,,,
1659,Elizabethtown Technical College,Elizabethtown,42701-3149,,,
1660,Frontier Nursing University,Hyden,41749,,,
1661,FUGAZZI COLLEGE OF BUSINESS AND TECHNOLOGY-LEXINGT,LEXINGTON,40502,,,
1662,Georgetown College,Georgetown,40324-1696,,,
1663,PJ's College of Cosmetology-Glasgow,Glasgow,42141,,,
1664,Hazard Community and Technical College,Hazard,41701-2402,,,
1665,HAZARD TECHNICAL COLLEGE,HAZARD,41701-1122,,,
1666,HEADS BEAUTY COLLEGE OF PROVIDENCE,PROVIDENCE,42450,,,
1667,Paul Mitchell the School-Louisville,Louisville,40222,,,
1668,Henderson Community College,Henderson,42420-4699,,,
1669,Hopkinsville Community College,Hopkinsville,42240,,,
1670,Daymar College-Paducah Main,Paducah,42001-8252,,,
1671,Jefferson Community and Technical College,Louisville,40202-2005,,,
1672,Jefferson Technical College,Louisville,40203-2036,,,
1673,Jenny Lea Academy of Cosmetology,Harlan,40831,,,
1674,Summit Salon Academy-Lexington,Lexington,40505,,,
1675,American National University-Lexington,Lexington,40509,,,
1676,Kentucky Mountain Bible College,Jackson,41339,,,
1677,Kentucky State University,Frankfort,40601-2355,,,
1678,Kentucky Wesleyan College,Owensboro,42301,,,
1679,University of Kentucky,Lexington,40506-0032,,,
1680,Kentucky Christian University,Grayson,41143-1199,,,
1681,LAUREL TECHNICAL COLLEGE,LONDON,40744,,,
1682,Lexington Beauty College,Lexington,40503,,,
1683,Lexington Community College,Lexington,40506-0235,,,
1684,Lexington Theological Seminary,Lexington,40503,,,
1685,Lindsey Wilson College,Columbia,42728-1223,,,
1686,Sullivan College of Technology and Design,Louisville,40218,,,
1687,University of Louisville,Louisville,40292-0001,,,
1688,Louisville Presbyterian Theological Seminary,Louisville,40205-1798,,,
1689,Madisonville Community College,Madisonville,42431,,,
1690,MADISONVILLE COMMUNITY COLLEGE,Madisonville,42431,,,
1691,Big Sandy Community and Technical College-Mayo Campus,Paintsville,41240,,,
1692,Maysville Community and Technical College,Maysville,41056,,,
1693,Mid-Continent University,Mayfield,42066-9007,,,
1694,Midway University,Midway,40347-1120,,,
1695,Morehead State University,Morehead,40351,,,
1696,Mr Jim's College of Cosmetology,Owensboro,42301,,,
1697,Murray State University,Murray,42071-3318,,,
1698,Gateway Community and Technical College,Florence,41042,,,
1699,Northern Kentucky University,Highland Heights,41099,,,
1700,Nutek Academy of Beauty Inc,Mount Sterling,40353,,,
1701,Daymar College-Owensboro,Owensboro,42301,,,
1702,West Kentucky Community and Technical College,Paducah,42002-7380,,,
1703,Pat Wilson's Beauty College,Henderson,42420,,,
1704,University of Pikeville,Pikeville,41501,,,
1705,Big Sandy Community and Technical College,Prestonsburg,41653,,,
1706,WEST KENTUCKY TECHNICAL COLLEGE PURCHASE TRAINING,MAYFIELD,42066,,,
1707,Brown Mackie College-Louisville,Louisville,40219,,,
1708,Maysville Community and Technical College,Morehead,40351,,,
1709,Empire Beauty School-Chenoweth,Louisville,40207,,,
1710,Saint Catharine College,Saint Catharine,40061,,,
1711,Empire Beauty School-Elizabethtown,Elizabethtown,42701,,,
1712,Empire Beauty School-Dixie,Louisville,40216,,,
1713,Empire Beauty School-Florence,Florence,41042,,,
1714,Brown Mackie College-Northern Kentucky,Fort Mitchell,41017,,,
1715,Somerset Community College,Somerset,42501-2973,,,
1716,SOMERSET TECHNICAL COLLEGE,SOMERSET,42501-3043,,,
1717,Southeast Kentucky Community and Technical College,Cumberland,40823,,,
1718,Spalding University,Louisville,40203-2188,,,
1719,Spencerian College-Louisville,Louisville,40216,,,
1720,Sullivan University,Louisville,40205-3013,,,
1721,Thomas More College,Crestview Hills,41017-3495,,,
1722,Transylvania University,Lexington,40508-1797,,,
1723,Trend Setters' Academy of Beauty Culture-Louisville,Louisville,40258,,,
1724,TRI-STATE BEAUTY ACADEMY INC,MOREHEAD,40351-150,,,
1725,Union College,Barbourville,40906-1499,,,
1726,West Kentucky Technical College,Paducah,42002-7380,,,
1727,Western Kentucky University,Bowling Green,42101-1000,,,
1728,Alexandria Academy of Beauty Culture,Alexandria,71301-5730,,,
1729,Central Louisiana Technical Community College,Alexandria,71302-3137,,,
1730,American School of Business,Shreveport,71105-5646,,,
1731,Louisiana Technical College-Ascension Campus,Sorrento,70778-3007,,,
1732,Central Louisiana Technical College-Ward H Nash-Avoyelles Campus,Cottonport,71327,,,
