,INSTNM,CITY,ZIP,INSTURL,FEMALE_COMP_ORIG_YR4_RT,MALE_COMP_ORIG_YR4_RT
1161,Lake Forest Graduate School of Management,Lake Forest,60045,,PrivacySuppressed,PrivacySuppressed
1162,Lake Land College,Mattoon,61938,,0.106293706,0.095115681
1163,Lakeview College of Nursing,Danville,61832,,PrivacySuppressed,PrivacySuppressed
1164,Lewis and Clark Community College,Godfrey,62035,,0.104361371,0.075362319
1165,Lewis University,Romeoville,60446-2200,,0.581712062,0.507739938
1166,Lexington College,Chicago,60607-3534,,PrivacySuppressed,PrivacySuppressed
1167,Lincoln Christian University,Lincoln,62656-2111,,0.242990654,0.382352941
1168,Lincoln College,Lincoln,62656,,0.401459854,0.389671362
1169,Lincoln Land Community College,Springfield,62794-9256,,0.04308094,0.036945813
1170,Lincoln College of Technology-Melrose Park,Melrose Park,60160-1605,,0.570048309,0.589473684
1171,Loyola University Chicago,Chicago,60660,,0.546705286,0.551873199
1172,Lutheran School of Theology at Chicago,Chicago,60615-5134,,,
1173,Trinity College of Nursing & Health Sciences,Rock Island,61201-5317,,PrivacySuppressed,PrivacySuppressed
1174,CET-Chicago,Chicago,60612,,0.500461681,0.401647786
1175,Steven Papageorge Hair Academy,Chicago,60657,,PrivacySuppressed,PrivacySuppressed
1176,MacCormac College,Chicago,60602-4405,,PrivacySuppressed,PrivacySuppressed
1177,MacMurray College,Jacksonville,62650-2590,,0.401069519,0.25
1178,McCormick Theological Seminary,Chicago,60615,,PrivacySuppressed,PrivacySuppressed
1179,McHenry County College,Crystal Lake,60012-2761,,PrivacySuppressed,PrivacySuppressed
1180,McKendree University,Lebanon,62254-1291,,0.592105263,0.450819672
1181,Meadville Lombard Theological School,Chicago,60605,,,
1182,Midstate College,Peoria,61614-3595,,PrivacySuppressed,PrivacySuppressed
1183,Millikin University,Decatur,62522-2084,,0.588105727,0.541666667
1184,Monmouth College,Monmouth,61462-1998,,0.203125,0.112359551
1185,Moraine Valley Community College,Palos Hills,60465-0937,,0.092734226,0.051896208
1186,Morrison Institute of Technology,Morrison,61270-2959,,PrivacySuppressed,PrivacySuppressed
1187,Morton College,Cicero,60804-4398,,PrivacySuppressed,PrivacySuppressed
1188,Mr John's School of Cosmetology Esthetics & Nails-Decatur,Decatur,62521,,PrivacySuppressed,PrivacySuppressed
1189,National Louis University,Chicago,60603,,0.297619048,0.245508982
1190,National University of Health Sciences,Lombard,60148-4583,,0.564102564,0.807017544
1191,Niles School of Cosmetology,Niles,60714,,PrivacySuppressed,PrivacySuppressed
1192,North Central College,Naperville,60540,,0.6125,0.519148936
1193,North Park University,Chicago,60625-4895,,0.4,0.29
1194,Northern Illinois University,Dekalb,60115-2828,,0.341736695,0.289620253
1195,Northwestern College-Chicago Campus,Chicago,60630,,0.217017955,0.151515152
1196,Northwestern University,Evanston,60208,,0.848852902,0.789189189
1197,Northeastern Illinois University,Chicago,60625-4699,,0.178244973,0.161716172
1198,Oakton Community College,Des Plaines,60016-1268,,PrivacySuppressed,PrivacySuppressed
1199,Oehrlein School of Cosmetology,East Peoria,61611,,PrivacySuppressed,PrivacySuppressed
1200,Olivet Nazarene University,Bourbonnais,60914-2271,,0.111111111,0.112280702
1201,Parkland College,Champaign,61821-1899,,0.10821256,0.054413543
1202,Pivot Point Academy-Evanston,Evanston,60201,,PrivacySuppressed,PrivacySuppressed
1203,Prairie State College,Chicago Heights,60411-8226,,PrivacySuppressed,PrivacySuppressed
1204,Professional's Choice Hair Design Academy,Joliet,60435,,PrivacySuppressed,PrivacySuppressed
1205,Quincy University,Quincy,62301-2699,,0.333333333,0.364864865
1206,Vatterott College-Quincy,Quincy,62305,,0.544502618,0.54028436
1207,The Illinois Institute of Art-Chicago,Chicago,60654-1593,,0.421671018,0.343930636
1208,Rend Lake College,Ina,62846,,PrivacySuppressed,PrivacySuppressed
1209,Richland Community College,Decatur,62521-8512,,0.097982709,0.093333333
1210,Robert Morris University Illinois,Chicago,60605,,0.436728395,0.395474138
1211,Rock Valley College,Rockford,61114-5699,,PrivacySuppressed,PrivacySuppressed
1212,Madison Media Institute-Rockford Career College,Rockford,61108,,PrivacySuppressed,PrivacySuppressed
1213,Rockford University,Rockford,61108-2311,,0.192307692,0.098484849
1214,Roosevelt University,Chicago,60605-1394,,0.47826087,0.445512821
1215,Dominican University,River Forest,60305,,0.655462185,0.636363636
1216,Rush University,Chicago,60612,,0.648648649,0.759259259
1217,Saint Francis Medical Center College of Nursing,Peoria,61603-3783,,PrivacySuppressed,PrivacySuppressed
1218,University of St Francis,Joliet,60435-6188,,0.584375,0.488
1219,St. John's College-Department of Nursing,Springfield,62702,,PrivacySuppressed,PrivacySuppressed
1220,Saint Xavier University,Chicago,60655,,0.52231405,0.423236515
1221,University of Illinois at Springfield,Springfield,62703-5407,,0.491525424,0.401639344
1222,Sauk Valley Community College,Dixon,61021-9112,,0.135359116,0.115384615
1223,Bexley Hall Seabury Western Theological Seminary Federation,Chicago,60631,,,
1224,Shawnee Community College,Ullin,62992,,PrivacySuppressed,PrivacySuppressed
1225,Shimer College,Chicago,60616,,PrivacySuppressed,PrivacySuppressed
1226,Saint Augustine College,Chicago,60640-3593,,PrivacySuppressed,PrivacySuppressed
1227,University of Saint Mary of the Lake,Mundelein,60060-1174,,PrivacySuppressed,PrivacySuppressed
1228,Advocate Trinity Hospital School of Radiologic Technology,Chicago,60617-9984,,PrivacySuppressed,PrivacySuppressed
1229,Southeastern Illinois College,Harrisburg,62946,,PrivacySuppressed,PrivacySuppressed
1230,National Latino Education Institute,Chicago,60609-2205,,PrivacySuppressed,PrivacySuppressed
1231,Sparks College,Shelbyville,62565,,PrivacySuppressed,PrivacySuppressed
1232,Spertus College,Chicago,60605,,,
1233,Spoon River College,Canton,61520-8622,,PrivacySuppressed,PrivacySuppressed
1234,Springfield College in Illinois,Springfield,62702-2694,,0.313432836,0.206349206
1235,Saint Anthony College of Nursing,Rockford,61108-2468,,PrivacySuppressed,PrivacySuppressed
1236,Educators of Beauty College of Cosmetology-Sterling,Sterling,61081-3611,,PrivacySuppressed,PrivacySuppressed
1237,Southern Illinois University-Carbondale,Carbondale,62901-4512,,0.393407762,0.339044184
1238,Southern Illinois University-Edwardsville,Edwardsville,62026-1259,,0.445667125,0.380863039
1239,Taylor Business Institute,Chicago,60606,,PrivacySuppressed,PrivacySuppressed
1240,Telshe Yeshiva-Chicago,Chicago,60625,,PrivacySuppressed,PrivacySuppressed
1241,South Suburban College,South Holland,60473-1200,,PrivacySuppressed,PrivacySuppressed
1242,Tri-County Beauty Academy,Litchfield,62056,,PrivacySuppressed,PrivacySuppressed
1243,Trinity Christian College,Palos Heights,60463-0929,,0.439285714,0.458646617
1244,Trinity International University-Illinois,Deerfield,60015-1283,,0.247058824,0.35978836
1245,Triton College,River Grove,60171-1995,,PrivacySuppressed,PrivacySuppressed
1246,University of Spa & Cosmetology Arts,Springfield,62704,,PrivacySuppressed,PrivacySuppressed
1247,VanderCook College of Music,Chicago,60616-3731,,PrivacySuppressed,PrivacySuppressed
1248,Waubonsee Community College,Sugar Grove,60554-9454,,PrivacySuppressed,PrivacySuppressed
1249,Resurrection University,Chicago,60622,,PrivacySuppressed,PrivacySuppressed
1250,Western Illinois University,Macomb,61455,,0.527903469,0.463061691
1251,Wheaton College,Wheaton,60187-5593,,0.760180996,0.672043011
1252,William Rainey Harper College,Palatine,60067-7398,,0.08583691,0.066132265
1253,Ancilla College,Donaldson,46513-0001,,PrivacySuppressed,PrivacySuppressed
1254,Anderson University,Anderson,46012-3495,,0.23015873,0.261818182
1255,Apex Academy of Hair Design Inc,Anderson,46016-1158,,PrivacySuppressed,PrivacySuppressed
1256,Ball State University,Muncie,47306,,0.479658463,0.43373494
1257,Bethel College-Indiana,Mishawaka,46545-5591,,0.297213622,0.235294118
1258,Butler University,Indianapolis,46208,,0.694386694,0.553633218
1259,Calumet College of Saint Joseph,Whiting,46394,,0.425702811,0.375
1260,Christian Theological Seminary,Indianapolis,46208-3301,,,
1261,College of Court Reporting Inc,Hobart,46342,,PrivacySuppressed,PrivacySuppressed
1262,Concordia Theological Seminary,Fort Wayne,46825-4996,,PrivacySuppressed,PrivacySuppressed
1263,Tricoci University of Beauty Culture-Highland,Highland,46322,,PrivacySuppressed,PrivacySuppressed
1264,DePauw University,Greencastle,46135-1772,,0.775280899,0.718954248
1265,Don Roberts School of Hair Design,Schererville,46375,,PrivacySuppressed,PrivacySuppressed
1266,Don Roberts Beauty School,Valparaiso,46385,,PrivacySuppressed,PrivacySuppressed
1267,Earlham College,Richmond,47374-4095,,0.715231788,0.59
1268,University of Evansville,Evansville,47722,,0.564231738,0.581730769
1269,Taylor University Fort Wayne,Fort Wayne,46807-2197,,0.526132404,0.543103448
1270,Franklin College,Franklin,46131-2623,,0.536764706,0.376811594
1271,Good Samaritan Hospital School of Radiologic Technology,Vincennes,47591,,,
1272,Goshen College,Goshen,46526-4794,,0.589552239,0.521276596
1273,Grace College and Theological Seminary,Winona Lake,46590-1274,,0.492957747,0.50617284
1274,Hair Fashions By Kaye Beauty College-Noblesville,Noblesville,46060-0000,,PrivacySuppressed,PrivacySuppressed
1275,Hair Fashions By Kaye Beauty College-Indianapolis,Indianapolis,46250,,PrivacySuppressed,PrivacySuppressed
1276,Hanover College,Hanover,47243,,0.620689655,0.454545455
1277,J Michael Harrold Beauty Academy,Terre Haute,47807,,PrivacySuppressed,PrivacySuppressed
1278,Holy Cross College,Notre Dame,46556-0308,,0.16,0.258928571
1279,PJ's College of Cosmetology-Clarksville,Clarksville,47129,,PrivacySuppressed,PrivacySuppressed
1280,Huntington University,Huntington,46750,,0.376068376,0.393258427
1281,Ivy Tech Community College-Northcentral,South Bend,46601-3415,,PrivacySuppressed,PrivacySuppressed
1282,Ivy Tech Community College,Indianapolis,46208-5752,,PrivacySuppressed,PrivacySuppressed
1283,Ivy Tech Community College-Columbus,Columbus,47203-1868,,PrivacySuppressed,PrivacySuppressed
1284,Ivy Tech Community College-East Central,Muncie,47302-9448,,PrivacySuppressed,PrivacySuppressed
1285,Ivy Tech Community College-Kokomo,Kokomo,46901-1373,,PrivacySuppressed,PrivacySuppressed
1286,Ivy Tech Community College-Lafayette,Lafayette,47905,,0.046717172,0.030501089
1287,Ivy Tech Community College-Northeast,Fort Wayne,46805-1489,,PrivacySuppressed,PrivacySuppressed
1288,Ivy Tech Community College-South Central,Sellersburg,47172-1897,,PrivacySuppressed,PrivacySuppressed
1289,Ivy Tech Community College-Southwest,Evansville,47710-3398,,0.043589744,0.025641026
1290,Ivy Tech Community College-Wabash Valley,Terre Haute,47802-4898,,PrivacySuppressed,PrivacySuppressed
1291,Ivy Tech Community College-Richmond,Richmond,47374-1298,,0.158176944,0.076923077
1292,Ivy Tech Community College-Northwest,Gary,46409-1499,,PrivacySuppressed,PrivacySuppressed
1293,Ivy Tech Community College-Southeast,Madison,47250-1881,,PrivacySuppressed,PrivacySuppressed
1294,Indiana University-Purdue University-Fort Wayne,Fort Wayne,46805-1499,,0.210045662,0.202674897
1295,Indiana University-Purdue University-Indianapolis,Indianapolis,46202-5143,,0.331877729,0.28465999
1296,Harrison College-Anderson,Anderson,46013,,0.363812288,0.268817204
1297,Harrison College-Indianapolis,Indianapolis,46204-2611,,0.363812288,0.268817204
1298,Harrison College-Marion,Marion,46952-2338,,0.363812288,0.268817204
1299,Harrison College-Columbus,Columbus,47203-1843,,0.363812288,0.268817204
1300,Harrison College-Muncie,Muncie,47303,,PrivacySuppressed,PrivacySuppressed
1301,Harrison College-Terre Haute,Terre Haute,47803,,0.363812288,0.268817204
1302,Harrison College-Lafayette,Lafayette,47905,,0.363812288,0.268817204
1303,University of Indianapolis,Indianapolis,46227-3697,,0.399659864,0.297794118
1304,Indiana Institute of Technology,Fort Wayne,46803-1228,,0.302777778,0.357615894
1305,University of Southern Indiana,Evansville,47712,,0.202307692,0.150170649
1306,Indiana State University,Terre Haute,47809,,0.120540019,0.083769634
1307,Indiana University-Kokomo,Kokomo,46904-9003,,0.325102881,0.214285714
1308,Indiana University-South Bend,South Bend,46634-7111,,0.221698113,0.157563025
1309,Indiana University-Bloomington,Bloomington,47405-7000,,0.581305115,0.534335636
1310,Indiana University-Northwest,Gary,46408-1197,,0.24852768,0.155555556
1311,Indiana University-Southeast,New Albany,47150,,0.243440233,0.213296399
1312,Indiana University-East,Richmond,47374-1289,,0.154347826,0.0625
1313,International Business College-Fort Wayne,Fort Wayne,46804-7145,,0.770053476,0.686440678
1314,International Business College-Indianapolis,Indianapolis,46256-3954,,0.770053476,0.686440678
1315,ITT Technical Institute-Nashville,Nashville,37214-3717,,0.224924012,0.306818182
1316,ITT Technical Institute-Fort Wayne,Fort Wayne,46825,,0.306772908,0.362126246
1317,ITT Technical Institute-Indianapolis,Indianapolis,46268-1119,,0.346080306,0.361493997
1318,J Everett Light Career Center,Indianapolis,46240,,PrivacySuppressed,PrivacySuppressed
1319,Knox Beauty College,Knox,46534,,PrivacySuppressed,PrivacySuppressed
1320,Tricoci University of Beauty Culture-Lafayette,Lafayette,47901,,PrivacySuppressed,PrivacySuppressed
1321,Brown Mackie College-Merrillville,Merrillville,46410,,0.486111111,0.278688525
1322,Brown Mackie College-Michigan City,Michigan City,46360-7362,,0.486111111,0.278688525
1323,Empire Beauty School-Indianapolis,Indianapolis,46237-3249,,PrivacySuppressed,PrivacySuppressed
1324,Lincoln College of Technology-Indianapolis,Indianapolis,46268,,0.336633663,0.574300699
1325,Manchester University,North Manchester,46962,,PrivacySuppressed,PrivacySuppressed
1326,Marian University,Indianapolis,46222-1997,,0.427807487,0.458646617
1327,Indiana Wesleyan University-Marion,Marion,46953-4974,,0.581927711,0.507263923
1328,Martin University,Indianapolis,46218-0567,,PrivacySuppressed,PrivacySuppressed
1329,Masters of Cosmetology College,Fort Wayne,46809-1305,,PrivacySuppressed,PrivacySuppressed
1330,Anabaptist Mennonite Biblical Seminary,Elkhart,46517-1999,,,
1331,Merrillville Beauty College,Merrillville,46410,,PrivacySuppressed,PrivacySuppressed
1332,Brown Mackie College-South Bend,South Bend,46635,,0.372623574,0.285714286
1333,Mid-America College of Funeral Service,Jeffersonville,47130,,PrivacySuppressed,PrivacySuppressed
1334,West Michigan College of Barbering and Beauty,Kalamazoo,49008,,PrivacySuppressed,PrivacySuppressed
1335,University of Notre Dame,Notre Dame,46556,,0.921800948,0.92173913
1336,Oakland City University,Oakland City,47660-1099,,0.208791209,0.201923077
1337,PJ's College of Cosmetology-Richmond,Richmond,47374,,PrivacySuppressed,PrivacySuppressed
1338,Kaplan College-Indianapolis,Indianapolis,46278-1736,,PrivacySuppressed,PrivacySuppressed
1339,Purdue University-Calumet Campus,Hammond,46323-2094,,0.107332625,0.091537133
1340,Purdue University-North Central Campus,Westville,46391-9542,,0.263269639,0.207482993
1341,Ravenscroft Beauty College,Fort Wayne,46835,,PrivacySuppressed,PrivacySuppressed
1342,Rogers Academy of Hair Design,Evansville,47712,,PrivacySuppressed,PrivacySuppressed
1343,Rose-Hulman Institute of Technology,Terre Haute,47803-3920,,0.666666667,0.695121951
1344,Rudae's School of Beauty Culture-Kokomo,Kokomo,46901-4516,,PrivacySuppressed,PrivacySuppressed
1345,University of Saint Francis-Fort Wayne,Fort Wayne,46808-3994,,0.441805226,0.238095238
1346,Saint Josephs College,Rensselaer,47978-0870,,0.564102564,0.448275862
1347,Saint Mary-of-the-Woods College,Saint Mary of the Woods,47876-1099,,PrivacySuppressed,PrivacySuppressed
1348,Saint Mary's College,Notre Dame,46556,,PrivacySuppressed,PrivacySuppressed
1349,Brightwood College-Hammond,Hammond,46324,,0.496031746,0.375
1350,Kaplan College-Merrillville,Merrillville,46410,,0.496031746,0.375
1351,Saint Meinrad School of Theology,St. Meinrad,47577,,,
1352,Saint Elizabeth School of Nursing,Lafayette,47904-2198,,PrivacySuppressed,PrivacySuppressed
1353,Taylor University,Upland,46989-1001,,0.526132404,0.543103448
1354,Trine University,Angola,46703-1764,,0.404255319,0.411552347
1355,Valparaiso University,Valparaiso,46383,,0.711229947,0.64057971
1356,Vincennes Beauty College,Vincennes,47591,,PrivacySuppressed,PrivacySuppressed
1357,Vincennes University,Vincennes,47591,,0.209825998,0.214038128
1358,Wabash College,Crawfordsville,47933-0352,,PrivacySuppressed,PrivacySuppressed
1359,Allen College,Waterloo,50703-1999,,PrivacySuppressed,PrivacySuppressed
1360,AIB College of Business,Des Moines,50321-1799,,0.444839858,0.418181818
1361,Briar Cliff University,Sioux City,51104,,0.415584416,0.358024691
1362,Buena Vista University,Storm Lake,50588,,0.348228043,0.349431818
1363,Daytons School of Hair Design,Burlington,52601,,,
1364,Capri College-Dubuque,Dubuque,52004-0873,,PrivacySuppressed,PrivacySuppressed
1365,Capri College-Cedar Rapids,Cedar Rapids,52404,,PrivacySuppressed,PrivacySuppressed
1366,American College of Hairstyling-Cedar Rapids,Cedar Rapids,52402,,PrivacySuppressed,PrivacySuppressed
1367,Central College,Pella,50219,,0.599137931,0.468292683
1368,Clarke University,Dubuque,52001-3198,,0.572769953,0.478873239
1369,Coe College,Cedar Rapids,52402-5092,,0.67539267,0.625
1370,Cornell College,Mount Vernon,52314-1098,,0.668341709,0.651162791
1371,Iowa School of Beauty-Marshalltown,Marshalltown,50158,,PrivacySuppressed,PrivacySuppressed
1372,Des Moines Area Community College,Ankeny,50023-3993,,0.156852527,0.134283571
1373,Divine Word College,Epworth,52045,,PrivacySuppressed,PrivacySuppressed
1374,Dordt College,Sioux Center,51250-1697,,0.54601227,0.5
1375,Drake University,Des Moines,50311-4505,,0.64608076,0.592105263
1376,University of Dubuque,Dubuque,52001,,0.480314961,0.291512915
1377,Ellsworth Community College,Iowa Falls,50126,,0.317073171,0.245192308
1378,Emmaus Bible College,Dubuque,52001-3096,,0.295454546,0.277777778
1379,Eastern Iowa Community College District,Davenport,52801-1221,,0.214230472,0.154506438
1380,Faith Baptist Bible College and Theological Seminary,Ankeny,50023-2152,,0.5625,0.480769231
1381,Faust Institute of Cosmetology-Storm Lake,Storm Lake,50588,,PrivacySuppressed,PrivacySuppressed
1382,Graceland University-Lamoni,Lamoni,50140,,0.584313726,0.392857143
1383,Grand View University,Des Moines,50316,,0.487623762,0.450617284
1384,Grinnell College,Grinnell,50112-1690,,0.733944954,0.675925926
1385,Kaplan University-Mason City Campus,Mason City,50401,,0.300858529,0.264038676
1386,Kaplan University-Cedar Rapids Campus,Cedar Rapids,52404,,0.300858529,0.264038676
1387,Hamilton Technical College,Davenport,52807,,0.672413793,0.604166667
1388,Hawkeye Community College,Waterloo,50701,,0.365010799,0.296060991
1389,Indian Hills Community College,Ottumwa,52501,,PrivacySuppressed,PrivacySuppressed
1390,Iowa Central Community College,Fort Dodge,50501,,0.205782313,0.064347826
1391,Iowa Lakes Community College,Estherville,51334-2295,,PrivacySuppressed,PrivacySuppressed
1392,UnityPoint Health-Des Moines School of Radiologic Technology,Des Moines,50309-1453,,PrivacySuppressed,PrivacySuppressed
1393,American College of Hairstyling-Des Moines,Des Moines,50309,,PrivacySuppressed,PrivacySuppressed
1394,Iowa School of Beauty-Des Moines,Des Moines,50322-3203,,PrivacySuppressed,PrivacySuppressed
1395,Iowa State University,Ames,50011-2103,,0.540482574,0.502599653
1396,Iowa Wesleyan University,Mount Pleasant,52641,,PrivacySuppressed,PrivacySuppressed
1397,Iowa Western Community College,Council Bluffs,51503-1057,,0.149746193,0.093686354
1398,University of Iowa,Iowa City,52242-1316,,0.592883549,0.564739884
1399,Kirkwood Community College,Cedar Rapids,52406-2068,,0.242920354,0.183651805
1400,La James International College-Cedar Falls,Cedar Falls,50613,,PrivacySuppressed,PrivacySuppressed
1401,La James International College-Johnston,Johnston,50131,,PrivacySuppressed,PrivacySuppressed
1402,La James College of Hairstyling and Cosmetology,Mason City,50401-3308,,PrivacySuppressed,PrivacySuppressed
1403,La James International College-Ft Dodge,Fort Dodge,50501,,PrivacySuppressed,PrivacySuppressed
1404,Loras College,Dubuque,52004-0178,,0.645454546,0.582089552
1405,Luther College,Decorah,52101-1045,,0.678466077,0.668016194
1406,Maharishi University of Management,Fairfield,52557,,0.454545455,0.395348837
1407,Marshalltown Community College,Marshalltown,50158,,0.197952218,0.116161616
1408,Mercy College of Health Sciences,Des Moines,50309-1239,,0.638211382,0.615384615
1409,Morningside College,Sioux City,51106-1751,,0.48,0.35915493
1410,Mount Mercy University,Cedar Rapids,52402-4797,,0.586666667,0.456140351
1411,Ashford University,San Diego,92123,,0.494505495,0.417266187
1412,North Iowa Area Community College,Mason City,50401,,0.294642857,0.231182796
1413,University of Northern Iowa,Cedar Falls,50614-0005,,0.588033012,0.510579577
1414,Northwestern College,Orange City,51041,,0.510204082,0.479674797
1415,Northeast Iowa Community College,Calmar,52132-0400,,0.259398496,0.211416491
1416,Northwest Iowa Community College,Sheldon,51201,,0.44,0.516339869
1417,Des Moines University-Osteopathic Medical Center,Des Moines,50312,,PrivacySuppressed,PrivacySuppressed
1418,Iowa School of Beauty-Ottumwa,Ottumwa,52501,,PrivacySuppressed,PrivacySuppressed
1419,Palmer College of Chiropractic,Davenport,52803-5287,,PrivacySuppressed,PrivacySuppressed
1420,PCI Academy-Ames,Ames,50010,,PrivacySuppressed,PrivacySuppressed
1421,Saint Ambrose University,Davenport,52803-2898,,0.136253041,0.064516129
1422,St Luke's College,Sioux City,51104-0263,,PrivacySuppressed,PrivacySuppressed
1423,La James International College-Davenport,Davenport,52806,,PrivacySuppressed,PrivacySuppressed
1424,La James International College-Iowa City,Iowa City,52245,,PrivacySuppressed,PrivacySuppressed
1425,Simpson College,Indianola,50125,,0.110169492,0.155844156
1426,Southeastern Community College,West Burlington,52655-0180,,0.123239437,0.131343284
1427,Southwestern Community College,Creston,50801,,0.418439716,0.25
1428,Capri College-Davenport,Davenport,52807-3003,,PrivacySuppressed,PrivacySuppressed
1429,Iowa School of Beauty-Sioux City,Sioux City,51106,,PrivacySuppressed,PrivacySuppressed
1430,E Q School of Hair Design,Council Bluffs,51503,,PrivacySuppressed,PrivacySuppressed
1431,Dayton School of Hair Design,Keokuk,52632,,,
1432,Upper Iowa University,Fayette,52142-1857,,0.1525,0.14004914
1433,Vennard College,University Park,52595-0029,,PrivacySuppressed,PrivacySuppressed
1434,Waldorf University,Forest City,50436-1713,,0.405660377,0.242424242
1435,Wartburg College,Waverly,50677-0903,,0.698412698,0.57079646
1436,Wartburg Theological Seminary,Dubuque,52003-7769,,PrivacySuppressed,PrivacySuppressed
1437,The Salon Professional Academy,Waterloo,50703-4734,,PrivacySuppressed,PrivacySuppressed
1438,Western Iowa Tech Community College,Sioux City,51102-5199,,0.205673759,0.185950413
1439,William Penn University,Oskaloosa,52577,,0.223974763,0.191304348
1440,Academy of Hair Design Inc,Salina,67401,,PrivacySuppressed,PrivacySuppressed
1441,Allen County Community College,Iola,66749,,PrivacySuppressed,PrivacySuppressed
1442,AIB International,Manhattan,66502,,PrivacySuppressed,PrivacySuppressed
1443,Baker University,Baldwin City,66006-0065,,0.472463768,0.427983539
1444,Barton County Community College,Great Bend,67530,,0.169082126,0.109170306
1445,Benedictine College,Atchison,66002-1499,,0.221428571,0.164556962
1446,Bethany College,Lindsborg,67456-1897,,0.375,0.169117647
1447,Bethel College-North Newton,North Newton,67117-1716,,0.301369863,0.333333333
1448,Brown Mackie College-Kansas City,Lenexa,66215,,0.358695652,0.292517007
1449,Brown Mackie College-Salina,Salina,67401-7307,,0.358695652,0.292517007
1450,Bryan University,Topeka,66604,,0.54,0.378378378
1451,Butler Community College,El Dorado,67042-3280,,0.140636566,0.123178808
1452,Cutting Edge Hairstyling Academy,Kansas City,66102,,PrivacySuppressed,PrivacySuppressed
1453,Central Baptist Theological Seminary,Shawnee,66226-3513,,PrivacySuppressed,PrivacySuppressed
1454,Central Christian College of Kansas,McPherson,67460-5740,,0.403225807,0.271186441
1455,Cloud County Community College,Concordia,66901-1002,,0.208133971,0.183333333
1456,Coffeyville Community College,Coffeyville,67337-5064,,0.21656051,0.233480176
1457,Colby Community College,Colby,67701,,0.284046693,0.261904762
1458,B Street Design School of International Hair Styling-Overland Park,Overland Park,66212,,PrivacySuppressed,PrivacySuppressed
1459,Cowley County Community College,Arkansas City,67005,,0.025287356,0.02020202
1460,Marinello Schools of Beauty-Manhattan,Manhattan,66502,,PrivacySuppressed,PrivacySuppressed
1461,Dodge City Community College,Dodge City,67801-2399,,PrivacySuppressed,PrivacySuppressed
1462,Donnelly College,Kansas City,66102,,PrivacySuppressed,PrivacySuppressed
1463,Emporia State University,Emporia,66801-5415,,0.397863818,0.288135593
1464,Flint Hills Technical College,Emporia,66801-5957,,0.447761194,0.349206349
1465,Fort Hays State University,Hays,67601-4099,,0.392111369,0.344680851
1466,Barclay College,Haviland,67059-0288,,PrivacySuppressed,PrivacySuppressed
1467,Friends University,Wichita,67213,,0.148496241,0.110526316
1468,Fort Scott Community College,Fort Scott,66701,,0.169291339,0.130653266
1469,Garden City Community College,Garden City,67846-6333,,PrivacySuppressed,PrivacySuppressed
1470,Haskell Indian Nations University,Lawrence,66046-4800,,PrivacySuppressed,PrivacySuppressed
1471,Hays Academy of Hair Design,Hays,67601,,PrivacySuppressed,PrivacySuppressed
1472,Hesston College,Hesston,67062-2093,,0.706422018,0.576923077
1473,Highland Community College,Highland,66035-4165,,PrivacySuppressed,PrivacySuppressed
1474,Hutchinson Community College,Hutchinson,67501,,0.21299639,0.153132251
1475,Independence Community College,Independence,67301-0708,,PrivacySuppressed,PrivacySuppressed
1476,Johnson County Community College,Overland Park,66210-1299,,0.039726027,0.023638232
1477,Kansas City Kansas Community College Technical Education Center,Kansas City,66104-2821,,PrivacySuppressed,PrivacySuppressed
1478,Concorde Career College-Kansas City,Kansas City,64111-2407,,0.592727273,0.551724138
1479,Kansas City Kansas Community College,Kansas City,66112,,PrivacySuppressed,PrivacySuppressed
1480,University of Kansas,Lawrence,66045,,0.481630599,0.445096888
1481,Newman University,Wichita,67213-2097,,0.237931035,0.25984252
1482,Old Town Barber College-Wichita,Wichita,67211-1605,,PrivacySuppressed,PrivacySuppressed
1483,Kansas State University,Manhattan,66506,,0.466294982,0.400202634
1484,Kansas Wesleyan University,Salina,67401-6196,,0.489583333,0.236220472
1485,Washburn Institute of Technology,Topeka,66604-2117,,0.67,0.647058824
1486,La Baron Hairdressing Academy-Overland Park,Overland Park,66204,,PrivacySuppressed,PrivacySuppressed
1487,Labette Community College,Parsons,67357-4201,,0.205645161,0.140740741
1488,Southwest Kansas Technical School,Liberal,67901-1599,,PrivacySuppressed,PrivacySuppressed
1489,Manhattan Area Technical College,Manhattan,66503-2499,,0.522222222,0.591549296
1490,Manhattan Christian College,Manhattan,66502-4801,,0.375,0.392857143
1491,McPherson College,McPherson,67460-1402,,0.487179487,0.518181818
1492,MidAmerica Nazarene University,Olathe,66062-1899,,0.592436975,0.478632479
1493,Neosho County Community College,Chanute,66720,,0.332046332,0.169811321
1494,North Central Kansas Technical College,Beloit,67420,,0.690140845,0.770833333
1495,Northeast Kansas Technical Center,Atchison,66002,,0.641509434,0.517857143
1496,Northwest Kansas Technical College,Goodland,67735,,0.716981132,0.691666667
1497,Ottawa University-Ottawa,Ottawa,66067-3399,,0.193493151,0.141414141
1498,Ottawa University-Kansas City,Overland Park,66211,,0.193493151,0.141414141
1499,Pittsburg State University,Pittsburg,66762,,0.435971223,0.361022364
1500,Pratt Community College,Pratt,67124,,0.220930233,0.268965517
1501,University of Saint Mary,Leavenworth,66048-5082,,0.463157895,0.369047619
1502,Salina Area Technical College,Salina,67401,,0.484848485,0.637362637
1503,Seward County Community College,Liberal,67901,,0.231155779,0.164948454
1504,Sidneys Hair Dressing College,Hutchinson,67501,,PrivacySuppressed,PrivacySuppressed
