,INSTNM,CITY,ZIP,INSTURL,FEMALE_COMP_ORIG_YR4_RT,MALE_COMP_ORIG_YR4_RT
1101,Windward Community College,Kaneohe,96744-3528,,PrivacySuppressed,PrivacySuppressed
1102,Carrington College-Boise,Boise,83704-8742,,0.830357143,0.779220779
1103,Boise Bible College,Boise,83714-1220,,PrivacySuppressed,PrivacySuppressed
1104,Boise State University,Boise,83725,,0.20470896,0.203349282
1105,Career Beauty College,Rexburg,83440-1964,,PrivacySuppressed,PrivacySuppressed
1106,Eastern Idaho Technical College,Idaho Falls,83404-5788,,0.352941177,0.367647059
1107,Idaho State University,Pocatello,83209,,0.194992413,0.204081633
1108,University of Idaho,Moscow,83844-2282,,0.456495828,0.468682505
1109,The College of Idaho,Caldwell,83605-4432,,0.508196721,0.451612903
1110,Lewis-Clark State College,Lewiston,83501-2698,,0.194225722,0.146953405
1111,ITT Technical Institute-Boise,Boise,83713-1529,,0.252336449,0.277966102
1112,Aveda Institute-Twin Falls,Twin Falls,83301,,PrivacySuppressed,PrivacySuppressed
1113,Mr Leon's School of Hair Design-Moscow,Moscow,83843,,PrivacySuppressed,PrivacySuppressed
1114,North Idaho College,Coeur d'Alene,83814-2199,,PrivacySuppressed,PrivacySuppressed
1115,Northwest Nazarene University,Nampa,83686-5897,,PrivacySuppressed,PrivacySuppressed
1116,The School of Hairstyling,Chubbuck,83202,,PrivacySuppressed,PrivacySuppressed
1117,Brigham Young University-Idaho,Rexburg,83460-1690,,0.012771392,0.024451939
1118,College of Southern Idaho,Twin Falls,83301,,PrivacySuppressed,PrivacySuppressed
1119,Adler University,Chicago,60602,,,
1120,Alvareitas College of Cosmetology-Edwardsville,Edwardsville,62025,,PrivacySuppressed,PrivacySuppressed
1121,Alvareitas College of Cosmetology-Godfrey,Godfrey,62035-4150,,PrivacySuppressed,PrivacySuppressed
1122,American Academy of Art,Chicago,60604-4302,,0.407407407,0.453608247
1123,School of the Art Institute of Chicago,Chicago,60603,,0.163865546,0.089285714
1124,The College of Office Technology,Chicago,60642-3312,,0.569131833,0.706185567
1125,Augustana College,Rock Island,61201-2296,,0.691318328,0.670157068
1126,Aurora University,Aurora,60506-4892,,0.62962963,0.43697479
1127,Barat College,Lake Forest,60045-3263,,PrivacySuppressed,PrivacySuppressed
1128,Tricoci University of Beauty Culture-Urbana,Urbana,61801,,PrivacySuppressed,PrivacySuppressed
1129,Southwestern Illinois College,Belleville,62221-5899,,0.018461539,0.03087886
1130,Bethany Theological Seminary,Richmond,47374-4019,,PrivacySuppressed,PrivacySuppressed
1131,Black Hawk College,Moline,61265-5899,,PrivacySuppressed,PrivacySuppressed
1132,Blackburn College,Carlinville,62626,,0.401960784,0.392405063
1133,Blessing Rieman College of Nursing and Health Sciences,Quincy,62305-7005,,PrivacySuppressed,PrivacySuppressed
1134,Blessing Hospital School of Radiologic Technology,Quincy,62305-7005,,PrivacySuppressed,PrivacySuppressed
1135,Bradley University,Peoria,61625-0001,,0.602348993,0.5875
1136,Paul Mitchell the School-Bradley,Bourbonnais,60914,,PrivacySuppressed,PrivacySuppressed
1137,Cameo Beauty Academy,Oak Lawn,60453,,PrivacySuppressed,PrivacySuppressed
1138,Cannella School of Hair Design-Villa Park,Villa Park,60181,,PrivacySuppressed,PrivacySuppressed
1139,Cannella School of Hair Design-Chicago,Chicago,60617-4303,,PrivacySuppressed,PrivacySuppressed
1140,Cannella School of Hair Design-Chicago,Chicago,60632-2549,,PrivacySuppressed,PrivacySuppressed
1141,Cannella School of Hair Design,Chicago,60639-4828,,PrivacySuppressed,PrivacySuppressed
1142,Cannella School of Hair Design-Elgin,Elgin,60120,,PrivacySuppressed,PrivacySuppressed
1143,Capri Beauty College,Chicago,60629,,PrivacySuppressed,PrivacySuppressed
1144,Empire Beauty School-Hanover Park,Hanover Park,60133-5421,,PrivacySuppressed,PrivacySuppressed
1145,Capri Beauty College,Oak Forest,60452,,PrivacySuppressed,PrivacySuppressed
1146,Carl Sandburg College,Galesburg,61401,,PrivacySuppressed,PrivacySuppressed
1147,Catholic Theological Union at Chicago,Chicago,60615-5698,,,
1148,La James International College-East Moline,East Moline,61244,,0.659574468,0.592592593
1149,Midwestern University-Downers Grove,Downers Grove,60515-5514,,0.915151515,0.864583333
1150,Career Colleges of Chicago,Chicago,60603-6301,,PrivacySuppressed,PrivacySuppressed
1151,The Chicago School of Professional Psychology at Chicago,Chicago,60654,,,
1152,Chicago State University,Chicago,60628-1598,,0.148619958,0.106382979
1153,Chicago Theological Seminary,Chicago,60637,,,
1154,University of Chicago,Chicago,60637,,0.78961039,0.754601227
1155,City Colleges of Chicago-Kennedy-King College,Chicago,60621-2709,,PrivacySuppressed,PrivacySuppressed
1156,City Colleges of Chicago-Malcolm X College,Chicago,60612-3197,,PrivacySuppressed,PrivacySuppressed
1157,City Colleges of Chicago-Olive-Harvey College,Chicago,60628-1696,,PrivacySuppressed,PrivacySuppressed
1158,City Colleges of Chicago-Harry S Truman College,Chicago,60640-6063,,PrivacySuppressed,PrivacySuppressed
1159,City Colleges of Chicago-Richard J Daley College,Chicago,60652-1299,,PrivacySuppressed,PrivacySuppressed
1160,City Colleges of Chicago-Harold Washington College,Chicago,60601-2449,,PrivacySuppressed,PrivacySuppressed
1161,City Colleges of Chicago-Wilbur Wright College,Chicago,60634-1500,,PrivacySuppressed,PrivacySuppressed
1162,Columbia College Chicago,Chicago,60605-1996,,0.024085638,0.016221374
1163,Concordia University-Chicago,River Forest,60305-1499,,0.375565611,0.304347826
1164,Le Cordon Bleu College of Culinary Arts-Chicago,Chicago,60610,,0.402061856,0.380530974
1165,Coyne College,Chicago,60602-3304,,0.465116279,0.616580311
1166,Danville Area Community College,Danville,61832-5118,,PrivacySuppressed,PrivacySuppressed
1167,Tricoci University of Beauty Culture-Danville,Danville,61832,,PrivacySuppressed,PrivacySuppressed
1168,Vees School of Beauty Culture,East Saint Louis,62205,,PrivacySuppressed,PrivacySuppressed
1169,DePaul University,Chicago,60604,,0.074250681,0.065621939
1170,DeVry University-Illinois,Chicago,60618-5994,,0.166062802,0.176231803
1171,Cosmetology & Spa Academy,Crystal Lake,60014,,PrivacySuppressed,PrivacySuppressed
1172,ROSALIND FRANKLIN UNIVERSITY OF MEDICINE AND SCIEN,North Chicago,60064,,PrivacySuppressed,PrivacySuppressed
1173,Du Quoin Beauty College,Du Quoin,62832,,PrivacySuppressed,PrivacySuppressed
1174,College of DuPage,Glen Ellyn,60137-6599,,0.031096563,0.036253776
1175,East-West University,Chicago,60605,,PrivacySuppressed,PrivacySuppressed
1176,Eastern Illinois University,Charleston,61920,,0.303623898,0.217834395
1177,Elgin Community College,Elgin,60123-7193,,0.107843137,0.168539326
1178,Elmhurst College,Elmhurst,60126-3096,,0.165137615,0.130653266
1179,Eureka College,Eureka,61530,,0.604395604,0.382352941
1180,First Institute Inc,Crystal Lake,60014,,PrivacySuppressed,PrivacySuppressed
1181,Fox College,Bedford Park,60638,,0.717277487,0.704545455
1182,Garrett-Evangelical Theological Seminary,Evanston,60201-3298,,PrivacySuppressed,PrivacySuppressed
1183,Gem City College,Quincy,62301,,PrivacySuppressed,PrivacySuppressed
1184,Governors State University,University Park,60484,,0.356955381,0.24137931
1185,Graham Hospital School of Nursing,Canton,61520-2497,,PrivacySuppressed,PrivacySuppressed
1186,Greenville College,Greenville,62246,,0.427835052,0.303317536
1187,Hair Professionals Academy of Cosmetology,West Dundee,60118,,PrivacySuppressed,PrivacySuppressed
1188,Hair Professionals Career College,Sycamore,60178,,PrivacySuppressed,PrivacySuppressed
1189,Hair Professionals School of Cosmetology,Oswego,60543,,0.44,0.52173913
1190,Harrington College of Design,Chicago,60605,,0.36,0.276923077
1191,Hebrew Theological College,Skokie,60077,,PrivacySuppressed,PrivacySuppressed
1192,Highland Community College,Freeport,61032-9341,,PrivacySuppressed,PrivacySuppressed
1193,Rosalind Franklin University of Medicine and Science,North Chicago,60064-3095,,PrivacySuppressed,PrivacySuppressed
1194,University of Illinois at Chicago,Chicago,60607,,0.366167024,0.334978843
1195,Benedictine University,Lisle,60532-0900,,0.140221402,0.081967213
1196,Illinois College of Optometry,Chicago,60616-3878,,PrivacySuppressed,PrivacySuppressed
1197,University of Illinois at Urbana-Champaign,Champaign,61820-5711,,0.534238823,0.454742547
1198,Illinois Wesleyan University,Bloomington,61702-2900,,0.14,0.154285714
1199,Illinois Central College,East Peoria,61635-0001,,PrivacySuppressed,PrivacySuppressed
1200,Illinois College,Jacksonville,62650-2299,,0.155405405,0.086206897
1201,Olney Central College,Olney,62450,,PrivacySuppressed,PrivacySuppressed
1202,Illinois Institute of Technology,Chicago,60616,,0.565217391,0.538095238
1203,Argosy University-Chicago,Chicago,60601,,0.623376623,0.475
1204,Illinois State University,Normal,61790-1000,,0.575166508,0.481770833
1205,Illinois Valley Community College,Oglesby,61348-9692,,0.168103448,0.091603053
1206,Institute for Clinical Social Work,Chicago,60605-1229,,,
1207,Sanford-Brown College-Chicago,Chicago,60602-3300,,0.290448343,0.2325
1208,John A Logan College,Carterville,62918-2500,,0.082695253,0.048192771
1209,John Amico School of Hair Design,Oak Forest,60452-2501,,PrivacySuppressed,PrivacySuppressed
1210,The John Marshall Law School,Chicago,60604,,,
1211,John Wood Community College,Quincy,62305-8736,,0.090909091,0.07079646
1212,Joliet Junior College,Joliet,60431-8938,,PrivacySuppressed,PrivacySuppressed
1213,Judson University,Elgin,60123-1498,,0.236111111,0.274390244
1214,Kankakee Community College,Kankakee,60901,,PrivacySuppressed,PrivacySuppressed
1215,Kaskaskia College,Centralia,62801,,PrivacySuppressed,PrivacySuppressed
1216,Kendall College,Chicago,60642,,PrivacySuppressed,PrivacySuppressed
1217,Kishwaukee College,Malta,60150-9699,,0.076923077,0.098654709
1218,Knox College,Galesburg,61401-9999,,0.602836879,0.628865979
1219,Educators of Beauty College of Cosmetology-La Salle,La Salle,61301,,PrivacySuppressed,PrivacySuppressed
1220,College of Lake County,Grayslake,60030-1198,,PrivacySuppressed,PrivacySuppressed
1221,Lake Forest College,Lake Forest,60045-2399,,0.646666667,0.609090909
1222,Lake Forest Graduate School of Management,Lake Forest,60045,,,
1223,Lake Land College,Mattoon,61938,,0.119909502,0.056390977
1224,Danville Area Community College-Radiation Technology Program,Danville,61832-3788,,PrivacySuppressed,PrivacySuppressed
1225,Lakeview College of Nursing,Danville,61832,,PrivacySuppressed,PrivacySuppressed
1226,Lewis and Clark Community College,Godfrey,62035,,PrivacySuppressed,PrivacySuppressed
1227,Lewis University,Romeoville,60446-2200,,0.362694301,0.301948052
1228,Lexington College,Chicago,60607-3534,,PrivacySuppressed,PrivacySuppressed
1229,Lincoln Christian University,Lincoln,62656-2111,,0.421052632,0.296296296
1230,Lincoln College,Lincoln,62656,,PrivacySuppressed,PrivacySuppressed
1231,Lincoln Land Community College,Springfield,62794-9256,,PrivacySuppressed,PrivacySuppressed
1232,Lincoln College of Technology-Melrose Park,Melrose Park,60160-1605,,0.444444444,0.466666667
1233,Loyola University Chicago,Chicago,60660,,0.108974359,0.132286996
1234,Lutheran School of Theology at Chicago,Chicago,60615-5134,,,
1235,Trinity College of Nursing & Health Sciences,Rock Island,61201-5317,,PrivacySuppressed,PrivacySuppressed
1236,CET-Chicago,Chicago,60612,,0.137795276,0.121765601
1237,Steven Papageorge Hair Academy,Chicago,60657,,PrivacySuppressed,PrivacySuppressed
1238,MacCormac College,Chicago,60602-4405,,PrivacySuppressed,PrivacySuppressed
1239,MacMurray College,Jacksonville,62650-2590,,0.396551724,0.263888889
1240,McCormick Theological Seminary,Chicago,60615,,,
1241,McHenry County College,Crystal Lake,60012-2761,,PrivacySuppressed,PrivacySuppressed
1242,McKendree University,Lebanon,62254-1291,,0.410596027,0.344827586
1243,Meadville Lombard Theological School,Chicago,60605,,,
1244,Methodist College,Peoria,61615,,PrivacySuppressed,PrivacySuppressed
1245,Midstate College,Peoria,61614-3595,,0.231155779,0.24
1246,Millikin University,Decatur,62522-2084,,0.623955432,0.510204082
1247,Monmouth College,Monmouth,61462-1998,,PrivacySuppressed,PrivacySuppressed
1248,Moraine Valley Community College,Palos Hills,60465-0937,,PrivacySuppressed,PrivacySuppressed
1249,Morrison Institute of Technology,Morrison,61270-2959,,PrivacySuppressed,PrivacySuppressed
1250,Morton College,Cicero,60804-4398,,PrivacySuppressed,PrivacySuppressed
1251,Mr John's School of Cosmetology Esthetics & Nails-Decatur,Decatur,62521,,0.388059702,0.393939394
1252,Native American Educational Services College Inc,Chicago,60659,,PrivacySuppressed,PrivacySuppressed
1253,National Louis University,Chicago,60603,,0.181710214,0.114922813
1254,National University of Health Sciences,Lombard,60148-4583,,PrivacySuppressed,PrivacySuppressed
1255,Niles School of Cosmetology,Niles,60714,,PrivacySuppressed,PrivacySuppressed
1256,North Central College,Naperville,60540,,0.558139535,0.551886793
1257,North Park University,Chicago,60625-4895,,0.056603774,0.071823204
1258,Northern Illinois University,Dekalb,60115-2828,,0.133842239,0.119201031
1259,Northwestern College-Chicago Campus,Chicago,60630,,0.170886076,0.163793103
1260,Northwestern University,Evanston,60208,,0.732689211,0.714
1261,Northeastern Illinois University,Chicago,60625-4699,,0.083044983,0.075356416
1262,Oakton Community College,Des Plaines,60016-1268,,PrivacySuppressed,PrivacySuppressed
1263,Oehrlein School of Cosmetology,East Peoria,61611,,PrivacySuppressed,PrivacySuppressed
1264,Olivet Nazarene University,Bourbonnais,60914-2271,,0.406040269,0.279620853
1265,Parkland College,Champaign,61821-1899,,0.090789474,0.04387292
1266,Pivot Point Academy-Evanston,Evanston,60201,,PrivacySuppressed,PrivacySuppressed
1267,Prairie State College,Chicago Heights,60411-8226,,PrivacySuppressed,PrivacySuppressed
1268,Professional's Choice Hair Design Academy,Joliet,60435,,PrivacySuppressed,PrivacySuppressed
1269,Quincy University,Quincy,62301-2699,,0.33,0.235294118
1270,Vatterott College-Quincy,Quincy,62305,,0.536231884,0.590243902
1271,The Illinois Institute of Art-Chicago,Chicago,60654-1593,,0.421487603,0.332677165
1272,Rend Lake College,Ina,62846,,PrivacySuppressed,PrivacySuppressed
1273,Richland Community College,Decatur,62521-8512,,PrivacySuppressed,PrivacySuppressed
1274,Robert Morris University Illinois,Chicago,60605,,0.518436984,0.502169197
1275,Rock Valley College,Rockford,61114-5699,,PrivacySuppressed,PrivacySuppressed
1276,Madison Media Institute-Rockford Career College,Rockford,61108,,0.344370861,0.230769231
1277,Rockford University,Rockford,61108-2311,,0.26635514,0.246031746
1278,Roosevelt University,Chicago,60605-1394,,0.252199414,0.245098039
1279,Dominican University,River Forest,60305,,0.146596859,0.157142857
1280,Rush University,Chicago,60612,,PrivacySuppressed,PrivacySuppressed
1281,Saint Francis Medical Center College of Nursing,Peoria,61603-3783,,PrivacySuppressed,PrivacySuppressed
1282,University of St Francis,Joliet,60435-6188,,0.370517928,0.329896907
1283,St. John's College-Department of Nursing,Springfield,62702,,PrivacySuppressed,PrivacySuppressed
1284,Saint Xavier University,Chicago,60655,,0.527306968,0.450704225
1285,University of Illinois at Springfield,Springfield,62703-5407,,0.328244275,0.307692308
1286,Sauk Valley Community College,Dixon,61021-9112,,0.069124424,0.081967213
1287,Bexley Hall Seabury Western Theological Seminary Federation,Chicago,60631,,,
1288,Shawnee Community College,Ullin,62992,,PrivacySuppressed,PrivacySuppressed
1289,Shimer College,Chicago,60616,,PrivacySuppressed,PrivacySuppressed
1290,Saint Augustine College,Chicago,60640-3593,,PrivacySuppressed,PrivacySuppressed
1291,University of Saint Mary of the Lake,Mundelein,60060-1174,,PrivacySuppressed,PrivacySuppressed
1292,Advocate Trinity Hospital School of Radiologic Technology,Chicago,60617-9984,,PrivacySuppressed,PrivacySuppressed
1293,Southeastern Illinois College,Harrisburg,62946,,0.076233184,0.090225564
1294,National Latino Education Institute,Chicago,60609-2205,,PrivacySuppressed,PrivacySuppressed
1295,Sparks College,Shelbyville,62565,,PrivacySuppressed,PrivacySuppressed
1296,Spertus College,Chicago,60605,,PrivacySuppressed,PrivacySuppressed
1297,Spoon River College,Canton,61520-8622,,PrivacySuppressed,PrivacySuppressed
1298,Springfield College in Illinois,Springfield,62702-2694,,0.16,0.26
1299,Saint Anthony College of Nursing,Rockford,61108-2468,,PrivacySuppressed,PrivacySuppressed
1300,Educators of Beauty College of Cosmetology-Sterling,Sterling,61081-3611,,PrivacySuppressed,PrivacySuppressed
1301,Southern Illinois University-Carbondale,Carbondale,62901-4512,,0.259850905,0.215975011
1302,Southern Illinois University-Edwardsville,Edwardsville,62026-1259,,0.064080944,0.071611253
1303,Taylor Business Institute,Chicago,60606,,0.226086957,0.194174757
1304,Telshe Yeshiva-Chicago,Chicago,60625,,PrivacySuppressed,PrivacySuppressed
1305,South Suburban College,South Holland,60473-1200,,PrivacySuppressed,PrivacySuppressed
1306,Tri-County Beauty Academy,Litchfield,62056,,PrivacySuppressed,PrivacySuppressed
1307,Trinity Christian College,Palos Heights,60463-0929,,0.329479769,0.402061856
1308,Trinity International University-Illinois,Deerfield,60015-1283,,0.100746269,0.107623318
1309,Triton College,River Grove,60171-1995,,PrivacySuppressed,PrivacySuppressed
1310,University of Spa & Cosmetology Arts,Springfield,62704,,PrivacySuppressed,PrivacySuppressed
1311,VanderCook College of Music,Chicago,60616-3731,,PrivacySuppressed,PrivacySuppressed
1312,Waubonsee Community College,Sugar Grove,60554-9454,,PrivacySuppressed,PrivacySuppressed
1313,Western Illinois University,Macomb,61455,,0.419937206,0.359375
1314,Wheaton College,Wheaton,60187-5593,,0.097087379,0.11682243
1315,William Rainey Harper College,Palatine,60067-7398,,PrivacySuppressed,PrivacySuppressed
1316,Ancilla College,Donaldson,46513-0001,,PrivacySuppressed,PrivacySuppressed
1317,Anderson University,Anderson,46012-3495,,0.483108108,0.399082569
1318,Apex Academy of Hair Design Inc,Anderson,46016-1158,,PrivacySuppressed,PrivacySuppressed
1319,Ball Memorial Hospital School of Radiologic Technology,Muncie,47303,,PrivacySuppressed,PrivacySuppressed
1320,Ball State University,Muncie,47306,,0.460025381,0.383452665
1321,Bethel College-Indiana,Mishawaka,46545-5591,,0.109243698,0.127272727
1322,Butler University,Indianapolis,46208,,0.635204082,0.52189781
1323,Calumet College of Saint Joseph,Whiting,46394,,0.281553398,0.378048781
1324,Christian Theological Seminary,Indianapolis,46208-3301,,,
1325,College of Court Reporting Inc,Hobart,46342,,PrivacySuppressed,PrivacySuppressed
1326,Concordia Theological Seminary,Fort Wayne,46825-4996,,,
1327,Tricoci University of Beauty Culture-Highland,Highland,46322,,PrivacySuppressed,PrivacySuppressed
1328,DAVENPORT UNIVERSITY-SOUTH BEND CAMPUS,GRANGER,46530-9069,,0.182730924,0.143803217
1329,DAVENPORT UNIVERSITY-MERRILLVILLE CAMPUS,MERRILLVILLE,46410-6128,,0.182730924,0.143803217
1330,DePauw University,Greencastle,46135-1772,,0.680412371,0.738562092
1331,Don Roberts School of Hair Design,Schererville,46375,,PrivacySuppressed,PrivacySuppressed
1332,Don Roberts Beauty School,Valparaiso,46385,,PrivacySuppressed,PrivacySuppressed
1333,Earlham College,Richmond,47374-4095,,0.609375,0.495327103
1334,Evansville Tri-State Beauty College,Evansville,47715-3236,,PrivacySuppressed,PrivacySuppressed
1335,University of Evansville,Evansville,47722,,0.537790698,0.581005587
1336,Taylor University Fort Wayne,Fort Wayne,46807-2197,,0.600806452,0.517948718
1337,Franklin College,Franklin,46131-2623,,0.52892562,0.352
1338,Good Samaritan Hospital School of Radiologic Technology,Vincennes,47591,,PrivacySuppressed,PrivacySuppressed
1339,Goshen College,Goshen,46526-4794,,0.471910112,0.382352941
1340,Grace College and Theological Seminary,Winona Lake,46590-1274,,0.133333333,0.177083333
1341,Hair Fashions By Kaye Beauty College-Noblesville,Noblesville,46060-0000,,PrivacySuppressed,PrivacySuppressed
1342,Hair Fashions By Kaye Beauty College-Indianapolis,Indianapolis,46250,,0.383928571,0.454545455
1343,Hanover College,Hanover,47243,,0.683823529,0.635416667
1344,J Michael Harrold Beauty Academy,Terre Haute,47807,,PrivacySuppressed,PrivacySuppressed
1345,Holy Cross College,Notre Dame,46556-0308,,PrivacySuppressed,PrivacySuppressed
1346,PJ's College of Cosmetology-Clarksville,Clarksville,47129,,PrivacySuppressed,PrivacySuppressed
1347,Huntington University,Huntington,46750,,0.504132231,0.444444444
1348,Ivy Tech Community College-Northcentral,South Bend,46601-3415,,PrivacySuppressed,PrivacySuppressed
1349,Ivy Tech Community College,Indianapolis,46208-5752,,PrivacySuppressed,PrivacySuppressed
1350,Ivy Tech Community College-Columbus,Columbus,47203-1868,,PrivacySuppressed,PrivacySuppressed
1351,Ivy Tech Community College-East Central,Muncie,47302-9448,,PrivacySuppressed,PrivacySuppressed
1352,Ivy Tech Community College-Kokomo,Kokomo,46901-1373,,PrivacySuppressed,PrivacySuppressed
1353,Ivy Tech Community College-Lafayette,Lafayette,47905,,PrivacySuppressed,PrivacySuppressed
1354,Ivy Tech Community College-Northeast,Fort Wayne,46805-1489,,PrivacySuppressed,PrivacySuppressed
1355,Ivy Tech Community College-South Central,Sellersburg,47172-1897,,PrivacySuppressed,PrivacySuppressed
1356,Ivy Tech Community College-Southwest,Evansville,47710-3398,,0.067736185,0.038834952
1357,Ivy Tech Community College-Wabash Valley,Terre Haute,47802-4898,,PrivacySuppressed,PrivacySuppressed
1358,Ivy Tech Community College-Richmond,Richmond,47374-1298,,PrivacySuppressed,PrivacySuppressed
1359,Ivy Tech Community College-Northwest,Gary,46409-1499,,PrivacySuppressed,PrivacySuppressed
1360,Ivy Tech Community College-Southeast,Madison,47250-1881,,PrivacySuppressed,PrivacySuppressed
1361,Indiana University-Purdue University-Fort Wayne,Fort Wayne,46805-1499,,0.263768116,0.173501577
1362,Indiana University-Purdue University-Indianapolis,Indianapolis,46202-5143,,0.201820941,0.1679198
1363,Harrison College-Anderson,Anderson,46013,,0.364685004,0.298679868
1364,Harrison College-Indianapolis,Indianapolis,46204-2611,,0.364685004,0.298679868
1365,Harrison College-Marion,Marion,46952-2338,,0.364685004,0.298679868
1366,Harrison College-Columbus,Columbus,47203-1843,,0.364685004,0.298679868
1367,Harrison College-Muncie,Muncie,47303,,0.417582418,0.367647059
1368,Harrison College-Terre Haute,Terre Haute,47803,,0.364685004,0.298679868
1369,Harrison College-Lafayette,Lafayette,47905,,0.364685004,0.298679868
1370,University of Indianapolis,Indianapolis,46227-3697,,0.172949002,0.165217391
1371,Indiana Institute of Technology,Fort Wayne,46803-1228,,0.37012987,0.275132275
1372,University of Southern Indiana,Evansville,47712,,0.156756757,0.107142857
1373,Indiana State University,Terre Haute,47809,,0.101774043,0.071743929
1374,Indiana University-Kokomo,Kokomo,46904-9003,,0.249180328,0.18
1375,Indiana University-South Bend,South Bend,46634-7111,,0.187969925,0.129310345
1376,Indiana University-Bloomington,Bloomington,47405-7000,,0.479574468,0.459231983
1377,Indiana University-Northwest,Gary,46408-1197,,0.15070922,0.147540984
1378,Indiana University-Southeast,New Albany,47150,,0.167883212,0.117834395
1379,Indiana University-East,Richmond,47374-1289,,0.141618497,0.086021505
1380,International Business College-Fort Wayne,Fort Wayne,46804-7145,,0.721179625,0.77388535
1381,International Business College-Indianapolis,Indianapolis,46256-3954,,0.721179625,0.77388535
1382,ITT Technical Institute-Nashville,Nashville,37214-3717,,0.29296875,0.372745491
1383,ITT Technical Institute-Fort Wayne,Fort Wayne,46825,,0.359477124,0.435770751
1384,ITT Technical Institute-Indianapolis,Indianapolis,46268-1119,,0.311977716,0.358567775
1385,J Everett Light Career Center,Indianapolis,46240,,PrivacySuppressed,PrivacySuppressed
1386,Knox Beauty College,Knox,46534,,PrivacySuppressed,PrivacySuppressed
1387,Tricoci University of Beauty Culture-Lafayette,Lafayette,47901,,,
1388,Brown Mackie College-Merrillville,Merrillville,46410,,0.36858006,0.414012739
1389,Brown Mackie College-Michigan City,Michigan City,46360-7362,,0.36858006,0.414012739
1390,Empire Beauty School-Indianapolis,Indianapolis,46237-3249,,0.491525424,0.648648649
1391,Lincoln College of Technology-Indianapolis,Indianapolis,46268,,PrivacySuppressed,PrivacySuppressed
1392,Manchester University,North Manchester,46962,,0.472222222,0.218543046
1393,Marian University,Indianapolis,46222-1997,,0.421985816,0.408602151
1394,Indiana Wesleyan University-Marion,Marion,46953-4974,,0.527358491,0.455017301
1395,Martin University,Indianapolis,46218-0567,,PrivacySuppressed,PrivacySuppressed
1396,Masters of Cosmetology College,Fort Wayne,46809-1305,,PrivacySuppressed,PrivacySuppressed
1397,Anabaptist Mennonite Biblical Seminary,Elkhart,46517-1999,,,
1398,Merrillville Beauty College,Merrillville,46410,,PrivacySuppressed,PrivacySuppressed
1399,Brown Mackie College-South Bend,South Bend,46635,,0.331941545,0.173913044
1400,Mid-America College of Funeral Service,Jeffersonville,47130,,0.565217391,0.666666667
1401,West Michigan College of Barbering and Beauty,Kalamazoo,49008,,PrivacySuppressed,PrivacySuppressed
1402,University of Notre Dame,Notre Dame,46556,,0.936416185,0.897314376
1403,Oakland City University,Oakland City,47660-1099,,0.317204301,0.330708661
1404,PJ'S COLLEGE OF COSMETOLOGY,GREENFIELD,46140,,0.327586207,0.5
1405,PJ'S COLLEGE OF COSMETOLOGY,MUNCIE,47303,,0.327586207,0.5
1406,PJ's College of Cosmetology-Richmond,Richmond,47374,,PrivacySuppressed,PrivacySuppressed
1407,PJ'S COLLEGE OF COSMETOLOGY,INDIANAPOLIS,46227,,0.327586207,0.5
1408,Kaplan College-Indianapolis,Indianapolis,46278-1736,,0.557971015,0.358974359
1409,Purdue University-Calumet Campus,Hammond,46323-2094,,0.178657074,0.147727273
1410,Purdue University-North Central Campus,Westville,46391-9542,,0.221967963,0.182648402
1411,Ravenscroft Beauty College,Fort Wayne,46835,,0.466019418,0.657894737
1412,Rogers Academy of Hair Design,Evansville,47712,,PrivacySuppressed,PrivacySuppressed
1413,Rose-Hulman Institute of Technology,Terre Haute,47803-3920,,0.659090909,0.626865672
1414,Rudae's School of Beauty Culture-Kokomo,Kokomo,46901-4516,,PrivacySuppressed,PrivacySuppressed
1415,University of Saint Francis-Fort Wayne,Fort Wayne,46808-3994,,0.328813559,0.244897959
1416,Saint Josephs College,Rensselaer,47978-0870,,0.567567568,0.409395973
1417,Saint Mary-of-the-Woods College,Saint Mary of the Woods,47876-1099,,PrivacySuppressed,PrivacySuppressed
1418,Saint Mary's College,Notre Dame,46556,,PrivacySuppressed,PrivacySuppressed
1419,Brightwood College-Hammond,Hammond,46324,,0.376623377,0.451219512
1420,Kaplan College-Merrillville,Merrillville,46410,,0.376623377,0.451219512
1421,Saint Meinrad School of Theology,St. Meinrad,47577,,,
1422,Saint Elizabeth School of Nursing,Lafayette,47904-2198,,PrivacySuppressed,PrivacySuppressed
1423,Taylor University,Upland,46989-1001,,0.600806452,0.517948718
1424,Trine University,Angola,46703-1764,,0.380645161,0.438016529
1425,Valparaiso University,Valparaiso,46383,,0.184466019,0.163346614
1426,Vincennes Beauty College,Vincennes,47591,,PrivacySuppressed,PrivacySuppressed
1427,Vincennes University,Vincennes,47591,,0.112256587,0.094765343
1428,Wabash College,Crawfordsville,47933-0352,,PrivacySuppressed,PrivacySuppressed
1429,Allen College,Waterloo,50703-1999,,PrivacySuppressed,PrivacySuppressed
1430,AIB College of Business,Des Moines,50321-1799,,0.447580645,0.414141414
1431,Briar Cliff University,Sioux City,51104,,0.345323741,0.333333333
1432,Buena Vista University,Storm Lake,50588,,0.507067138,0.419753086
1433,Daytons School of Hair Design,Burlington,52601,,,
1434,Capri College-Dubuque,Dubuque,52004-0873,,PrivacySuppressed,PrivacySuppressed
1435,Capri College-Cedar Rapids,Cedar Rapids,52404,,PrivacySuppressed,PrivacySuppressed
